LGA_CODE_2016,C11_Rel_NS_0_14,C11_Rel_NS_15_24,C11_Rel_NS_25_34,C11_Rel_NS_35_44,C11_Rel_NS_45_54,C11_Rel_NS_55_64,C11_Rel_NS_65_74,C11_Rel_NS_75_84,C11_Rel_NS_85ov,C11_Rel_NS_T,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85oe,C16_Buddhism_Tot,C16_Christ_Angli_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Anglic_85oe,C16_Christ_Anglic_Tot,C16_Chr_Ass_Apo_0_14,C16_Chr_Ass_Apo_15_24,C16_Chr_Ass_Apo_25_34,C16_Chr_Ass_Apo_35_44,C16_Chr_Ass_Apo_45_54,C16_Chr_Ass_Apo_55_64,C16_Chr_Ass_Apo_65_74,C16_Chr_Ass_Apo_75_84,C16_Chr_Ass_Apo_85ov,C16_Chr_Ass_Apo_Tot,C16_Chr_Bapt_0_14,C16_Chr_Bapt_15_24,C16_Chr_Bapt_25_34,C16_Chr_Bapt_35_44,C16_Chr_Bapt_45_54,C16_Chr_Bapt_55_64,C16_Chr_Bapt_65_74,C16_Chr_Bapt_75_84,C16_Chr_Bapt_85ov,C16_Chr_Bapt_Tot,C16_Chr_Breth_0_14,C16_Chr_Bret_15_24,C16_Chr_Bret_25_34,C16_Chr_Bret_35_44,C16_Chr_Bret_45_54,C16_Chr_Bret_55_64,C16_Chr_Bret_65_74,C16_Chr_Bret_75_84,C16_Chr_Breth_85ov,C16_Chr_Bret_To,C16_Chr_Cath_0_14,C16_Chr_Cath_15_24,C16_Chr_Cath_25_34,C16_Chr_Cath_35_44,C16_Chr_Cath_45_54,C16_Chr_Cath_55_64,C16_Chr_Cath_65_74,C16_Chr_Cath_75_84,C16_Chr_Catho_85ov,C16_Chr_Catho_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_To,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot,C16_C_La_Da_Sai_0_14,C16_C_La_Da_Sa_15_24,C16_C_La_Da_Sa_25_34,C16_C_La_Da_Sa_35_44,C16_C_La_Da_Sa_45_54,C16_C_La_Da_Sa_55_64,C16_C_La_Da_Sa_65_74,C16_C_La_Da_Sa_75_84,C16_C_Lat_Da_Sa_85ov,C16_C_Lat_Da_Sa_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Ort_To,C16_C_Oth_Pro_0_14,C16_C_Oth_Pro_15_24,C16_C_Oth_Pro_25_34,C16_C_Oth_Pro_35_44,C16_C_Oth_Pro_45_54,C16_C_Oth_Pro_55_64,C16_C_Oth_Pro_65_74,C16_C_Oth_Pro_75_84,C16_C_Oth_Pro_85ov,C16_C_Oth_Pro_Tot,C16_C_Pent_0_14,C16_C_Pent_15_24,C16_C_Pent_25_34,C16_C_Pent_35_44,C16_C_Pent_45_54,C16_C_Pent_55_64,C16_C_Pent_65_74,C16_C_Pent_75_84,C16_C_Pent_85ov,C16_C_Pent_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_Chr_Unit_Ch_0_14,C16_Chr_Unit_Ch_15_24,C16_Chr_Unit_Ch_25_34,C16_Chr_Unit_Ch_35_44,C16_Chr_Unit_Ch_45_54,C16_Chr_Unit_Ch_55_64,C16_Chr_Unit_Ch_65_74,C16_Chr_Unit_Ch_75_84,C16_Chr_Unit_Ch_85ov,C16_Chr_Unit_Ch_Tot
LGA15240,1501,765,560,698,893,979,862,620,427,7301,14750,8305,6163,9020,11760,13571,12170,7385,2723,85848,84,70,67,99,113,144,76,9,3,665,3042,1846,1373,2220,3202,4451,5379,3034,1292,25839,0,0,0,0,0,0,0,0,0,3,376,144,144,169,224,320,285,192,66,1921,4,3,0,0,0,0,0,0,3,17,2587,1618,1240,1667,2346,2665,2979,1601,529,17224,19,7,8,5,11,34,40,21,18,158,9,17,10,17,37,29,50,26,5,208,81,53,37,72,69,92,70,44,13,530,31,9,4,23,27,31,40,29,18,214,6,9,3,12,14,41,46,38,5,175,4,3,9,3,7,0,4,0,0,33,45,19,19,34,55,59,59,40,25,366,88,54,55,41,71,119,82,33,13,543,172,137,98,196,460,719,892,553,251,3484,50,35,26,41,48,83,93,65,34,470,23,23,27,21,44,51,33,32,14,270,460,331,250,364,575,911,1038,676,280,4886
LGA15270,458,253,194,271,239,222,183,98,38,1963,4529,2509,2180,2971,3123,2955,2332,1262,462,22320,24,8,22,15,24,24,11,7,0,137,1058,574,553,713,996,973,967,537,212,6591,0,0,0,0,0,0,0,0,0,0,41,15,34,27,49,38,23,17,3,249,0,0,0,0,0,0,0,0,0,0,1381,643,679,726,848,727,616,330,97,6050,0,0,0,0,0,0,4,0,0,4,0,4,4,8,16,13,10,5,8,69,16,13,10,16,17,15,12,5,4,106,5,3,3,7,0,4,3,0,0,31,0,0,0,0,13,8,6,10,9,45,0,0,3,0,0,0,0,0,0,3,6,0,0,10,14,12,5,4,0,53,38,34,31,28,36,31,20,9,3,235,103,47,63,86,133,167,179,85,49,907,8,4,0,5,12,14,8,3,0,55,4,0,0,3,8,9,3,6,0,28,109,61,69,80,151,128,128,69,28,825
LGA15300,363,192,187,193,169,154,102,49,18,1435,3148,1691,1704,1871,1827,1510,1021,499,167,13428,11,0,11,16,6,6,0,0,0,47,596,385,360,443,589,541,439,228,60,3650,0,0,0,0,0,0,0,0,0,0,32,14,13,11,25,18,16,11,3,144,3,0,3,0,0,3,0,0,0,5,935,426,458,449,505,375,310,161,40,3657,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,3,11,3,3,31,7,7,3,0,9,5,4,0,0,48,0,0,0,3,3,0,0,0,0,4,9,9,3,11,9,19,5,0,6,74,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,3,0,0,20,40,18,8,26,16,19,6,3,0,143,45,27,58,62,80,124,75,63,17,544,12,13,11,14,21,16,6,0,0,97,21,7,6,5,12,3,3,4,3,63,54,32,45,55,57,74,47,23,6,386
LGA15350,481,315,472,467,389,340,233,126,76,2889,5019,2720,3479,4319,4016,3324,2395,1341,839,27452,33,21,72,90,71,62,34,16,5,406,950,458,401,652,891,724,865,477,292,5712,0,0,0,0,0,0,0,0,0,0,13,8,19,31,12,9,12,3,3,111,3,0,0,3,0,0,0,0,0,4,1410,762,758,970,1029,764,602,323,186,6801,0,0,0,0,0,3,0,0,0,5,95,51,51,73,90,56,36,28,19,500,3,0,4,7,8,0,0,0,0,23,0,0,0,0,10,0,0,0,0,12,18,8,7,24,16,11,22,13,0,122,13,3,5,8,8,10,3,3,0,46,5,7,16,8,22,6,12,4,3,87,32,19,33,28,19,18,12,4,0,160,61,44,57,55,103,113,155,90,53,727,0,0,4,3,0,0,0,0,0,10,0,3,0,4,3,0,0,0,0,11,56,25,43,70,69,87,99,59,38,540
LGA15520,221,121,88,121,131,153,138,80,27,1080,1880,1096,883,1251,1536,1697,1482,850,252,10918,9,3,12,17,8,6,3,0,0,53,239,118,98,187,324,401,454,295,130,2250,0,0,0,0,0,0,0,0,0,0,16,6,3,14,13,20,32,12,6,118,0,0,0,0,0,0,0,0,0,0,565,305,288,274,348,375,387,193,51,2779,7,0,0,0,3,10,8,4,0,37,3,0,0,6,0,5,8,0,0,20,0,0,3,0,4,3,3,3,0,15,0,3,0,0,0,3,0,0,0,8,7,3,3,4,8,13,18,4,0,64,3,0,0,3,0,0,0,0,0,3,5,0,4,0,3,3,6,3,0,24,7,4,10,11,0,0,6,0,0,34,7,8,11,16,45,104,146,77,26,440,0,0,0,3,0,3,3,3,0,27,0,0,0,0,0,0,4,0,0,9,110,71,57,78,135,230,212,133,44,1086
LGA15560,88,35,36,33,47,33,35,20,3,325,800,441,353,456,585,478,367,212,58,3753,0,4,0,0,0,0,0,0,0,9,131,75,77,87,140,146,109,67,27,859,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,241,152,130,135,139,133,108,63,12,1113,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,11,3,8,0,0,3,0,0,0,0,21,9,8,13,22,27,44,30,24,4,169,0,0,0,3,0,0,0,0,0,7,0,5,0,0,0,0,3,0,0,15,40,32,27,32,53,75,36,26,10,329
LGA15650,406,262,292,288,210,143,76,62,20,1755,3603,2193,2242,2222,2178,1680,962,548,173,15793,6,10,16,16,11,9,0,0,0,79,875,515,500,600,777,670,503,284,98,4813,0,0,0,0,0,0,0,0,0,0,54,15,26,32,36,27,14,4,0,199,0,0,0,0,0,0,0,0,0,0,922,496,555,519,536,427,303,137,49,3946,0,0,0,0,0,0,4,0,0,4,0,0,4,3,5,3,0,0,0,24,20,8,10,11,9,12,3,0,0,66,6,0,3,3,0,3,0,0,0,20,4,0,0,5,5,4,0,0,0,16,3,0,0,0,0,0,0,0,0,7,6,4,3,5,5,4,7,3,3,38,24,6,6,12,10,11,8,0,0,71,26,29,32,43,101,70,75,42,16,442,4,0,0,3,10,7,0,0,3,27,17,4,0,3,3,6,7,0,0,45,68,35,66,72,74,83,61,33,10,499
LGA15700,349,170,136,169,250,258,197,130,62,1730,3316,1761,1288,1869,2794,3054,2445,1483,626,18643,22,12,12,17,44,45,21,7,0,191,451,270,206,348,541,752,862,504,233,4168,0,0,0,0,0,0,0,0,0,0,8,5,3,9,18,28,23,28,9,140,0,0,0,0,0,0,0,0,0,0,683,379,280,363,458,596,576,285,91,3716,0,0,0,3,0,3,3,0,0,9,4,0,6,3,0,9,5,0,3,33,38,29,15,30,26,39,20,14,6,211,7,0,10,3,7,6,0,3,3,30,3,0,5,0,6,14,10,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,16,8,3,44,32,16,5,15,26,30,24,9,0,159,75,40,34,65,106,191,215,129,66,929,37,14,5,15,33,36,30,15,6,183,46,13,16,18,14,11,16,9,3,157,57,50,40,46,89,146,183,102,50,772
LGA15750,264,132,115,127,111,116,83,45,15,1008,2872,1483,1433,1645,1856,1614,1167,638,231,12926,11,7,4,16,12,3,3,0,0,49,674,417,407,459,630,667,551,305,103,4209,0,0,0,0,0,0,0,0,0,0,9,5,5,8,8,9,9,0,0,56,0,0,0,0,0,0,0,0,0,0,693,332,359,370,396,404,300,180,38,3067,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,11,0,0,0,0,0,4,0,3,0,16,11,0,3,4,0,0,0,0,0,25,3,3,0,5,3,3,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,21,60,14,23,22,17,18,11,0,0,171,54,32,41,57,118,129,84,59,19,595,6,3,4,4,8,10,6,3,0,53,12,0,3,3,7,3,0,0,0,30,54,43,33,43,60,100,43,18,12,402
LGA15800,136,55,54,57,73,60,44,38,13,529,1241,615,567,658,853,796,580,428,160,5900,7,3,3,3,3,5,0,0,0,19,194,120,87,144,190,248,229,111,68,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,0,0,28,0,0,0,0,0,0,0,0,0,0,321,193,157,174,185,206,156,95,44,1535,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,7,11,0,5,6,0,7,3,4,0,35,4,4,0,3,0,0,0,0,0,12,3,0,3,4,3,4,6,3,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,12,11,15,17,9,15,19,9,0,3,91,16,9,14,18,26,41,40,22,18,202,4,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,4,0,6,70,40,34,50,63,77,80,54,21,489
LGA15850,135,69,42,54,58,49,34,32,11,474,1573,708,634,795,873,877,664,366,99,6584,0,0,3,5,3,0,0,0,0,15,244,143,150,174,235,283,274,141,62,1702,0,0,0,0,0,0,0,0,0,0,16,5,3,11,13,8,15,3,0,76,0,0,0,0,0,0,0,0,0,0,455,254,207,190,210,207,152,97,32,1800,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,6,0,3,0,0,3,3,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,6,6,9,3,3,3,8,0,0,0,40,29,10,10,28,33,49,60,27,9,251,0,3,0,0,0,3,0,3,0,10,30,3,16,12,7,4,8,3,3,92,69,46,53,42,73,102,87,60,28,557
LGA15900,2118,1959,1900,1526,1498,1193,734,643,423,12000,25305,21991,22061,19946,19714,16569,11028,8050,3864,148534,186,318,384,336,299,225,89,34,11,1878,3382,2546,2426,3299,3973,4054,3500,2072,1100,26349,0,0,0,0,0,0,0,0,0,0,429,304,355,333,345,337,279,186,83,2661,4,8,10,9,4,5,8,7,3,56,6307,4897,4450,4335,4805,4140,2907,1886,835,34569,14,16,10,4,17,14,6,9,5,101,423,271,244,309,374,369,289,287,80,2632,34,25,43,37,45,58,37,21,5,292,54,25,22,34,25,14,19,21,5,218,39,17,35,34,33,37,26,23,16,253,23,17,21,16,3,5,11,0,0,98,90,146,147,94,85,94,58,54,27,794,319,263,293,209,190,165,82,26,13,1562,310,289,304,384,594,701,646,386,233,3855,84,76,64,58,102,83,64,42,20,591,85,66,72,65,47,42,35,10,12,437,670,558,575,632,952,1107,951,691,387,6516
LGA15950,874,726,2009,1409,926,800,505,281,173,7700,6939,5345,16561,11356,7395,6881,4523,2220,1075,62290,130,131,444,515,256,194,137,29,9,1855,980,510,1365,1287,1175,1199,1326,646,284,8763,5,0,0,0,0,0,0,0,0,11,38,14,97,82,48,51,35,13,7,378,0,0,0,0,0,0,0,0,0,0,2133,1138,3106,2561,1749,1507,1277,675,298,14448,3,7,11,0,9,6,0,0,0,41,111,62,169,156,133,85,56,39,14,819,3,5,14,15,8,9,8,0,0,76,5,4,7,6,4,3,3,0,0,36,16,11,40,29,35,20,33,22,8,207,16,4,21,21,10,13,8,7,4,100,23,5,49,47,25,22,23,16,9,207,66,27,116,88,47,25,12,0,0,382,87,54,155,182,170,223,194,123,57,1245,0,0,0,3,3,0,7,3,0,16,5,3,18,19,7,8,0,0,3,55,90,67,198,184,177,213,211,93,50,1285
LGA15990,3559,2083,2723,2913,2490,2022,1344,922,660,18732,47246,25162,29574,38587,33857,26376,18822,11765,6252,237640,403,353,582,803,721,527,227,78,16,3701,7169,3573,2939,5804,7058,6109,6208,3957,2278,45097,3,0,0,3,0,0,0,0,0,12,332,200,272,244,298,295,224,132,75,2086,0,0,0,0,0,0,0,0,0,5,14222,6936,6226,8773,9109,6308,5070,3225,1437,61300,9,5,12,5,16,13,14,8,4,90,675,365,355,551,611,441,317,216,99,3636,106,66,99,110,92,76,54,19,12,636,69,52,68,36,28,38,11,4,0,301,109,47,70,117,158,97,106,113,59,881,176,104,118,132,147,131,147,90,40,1093,107,75,111,150,185,120,95,75,59,971,550,443,403,349,421,313,169,49,7,2715,477,325,279,539,897,994,963,661,405,5543,32,14,9,32,26,24,29,35,16,224,36,14,13,35,28,16,29,19,7,193,905,646,490,686,990,1033,996,697,412,6858
LGA16100,77,113,48,40,57,56,56,17,9,466,1025,620,452,648,668,774,538,238,78,5041,4,0,4,6,5,4,0,0,0,25,129,77,72,119,152,163,170,82,27,990,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,11,9,0,0,38,0,0,0,0,0,0,0,0,0,0,333,244,160,177,232,208,209,90,33,1691,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,4,4,3,30,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,7,0,0,0,0,4,8,14,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,10,6,0,3,3,3,3,8,0,0,25,8,8,3,14,24,21,36,11,5,139,0,0,0,0,0,0,0,0,0,0,5,3,7,0,3,11,7,3,3,41,12,14,18,20,45,51,47,17,17,241
LGA16150,779,429,402,425,338,349,214,124,40,3092,8422,5217,4844,4942,4877,4269,2821,1892,772,38056,31,34,43,46,41,31,10,3,0,235,1456,822,813,1025,1140,1117,994,647,268,8276,0,0,0,0,0,0,0,0,0,0,59,46,53,52,63,82,67,42,13,471,74,39,43,33,15,21,12,5,6,256,2697,1520,1538,1439,1551,1302,1065,691,252,12060,7,0,3,3,4,14,3,3,0,42,29,7,12,29,32,13,20,20,3,166,19,14,7,17,23,9,9,10,0,98,3,7,3,3,10,3,5,0,3,40,11,3,4,13,11,5,8,14,10,88,3,5,12,3,0,0,0,0,0,24,121,25,72,65,43,55,22,11,8,414,108,48,74,55,63,70,33,13,3,459,119,48,71,109,155,194,182,105,57,1040,16,8,17,7,10,21,10,4,9,101,18,10,12,15,9,7,10,3,0,90,355,248,260,275,320,407,348,251,123,2581
LGA16200,339,182,133,150,142,131,119,75,28,1292,3276,1706,1521,1762,1968,1718,1322,950,370,14592,4,7,14,3,16,15,3,0,0,57,619,391,337,376,506,586,452,302,139,3708,0,0,0,0,0,0,0,0,0,0,110,23,56,48,51,46,38,19,11,399,11,11,13,4,11,6,3,0,0,56,861,569,428,427,504,505,363,239,98,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,5,0,5,0,0,0,13,3,0,0,0,3,3,0,0,0,11,7,12,3,7,17,18,3,3,8,83,13,0,0,4,3,0,0,3,0,25,5,0,3,4,4,5,3,4,3,30,60,38,27,27,30,19,23,4,3,224,90,43,41,67,90,133,104,52,25,647,0,5,3,4,7,12,4,4,3,41,6,3,3,4,3,0,3,0,3,38,143,96,82,91,133,160,147,105,49,1012
LGA16260,2463,2426,3648,2418,1947,1368,855,654,455,16231,34723,25263,36553,28959,25287,19480,12606,7804,3348,194019,970,853,1711,1638,1471,1155,568,207,81,8655,2469,1628,1748,2299,2550,2586,2603,1776,1052,18713,18,3,13,13,13,3,3,0,0,68,737,498,635,664,623,598,340,184,85,4361,117,71,94,59,33,35,28,23,9,475,9538,5452,6597,7047,6123,5101,3924,2385,958,47124,61,34,58,49,33,48,37,24,8,340,673,338,437,616,549,395,332,290,93,3715,54,26,78,64,46,51,32,16,3,368,114,79,97,66,57,49,37,22,3,523,16,20,28,23,50,39,64,64,32,333,218,119,231,170,131,131,77,44,0,1128,225,174,217,208,197,218,103,36,27,1403,488,352,496,439,317,277,136,51,13,2566,1359,950,897,1186,1159,962,657,395,230,7786,36,12,22,37,29,31,38,41,14,262,56,48,72,61,53,38,27,27,6,393,791,570,542,665,742,721,703,501,357,5584
LGA16350,2782,2147,2109,1738,1633,1316,735,413,205,13076,38710,26381,26313,25259,24298,20352,10269,4988,1895,178465,331,234,404,414,346,257,99,29,8,2117,6053,3760,4150,5014,5240,5456,3940,1714,778,36105,30,16,31,15,25,19,9,9,3,155,296,211,315,255,255,300,206,82,28,1936,109,76,60,41,39,20,19,7,5,381,13952,8955,8522,8541,8176,7231,4752,2060,692,62884,32,26,32,25,41,42,40,13,7,245,637,387,384,463,451,361,318,186,51,3242,87,78,70,81,81,83,66,28,5,578,272,109,155,111,74,76,40,18,8,866,48,35,51,39,86,92,75,64,30,513,199,157,135,144,108,134,64,34,5,972,144,132,106,114,151,159,107,43,19,975,706,471,433,407,358,313,166,41,12,2901,481,319,422,521,684,849,698,287,125,4391,51,38,40,48,56,73,61,37,7,408,111,69,59,74,64,56,41,14,3,485,648,546,461,462,517,573,461,195,81,3936
LGA16380,1105,667,482,576,739,744,603,510,324,5757,12941,7251,5688,8494,10096,10282,9282,6202,2453,72698,58,45,58,103,98,110,61,8,3,544,2002,1202,1008,1785,2686,3130,3889,2525,1102,19327,0,0,0,0,0,0,0,0,0,5,96,54,59,65,93,163,214,104,57,913,0,0,0,0,0,0,0,0,0,3,3698,2003,1397,1903,2417,2435,2338,1370,550,18106,4,3,0,6,10,10,16,5,4,60,36,11,16,24,29,39,29,13,11,210,64,32,32,37,38,46,63,31,7,344,26,10,9,11,8,17,12,11,9,112,17,11,4,17,34,40,52,41,15,231,8,3,4,4,5,3,0,0,0,25,33,18,8,39,33,44,66,34,26,303,205,97,87,114,89,124,63,42,12,832,162,119,107,192,401,549,641,462,220,2863,39,26,14,31,43,47,77,45,20,337,79,48,46,54,63,76,74,58,20,525,324,290,206,300,493,628,777,502,232,3757
LGA16400,1022,668,536,602,694,683,570,413,291,5472,12626,7591,6189,8123,8930,8832,7272,3868,1379,64808,85,52,86,88,87,75,31,10,3,510,2383,1419,1151,1910,2464,2794,3066,1595,544,17328,0,0,0,0,0,0,0,0,0,5,274,144,137,173,188,206,204,134,36,1496,5,0,0,5,0,0,3,3,4,20,2745,1807,1359,1736,1988,2118,1999,998,306,15059,0,3,5,5,9,20,24,9,8,71,45,24,34,39,46,55,49,22,5,315,26,13,25,25,40,35,28,24,4,214,30,14,18,13,12,18,9,9,0,119,20,10,10,17,23,36,33,21,0,178,0,0,3,0,0,3,0,6,0,14,62,20,20,49,29,46,43,21,7,299,212,168,99,109,146,104,61,26,10,928,211,129,121,195,342,429,488,283,104,2294,27,23,16,25,31,57,50,23,7,271,36,12,20,13,16,20,14,11,6,153,369,272,231,308,463,579,692,343,149,3403
LGA16490,942,632,636,668,720,531,243,125,51,4543,10790,6636,6861,8432,8203,6155,3176,1544,548,52340,53,49,71,99,93,75,33,8,0,477,1372,944,847,1189,1769,1460,942,453,201,9171,0,0,0,0,0,0,0,0,0,0,78,42,53,55,95,69,29,11,0,441,38,33,32,18,19,3,10,7,0,161,3220,2035,1802,1993,2412,1705,1140,560,219,15078,4,4,3,0,3,5,3,0,0,27,256,135,164,223,213,177,144,108,37,1442,20,12,7,18,27,18,7,3,0,121,18,18,14,7,10,7,3,4,0,83,30,29,26,48,66,62,35,25,14,315,7,0,6,3,3,3,0,0,0,19,29,27,20,32,41,22,12,10,10,203,93,65,63,65,63,55,11,10,0,425,86,66,85,147,243,250,180,94,26,1172,12,8,15,16,13,25,11,6,0,111,14,5,11,17,10,14,3,0,0,72,192,149,138,162,271,241,201,77,36,1460
LGA16550,1879,2545,3077,2263,1736,1266,806,562,255,14385,19506,20124,24342,19970,15816,12314,8284,5860,2776,128987,255,845,767,571,462,481,293,134,45,3846,1537,1162,1540,1890,1909,1663,1398,863,502,12465,14,7,14,17,19,11,3,9,3,101,78,134,125,135,97,83,68,33,17,774,0,0,0,0,0,0,3,0,0,4,7051,4321,6489,5433,4583,3527,2891,1938,998,37223,0,5,6,3,8,5,3,0,0,30,1158,780,646,913,1173,888,758,908,400,7635,21,6,17,29,16,23,28,12,12,171,12,23,21,13,22,10,3,0,3,105,38,27,36,50,38,28,37,37,10,294,64,23,34,56,37,31,48,35,0,322,35,85,93,72,41,58,35,16,14,444,187,152,239,178,120,54,37,12,7,994,193,230,304,308,329,316,271,155,79,2173,0,0,6,0,8,6,4,7,3,33,3,4,15,11,9,11,3,3,3,67,134,159,190,192,190,150,148,69,38,1278
LGA16610,451,244,176,206,243,219,176,110,69,1890,4592,2480,1989,2503,3065,3074,2285,1476,566,22038,17,3,18,24,22,15,16,0,0,112,614,415,346,555,713,865,827,526,202,5076,0,0,0,0,0,0,0,0,0,0,43,26,22,36,53,33,46,24,13,298,0,3,3,3,0,0,0,0,0,8,1192,700,522,584,742,791,693,399,155,5772,0,0,3,0,0,0,0,0,0,3,0,8,0,3,3,3,8,3,0,28,19,14,6,20,13,11,22,13,5,113,9,3,0,0,0,0,0,0,0,10,0,5,3,0,4,7,6,12,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,11,9,0,33,62,50,28,27,41,38,20,7,0,271,164,78,73,132,199,241,225,182,72,1372,20,12,3,13,16,16,10,16,3,97,6,7,9,3,12,9,7,11,0,63,122,111,77,87,169,185,196,144,65,1148
LGA16650,1462,1036,1530,1161,979,748,439,339,187,7881,16927,11578,17123,14564,12268,10143,7122,5136,2475,97339,350,507,1325,771,556,516,243,99,32,4404,611,429,569,771,916,1046,962,669,518,6485,4,4,7,3,3,6,0,5,0,35,81,79,153,102,101,90,65,39,17,719,3,0,7,3,0,0,0,0,0,14,3784,2362,3555,3342,3011,2512,2094,1530,712,22906,14,25,22,20,9,9,0,3,0,102,2840,1629,1582,2390,2391,1639,1831,1516,425,16249,36,10,32,24,34,22,27,22,9,223,32,22,32,16,21,17,6,3,0,152,6,12,19,19,18,14,34,15,4,141,303,221,223,206,171,191,138,63,23,1534,55,47,78,67,64,64,38,24,10,450,148,94,157,157,99,64,39,9,3,765,103,102,139,153,195,211,171,102,80,1246,33,10,31,22,12,28,23,33,23,206,19,14,18,20,12,9,10,12,3,119,124,88,139,130,142,179,153,90,88,1133
