LGA_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
LGA18250,5,3,0,3,0,16,40,58,211,247,395,114,552,644,102,2409,0,3,9,8,13,17,22,34,62,37,46,30,55,91,38,466,0,0,0,0,0,3,4,8,16,5,3,5,20,8,7,77,0,0,0,0,0,0,0,0,4,3,7,7,5,23,14,69,56,11,16,12,33,31,44,29,93,66,61,45,61,70,89,703,0,0,0,0,0,0,0,0,0,0,3,0,0,0,725,736,71,22,26,27,53,77,143,169,619,706,985,763,1564,3752,1321,10290,3,0,3,0,3,6,30,46,135,152,153,34,116,69,81,837,3,3,9,28,20,36,36,31,61,55,37,16,26,14,39,420,4,0,0,0,0,4,0,0,3,11,4,3,3,0,9,49,16,3,8,3,10,3,0,3,11,4,3,0,3,3,5,85,132,25,51,32,45,61,42,65,156,88,76,28,37,36,108,991,0,0,0,0,0,0,0,0
LGA18350,0,0,4,0,3,9,17,38,182,178,139,55,83,64,89,854,3,0,0,0,10,10,9,23,55,28,21,10,18,3,21,213,0,0,0,0,0,0,3,3,8,7,3,5,0,0,9,37,0,0,0,0,0,0,0,0,0,6,13,4,3,3,15,48,7,3,4,3,19,4,23,34,71,55,34,18,10,8,49,334,0,0,0,0,0,3,0,0,4,0,5,3,0,0,299,311,11,6,11,3,30,37,70,136,627,744,799,548,602,550,798,4984,3,0,0,0,3,10,32,61,125,91,72,22,21,4,76,518,0,3,6,18,30,59,49,60,106,48,23,3,6,3,52,475,0,3,0,0,0,3,3,4,6,3,3,3,3,0,11,50,4,0,8,0,14,17,6,4,11,3,0,0,0,0,3,61,16,16,25,29,51,62,71,83,131,52,34,17,11,8,92,691,0,0,0,0,0,0,0,0
LGA18400,4,0,0,3,0,12,15,42,205,274,229,94,134,91,105,1203,0,0,5,0,0,6,10,21,50,34,29,18,9,13,32,235,0,0,0,0,0,0,0,3,20,17,9,3,4,0,14,72,0,0,0,0,0,0,0,0,5,7,14,9,18,11,11,74,10,4,4,0,9,8,35,27,84,55,47,20,19,11,49,388,0,0,0,0,0,0,0,5,0,4,4,0,4,0,286,310,17,4,12,8,18,41,75,132,659,952,1169,917,1137,919,910,6960,0,0,4,3,4,16,23,42,123,110,86,43,27,14,78,578,0,3,6,7,24,57,47,49,80,38,19,12,7,3,50,399,0,0,0,0,6,7,6,6,3,3,3,0,3,0,8,47,3,0,0,10,10,18,8,9,7,3,3,0,0,0,4,84,16,7,12,28,47,65,70,46,83,44,25,12,8,3,66,526,0,0,0,0,0,0,0,0
LGA18450,0,0,10,3,14,26,77,190,766,872,779,335,430,292,278,4065,7,6,14,3,32,64,110,128,261,157,126,86,67,36,96,1202,0,3,0,0,4,10,11,20,64,31,36,21,27,17,42,280,3,0,0,0,0,0,3,0,13,22,18,38,41,23,33,196,57,12,30,24,143,117,182,241,590,346,202,102,90,54,266,2485,3,0,0,0,3,0,0,3,12,6,6,5,0,6,1141,1178,77,28,64,29,210,246,450,735,2699,3301,3667,3019,3414,2907,2851,23697,4,5,4,7,17,46,121,179,580,523,370,142,119,67,302,2470,3,10,35,46,109,268,284,295,415,182,108,40,19,7,174,1997,3,0,8,4,10,16,22,22,40,18,22,7,6,4,38,217,15,13,38,46,66,93,27,34,50,19,0,0,3,0,60,482,109,40,145,190,355,468,555,456,692,282,148,69,36,27,443,4015,0,0,0,0,3,8,7,0
LGA18500,4,0,0,0,3,0,4,12,48,70,95,42,364,523,119,1289,0,0,0,0,4,0,4,11,24,24,19,13,43,88,34,271,0,0,0,0,0,0,0,0,6,6,4,0,18,19,10,60,0,0,0,0,0,0,0,0,0,3,0,0,11,11,8,32,21,6,0,4,6,6,4,13,22,25,28,18,35,72,40,294,0,0,0,0,0,0,0,0,0,0,3,3,5,3,377,391,27,9,3,4,9,7,23,48,176,226,331,336,885,2597,880,5567,0,4,0,0,3,4,8,16,77,96,85,27,136,64,78,601,0,5,5,7,14,19,15,33,54,34,38,11,25,16,60,336,0,0,0,0,0,0,0,3,6,0,4,0,0,0,11,29,3,0,3,0,4,8,3,0,8,4,3,0,0,3,3,57,49,13,14,20,28,30,24,30,73,35,41,24,30,45,68,514,0,0,0,0,0,0,0,0
LGA18710,0,0,0,0,0,3,7,11,51,49,59,13,26,37,17,271,0,0,0,0,0,3,0,10,14,15,9,3,0,3,8,67,0,0,0,0,0,0,0,0,3,3,4,3,0,3,0,17,0,0,0,0,0,0,0,0,3,0,3,3,3,6,9,33,3,0,0,0,0,3,8,6,16,19,12,5,3,7,12,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,101,104,4,0,5,3,0,12,24,38,181,236,277,254,334,438,278,2086,0,0,3,0,0,3,4,9,36,41,34,14,10,10,25,181,0,0,3,4,11,16,18,11,25,10,9,5,3,0,11,119,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,23,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,18,4,0,10,10,12,17,22,15,25,7,4,0,4,0,15,139,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,3,0,3,3,21,11,14,5,5,8,21,102,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,0,4,8,18,45,28,16,9,5,0,21,163,0,0,0,0,0,4,4,7,6,7,3,0,3,0,3,47,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,0,0,0,3,3,8,10,6,19,6,3,3,3,0,10,71,0,0,0,0,0,0,0,0,3,0,0,0,0,0,77,84,7,3,0,3,8,21,39,58,216,182,158,114,104,49,187,1142,0,0,0,3,3,8,4,13,26,12,6,0,0,0,17,93,0,0,7,7,15,28,22,19,19,7,3,0,0,0,10,135,0,0,0,0,0,3,4,4,0,4,0,0,0,0,0,21,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,16,3,6,8,9,17,21,17,24,25,4,3,0,0,0,14,148,0,0,0,0,0,0,0,0
LGA20260,0,0,0,0,0,0,7,18,39,17,10,3,4,3,12,127,0,0,3,0,3,7,9,7,14,8,3,0,0,0,4,57,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,12,0,0,0,0,5,5,11,10,12,9,3,0,0,0,18,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,4,3,7,0,10,15,37,59,191,162,131,70,79,37,180,993,0,0,0,0,0,3,18,13,35,16,11,3,0,0,14,112,0,0,0,4,7,21,15,12,17,5,0,0,0,0,10,91,0,0,0,0,0,0,7,3,4,0,0,0,0,0,4,16,0,0,4,0,6,3,0,3,0,0,0,0,3,0,3,23,0,3,6,8,25,27,26,25,25,10,4,0,3,0,16,180,0,0,0,0,0,0,0,0
LGA20570,0,0,0,0,5,20,58,134,460,434,263,105,114,93,118,1810,0,0,6,4,17,33,50,86,122,61,41,8,13,18,37,509,0,0,3,0,0,0,3,10,35,22,10,3,7,3,3,101,0,0,0,0,0,0,0,0,12,13,16,7,25,0,12,96,17,7,11,12,32,42,84,86,202,90,52,9,14,7,102,772,0,0,0,0,0,0,0,0,10,0,3,0,3,0,468,485,32,19,31,17,62,115,237,441,1652,1814,1707,1128,1117,827,1270,10460,4,0,4,0,13,32,80,128,316,247,110,44,33,16,151,1190,0,6,21,37,81,194,182,185,247,77,35,9,8,3,117,1204,0,0,5,4,11,16,15,9,24,12,12,0,3,0,17,122,8,3,24,33,63,79,35,26,31,7,0,0,3,0,35,344,40,16,63,124,221,284,321,235,259,97,32,9,12,5,188,1907,0,0,0,0,0,3,3,0
LGA20660,3,0,6,0,8,25,60,114,477,550,564,235,386,338,192,2965,3,3,8,10,18,41,46,62,127,94,73,48,63,47,59,714,6,0,0,0,0,3,4,6,25,21,16,4,15,13,25,148,3,0,0,0,0,0,0,3,5,12,14,15,25,15,29,124,48,15,14,12,42,30,72,72,256,214,134,57,57,28,157,1202,0,0,0,0,0,0,3,0,3,3,4,5,0,0,732,760,79,19,29,30,70,122,235,341,1476,1894,2409,2012,2551,2786,1881,15931,0,4,5,7,8,29,54,89,324,319,241,96,106,52,238,1571,0,9,27,37,57,92,140,152,255,145,65,26,22,9,110,1149,0,0,0,0,9,14,11,9,25,3,8,0,7,3,30,128,19,11,21,20,15,27,26,10,19,7,3,0,0,0,14,189,67,28,69,80,138,175,191,193,355,183,95,35,22,22,203,1851,0,0,0,0,0,0,0,0
LGA20740,0,0,0,0,3,5,6,39,116,105,43,20,22,10,26,412,0,0,6,3,3,12,11,29,74,28,7,0,0,4,26,201,0,0,0,0,0,3,3,4,16,9,4,0,3,0,6,47,0,0,0,0,0,0,0,0,5,11,7,3,0,0,3,35,3,0,4,0,14,14,31,32,70,36,12,6,3,0,26,257,0,0,0,0,0,0,0,0,3,3,0,0,0,0,135,150,9,0,15,5,39,53,78,170,605,551,360,213,191,120,424,2825,0,0,3,0,7,19,13,18,68,46,19,3,5,0,49,247,0,3,10,23,33,71,60,52,62,19,9,0,0,3,44,393,0,0,0,4,0,7,9,3,11,7,0,0,0,0,3,46,0,0,4,13,22,22,12,3,9,0,0,0,0,0,11,95,17,4,22,34,66,76,103,83,92,19,5,0,0,0,75,607,0,0,0,0,0,0,0,0
LGA20830,0,4,0,4,4,5,13,83,271,245,146,53,62,47,71,1004,0,0,8,0,9,7,20,33,68,42,27,13,10,3,33,265,0,0,0,0,0,0,3,8,20,11,6,5,5,3,8,64,0,0,0,0,0,0,3,0,11,9,12,6,7,5,15,64,9,3,3,3,23,8,34,39,93,43,18,8,6,3,41,340,3,0,0,0,0,0,0,0,0,0,4,0,0,0,246,259,20,12,20,10,37,43,100,225,891,948,815,575,488,376,734,5285,5,0,0,0,7,7,39,48,139,96,48,18,11,11,59,496,3,5,11,13,36,64,70,80,92,38,12,6,0,3,46,486,0,0,0,3,0,6,4,8,7,16,0,0,0,0,14,72,0,3,12,10,10,17,9,11,7,0,3,0,0,0,11,93,23,11,41,49,66,117,92,79,130,40,23,3,3,0,89,772,0,0,0,0,0,0,3,0
LGA20910,0,4,4,3,0,3,14,28,170,202,331,121,751,779,206,2614,0,3,7,5,7,18,17,21,60,66,64,47,75,104,59,559,0,0,0,0,0,0,3,0,10,7,5,9,19,29,19,103,0,0,0,0,0,0,0,0,0,3,0,10,17,21,16,77,28,8,7,8,17,21,37,30,98,87,66,57,68,76,78,686,0,0,0,0,0,0,4,0,0,0,0,0,0,3,887,896,50,19,16,16,34,57,93,124,569,793,1157,1168,2355,5045,1987,13462,4,4,0,8,6,14,28,55,156,189,176,51,126,84,163,1065,8,4,21,23,23,75,71,100,139,85,56,15,37,19,94,770,0,3,0,0,3,8,5,3,9,8,5,3,8,10,21,80,11,4,13,8,11,8,7,4,20,3,3,0,3,0,9,115,84,12,38,38,78,90,92,94,202,101,63,29,22,31,115,1098,0,0,0,0,0,0,0,0
LGA21010,0,0,0,0,4,4,8,21,56,45,22,13,7,3,20,208,0,0,0,0,0,0,10,7,23,3,3,0,0,0,3,52,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,12,0,0,0,0,7,3,14,10,35,17,5,3,0,0,7,116,0,0,0,0,0,0,0,0,3,0,4,0,0,0,54,58,0,0,0,0,19,16,47,69,227,209,148,121,84,59,166,1166,4,0,0,0,0,3,16,10,37,19,10,6,4,3,18,128,0,0,3,4,16,24,31,17,22,9,9,0,3,0,17,148,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,18,0,0,5,5,3,5,8,0,0,0,0,0,0,0,0,34,3,7,10,20,33,37,44,37,28,8,5,3,0,3,39,275,0,0,0,0,0,0,0,0
LGA21110,15,7,5,14,16,28,49,107,347,428,564,244,859,1283,330,4296,8,10,13,12,18,50,58,61,130,122,84,76,110,184,129,1045,0,0,0,3,3,8,7,4,14,21,22,10,23,33,28,171,3,0,0,0,0,0,0,0,6,12,7,9,18,43,50,153,117,20,30,16,43,54,53,76,205,150,164,81,113,170,148,1432,0,0,0,0,0,0,0,0,5,3,6,0,0,12,1519,1550,166,42,64,50,89,168,215,336,1186,1416,1786,1687,3230,8386,3287,22119,10,3,15,14,18,41,44,72,263,270,308,113,212,133,192,1713,19,31,34,34,50,91,86,128,245,152,83,29,53,34,109,1174,5,3,0,3,3,3,10,9,13,13,16,8,5,3,26,122,25,7,16,4,16,18,20,7,23,15,12,5,6,0,23,197,275,56,69,69,88,123,108,152,260,158,115,64,59,50,205,1849,0,0,0,0,0,0,0,3
LGA21180,15,9,18,11,37,128,275,599,1527,1074,728,313,328,184,373,5621,12,11,45,55,101,183,192,267,459,260,135,58,60,22,173,2021,6,5,3,4,13,21,28,40,109,51,42,30,12,8,78,459,0,3,0,0,0,3,6,12,26,23,27,27,20,7,70,227,209,76,130,70,278,233,340,363,861,525,324,149,124,64,539,4282,3,0,4,0,4,3,11,11,21,9,8,4,4,0,1090,1177,258,109,211,146,462,621,969,1542,4468,3883,3406,2313,2175,1297,3109,24956,0,3,10,10,17,99,152,259,627,410,237,132,96,48,225,2325,8,20,81,87,132,195,213,214,329,154,73,35,23,8,164,1745,0,5,8,9,12,19,27,22,49,13,17,3,4,0,55,252,67,20,117,68,101,78,63,66,87,41,22,11,7,3,77,831,301,77,273,286,384,450,468,490,848,384,172,92,57,28,547,4866,0,4,3,0,6,3,9,0
LGA21270,3,0,0,0,0,0,3,8,31,17,9,4,0,3,10,80,0,0,0,0,3,0,5,0,5,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,3,4,11,13,3,0,3,0,0,3,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,41,42,8,0,5,0,15,10,27,38,115,85,72,47,18,16,100,561,0,0,0,0,0,3,5,3,7,7,3,0,0,0,0,21,0,0,0,0,11,12,12,8,3,3,0,0,0,0,4,54,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,10,11,16,21,7,5,0,0,0,0,10,88,0,0,0,0,0,0,0,0
LGA21370,0,0,4,0,4,9,16,51,185,118,68,21,23,13,45,561,0,0,0,0,5,7,19,30,55,21,8,3,3,3,12,177,0,0,0,0,0,3,3,6,11,3,4,7,0,0,3,46,0,0,0,0,0,0,0,0,11,4,9,7,12,0,14,57,3,4,3,0,10,12,26,29,69,30,11,3,3,0,32,244,0,0,0,0,0,0,0,0,3,4,0,0,0,0,224,238,15,11,16,5,28,46,96,180,699,659,570,336,301,166,622,3742,0,3,0,0,3,15,25,43,97,62,34,18,7,3,45,359,0,0,11,15,20,51,62,49,69,31,7,3,0,3,29,363,0,0,0,6,0,3,4,5,12,0,0,0,0,0,4,32,3,0,11,4,8,20,14,3,7,6,0,0,0,0,8,92,8,6,19,39,67,98,84,67,78,32,18,3,0,4,72,591,3,0,0,0,0,0,0,0
LGA21450,5,0,3,4,9,23,67,175,801,657,379,134,158,109,163,2695,0,3,5,0,23,36,50,65,170,73,40,19,6,5,33,540,5,0,3,0,0,3,5,8,39,21,25,11,6,6,25,154,0,0,0,0,0,0,0,3,16,19,13,18,10,6,23,119,35,5,18,14,36,32,53,82,157,78,52,22,17,9,85,694,0,0,0,0,0,0,0,3,13,9,5,3,3,0,526,570,57,14,37,19,76,108,226,470,2061,2339,2147,1497,1290,845,1502,12683,4,0,3,3,7,27,59,111,331,253,147,59,61,15,137,1219,0,7,29,37,72,172,166,145,199,87,40,19,12,4,105,1082,3,0,3,3,5,11,11,17,20,11,7,3,0,3,24,113,6,4,20,15,22,42,24,21,20,14,5,0,0,0,21,204,43,12,43,90,121,209,160,137,226,76,37,13,6,4,136,1327,0,0,0,0,3,0,3,0
LGA21610,23,9,25,21,49,143,408,875,2856,2246,1484,529,595,346,633,10233,14,10,49,43,98,199,236,347,669,328,203,89,68,29,151,2546,3,0,3,0,8,24,49,37,145,71,53,29,30,8,107,579,4,0,0,0,0,0,7,15,36,66,61,27,36,25,84,364,201,39,98,44,235,218,305,356,796,494,288,118,81,51,414,3735,0,0,0,0,3,6,6,17,20,23,18,11,8,3,1829,1947,278,79,190,114,428,669,1191,2039,7418,7751,7496,4797,4227,2631,4950,44260,7,3,3,4,27,103,213,347,1007,710,488,212,180,56,418,3778,13,13,70,101,159,342,350,380,509,249,102,50,38,21,219,2605,4,0,9,10,9,40,31,27,64,43,25,9,0,0,59,334,59,25,65,66,68,128,66,41,71,33,17,3,3,3,61,694,200,85,203,253,380,565,501,506,803,379,183,69,43,23,439,4633,0,0,3,0,4,0,3,6
LGA21670,0,0,0,0,0,4,9,15,76,30,13,7,3,0,14,184,0,0,3,0,3,6,7,10,23,8,3,0,0,0,14,76,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,6,12,23,23,43,19,11,0,0,0,19,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,56,3,0,9,0,10,30,47,82,265,173,141,71,46,24,162,1063,0,0,0,0,0,4,4,18,15,14,9,3,0,0,18,92,0,0,3,3,8,35,21,16,19,3,0,0,0,0,13,134,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,15,0,0,0,7,7,19,6,0,6,0,0,0,0,0,0,48,11,8,16,25,53,55,56,61,49,11,4,6,3,0,26,377,0,0,0,0,0,0,0,0
LGA21750,0,0,0,0,0,4,18,31,100,61,33,10,12,8,16,294,0,0,0,0,0,13,3,16,26,8,9,3,0,0,10,103,0,0,0,0,0,0,3,3,4,6,3,0,0,0,3,24,0,0,0,0,0,0,0,0,5,4,5,5,0,0,6,28,3,0,4,0,3,9,13,11,31,10,15,11,0,0,10,113,0,0,0,0,0,0,4,0,4,0,0,0,3,0,94,101,11,3,5,0,17,31,59,92,403,402,333,194,140,67,274,2042,0,0,0,0,0,6,12,17,52,29,14,3,6,6,27,173,0,0,6,12,19,40,39,34,50,6,8,0,5,0,15,238,0,0,3,0,0,0,0,4,0,3,0,0,0,0,3,25,0,0,4,4,4,6,3,3,0,0,0,0,0,0,3,34,8,7,18,27,28,60,44,33,48,19,6,3,0,3,40,339,0,0,0,0,0,0,0,3
LGA21830,4,0,0,0,0,4,7,23,62,45,17,16,13,10,22,217,0,0,0,0,0,0,5,8,19,9,3,0,0,0,7,56,0,0,0,0,0,0,3,0,5,7,0,0,0,0,0,20,0,0,0,0,0,0,3,0,3,4,3,3,0,0,6,25,7,6,0,3,10,3,15,12,29,8,3,3,3,0,13,110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,78,90,17,9,9,6,28,26,45,88,315,263,223,154,115,92,251,1635,3,0,0,0,3,3,10,18,34,19,11,9,4,0,19,135,0,3,3,3,11,21,25,19,22,8,3,0,0,0,20,142,0,0,0,0,0,0,3,3,3,0,4,0,0,0,3,15,0,0,3,3,4,10,0,0,0,0,0,0,0,0,0,26,4,4,3,17,31,27,23,33,45,10,3,3,0,3,31,234,0,0,0,0,0,0,3,0
