LGA_CODE_2016,C06_0_74_1PF_CU15DS,C06_0_74_1PF_CU15NDS,C06_0_74_1PFnCU15DS,C06_0_74_1PF_NDCO,C06_0_74_T,C06_75_99_1PF_CU15DS,C06_75_99_1PF_CU15NDS,C06_75_99_1PFnCU15DS,C06_75_99_1PF_NDCO,C06_75_99_T,C06_100_149_1PF_CU15DS,C06_100_149_1PF_CU15NDS,C06_100_149_1PFnCU15DS,C06_100_149_1PF_NDCO,C06_100_149_T,C06_150_199_1PF_CU15DS,C06_150_199_1PF_CU15NDS,C06_150_199_1PFnCU15DS,C06_150_199_1PF_NDCO,C06_150_199_T,C06_200_224_1PF_CU15DS,C06_200_224_1PF_CU15NDS,C06_200_224_1PFnCU15DS,C06_200_224_1PF_NDCO,C06_200_224_T,C06_225_274_1PF_CU15DS,C06_225_274_1PF_CU15NDS,C06_225_274_1PFnCU15DS,C06_225_274_1PF_NDCO,C06_225_274_T,C06_275_349_1PF_CU15DS,C06_275_349_1PF_CU15NDS,C06_275_349_1PFnCU15DS,C06_275_349_1PF_NDCO,C06_275_349_T,C06_350_449_1PF_CU15DS,C06_350_449_1PF_CU15NDS,C06_350_449_1PFnCU15DS,C06_350_449_1PF_NDCO,C06_350_449_T,C06_450_549_1PF_CU15DS,C06_450_549_1PF_CU15NDS,C06_450_549_1PFnCU15DS,C06_450_549_1PF_NDCO,C06_450_549_T,C06_550_649_1PF_CU15DS,C06_550_649_1PF_CU15NDS,C06_550_649_1PFnCU15DS,C06_550_649_1PF_NDCO,C06_550_649_T,C06_650_749_1PF_CU15DS,C06_650_749_1PF_CU15NDS,C06_650_749_1PFnCU15DS,C06_650_749_1PF_NDCO,C06_650_749_T,C06_750_849_1PF_CU15DS,C06_750_849_1PF_CU15NDS,C06_750_849_1PFnCU15DS,C06_750_849_1PF_NDCO,C06_750_849_T,C06_850_949_1PF_CU15DS,C06_850_949_1PF_CU15NDS,C06_850_949_1PFnCU15DS,C06_850_949_1PF_NDCO,C06_850_949_T,C06_950ov_1PF_CU15DS,C06_950ov_1PF_CU15NDS,C06_950ov_1PFnCU15DS,C06_950ov_1PF_NDCO,C06_950ov_T,C06_Rns_1PF_CU15DS,C06_Rns_1PF_CU15NDS,C06_Rns_1PFnCU15DS,C06_Rns_1PF_NDCO,C06_Rns_T,C06_Tot_1PF_CU15DS,C06_Tot_1PF_CU15NDS,C06_Tot_1PFnCU15DS,C06_Tot_1PF_NDCO,C06_Tot_T,C11_0_74_1PF_CU15DS,C11_0_74_1PF_CU15NDS,C11_0_74_1PFnCU15DS,C11_0_74_1PF_NDCO,C11_0_74_T,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_T,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_T,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_T,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_T,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_T,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_T,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_T,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_T,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_T,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_T,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_T,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_T,C11_950ov_1PF_CU15_DS,C11_950ov_1PF_CU15_NDS,C11_950ov_1PFnoCU15_DS,C11_950ov_1PF_NDCO,C11_950ov_T,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_T,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_T,C16_0_74_1PF_CU15DS,C16_0_74_1PF_CU15NDS,C16_0_74_1PFnCU15DS,C16_0_74_1PF_NDCO,C16_0_74_T,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_T,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_T,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_T,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_T,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_T,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_T,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_T
LGA20830,0,29,5,13,51,7,31,9,7,54,20,79,13,22,130,24,136,25,21,204,5,49,9,3,64,3,18,5,3,29,0,13,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,18,0,3,25,62,374,64,75,580,3,19,7,6,36,0,12,0,3,21,8,73,14,12,105,12,75,19,38,145,11,80,14,23,125,25,126,27,28,200,23,64,13,12,107,3,5,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,6,3,37,88,481,98,128,788,3,13,3,8,26,0,0,0,0,0,5,33,8,10,48,5,38,16,12,72,5,41,17,14,80,21,139,27,47,233,31,151,39,46,263,13,40,10,11,68
LGA20910,4,31,9,20,63,3,56,7,9,84,12,42,14,32,96,3,28,10,28,75,8,31,17,28,84,16,64,25,30,130,14,73,30,46,157,17,43,27,15,102,8,22,5,7,38,0,17,8,0,20,3,10,0,3,12,0,3,0,3,10,3,0,0,0,3,0,9,3,0,10,3,10,3,14,33,90,445,160,233,925,0,16,10,15,45,0,19,3,15,38,9,65,13,14,108,3,14,6,34,61,0,14,0,12,29,3,14,10,18,47,4,60,44,57,164,13,107,47,63,237,19,53,27,17,118,5,42,23,12,82,6,14,13,5,41,5,15,8,4,23,3,4,3,0,14,6,16,4,7,29,3,20,3,9,33,94,477,221,283,1072,3,11,7,6,24,0,6,0,0,10,3,51,15,21,93,4,10,3,13,32,0,0,5,20,26,8,8,6,13,38,7,37,14,36,84,13,90,49,61,213
LGA21010,0,10,0,5,23,3,28,0,4,36,4,45,12,23,77,7,65,3,9,86,3,16,5,4,27,3,7,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,10,25,177,19,49,263,0,7,3,0,12,0,5,3,3,12,3,37,4,6,52,4,47,15,28,91,3,44,3,9,58,11,29,3,6,46,0,11,0,3,17,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,26,180,30,57,287,0,3,3,3,5,0,3,0,0,3,3,27,0,9,36,3,42,6,11,56,4,26,9,19,55,13,48,5,9,81,10,19,3,9,43,0,10,0,0,10
LGA21110,12,36,10,23,75,3,33,3,3,48,5,19,8,18,52,6,32,22,27,94,6,59,33,29,129,22,127,69,64,288,35,113,60,60,272,39,69,46,33,188,11,21,30,10,81,3,13,6,3,24,0,7,5,0,16,0,4,3,0,11,0,0,4,0,9,0,3,4,3,15,3,28,16,6,56,150,570,318,296,1334,10,16,16,24,63,0,10,3,3,18,4,33,11,8,54,0,11,7,8,37,3,10,3,10,21,0,18,20,20,61,9,83,53,66,218,22,157,92,96,369,32,93,80,39,238,24,28,37,14,108,0,25,26,12,65,8,18,11,8,44,0,9,5,0,19,6,19,11,3,41,5,20,15,14,45,131,549,403,330,1416,6,23,8,16,54,0,0,0,0,3,4,21,9,7,47,0,9,3,9,24,0,7,4,6,20,0,8,5,11,24,5,36,21,37,102,26,196,91,102,415
LGA21180,16,81,14,30,144,24,138,14,15,193,52,221,67,109,442,120,803,126,245,1294,57,245,46,68,418,37,153,33,34,253,9,29,10,13,65,0,10,0,3,20,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,5,17,0,0,25,9,72,9,37,124,331,1772,323,563,2984,9,57,22,33,123,4,28,7,19,57,24,136,32,35,231,31,145,38,80,294,35,141,41,63,279,79,395,86,176,735,154,586,101,240,1077,39,118,51,47,257,0,11,6,7,31,0,8,0,0,8,0,0,0,0,7,0,4,0,0,3,0,4,0,0,3,0,7,3,9,19,19,68,27,35,148,398,1709,415,741,3266,14,52,13,33,106,0,10,3,7,14,9,75,31,38,155,23,76,31,46,170,20,75,24,71,188,42,194,59,116,408,194,724,209,388,1516,80,340,105,164,694
LGA21270,0,8,3,0,11,0,7,0,3,12,0,14,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,5,6,47,0,3,0,0,9,0,0,0,0,0,4,12,3,0,27,0,10,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,3,12,47,0,7,0,0,10,0,0,0,0,0,0,10,3,4,17,0,14,3,0,16,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21370,0,39,10,12,61,4,67,5,3,84,18,125,14,26,188,22,133,16,21,194,7,43,8,11,66,5,19,3,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,19,0,9,20,57,455,55,92,656,3,26,0,9,37,0,14,4,13,37,11,84,10,21,121,18,155,18,38,231,11,79,14,20,124,21,98,15,7,143,9,24,3,4,44,3,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,25,79,497,77,118,772,4,7,3,10,25,0,3,0,3,11,3,53,12,22,82,12,64,7,34,126,3,55,17,21,103,17,92,18,26,157,10,61,7,19,102,7,21,3,3,40
LGA21450,3,21,5,15,43,3,42,0,3,52,11,57,0,21,91,36,224,28,52,341,23,111,6,23,161,18,71,9,11,116,4,18,3,3,22,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,14,0,8,30,107,572,56,137,877,3,17,7,12,31,0,6,3,3,17,5,38,16,18,72,7,42,5,22,77,8,42,15,15,83,25,179,20,48,268,61,355,68,73,559,18,63,12,27,119,0,12,0,0,12,0,3,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,19,3,14,39,141,779,145,230,1298,0,19,3,4,27,0,0,0,0,3,3,31,4,10,48,9,29,4,12,57,13,18,7,10,48,13,114,13,39,178,62,521,97,156,835,70,248,51,107,477
LGA21610,7,74,14,31,127,16,170,17,25,225,39,175,21,62,304,123,787,105,238,1255,76,442,55,103,670,68,352,70,77,568,18,56,12,34,124,7,15,0,8,28,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,12,0,4,20,9,72,20,26,126,362,2171,313,605,3449,8,55,12,26,102,4,35,12,29,78,33,149,39,34,252,32,121,25,67,247,24,122,25,44,225,62,419,93,178,762,173,902,192,285,1549,90,335,95,121,631,3,37,9,16,65,0,6,0,4,17,0,4,0,3,4,0,0,0,4,4,0,0,0,0,0,3,12,3,11,30,18,86,21,40,161,451,2285,527,860,4119,10,31,5,23,81,0,7,3,4,13,8,76,18,44,152,31,88,16,50,177,18,50,16,39,126,31,154,47,118,350,150,870,233,419,1684,265,816,253,411,1747
LGA21670,0,11,0,5,15,3,33,0,16,49,8,85,6,12,107,4,26,3,3,42,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,156,14,45,225,0,7,0,0,12,0,3,0,0,5,9,27,8,15,49,9,69,7,20,106,3,27,6,5,37,3,16,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,20,158,17,45,243,0,3,0,3,4,0,0,0,0,0,0,25,0,5,28,3,38,4,14,57,4,22,7,16,46,4,52,9,14,77,5,15,0,3,18,0,0,0,0,0
LGA21750,0,19,0,4,29,5,32,0,0,37,9,72,12,14,106,15,68,13,10,100,5,16,0,0,23,3,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,12,32,224,30,36,326,3,8,3,4,15,0,3,0,0,5,3,46,7,6,70,8,63,11,18,105,9,35,4,5,53,5,50,3,10,71,3,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,10,32,220,33,52,337,3,3,3,8,15,0,0,0,0,0,0,17,7,13,39,7,22,7,11,44,3,28,3,7,40,4,59,15,13,93,16,49,5,11,76,3,8,7,4,12
LGA21830,0,20,3,6,38,0,14,4,0,25,18,51,10,13,97,3,24,3,3,36,0,4,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,25,124,21,35,207,0,12,0,9,23,0,4,3,0,4,0,31,8,18,52,3,52,12,9,78,3,19,0,5,30,3,10,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,13,22,143,32,39,235,4,12,0,3,13,0,0,0,0,5,0,6,6,4,20,3,23,6,14,46,0,24,9,9,41,7,39,4,9,52,0,3,3,3,9,0,4,0,0,7
LGA21890,4,75,28,52,160,24,167,24,19,243,26,147,37,115,318,54,341,96,203,699,37,215,49,82,385,23,166,43,68,301,4,76,17,32,132,3,23,8,3,37,0,3,0,0,3,0,3,0,0,8,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,13,0,4,27,6,53,11,30,105,188,1297,319,609,2411,7,37,14,30,89,3,45,10,31,84,26,132,25,46,223,19,66,21,74,176,13,47,31,50,143,24,150,51,126,348,53,296,85,168,598,19,164,59,60,304,0,42,16,22,80,0,15,0,3,21,0,3,0,0,9,0,0,3,0,4,0,0,0,0,0,0,8,3,4,19,4,46,12,33,98,173,1045,334,652,2203,4,25,10,30,68,0,10,4,8,21,13,95,25,48,185,17,68,22,31,145,4,26,11,67,113,22,72,26,65,187,39,262,107,175,585,41,248,83,144,510
LGA22110,4,41,3,16,68,4,61,0,7,80,23,126,16,31,201,27,164,17,40,241,10,48,3,4,58,4,15,7,0,25,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,27,73,469,51,113,705,0,29,7,8,41,0,24,7,10,36,4,73,19,21,114,16,121,26,35,192,9,94,19,20,137,12,115,23,12,169,13,53,10,14,81,3,3,3,3,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,10,20,65,519,99,124,804,6,11,3,15,29,0,8,0,4,14,5,30,7,13,64,17,64,7,26,114,7,50,10,27,96,21,122,21,40,203,30,133,28,32,221,10,34,9,10,64
LGA22170,0,46,17,35,93,24,133,8,18,179,30,183,28,83,316,81,702,99,206,1088,58,371,54,73,557,45,189,34,49,315,12,57,6,13,83,4,15,0,4,19,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,3,3,11,0,3,16,6,45,5,15,72,256,1748,250,507,2765,6,27,5,17,63,3,30,12,30,72,19,118,12,26,182,15,104,32,90,243,18,141,32,62,256,62,456,102,180,799,119,654,117,190,1077,55,169,43,45,311,10,27,5,12,54,0,0,0,3,8,0,3,3,0,5,0,0,0,0,0,0,3,0,0,3,0,12,0,7,20,13,48,8,30,95,318,1806,372,699,3187,3,20,3,17,51,0,8,0,4,13,11,80,18,44,148,19,66,20,38,144,4,45,20,44,113,21,213,53,128,420,116,738,201,322,1375,110,407,149,183,847
LGA22250,3,11,0,5,16,3,9,5,0,18,9,60,9,3,70,6,11,3,0,19,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,16,99,10,11,135,4,7,0,8,21,0,10,0,3,11,8,35,9,13,61,4,39,5,4,57,0,3,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,19,95,18,32,162,0,0,0,3,4,0,0,0,0,3,0,20,0,10,26,3,36,5,8,55,0,11,4,9,16,3,3,3,0,15,3,0,0,0,3,0,0,0,0,0
LGA22310,11,28,12,14,67,6,30,4,3,41,3,26,3,29,61,10,78,32,75,194,9,73,44,52,173,30,152,51,93,327,26,159,51,63,301,9,50,27,26,109,0,17,6,9,28,0,5,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,8,3,20,14,7,48,117,651,258,359,1380,0,20,9,14,49,0,12,3,5,22,0,30,10,6,50,5,17,4,16,42,4,25,10,19,54,7,58,26,45,132,24,132,59,93,307,27,183,101,91,401,27,86,42,41,190,7,42,21,16,76,9,17,16,6,48,3,4,0,0,14,0,0,0,0,3,0,5,3,5,13,0,20,15,7,42,115,650,313,364,1443,7,26,16,19,58,0,3,0,0,3,0,20,7,5,32,4,9,3,7,28,5,10,0,17,32,0,26,14,22,64,9,103,47,69,221,28,180,96,163,456
LGA22410,5,22,3,6,42,3,43,5,5,55,3,63,10,20,95,8,65,7,9,82,0,3,0,0,5,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,3,18,23,207,27,43,299,0,3,3,0,14,0,4,3,3,16,4,31,7,13,59,9,72,8,13,104,15,41,4,6,70,3,43,4,0,49,0,11,3,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,4,17,41,223,36,50,346,0,8,3,3,23,0,3,0,0,9,0,25,7,7,38,12,53,8,21,98,0,34,8,14,58,3,50,9,11,76,4,20,3,5,38,0,0,0,0,3
LGA22490,0,0,0,4,10,0,7,0,0,8,6,17,0,3,25,0,9,3,3,16,3,10,0,0,12,3,10,0,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,16,60,6,10,90,0,6,0,3,9,0,0,0,0,0,3,3,3,3,8,0,20,0,3,23,0,15,0,0,15,0,15,0,4,20,3,19,0,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,72,6,19,102,0,3,0,3,6,0,0,0,0,0,0,6,0,0,4,3,3,0,0,11,0,13,0,3,18,4,9,0,3,19,10,31,3,3,41,7,17,7,9,29
LGA22620,8,81,12,47,142,26,160,17,19,224,34,225,36,89,388,59,516,74,97,740,29,170,21,25,247,25,108,18,24,171,3,23,6,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,9,37,4,13,58,197,1319,183,325,2025,3,28,7,13,55,3,38,8,24,75,17,186,23,60,290,40,334,63,133,578,21,213,37,57,326,52,355,60,66,540,38,194,36,35,305,7,41,8,3,57,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,13,8,43,8,9,66,200,1446,256,411,2318,0,21,7,20,47,0,11,0,3,15,5,97,23,52,168,28,126,23,81,257,23,123,26,83,251,66,449,59,134,708,111,525,101,139,882,40,114,37,31,214
LGA22670,9,70,26,42,146,27,111,22,17,178,45,259,66,148,515,123,625,147,287,1170,47,141,38,69,289,17,80,22,29,148,4,14,0,3,21,0,10,0,5,12,0,4,0,0,4,0,0,0,3,5,0,3,0,0,5,0,0,0,0,3,0,0,0,0,3,0,12,5,7,31,10,51,15,26,102,282,1379,339,638,2636,3,37,14,23,75,3,46,16,24,91,17,105,24,48,196,26,113,34,85,252,30,111,35,71,241,60,251,100,180,584,105,417,92,193,805,38,99,24,51,206,3,12,4,3,21,3,6,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,13,4,8,21,20,62,16,42,132,310,1259,360,720,2650,12,25,5,25,71,0,4,0,9,17,7,80,23,39,149,25,57,21,44,150,10,54,9,51,130,35,178,57,130,393,106,470,184,291,1046,94,294,113,134,641
LGA22750,12,129,27,75,241,25,305,29,41,402,65,421,82,184,752,136,1034,149,261,1583,64,322,42,61,489,38,204,41,41,316,19,56,13,6,99,4,4,3,3,19,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,0,8,20,9,81,9,25,128,371,2570,400,710,4050,7,60,23,30,118,6,61,12,43,116,46,291,51,81,468,62,357,64,212,691,60,326,70,126,579,113,639,136,174,1052,128,538,119,131,925,51,185,62,35,333,3,26,4,5,47,0,4,0,0,3,0,3,4,0,5,0,0,0,0,3,0,0,0,0,0,0,9,0,5,17,21,66,17,30,127,492,2563,562,878,4491,10,42,9,15,81,0,26,5,7,41,12,191,42,60,311,44,166,47,74,322,30,155,48,123,349,66,524,131,234,963,158,924,247,313,1637,145,463,151,152,910
LGA22830,4,47,17,21,88,12,115,11,12,145,16,160,13,48,248,37,354,52,67,510,14,94,11,10,131,14,49,3,8,80,5,16,3,3,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,15,7,28,3,10,52,109,889,107,194,1299,5,22,0,14,43,0,30,3,16,55,15,131,15,44,203,28,253,45,68,401,19,170,20,40,255,50,161,32,33,271,29,80,14,7,124,4,15,0,4,24,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,5,24,3,16,52,158,891,135,256,1441,0,16,4,12,35,0,8,0,3,15,4,51,12,38,104,17,107,34,61,221,28,144,25,79,278,32,216,41,74,364,41,157,43,46,288,19,41,8,17,86
LGA22910,0,14,3,4,19,0,14,0,3,15,3,23,3,7,41,7,61,6,7,79,0,10,0,0,16,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,131,20,15,182,0,6,4,3,15,0,5,6,0,5,3,15,4,3,28,0,21,4,5,44,3,28,4,5,45,7,36,0,3,50,5,20,3,0,29,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,17,142,35,33,224,3,5,0,0,7,0,0,0,0,3,0,0,0,7,9,3,16,0,3,20,3,15,3,7,23,3,42,3,5,48,3,38,3,11,53,5,8,4,0,20
LGA22980,0,4,3,3,13,0,0,0,0,0,0,18,3,3,26,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,8,7,54,0,0,0,8,4,0,0,0,0,3,4,19,0,3,31,3,15,0,0,19,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,42,3,12,65,0,3,0,0,8,0,0,0,0,0,0,4,0,4,9,3,13,0,6,20,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA23110,10,31,8,17,66,13,88,18,10,125,14,90,18,45,163,37,272,49,102,466,23,152,23,52,251,15,100,16,37,164,4,40,12,18,73,3,21,7,8,33,0,5,0,3,6,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,7,18,3,33,8,9,55,115,843,160,303,1427,3,21,5,23,52,0,21,3,16,41,10,61,13,18,113,13,51,18,36,116,4,49,15,34,100,24,143,41,69,273,35,206,58,92,396,15,90,32,40,171,8,21,13,9,57,0,4,3,0,8,0,7,0,0,9,0,0,0,0,5,0,0,0,0,0,0,3,0,0,10,4,24,10,16,58,126,703,205,359,1402,7,15,4,5,36,0,4,4,8,15,3,38,14,34,88,10,33,14,18,75,0,23,5,22,59,16,51,30,55,152,30,227,71,131,464,32,163,60,88,344
