SA3_CODE_2016,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6m,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6m,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85andover_N_c_b_0,C16_AP_85andover_N_c_b_1,C16_AP_85andover_N_c_b_2,C16_AP_85andover_N_c_b_3,C16_AP_85andover_N_c_b_4,C16_AP_85andover_N_c_b_5,C16_AP_85ov_N_c_b_6mor,C16_AP_85andover_N_c_b_NS,C16_AP_85_and_over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_ch_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_T_T
11401,368,133,76,265,2480,97,111,409,437,250,119,95,259,1781,112,117,388,393,224,92,92,432,1852,8793,4369,11901,8139,3611,1122,673,3773,42374
11402,164,60,45,96,1201,82,65,192,189,127,36,36,94,809,86,62,205,181,90,45,44,169,889,5221,2179,5702,3849,1564,450,292,1611,20867
11501,224,79,41,112,1891,94,99,413,315,152,56,40,153,1314,132,143,421,339,202,87,101,466,1893,16169,7407,19742,9257,2730,695,452,2904,59352
11502,58,30,15,25,430,25,12,79,73,39,17,18,14,268,27,55,104,88,40,25,22,19,374,2938,941,2963,2154,781,219,137,661,10787
11503,33,17,4,21,252,8,11,48,29,27,11,9,16,160,9,12,32,28,20,10,10,18,136,2598,1021,2661,1747,689,181,110,819,9823
11504,39,15,7,11,253,4,4,37,40,20,12,17,6,148,11,15,41,34,13,4,17,12,143,3471,1379,3912,2218,726,193,121,639,12658
11601,195,103,112,114,1529,61,101,303,259,172,116,118,104,1239,76,141,270,206,162,105,155,147,1259,15340,7778,14154,7526,3239,1281,1017,3664,53991
11602,77,49,44,42,570,14,16,85,72,46,27,26,30,319,13,19,50,49,47,37,38,39,299,9936,5016,11000,4826,1681,500,333,1852,35157
11603,180,85,115,111,1030,34,53,111,141,100,61,121,80,694,73,68,120,121,100,64,143,68,755,11904,5326,9801,6741,3514,1474,1585,3650,43988
11701,73,22,27,57,648,28,51,133,92,51,20,15,59,453,46,51,131,70,40,26,41,95,497,7334,2827,4755,1959,660,200,153,1718,19597
11702,56,23,23,61,600,49,49,155,93,48,27,33,62,517,59,46,112,73,58,29,43,111,528,11837,2972,4129,1600,596,225,230,2390,23988
11703,123,46,29,219,1526,152,153,235,159,89,48,49,161,1047,158,128,236,153,99,47,54,220,1087,59740,9370,8775,3141,1087,382,340,13247,96080
11801,150,44,21,252,1862,174,136,372,293,119,38,35,212,1372,258,246,557,308,159,37,47,374,1987,24638,6632,11236,5279,1415,286,218,6635,56344
11802,162,39,40,176,1831,176,154,397,286,155,64,53,177,1468,259,232,502,327,173,70,97,397,2053,27625,7368,12726,5427,1617,416,329,5688,61195
11901,268,110,177,221,2303,131,148,495,377,239,121,210,196,1914,173,258,582,452,271,126,244,395,2505,20027,8219,16638,10163,4772,1965,1837,5601,69222
11902,174,101,96,156,1851,101,137,453,294,161,81,115,133,1459,136,172,386,238,175,90,157,162,1529,16828,7983,12549,6559,2934,1234,1080,4598,53763
11903,217,60,63,145,1984,109,157,495,365,188,92,82,116,1606,206,221,633,443,230,106,135,268,2245,18307,8484,14411,6533,2331,694,570,3697,55028
11904,189,47,66,188,2091,155,158,500,337,165,72,64,214,1674,206,237,496,317,173,72,103,442,2038,21694,8840,13733,6090,2177,707,555,5027,58824
12001,124,49,25,78,1239,101,90,302,251,95,43,33,79,990,163,126,360,240,136,54,43,153,1280,14450,5500,9097,4008,1178,321,180,2793,37526
12002,52,26,8,51,575,54,42,113,78,40,13,19,37,387,60,77,120,70,43,21,24,51,466,10444,3510,5355,1944,522,137,95,2216,24220
12003,206,87,65,152,1971,203,179,487,359,189,82,87,151,1729,276,249,498,368,227,132,175,217,2150,28246,9803,13697,5724,2060,700,582,5626,66447
12101,150,44,20,86,1379,157,107,303,259,161,45,48,82,1165,195,173,410,315,172,91,57,179,1598,18317,7303,11763,5108,1447,359,227,3120,47652
12102,127,33,31,71,1072,55,60,204,194,111,50,33,44,759,120,107,235,188,121,60,51,80,958,9990,5151,9849,4532,1389,364,231,1671,33171
12103,240,90,28,116,2065,136,125,473,464,230,71,52,141,1700,204,213,654,540,284,103,66,477,2543,13816,5984,15901,8229,2372,564,271,2794,49936
12104,119,35,14,120,1407,178,79,236,199,109,39,26,87,952,227,117,303,293,127,47,46,181,1341,20093,5545,8563,3929,1139,266,141,3744,43418
12201,61,19,9,43,534,47,37,89,101,55,17,15,40,401,65,53,134,100,63,16,18,110,557,6655,2037,4494,2200,615,115,66,1380,17552
12202,118,43,8,77,1042,50,54,230,223,106,37,32,96,832,76,77,281,207,110,32,29,259,1078,6498,2782,8294,4307,1307,283,124,1693,25283
12203,282,82,35,179,2418,157,140,495,486,237,88,67,223,1891,230,260,722,586,320,133,113,489,2860,19254,7808,18181,9087,2722,695,377,4212,62339
12301,92,27,23,60,585,18,22,106,101,70,32,26,64,450,27,38,107,98,56,39,37,191,592,6708,2882,7308,4262,1546,453,233,1383,24773
12302,232,111,113,151,1576,65,82,205,202,155,81,120,148,1063,62,85,175,199,126,74,105,290,1114,17595,7938,16099,9737,4477,1787,1453,4947,64042
12303,60,34,27,49,496,21,21,77,76,45,25,17,53,329,19,35,72,76,42,18,26,92,383,4161,1644,4474,3087,1197,384,194,1197,16340
12401,153,82,40,102,1309,110,98,221,203,131,61,50,73,947,120,102,300,214,118,65,56,104,1077,9216,3957,9174,5459,2063,671,416,1884,32851
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,213,118,92,111,1474,55,83,214,198,171,92,87,107,1003,92,106,281,206,140,73,101,125,1127,15794,6847,15122,9047,3699,1322,839,3790,56462
12404,81,34,39,56,549,27,28,94,60,54,28,40,42,384,31,38,110,86,50,42,29,79,456,4132,1662,3674,2519,1068,365,293,1329,15045
12405,63,37,39,49,482,18,30,61,81,54,34,42,57,383,16,24,58,49,47,28,47,88,359,6088,2605,5410,3413,1478,522,465,1826,21808
12501,94,44,67,73,695,42,44,84,99,91,38,49,37,475,67,58,128,116,62,43,91,77,646,12426,5267,6795,3280,1549,694,715,3569,34295
12502,115,46,36,75,973,64,40,187,167,95,44,46,55,699,64,69,200,139,115,39,48,110,787,8246,4350,7950,3524,1260,383,281,1672,27660
12503,219,119,188,149,1768,96,103,337,261,174,91,150,162,1374,130,167,365,288,182,118,228,250,1729,17542,7500,12768,7952,4259,1952,1889,5181,59041
12504,186,104,67,148,1627,84,109,312,278,166,92,90,166,1292,131,155,406,290,181,92,139,269,1661,18496,10496,13741,5583,2130,767,598,4826,56645
12601,102,26,17,47,742,37,39,140,161,94,25,10,48,554,46,59,153,140,96,33,39,145,711,6276,2792,6003,2720,884,202,124,1047,20032
12602,226,75,56,151,1961,158,130,411,386,182,87,78,151,1590,289,213,510,473,256,125,129,439,2428,22351,8494,14123,6269,1990,617,439,3985,58273
12701,158,90,92,99,945,18,43,139,128,62,51,102,81,621,23,38,86,108,73,42,91,59,507,11380,4093,9878,6376,3009,1168,1013,3208,40118
12702,313,202,384,190,2493,107,150,369,336,230,136,407,144,1882,99,133,311,277,240,185,430,256,1933,23412,8273,18274,11511,5372,2264,2646,5587,77342
12703,163,78,100,138,1255,50,66,225,199,118,69,82,90,901,50,98,221,168,108,53,127,164,995,12716,5916,12051,6592,2694,1041,906,4374,46288
12801,247,68,42,118,1919,120,119,520,437,230,76,68,125,1696,167,204,679,508,286,103,74,271,2292,13735,5323,13742,7690,2521,596,319,2899,46817
12802,186,59,36,67,1425,70,79,312,265,138,53,46,69,1039,112,155,458,330,179,91,77,136,1537,12392,4998,14189,7796,2276,596,344,1909,44496
19797,0,0,0,5,14,0,0,0,0,3,0,0,3,10,0,0,3,3,0,0,0,0,7,39,21,65,35,21,6,0,37,220
19999,3,3,0,23,78,4,8,4,11,3,0,3,11,38,3,0,15,6,3,4,7,13,48,1744,350,650,414,184,65,57,1134,4590
20101,281,127,126,182,1756,105,66,238,262,225,138,151,165,1350,148,96,311,310,224,131,165,212,1603,12638,4443,10991,7282,3259,1168,963,3395,44132
20102,75,52,30,56,461,28,9,63,59,51,25,38,36,318,28,37,74,79,47,34,39,83,420,3067,1185,2898,2054,933,335,249,1219,11939
20103,93,49,45,66,554,26,28,58,68,63,36,22,42,345,22,30,114,84,53,31,35,67,439,2229,1008,2626,2034,1033,397,278,884,10474
20201,283,117,119,187,1679,87,69,213,237,211,105,118,179,1218,116,112,284,309,209,119,147,334,1632,11124,4136,9617,6884,3107,1060,843,3371,40147
20202,136,66,44,106,865,38,32,111,147,97,50,55,70,597,56,47,136,128,85,39,58,151,698,4898,2130,5275,3404,1408,466,335,1898,19830
20203,35,18,26,31,219,11,5,36,44,32,14,16,23,182,9,13,35,35,28,10,20,27,173,895,384,1073,989,476,175,143,488,4624
20301,36,19,13,5,197,6,10,24,33,32,10,15,12,140,10,10,39,28,31,12,11,20,162,1759,684,2146,1421,561,170,104,492,7330
20302,522,214,184,306,3266,154,147,621,600,392,180,189,297,2584,237,266,727,665,470,229,244,509,3343,23726,8655,20787,12942,5309,1730,1292,5984,80427
20303,222,77,74,115,1377,53,63,216,272,162,67,49,90,982,75,100,290,266,162,72,59,132,1154,7173,2947,9046,5932,2091,576,345,2099,30213
20401,174,73,68,119,1047,54,39,150,165,134,68,55,116,779,45,52,145,166,139,67,62,138,820,5198,2211,5936,4075,1838,571,432,2150,22410
20402,176,80,68,85,997,60,28,138,199,110,62,53,111,766,63,38,180,179,166,85,85,234,1031,4390,1800,5050,3941,1778,644,467,1859,19918
20403,206,100,66,119,1178,41,52,146,181,137,76,80,95,817,67,78,202,207,145,78,87,127,990,7008,2920,7789,5375,2258,787,556,2368,29058
20501,165,59,52,82,882,31,20,98,160,123,65,58,69,630,40,53,120,140,124,73,87,75,707,4878,1864,5046,4064,1893,636,439,1604,20417
20502,164,68,50,135,1143,49,46,148,186,133,59,46,122,792,61,57,156,146,114,57,56,187,839,3952,1818,5377,3757,1695,541,365,1912,19432
20503,246,90,49,162,1366,69,48,209,239,207,85,66,118,1037,91,72,217,258,191,112,93,165,1204,5555,2499,7071,5328,2437,784,491,2329,26481
20504,229,105,104,147,1362,44,46,176,215,158,91,93,147,968,43,73,224,206,174,69,107,210,1106,7363,3086,7911,5482,2542,894,727,2952,30954
20505,123,70,76,86,793,23,28,91,119,89,42,52,62,509,52,33,123,114,126,57,59,69,638,3752,1606,4474,3537,1556,566,430,1614,17540
20601,131,42,37,87,1156,78,79,306,222,95,41,49,76,937,97,96,290,197,117,46,71,79,1006,19659,4100,7046,3112,1095,338,325,2962,38633
20602,66,19,22,56,730,52,58,204,151,53,25,24,54,627,61,67,187,128,81,47,24,92,692,11086,2594,4745,2091,617,176,137,1881,23327
20603,92,52,61,71,835,77,41,168,153,91,43,54,95,716,78,89,200,171,102,72,89,165,953,12357,3212,6243,3112,1024,337,349,2549,29190
20604,62,26,26,104,687,57,50,110,92,48,24,28,104,513,119,64,115,95,64,31,54,254,795,43598,5010,4807,2116,744,265,265,8698,65498
20605,84,30,18,104,1003,60,82,216,122,78,26,25,85,688,96,149,240,147,67,33,31,117,868,24196,5284,7021,2695,828,213,197,5348,45774
20606,93,26,11,98,977,81,80,195,168,74,21,22,89,742,96,91,211,141,75,39,26,144,830,16391,2826,4371,2213,711,182,105,3177,29973
20607,81,27,33,100,880,76,65,210,111,67,36,49,82,699,71,70,132,100,60,45,80,87,640,22811,3855,5534,2290,797,285,297,4287,40156
20701,249,99,70,160,2513,256,129,525,463,294,100,75,169,2017,457,287,819,632,393,149,153,323,3208,27449,8068,19092,9726,2869,726,448,4668,73046
20702,289,83,47,162,2276,105,127,469,433,233,67,48,154,1637,111,150,488,380,230,85,72,295,1818,11391,5460,12000,6003,1912,477,277,2537,40064
20703,222,73,69,126,1859,138,111,456,390,198,96,87,134,1609,210,177,512,413,261,105,117,266,2063,16625,6064,11308,5394,1713,524,398,2879,44904
20801,167,60,47,114,1632,131,104,376,349,167,51,49,100,1328,241,230,625,546,284,95,97,278,2393,12111,5042,12891,6462,1761,435,280,2761,41741
20802,190,58,39,168,2153,193,183,580,441,197,73,54,139,1861,246,379,850,612,267,93,105,263,2801,23439,8522,16852,7407,2064,584,501,4081,63451
20803,258,88,57,193,1944,114,127,440,358,221,96,86,186,1629,189,184,531,421,240,117,104,382,2161,15650,6736,14258,6672,2235,678,400,3489,50110
20804,63,19,15,58,648,63,56,129,133,59,24,15,47,534,84,72,184,150,87,36,32,57,709,7304,1877,4391,2362,686,151,90,1227,18086
20901,272,82,92,153,2022,128,109,418,405,212,79,90,162,1603,137,184,501,434,247,130,124,312,2066,16238,6339,14645,7579,2463,748,598,3328,51928
20902,210,66,76,157,1626,70,90,371,325,181,89,96,166,1381,112,133,371,326,189,89,123,314,1646,15869,5142,8751,4499,1691,601,571,3896,41019
20903,114,34,27,50,631,22,27,94,112,62,39,32,36,417,24,30,114,101,54,39,34,54,462,7440,2450,8504,4667,1457,377,224,1481,26595
20904,306,131,130,206,2339,68,103,513,419,233,94,127,162,1719,70,122,365,336,178,109,116,160,1458,24563,11002,24224,12806,4532,1423,1098,6093,85741
21001,158,62,38,107,1331,41,87,301,248,134,70,53,98,1028,61,110,241,205,102,58,75,144,1003,6985,2812,7550,4148,1314,406,279,1686,25176
21002,47,31,9,28,334,12,12,39,49,30,11,14,29,201,8,23,57,61,23,11,13,50,248,2972,1156,3512,2195,783,223,123,853,11823
21003,190,88,83,126,1448,65,93,379,346,191,78,80,155,1384,105,139,438,362,174,83,112,215,1635,10334,3984,7337,4008,1719,634,590,2726,31333
21004,83,18,26,45,466,14,24,89,78,69,34,20,29,350,20,29,100,87,54,36,34,38,399,4643,1863,4594,2725,1056,287,177,1049,16383
21005,218,102,151,157,1398,35,61,219,214,143,75,144,107,999,39,67,132,145,104,73,112,95,772,18170,7142,14932,9197,4256,1724,1753,5201,62385
21101,319,133,88,169,2254,87,134,408,410,252,117,92,152,1648,149,203,468,398,253,130,125,279,2008,19431,8063,19373,10008,3564,1024,638,3629,65727
21102,61,14,15,19,420,22,22,88,64,37,17,18,29,296,33,39,113,81,60,26,22,50,432,2999,1020,3310,2080,645,160,103,603,10918
21103,244,105,59,113,1685,68,94,347,354,212,92,67,139,1371,98,151,415,396,203,111,85,287,1743,14094,5822,13046,7355,2525,745,455,2822,46869
21104,159,48,36,73,1227,58,64,252,209,122,41,62,71,888,84,80,289,238,134,63,66,128,1072,7978,3618,7647,3644,1232,311,251,1382,26055
21105,305,99,87,174,2002,82,90,318,328,226,98,80,129,1356,83,142,350,308,203,94,119,240,1546,17100,6620,17364,10680,4000,1150,746,3919,61587
21201,134,81,63,87,969,33,32,116,127,133,54,48,81,630,57,54,151,137,115,56,50,100,730,10093,4381,10118,6132,2464,810,576,2691,37261
21202,237,91,93,114,1547,69,86,269,270,174,80,110,117,1188,71,122,279,231,164,96,106,204,1274,14780,6543,15212,7941,3098,1089,897,3417,52981
21203,215,84,88,111,1265,37,60,186,183,119,88,87,95,845,51,79,182,182,120,67,91,127,898,17704,9033,17533,9252,3661,1384,1052,4659,64272
21204,338,147,192,233,2705,121,189,576,486,277,138,223,231,2234,143,207,488,432,291,177,308,294,2346,22682,10978,19075,9835,3884,1594,1615,6060,75725
21205,385,120,79,238,3309,140,219,808,600,314,117,119,218,2534,222,257,743,593,343,167,153,527,3003,26003,10312,20847,8947,2870,837,582,5217,75621
21301,344,148,185,202,2259,89,107,425,346,236,109,187,218,1711,94,139,364,314,217,97,217,287,1737,22558,9563,19202,10679,4246,1513,1529,6625,75921
21302,181,49,59,105,1246,56,83,308,258,138,59,62,128,1100,80,119,316,262,130,65,71,145,1188,11413,4590,9420,4736,1596,533,466,2551,35301
21303,92,39,72,76,771,48,31,197,128,63,49,87,105,703,72,72,190,154,82,39,92,156,854,15357,4572,6666,2739,991,398,479,3241,34435
21304,190,82,78,110,1145,47,46,172,179,122,56,70,88,783,29,60,154,176,106,64,100,108,795,15956,7253,16607,9281,3499,1168,890,4786,59435
21305,207,105,104,132,1471,48,60,234,213,146,78,111,117,1012,44,89,186,181,132,78,87,166,964,24162,13900,22221,10685,4151,1514,1358,6205,84196
21401,269,111,73,215,1962,112,115,353,328,211,98,85,196,1501,95,145,410,316,237,101,87,300,1696,16173,7182,15472,8421,3239,1024,636,4484,56637
21402,518,206,89,319,3766,202,163,631,687,420,157,123,271,2651,201,268,771,709,379,173,125,398,3022,15621,7176,20338,12421,4678,1284,727,4827,67067
21501,241,95,75,127,1283,78,50,167,230,191,98,78,111,1005,121,78,244,269,206,103,102,235,1359,5475,2101,6121,5028,2414,864,592,2041,24629
21502,195,90,65,141,1002,32,33,133,147,146,86,65,145,786,40,50,144,164,147,59,76,211,889,5235,2080,5446,4059,2017,685,526,2351,22402
21503,173,82,72,118,861,33,24,77,122,147,75,94,83,650,57,35,115,142,141,82,104,108,779,3109,1166,3209,3222,1713,682,536,1795,15435
21601,149,73,65,90,792,31,22,98,129,139,69,73,83,644,39,34,138,162,102,49,83,115,727,3216,1256,3906,3217,1595,572,420,1391,15567
21602,150,55,40,72,684,31,25,79,103,106,52,57,68,517,33,34,95,97,97,45,57,82,547,2406,1046,2863,2470,1366,486,362,1122,12121
21603,159,93,80,134,1047,32,39,127,192,153,79,90,100,808,63,46,165,176,141,84,81,181,941,6151,2420,6354,4773,2237,794,665,2554,25947
21701,138,59,53,86,764,23,23,83,124,114,54,48,82,554,38,41,131,155,114,67,73,107,727,3170,1328,4020,3074,1388,493,344,1299,15121
21703,128,83,77,90,819,35,27,97,125,102,69,78,59,597,49,38,101,126,93,61,89,104,661,3392,1259,3489,3051,1674,637,477,1340,15331
21704,152,70,92,103,863,46,41,103,133,132,60,111,95,721,76,44,134,165,124,70,109,150,866,5330,1910,4910,3936,1899,674,559,1878,21085
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
29999,4,0,0,4,32,0,0,4,3,0,0,3,3,16,3,0,6,6,0,4,5,9,28,1190,232,328,236,96,44,38,716,2883
30101,145,84,40,78,926,35,39,129,155,82,53,46,83,614,52,52,164,143,95,62,54,207,825,8100,3446,8599,5069,1903,630,370,1491,29608
30102,229,78,47,121,1554,74,74,253,266,171,87,73,120,1116,87,92,259,243,165,75,64,277,1264,8333,3933,10665,6266,2433,766,469,2214,35078
30103,143,61,42,72,897,58,51,149,149,107,67,67,59,702,70,67,183,172,133,67,77,117,893,8173,3861,7900,4133,1602,541,390,1648,28255
30201,97,27,19,45,652,43,26,114,120,87,42,41,51,514,57,42,143,116,97,36,41,127,662,5386,2109,4907,2600,990,284,190,899,17374
30202,148,64,48,72,1125,119,58,236,225,151,71,75,110,1040,140,110,246,237,181,93,86,285,1377,10905,3727,6949,3797,1508,533,404,2032,29850
30203,61,24,32,48,484,61,26,55,69,45,33,29,53,361,60,22,60,74,65,24,19,208,538,6579,2138,3421,1735,745,262,181,1346,16401
30204,142,70,37,97,919,56,49,165,158,111,61,50,78,724,64,90,179,150,109,69,68,120,852,7498,3410,6271,3550,1377,509,394,1615,24621
30301,72,34,31,43,654,51,44,114,138,76,50,29,54,548,69,68,196,175,122,56,38,77,791,7619,2568,5641,2948,960,324,203,1248,21514
30302,105,42,45,62,722,83,32,136,139,99,55,42,62,642,101,75,189,171,109,50,71,125,895,14614,3487,5685,2906,1019,371,282,2393,30762
