SA3_CODE_2016,C06_0_74_1PF_CU15DS,C06_0_74_1PF_CU15NDS,C06_0_74_1PFnCU15DS,C06_0_74_1PF_NDCO,C06_0_74_T,C06_75_99_1PF_CU15DS,C06_75_99_1PF_CU15NDS,C06_75_99_1PFnCU15DS,C06_75_99_1PF_NDCO,C06_75_99_T,C06_100_149_1PF_CU15DS,C06_100_149_1PF_CU15NDS,C06_100_149_1PFnCU15DS,C06_100_149_1PF_NDCO,C06_100_149_T,C06_150_199_1PF_CU15DS,C06_150_199_1PF_CU15NDS,C06_150_199_1PFnCU15DS,C06_150_199_1PF_NDCO,C06_150_199_T,C06_200_224_1PF_CU15DS,C06_200_224_1PF_CU15NDS,C06_200_224_1PFnCU15DS,C06_200_224_1PF_NDCO,C06_200_224_T,C06_225_274_1PF_CU15DS,C06_225_274_1PF_CU15NDS,C06_225_274_1PFnCU15DS,C06_225_274_1PF_NDCO,C06_225_274_T,C06_275_349_1PF_CU15DS,C06_275_349_1PF_CU15NDS,C06_275_349_1PFnCU15DS,C06_275_349_1PF_NDCO,C06_275_349_T,C06_350_449_1PF_CU15DS,C06_350_449_1PF_CU15NDS,C06_350_449_1PFnCU15DS,C06_350_449_1PF_NDCO,C06_350_449_T,C06_450_549_1PF_CU15DS,C06_450_549_1PF_CU15NDS,C06_450_549_1PFnCU15DS,C06_450_549_1PF_NDCO,C06_450_549_T,C06_550_649_1PF_CU15DS,C06_550_649_1PF_CU15NDS,C06_550_649_1PFnCU15DS,C06_550_649_1PF_NDCO,C06_550_649_T,C06_650_749_1PF_CU15DS,C06_650_749_1PF_CU15NDS,C06_650_749_1PFnCU15DS,C06_650_749_1PF_NDCO,C06_650_749_T,C06_750_849_1PF_CU15DS,C06_750_849_1PF_CU15NDS,C06_750_849_1PFnCU15DS,C06_750_849_1PF_NDCO,C06_750_849_T,C06_850_949_1PF_CU15DS,C06_850_949_1PF_CU15NDS,C06_850_949_1PFnCU15DS,C06_850_949_1PF_NDCO,C06_850_949_T,C06_950ov_1PF_CU15DS,C06_950ov_1PF_CU15NDS,C06_950ov_1PFnCU15DS,C06_950ov_1PF_NDCO,C06_950ov_T,C06_Rns_1PF_CU15DS,C06_Rns_1PF_CU15NDS,C06_Rns_1PFnCU15DS,C06_Rns_1PF_NDCO,C06_Rns_T,C06_Tot_1PF_CU15DS,C06_Tot_1PF_CU15NDS,C06_Tot_1PFnCU15DS,C06_Tot_1PF_NDCO,C06_Tot_T,C11_0_74_1PF_CU15DS,C11_0_74_1PF_CU15NDS,C11_0_74_1PFnCU15DS,C11_0_74_1PF_NDCO,C11_0_74_T,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_T,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_T,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_T,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_T,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_T,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_T,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_T,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_T,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_T,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_T,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_T,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_T,C11_950ov_1PF_CU15_DS,C11_950ov_1PF_CU15_NDS,C11_950ov_1PFnoCU15_DS,C11_950ov_1PF_NDCO,C11_950ov_T,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_T,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_T,C16_0_74_1PF_CU15DS,C16_0_74_1PF_CU15NDS,C16_0_74_1PFnCU15DS,C16_0_74_1PF_NDCO,C16_0_74_T,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_T,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_T,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_T,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_T,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_T,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_T,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_T
12403,7,53,13,40,112,17,154,10,18,203,31,133,12,54,231,34,250,42,108,432,40,372,46,110,564,79,564,73,121,831,23,128,18,41,215,4,25,3,9,39,0,6,0,3,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,15,4,47,3,16,71,238,1747,222,527,2736,8,34,9,24,71,3,37,14,26,74,20,96,22,31,159,32,97,15,66,209,23,119,26,52,215,27,238,44,93,397,82,589,99,178,955,60,309,63,103,540,13,43,15,7,79,0,7,3,10,17,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,8,42,9,34,84,276,1620,310,617,2816,0,19,12,16,48,0,10,0,3,20,8,80,12,33,134,13,66,15,36,134,12,52,8,29,102,22,108,21,64,212,18,326,54,143,541,123,800,148,320,1391
12404,0,14,4,16,33,7,50,5,13,75,17,55,5,23,106,9,107,15,38,171,13,114,11,25,171,25,153,19,40,235,8,49,7,11,73,0,8,3,3,15,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,22,3,7,35,79,582,80,181,921,0,11,4,9,22,0,6,3,9,17,5,15,11,20,45,11,51,13,25,95,8,37,11,16,81,7,92,18,41,154,30,213,26,54,331,16,110,22,38,190,4,24,4,3,37,0,3,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,17,0,11,28,86,586,110,234,1013,3,8,0,4,10,0,3,0,4,5,0,9,7,13,30,0,24,10,16,49,3,20,6,17,41,15,41,9,15,78,6,89,13,51,163,33,197,51,94,371
12405,0,22,4,22,46,8,44,3,14,60,15,54,3,36,103,11,154,17,46,222,22,209,16,54,300,25,250,32,53,360,18,48,3,10,77,3,4,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,26,3,8,39,97,811,86,247,1235,6,8,0,10,23,0,15,3,12,34,7,32,7,14,67,9,43,3,37,98,9,49,5,23,83,15,109,9,56,188,53,291,35,108,489,44,194,38,63,338,0,13,3,5,23,6,3,0,3,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,23,4,10,35,151,777,116,340,1388,0,7,3,3,16,0,0,0,0,0,5,21,4,26,55,8,35,0,17,57,3,12,4,18,39,8,23,5,25,57,32,150,26,74,273,67,416,68,195,745
12501,3,15,12,16,52,7,25,10,12,55,6,28,7,24,63,17,121,29,58,231,12,78,20,35,143,24,163,38,70,298,19,101,34,42,198,6,16,10,15,47,0,10,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,5,21,3,12,42,121,581,168,301,1168,0,13,0,9,21,0,8,7,12,27,7,31,10,18,68,5,24,12,35,81,4,23,8,5,35,12,39,21,19,92,24,131,31,80,261,49,157,54,69,338,21,76,32,32,168,6,28,9,16,56,3,5,0,5,9,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,6,21,13,15,56,141,560,204,313,1211,3,21,0,11,33,0,0,3,0,8,5,17,8,18,48,9,15,4,17,45,5,9,5,18,39,6,24,3,16,47,9,39,29,39,119,44,150,43,87,322
12502,3,26,18,24,71,6,64,8,12,89,21,63,11,40,138,10,26,11,25,67,0,26,9,19,54,10,87,13,38,153,26,113,32,64,243,15,41,22,14,92,4,3,4,0,11,3,0,0,3,8,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,13,10,16,4,25,53,120,482,128,264,994,3,23,11,13,44,9,19,11,22,61,17,68,21,36,140,12,26,10,31,79,3,18,6,8,30,4,26,4,23,54,7,37,12,41,93,26,108,47,63,249,18,59,28,31,134,3,23,17,3,51,0,0,0,6,8,0,0,3,0,4,0,0,0,0,0,0,4,0,0,4,6,20,4,15,45,119,428,173,283,998,0,8,3,13,29,0,7,3,8,13,11,45,29,33,111,20,33,21,29,97,5,9,6,23,49,9,35,10,21,71,12,24,9,23,68,24,70,25,56,176
12503,4,64,19,75,156,19,137,19,29,207,33,130,26,105,301,38,229,38,87,393,36,242,33,107,411,89,481,77,190,827,44,182,35,66,334,6,30,10,14,59,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,15,13,49,14,29,108,284,1555,280,702,2821,8,44,12,28,97,4,34,29,47,116,33,115,49,66,268,29,130,35,80,282,19,55,14,32,127,20,123,34,67,250,59,346,82,201,691,110,436,95,177,823,31,108,25,61,223,6,18,8,4,33,3,3,5,0,13,0,0,3,4,6,0,0,0,0,0,4,3,0,0,8,20,56,19,42,140,356,1489,422,813,3083,6,43,7,29,85,0,10,0,16,23,13,61,32,70,178,15,80,31,60,188,13,63,28,75,177,24,70,33,71,199,31,150,48,119,344,90,461,115,307,978
12504,11,49,16,47,122,15,128,26,18,189,17,80,16,67,181,15,116,24,69,232,15,185,36,106,342,41,300,82,176,599,41,187,42,82,354,10,31,10,27,71,0,3,0,3,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,18,10,44,10,12,79,181,1131,273,622,2204,5,16,11,24,58,4,28,21,43,93,18,92,30,45,189,19,82,24,56,188,10,47,11,25,94,5,68,16,37,127,35,222,89,136,478,62,357,114,190,724,26,106,37,56,230,8,25,9,7,48,0,5,0,5,9,0,0,0,0,3,0,0,0,0,3,0,0,0,3,11,3,28,19,32,82,198,1078,388,664,2330,7,13,8,19,43,3,7,5,15,25,6,58,22,64,149,15,55,18,48,137,3,32,14,43,100,7,37,11,19,80,13,67,27,69,178,50,350,125,252,783
12601,6,4,7,3,16,0,3,0,0,7,0,0,0,0,3,0,5,0,7,9,0,3,0,0,4,3,23,18,16,62,16,52,33,34,140,22,42,17,20,99,3,13,3,0,18,3,0,0,0,6,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,48,158,83,86,376,0,3,4,0,14,0,0,0,3,3,0,4,3,0,8,0,3,0,0,4,0,3,3,0,5,0,3,0,4,7,0,16,10,12,29,14,39,35,32,118,16,35,34,23,101,3,13,10,7,36,3,4,3,0,7,4,0,3,3,9,0,5,0,0,3,0,0,0,0,0,3,10,6,0,15,46,135,105,91,367,0,4,3,5,13,0,0,0,0,0,0,0,0,0,7,0,3,0,3,7,0,3,0,3,7,0,0,0,5,8,0,3,0,7,11,0,19,12,10,35
12602,6,24,15,29,76,5,44,10,11,76,11,40,12,39,108,5,47,17,31,100,8,62,28,33,127,9,124,45,72,257,26,162,60,104,348,23,109,46,65,246,8,16,15,18,58,0,3,3,3,8,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,10,0,27,6,13,51,107,674,255,422,1466,4,13,10,16,48,0,12,12,13,36,9,41,15,18,87,8,34,16,38,92,7,5,10,20,36,0,31,11,28,75,4,93,39,78,218,26,221,67,113,428,24,115,46,74,259,9,61,22,34,124,4,18,13,4,43,0,8,3,5,17,0,4,3,3,14,0,4,3,6,9,9,15,12,22,54,97,675,285,470,1530,3,19,10,12,46,0,0,3,0,6,0,28,18,22,66,8,24,15,22,66,5,13,4,35,64,4,16,13,25,53,3,20,19,35,73,21,146,68,105,337
12701,10,38,17,36,99,19,119,17,21,176,28,107,16,64,216,26,131,15,56,226,19,138,9,51,219,35,223,37,79,377,23,104,9,36,179,7,28,3,5,40,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,11,36,4,20,77,181,938,140,367,1628,7,33,12,26,84,0,23,14,37,71,26,109,22,45,204,16,72,18,47,160,9,40,10,27,82,7,59,9,32,108,25,166,32,78,296,55,220,44,100,426,23,72,22,39,163,0,10,7,3,17,5,7,0,0,8,0,9,0,0,9,0,0,0,0,0,0,7,0,0,5,8,30,12,31,80,190,858,192,467,1717,3,23,8,7,50,0,12,3,8,20,13,62,13,49,138,27,71,19,40,155,8,26,9,36,78,15,40,12,36,102,20,81,22,70,187,53,252,35,125,470
12702,17,92,49,107,262,55,223,60,33,371,85,268,69,170,598,90,538,114,244,993,63,352,66,171,652,97,478,74,228,879,33,132,38,67,268,8,29,5,5,41,0,5,0,5,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,23,27,99,22,52,195,464,2238,503,1097,4301,8,66,32,64,165,0,48,48,56,153,64,153,76,89,383,38,163,65,158,425,29,128,42,80,277,45,300,97,181,621,95,467,133,277,972,159,521,127,279,1086,43,96,18,58,209,3,20,7,16,49,0,9,0,4,12,0,0,0,0,0,0,4,0,0,5,5,5,0,6,17,25,88,29,60,212,523,2064,675,1317,4582,10,46,17,33,101,3,7,12,10,32,26,80,63,95,260,29,96,54,99,270,25,79,37,121,251,39,150,43,112,347,67,377,148,300,890,160,666,225,503,1553
12703,6,54,17,38,118,15,101,12,23,151,28,95,21,77,221,29,218,55,131,426,18,150,40,65,279,40,272,53,80,443,33,132,34,49,254,7,23,4,12,41,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,16,12,36,3,15,65,191,1092,237,499,2021,3,23,11,18,58,0,24,12,24,62,25,82,31,33,172,23,89,24,59,201,14,59,11,30,115,20,128,26,81,259,53,288,85,158,583,72,277,74,145,567,29,82,15,36,159,6,18,7,6,39,0,3,0,0,5,0,0,0,3,4,0,4,0,0,5,0,6,6,3,16,7,28,9,26,77,250,1118,317,634,2319,4,13,7,18,39,0,3,0,8,10,0,51,18,38,111,6,54,32,47,144,8,45,10,35,100,17,64,14,47,141,28,198,76,143,438,76,371,114,237,797
12801,7,23,7,26,65,3,29,8,5,53,12,47,7,22,91,9,54,13,15,91,4,76,6,26,116,15,187,39,75,322,29,200,42,85,357,31,101,30,62,218,12,29,9,6,55,4,9,3,0,19,0,3,4,0,14,3,0,0,0,3,0,3,0,0,3,0,4,0,4,8,0,24,4,11,47,132,798,174,353,1457,0,14,4,15,41,3,7,0,14,22,4,32,9,11,56,5,31,8,19,61,4,21,10,15,51,4,48,5,21,77,3,147,36,62,251,36,257,69,130,493,23,128,46,62,260,16,69,18,21,128,5,27,7,9,57,0,3,3,4,11,0,3,0,0,8,0,3,3,0,4,0,14,5,15,34,113,805,228,402,1555,4,7,0,3,20,0,3,0,0,4,0,23,4,11,41,5,23,10,15,49,0,11,5,25,37,0,13,6,13,40,4,41,11,40,95,15,211,42,109,377
12802,3,19,10,13,43,9,79,16,7,100,13,52,10,26,94,7,22,9,11,54,3,46,3,20,73,11,155,26,52,244,35,161,43,51,286,28,79,19,28,160,0,10,3,9,25,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,20,3,11,37,107,653,132,227,1121,3,12,4,10,31,0,17,0,9,27,9,31,5,11,64,6,36,16,14,74,3,17,8,12,43,4,18,9,16,46,11,76,34,46,167,31,177,59,91,354,33,100,42,39,206,12,33,16,24,83,3,6,3,7,22,3,4,3,0,7,0,0,0,0,0,0,0,0,0,3,5,16,0,8,30,120,545,204,288,1157,0,13,0,5,22,0,3,0,3,9,0,17,7,13,38,8,14,6,21,45,6,20,8,16,47,3,20,3,7,39,3,30,7,27,70,16,146,55,90,311
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,3,57,9,26,95,18,181,21,16,228,35,227,44,80,382,67,517,76,116,775,25,149,25,25,224,31,99,21,13,161,8,28,6,6,47,0,6,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,15,15,29,4,15,66,193,1302,206,299,1997,3,27,0,16,48,4,43,17,29,90,31,220,27,43,323,51,287,48,103,492,34,223,40,71,368,59,374,77,93,603,33,151,37,26,255,10,27,11,6,48,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,47,6,5,65,230,1406,266,400,2306,4,20,7,10,39,3,17,0,7,24,16,148,22,41,235,20,130,35,55,238,13,136,20,76,250,59,475,102,183,823,84,407,102,106,697,36,119,30,32,214
20102,0,23,4,3,28,0,22,0,5,33,6,38,5,12,63,10,91,8,6,118,3,13,0,0,19,0,4,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,196,22,35,270,0,13,4,8,24,0,6,4,0,11,7,26,5,18,59,6,38,11,14,62,3,39,10,8,58,6,52,4,3,71,9,23,3,0,35,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,30,202,44,57,330,3,9,3,5,19,0,0,0,0,3,4,3,3,9,16,3,17,3,9,25,3,21,7,13,41,5,50,4,9,71,8,50,3,11,79,3,15,4,7,29
20103,0,15,4,7,29,4,40,0,17,57,9,111,9,21,152,4,34,5,8,58,0,8,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,27,215,18,58,311,0,14,0,3,21,0,3,4,0,9,12,37,10,16,75,10,104,13,26,148,3,28,6,4,40,3,27,3,0,31,0,6,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,16,28,232,32,59,350,0,11,0,6,12,0,0,0,0,0,3,23,4,11,43,7,46,4,17,73,3,40,7,16,65,7,67,9,15,98,7,26,0,3,40,0,5,0,3,7
20201,6,68,12,42,133,22,158,15,19,216,28,197,34,83,347,57,485,73,94,702,31,166,20,25,241,25,103,18,24,170,3,18,6,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,3,37,4,13,53,183,1245,176,312,1914,4,19,3,14,39,3,35,7,25,72,20,179,25,59,275,37,311,60,128,539,21,202,35,56,312,50,346,60,66,526,42,188,36,34,298,7,38,6,3,53,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,8,40,3,12,61,187,1366,247,398,2199,0,16,7,13,37,0,11,0,3,15,5,94,20,46,158,25,117,18,74,235,22,115,22,75,234,63,435,59,134,683,110,501,99,137,846,40,103,37,26,205
20202,0,31,3,11,45,3,20,3,7,37,11,70,17,25,124,24,168,18,25,235,4,43,9,0,56,3,20,0,4,28,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,16,53,376,51,77,556,3,19,3,6,34,0,8,0,4,16,9,29,9,16,64,8,59,11,31,112,3,55,8,9,79,10,84,12,13,118,14,63,3,13,101,3,9,0,3,20,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,22,52,341,66,101,559,0,12,3,3,22,0,0,0,0,0,3,22,4,9,43,4,25,5,4,45,0,27,4,20,55,6,47,15,20,98,21,95,28,27,175,8,55,11,12,89
20203,4,8,0,4,15,0,6,0,0,15,5,31,3,4,51,4,15,0,0,23,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,74,6,16,106,0,9,0,7,19,0,0,0,0,5,4,18,8,3,31,0,25,7,8,36,0,11,0,0,12,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,9,70,11,18,107,0,3,0,8,12,0,0,0,0,0,4,8,0,6,17,3,18,3,6,33,0,5,4,4,14,3,12,0,0,18,0,10,0,0,10,0,0,0,0,0
20301,0,4,0,0,5,0,3,0,0,6,4,19,0,5,22,0,10,3,4,22,0,13,0,0,12,4,6,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,9,59,4,17,89,0,3,0,3,5,0,0,0,0,3,3,0,0,6,14,0,10,0,3,19,3,19,0,0,21,0,18,3,3,31,0,16,0,0,25,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,11,77,14,21,120,3,0,0,5,10,0,0,0,0,0,0,6,0,0,4,0,5,0,3,12,0,7,3,5,16,0,16,4,10,29,6,33,0,3,46,6,15,5,3,32
20302,8,116,21,68,221,22,299,26,40,389,62,390,77,174,701,119,862,119,231,1326,44,267,34,57,405,25,171,35,35,268,18,46,9,3,81,3,4,3,3,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,0,5,19,9,72,9,25,115,309,2248,346,642,3551,6,52,22,25,111,6,61,12,47,114,42,286,45,82,458,56,317,52,199,624,58,281,57,119,507,87,533,108,149,871,104,437,94,118,747,43,138,47,29,256,3,19,6,9,32,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,5,17,18,58,13,27,114,422,2193,458,796,3866,7,31,10,12,66,0,21,5,7,34,12,189,42,59,306,44,163,44,66,313,24,139,43,111,317,64,462,114,208,842,142,766,209,267,1382,114,342,124,114,695
20303,4,18,3,10,34,0,9,4,3,16,3,35,7,16,66,28,223,40,44,332,20,91,6,15,134,22,53,11,6,95,8,27,4,7,41,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,11,88,465,78,106,739,3,16,5,3,21,0,0,0,3,0,3,13,3,10,29,7,41,15,22,81,0,56,23,15,98,25,126,38,35,227,36,149,36,25,245,17,96,29,10,152,7,29,0,4,33,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,20,99,538,155,129,918,3,18,3,6,26,0,3,0,0,4,0,7,0,6,10,4,11,3,6,25,8,15,6,10,41,8,70,20,32,135,17,194,45,59,320,52,184,53,55,345
20401,0,36,9,15,58,9,38,3,7,52,20,129,18,49,212,38,163,25,39,256,11,40,10,5,62,3,9,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,21,5,3,30,82,440,59,113,695,3,12,4,17,39,0,16,3,3,25,15,64,21,21,128,36,129,27,45,239,12,67,19,15,111,16,93,15,21,143,14,44,10,7,79,3,12,3,4,23,0,3,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,6,20,3,11,42,98,480,105,155,847,0,23,3,14,36,0,4,0,0,7,7,35,10,16,64,10,47,21,35,109,11,58,17,21,110,20,120,27,42,206,23,135,19,37,215,6,25,11,12,54
