SA3_CODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
20501,116,65,27,19,224,108,65,32,23,218,218,114,37,14,390,112,50,24,12,198,43,27,16,3,86,17,14,3,0,31,5,6,3,0,16,11,0,0,0,12,84,68,26,15,190,22,12,4,0,36,1031,579,238,86,1939
20502,118,73,31,11,233,121,58,18,7,207,197,64,25,17,306,84,29,9,7,124,35,5,5,0,47,13,9,0,0,20,3,3,0,0,9,9,3,0,0,12,71,63,25,14,169,34,10,7,3,54,981,495,163,84,1724
20503,167,79,39,13,302,188,59,28,6,287,255,100,32,13,403,97,66,7,4,173,45,15,4,3,68,12,3,0,0,26,9,16,0,0,27,11,3,0,0,14,122,102,29,21,276,39,14,10,0,61,1365,720,231,90,2410
20504,251,120,71,22,459,228,108,42,35,406,341,165,57,15,581,163,71,32,15,286,77,53,9,4,139,40,22,5,4,69,26,10,3,4,46,14,3,3,3,24,156,103,46,27,336,77,24,3,7,106,2070,1066,410,189,3740
20505,100,60,28,14,201,118,39,16,10,183,187,68,22,19,296,61,41,14,4,112,35,14,3,0,59,7,0,3,0,17,11,10,3,0,30,6,0,0,0,12,69,40,18,14,150,22,9,7,0,41,877,432,182,73,1570
20601,159,41,14,7,212,211,51,5,5,271,380,143,17,6,550,218,94,16,4,334,145,76,10,6,229,52,25,9,0,85,39,38,4,0,83,23,12,3,0,41,120,100,28,10,257,29,6,7,0,40,1695,710,150,43,2602
20602,96,28,5,0,130,117,33,4,0,160,214,86,25,6,325,127,56,11,0,207,69,53,14,0,139,28,11,9,0,47,38,41,11,0,82,16,15,4,0,33,70,50,17,3,139,11,5,4,0,22,1025,465,117,10,1618
20603,121,39,16,6,184,115,37,17,7,178,252,98,29,12,394,155,84,15,8,258,124,51,10,3,188,44,27,10,0,79,45,30,6,0,86,34,20,8,0,59,108,60,28,10,207,40,16,8,9,73,1402,606,204,64,2279
20604,111,36,9,10,170,130,44,8,10,188,254,101,16,3,376,173,36,6,0,215,131,38,4,0,171,56,8,3,0,67,92,34,3,0,123,48,20,3,0,70,111,62,21,4,192,33,20,3,4,63,1684,579,122,63,2448
20605,159,52,5,0,215,162,42,3,0,209,330,94,12,10,450,237,76,5,0,323,159,66,6,0,240,57,14,0,0,65,102,63,9,0,172,57,19,3,0,74,171,84,29,4,282,36,14,0,0,52,1864,672,100,34,2671
20606,61,25,7,0,97,85,13,8,0,117,168,57,12,3,236,110,34,3,3,148,96,33,3,3,138,40,12,0,0,56,64,40,12,6,118,55,28,8,0,87,99,51,21,3,175,14,8,0,3,30,1012,382,102,33,1532
20607,151,38,10,14,206,159,44,13,9,218,247,82,14,15,363,171,77,6,0,254,124,59,11,0,185,50,21,3,0,75,55,41,8,0,111,42,26,3,0,73,128,89,29,8,257,34,16,5,14,74,1675,705,158,93,2627
20701,174,64,21,3,270,245,107,15,7,373,509,233,54,10,807,383,167,41,8,605,316,173,35,4,532,128,79,14,6,225,145,151,39,10,335,124,82,25,3,227,232,189,71,8,504,54,16,5,0,80,3015,1588,401,81,5083
20702,169,68,22,5,255,190,75,14,3,287,422,166,36,11,633,260,97,28,3,388,156,81,15,3,249,76,51,7,3,133,72,55,12,8,146,50,29,11,0,92,151,137,42,11,336,37,7,0,0,52,2077,1011,232,58,3368
20703,173,89,18,7,281,223,76,12,8,323,473,181,36,8,695,285,143,32,0,455,208,108,23,3,340,83,46,8,4,138,72,58,12,4,150,31,32,13,3,81,177,125,43,16,359,40,14,3,0,56,2343,1099,237,60,3744
20801,148,40,13,0,203,171,66,14,6,259,350,142,29,4,527,226,130,35,0,389,171,124,20,3,313,67,36,3,0,107,85,87,30,0,204,72,48,19,3,144,174,133,49,8,364,30,11,3,0,51,1861,1006,244,38,3151
20802,203,85,32,5,319,275,107,20,4,411,579,239,51,11,881,375,198,33,3,606,265,139,34,12,447,92,54,8,0,150,99,89,20,3,207,62,39,8,4,113,237,205,72,19,533,61,25,3,0,86,2854,1425,329,73,4684
20803,255,104,15,12,383,346,131,26,5,513,640,266,51,10,961,447,217,43,10,712,251,158,27,4,437,92,40,14,0,146,64,59,19,4,145,30,31,6,3,67,240,188,51,17,492,49,20,7,3,72,2966,1464,293,81,4797
20804,52,13,0,0,70,56,19,3,0,86,118,51,9,3,181,84,37,11,4,143,77,29,9,0,121,34,14,3,3,54,28,40,7,0,86,30,24,12,0,68,54,48,20,4,129,10,7,3,0,19,674,349,91,26,1132
20901,246,118,45,10,419,288,119,34,18,462,651,264,59,17,984,397,204,51,3,654,255,122,25,5,409,88,62,13,3,165,73,66,15,3,159,52,23,9,3,87,259,209,55,19,539,64,19,8,7,97,2968,1464,398,112,4932
20902,276,88,24,4,397,299,112,21,10,445,531,179,50,15,773,272,130,16,12,419,137,75,18,6,238,48,32,12,6,99,38,43,11,3,99,12,19,5,0,38,157,121,43,22,342,84,27,6,3,123,2442,1069,295,95,3897
20903,68,44,14,3,123,104,46,13,3,172,214,147,38,11,404,164,105,35,9,312,97,74,12,8,192,51,23,10,0,85,43,46,9,3,100,21,12,11,0,39,89,110,37,16,249,15,11,6,0,37,1063,736,212,57,2066
20904,526,287,123,47,984,572,270,111,41,992,1059,562,160,65,1845,582,356,102,46,1090,313,221,55,23,607,112,99,43,9,263,48,87,31,11,182,36,20,14,3,74,322,319,137,57,835,126,69,16,9,225,4844,3037,1058,399,9337
21001,110,45,10,4,171,151,64,10,3,226,298,170,32,5,510,217,106,32,0,353,130,54,17,0,203,58,52,14,3,117,29,31,9,0,73,30,26,11,3,68,121,107,27,3,257,42,8,6,0,60,1427,800,198,25,2445
21002,35,25,10,0,74,48,31,14,3,93,86,42,29,8,172,54,36,12,3,111,42,21,6,0,72,22,10,3,0,30,13,4,8,0,25,3,3,3,0,12,47,34,18,9,100,14,7,0,0,22,445,265,129,31,867
21003,188,73,25,8,291,242,77,31,18,362,397,166,39,16,618,223,101,25,6,356,131,83,7,9,236,51,30,4,4,91,26,15,6,0,49,12,8,3,0,28,117,104,39,13,277,45,26,8,4,79,1830,892,251,112,3085
21004,92,65,22,5,184,114,61,21,3,199,222,108,33,12,379,132,63,13,3,213,82,48,12,3,139,34,26,5,0,64,23,19,6,0,48,3,4,3,0,9,79,63,36,3,178,24,3,4,0,33,1016,596,192,50,1861
21005,379,221,106,53,764,443,221,93,52,810,815,404,146,59,1431,390,231,80,45,751,201,128,58,21,413,91,78,35,15,215,38,55,18,13,122,23,21,18,12,73,272,211,125,84,692,88,61,20,22,192,3653,2289,948,511,7398
21101,351,169,62,18,599,405,206,66,15,697,795,378,103,32,1315,469,241,69,22,807,274,169,43,15,501,105,84,15,5,213,58,80,20,0,163,26,40,17,5,93,273,232,94,25,615,84,40,11,3,135,3547,2048,615,168,6381
21102,32,14,3,4,51,41,19,5,0,72,76,39,13,3,132,56,37,7,0,96,27,18,3,0,53,12,7,3,0,22,17,10,5,0,37,17,7,0,3,25,43,33,14,3,88,13,7,3,0,17,386,246,68,20,721
21103,254,97,44,14,410,307,130,50,15,494,591,255,71,17,943,350,178,44,11,581,205,106,35,8,352,93,68,24,0,181,52,53,9,5,116,28,25,4,4,65,236,183,47,17,481,60,18,5,0,90,2714,1405,421,109,4652
21104,115,46,3,0,165,143,48,15,0,215,298,138,29,9,468,169,85,28,9,295,105,66,12,3,184,40,32,6,0,85,32,28,17,6,79,20,8,3,0,26,99,81,21,9,210,19,8,3,0,32,1308,669,178,39,2196
21105,325,179,72,18,597,391,202,62,36,695,745,359,117,28,1249,410,259,75,18,756,252,146,41,9,455,104,65,17,4,188,36,49,17,3,100,29,19,11,3,65,321,240,87,42,690,77,47,17,8,141,3411,1988,636,209,6241
21201,194,145,57,36,426,218,130,49,37,429,469,238,63,39,803,241,149,34,14,433,122,83,23,13,242,50,30,13,0,93,32,38,6,6,83,17,5,3,0,25,134,133,66,28,363,56,25,8,10,91,2022,1341,442,203,4012
21202,245,144,63,30,481,315,149,67,25,556,648,294,101,43,1087,357,199,64,25,645,198,135,46,10,396,69,53,24,8,150,52,55,22,19,148,20,18,10,4,52,203,183,70,42,496,58,24,16,12,111,2853,1653,621,266,5391
21203,322,226,94,36,678,405,208,98,41,754,747,412,140,64,1366,414,244,68,32,763,209,146,53,18,433,79,78,30,4,188,48,46,19,10,119,14,9,17,9,47,222,196,74,56,544,76,41,16,19,149,3406,2192,807,379,6784
21204,519,221,92,37,867,651,215,66,25,958,980,464,127,54,1623,497,305,89,36,926,252,165,46,15,479,98,80,34,8,219,49,61,23,6,142,24,23,11,4,64,331,254,109,65,752,117,50,15,6,187,4805,2553,842,372,8570
21205,308,135,34,4,476,332,121,41,9,499,763,301,76,20,1162,472,216,50,12,751,316,184,32,6,537,119,91,21,0,229,91,88,19,0,198,68,49,19,0,140,258,195,72,20,551,63,28,9,0,91,3744,1866,467,106,6179
21301,490,267,109,42,904,645,245,83,57,1029,1093,546,180,56,1872,527,313,99,39,975,247,165,55,19,492,95,98,42,9,251,56,76,26,26,179,29,35,8,6,87,347,283,139,88,858,146,71,36,25,275,5122,3057,1114,535,9831
21302,191,77,27,7,305,237,90,23,3,355,473,201,47,10,730,285,132,27,7,449,191,81,26,0,304,60,43,16,0,118,46,53,9,4,116,25,21,0,3,51,158,110,49,22,338,50,23,7,3,77,2143,1055,292,81,3578
21303,196,57,23,12,295,210,80,19,9,318,364,167,24,16,571,211,106,31,9,359,123,54,14,6,200,56,33,10,4,98,46,39,8,4,100,16,10,5,3,37,118,86,31,21,254,32,23,7,3,61,1834,880,247,103,3072
21304,324,256,122,56,756,369,229,90,57,745,724,416,147,61,1348,367,245,87,46,740,221,154,40,17,437,76,63,22,3,166,34,60,30,9,131,23,19,6,4,55,232,196,99,48,575,74,44,16,25,159,3315,2314,879,436,6948
21305,420,249,115,64,855,552,263,115,68,999,991,487,155,103,1733,488,338,101,49,979,265,198,62,32,558,119,94,27,10,254,61,63,22,13,155,23,34,16,4,79,296,241,116,82,730,80,77,20,36,210,4487,2836,1015,598,8933
21401,413,223,83,37,758,499,205,70,36,814,947,433,95,32,1511,497,234,74,24,818,238,144,33,7,418,84,55,17,3,161,64,48,16,7,138,19,19,5,3,51,310,277,122,37,741,123,33,9,5,179,4181,2187,669,239,7275
21402,391,198,74,18,686,437,190,62,33,718,774,336,99,37,1246,408,202,52,14,681,206,126,42,3,378,67,32,11,3,115,50,56,11,0,117,28,26,3,0,52,327,278,90,36,725,95,31,11,6,146,3629,1971,584,193,6371
21501,174,64,41,12,294,172,66,27,13,284,250,90,41,16,398,92,34,9,6,145,38,22,9,0,64,10,7,3,0,27,11,4,9,0,21,17,4,0,0,20,79,58,30,17,189,38,19,10,0,66,1248,578,240,96,2160
21502,173,86,52,18,327,184,88,41,15,318,225,119,33,24,403,100,64,16,13,186,38,24,11,0,75,16,3,0,0,26,6,6,5,0,15,12,4,0,0,16,103,70,39,22,231,52,22,14,6,88,1305,744,277,132,2461
21503,87,41,19,11,166,100,31,17,5,158,123,56,13,8,206,51,27,8,7,83,22,18,4,0,40,4,6,0,0,13,0,3,4,0,9,0,0,0,0,0,54,43,15,12,118,33,3,0,4,43,691,349,139,68,1244
21601,98,52,33,7,187,108,33,15,9,172,159,82,32,3,276,82,29,12,3,122,30,16,3,3,52,18,3,4,0,25,7,7,0,0,16,3,4,3,0,9,59,41,23,16,130,28,9,3,0,44,839,389,170,61,1464
21602,89,37,18,11,150,93,47,19,6,165,110,53,23,11,197,47,27,7,3,87,17,5,3,0,35,4,3,0,0,17,0,4,4,0,10,3,0,3,0,9,50,28,23,13,106,17,14,0,0,31,632,325,145,67,1164
21603,167,94,62,29,348,223,71,31,22,347,309,161,57,21,548,128,75,9,7,219,62,37,12,6,116,27,16,3,0,46,16,11,3,0,25,10,0,3,0,15,92,84,45,24,248,55,22,13,4,90,1495,805,330,169,2799
21701,95,53,25,11,180,112,37,14,6,166,165,59,17,3,249,63,25,9,3,105,31,15,0,0,44,10,8,0,0,20,9,8,0,4,15,7,0,0,0,7,70,50,22,0,144,30,13,3,0,40,820,361,135,49,1364
21703,89,44,23,14,168,96,38,19,6,164,162,56,36,10,256,68,23,9,0,97,40,10,3,0,55,14,0,4,0,19,6,8,4,0,17,4,3,0,3,12,64,42,22,14,134,35,7,4,0,51,796,373,163,72,1404
21704,132,63,29,8,236,148,53,29,12,238,202,119,32,8,362,95,48,19,8,163,51,35,10,3,101,14,14,0,0,27,17,7,4,0,30,6,3,0,0,15,67,59,25,11,167,30,12,4,3,53,1053,583,215,87,1937
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,148,92,39,14,293,201,100,30,15,339,405,193,66,28,697,259,145,34,10,447,145,93,23,8,268,70,40,12,0,123,48,40,15,7,98,21,4,9,0,35,109,79,34,12,238,24,21,3,6,52,1789,995,306,126,3216
30102,191,98,33,22,347,197,121,36,26,381,414,221,63,17,723,222,122,34,8,386,124,75,13,3,218,49,30,9,0,93,37,26,4,3,74,23,18,4,0,40,126,115,32,13,280,37,18,6,3,63,1843,1074,307,116,3340
30103,167,76,27,7,278,212,102,16,13,344,444,190,54,16,712,249,129,31,9,415,141,67,18,10,240,69,30,8,3,122,50,40,12,3,98,23,13,7,4,49,108,104,35,14,263,32,9,3,0,52,1811,955,281,99,3142
30201,58,25,10,0,89,92,40,13,4,151,219,89,29,15,340,124,72,16,5,215,88,46,12,8,156,35,18,12,3,71,34,21,7,0,64,9,12,4,0,28,52,60,14,15,137,16,3,3,0,19,845,455,146,49,1497
30202,161,51,20,6,235,205,60,21,10,301,414,169,46,12,641,235,138,29,12,407,149,75,16,8,246,61,27,13,0,98,39,31,4,0,80,22,20,5,0,48,121,75,38,14,249,27,16,6,4,52,1721,803,237,82,2843
30203,73,28,4,6,108,103,31,12,0,146,237,80,13,12,345,158,66,10,8,241,93,37,8,6,139,43,15,6,0,65,20,10,3,0,40,11,8,0,0,20,53,44,6,3,109,19,3,4,0,20,989,408,88,45,1525
30204,141,61,28,12,239,189,78,26,10,298,425,167,49,12,651,225,103,18,4,355,137,64,17,3,222,54,27,4,3,89,23,22,7,3,52,13,7,3,0,22,99,81,24,8,211,16,7,4,3,36,1628,778,214,72,2691
30301,85,39,11,6,139,108,40,14,4,160,247,99,25,5,375,154,83,20,3,262,114,74,13,8,204,47,25,5,3,74,29,27,7,0,66,20,13,5,3,41,67,57,22,4,152,11,4,0,4,23,1055,556,155,59,1817
30302,114,37,14,3,163,140,46,14,3,202,315,96,22,8,438,199,95,19,5,322,132,60,15,3,212,57,25,6,0,86,51,20,15,0,87,20,11,8,0,40,104,47,15,9,170,26,9,6,0,39,1449,551,157,33,2191
30303,136,64,28,7,236,169,71,14,13,266,360,152,38,17,572,214,112,31,4,362,130,75,16,4,227,55,30,11,3,107,30,39,10,5,82,25,15,8,0,40,97,88,29,13,219,29,9,3,0,44,1553,825,247,85,2711
30304,73,21,6,0,111,81,28,6,0,117,203,83,22,11,314,130,55,15,3,203,68,25,5,4,104,31,18,3,0,55,14,23,5,0,40,8,5,0,0,18,58,40,13,0,121,9,3,3,4,17,870,374,109,44,1398
30305,123,63,29,9,226,172,61,22,9,268,281,132,49,15,482,152,99,33,9,290,100,61,17,3,176,32,24,6,0,68,18,26,11,5,55,12,11,3,0,22,82,62,34,18,192,23,10,3,0,37,1287,742,254,102,2388
30306,92,41,8,12,159,95,54,10,17,176,233,108,26,19,382,149,52,10,10,217,79,51,4,3,142,49,16,4,6,72,22,26,5,5,60,4,6,0,0,14,63,51,22,14,158,11,7,4,3,26,1076,564,146,91,1878
30401,40,29,7,0,77,62,33,0,0,99,137,80,11,3,229,101,53,13,0,169,64,37,7,0,115,28,10,0,0,39,19,15,4,0,44,8,10,0,3,25,38,43,18,7,107,12,0,0,0,8,626,382,84,24,1114
30402,36,25,3,0,66,60,43,13,0,119,147,101,33,6,282,102,87,23,5,217,83,58,12,10,159,38,13,8,0,61,24,36,16,0,74,27,12,6,3,48,49,61,19,7,137,5,8,0,0,13,672,533,149,36,1390
30403,53,26,4,3,86,53,19,5,0,77,161,55,14,3,235,115,54,15,0,187,84,52,10,3,145,40,17,5,0,60,36,28,6,0,75,30,10,4,0,47,68,37,9,4,116,10,3,0,0,15,802,374,99,17,1296
30404,96,41,17,8,162,102,46,19,6,172,250,128,31,8,414,182,105,17,6,308,117,73,15,0,211,41,16,8,0,65,30,24,9,0,63,14,13,4,0,23,90,66,22,14,185,19,6,3,0,22,1144,632,192,64,2027
30501,69,24,4,0,97,77,32,5,0,125,196,46,17,3,256,138,42,11,0,193,107,36,3,0,147,46,12,3,0,64,50,33,7,0,91,43,24,3,4,73,66,34,6,4,116,10,5,0,0,14,1008,358,75,13,1459
30502,42,23,4,3,71,72,22,11,3,111,149,71,19,4,243,114,60,16,5,193,85,33,10,3,125,28,15,3,0,51,36,23,8,0,62,22,14,4,0,42,64,38,15,3,125,10,6,0,0,18,781,371,92,20,1260
30503,106,35,9,0,153,120,46,10,0,175,332,110,17,3,462,195,73,18,5,293,169,82,15,0,273,76,26,8,3,106,59,52,16,3,125,35,31,6,5,75,108,74,24,7,215,24,9,0,0,33,1486,634,149,34,2306
30504,58,20,3,0,80,68,28,3,3,104,161,75,11,3,250,143,59,21,4,225,108,61,16,0,183,44,16,0,0,59,44,52,9,4,114,42,19,3,3,66,40,52,11,3,111,13,0,0,0,13,868,420,92,25,1411
30601,133,72,20,15,235,153,82,21,12,262,288,149,37,10,489,177,99,25,0,303,86,66,11,3,165,23,9,0,0,39,21,17,7,3,52,12,5,0,0,19,85,86,29,17,215,19,11,4,3,36,1296,755,203,86,2335
30602,308,175,95,63,636,354,168,59,59,637,624,297,94,50,1067,273,134,48,24,477,148,73,27,15,261,55,34,4,3,91,27,31,12,0,68,23,10,4,0,33,183,138,55,65,439,93,33,21,22,166,2865,1539,575,381,5354
30603,113,48,26,27,211,105,58,25,16,193,179,59,34,20,290,79,28,13,11,131,33,3,6,0,42,5,5,5,0,21,4,3,3,0,9,3,0,0,0,5,60,43,18,25,140,26,8,4,5,44,852,382,193,136,1557
30604,31,15,5,3,58,21,13,5,0,45,45,16,6,0,74,21,19,0,0,45,14,5,0,0,19,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,33,14,9,3,50,13,4,0,0,13,257,113,42,12,436
30605,121,63,40,15,243,135,42,22,19,213,182,88,26,23,323,66,31,10,5,117,52,22,4,3,71,11,4,0,0,24,12,7,3,3,24,11,4,3,0,13,78,65,28,13,182,30,14,3,0,49,1022,487,205,106,1815
30701,96,39,42,13,195,103,42,17,16,180,160,59,21,14,253,75,28,3,4,109,32,11,3,0,48,17,10,0,0,24,10,4,3,0,16,5,0,0,0,4,75,23,20,15,136,33,9,7,3,45,834,385,171,83,1470
30702,102,53,37,19,206,102,55,17,12,186,176,69,25,26,287,73,26,10,8,109,35,10,6,3,65,15,4,0,0,19,16,4,0,0,23,8,3,3,0,10,46,48,22,18,134,17,13,5,3,36,819,454,174,113,1560
30703,116,61,40,20,235,120,45,18,13,197,176,82,34,14,302,70,32,13,7,117,18,11,3,0,41,11,4,0,0,18,11,9,3,0,19,4,0,3,0,5,60,42,22,10,134,35,8,8,3,47,904,449,191,85,1632
30801,44,20,13,13,89,38,17,8,5,75,76,47,17,7,148,51,21,12,5,84,38,11,3,3,56,15,5,0,0,20,10,4,0,0,14,8,0,3,0,13,29,25,14,9,78,10,3,0,0,16,453,234,97,62,842
30803,306,191,97,54,647,344,178,72,42,632,578,240,83,57,961,281,174,45,25,522,151,74,33,6,258,75,22,8,0,102,32,23,9,7,68,21,13,3,4,45,204,127,59,26,418,65,29,18,8,115,2859,1549,620,311,5334
30804,19,9,3,0,37,21,9,3,0,41,45,10,5,3,61,37,9,3,0,51,14,3,3,3,23,11,0,0,0,9,0,3,0,0,3,3,0,0,0,3,11,13,0,0,27,8,4,0,0,11,226,103,40,22,385
30805,125,81,42,29,275,138,62,32,17,246,175,98,34,10,318,107,57,15,3,183,68,28,6,4,108,35,11,8,0,53,24,18,9,0,48,23,9,0,0,27,80,65,19,8,175,28,15,6,0,56,1205,667,266,113,2250
30901,195,70,22,3,292,221,73,12,3,313,385,143,29,11,566,185,67,18,7,284,102,54,12,4,166,50,22,4,3,76,31,21,9,4,57,13,7,0,0,24,126,78,23,5,233,27,7,5,0,43,1691,696,159,46,2587
30902,196,90,26,6,317,230,75,18,10,334,363,130,41,16,555,190,89,22,3,303,96,46,7,3,150,19,12,4,0,35,16,16,3,0,42,14,6,0,0,17,110,82,33,3,230,36,23,4,0,57,1609,720,197,59,2576
30903,221,112,38,13,381,291,114,31,12,445,482,163,38,15,700,238,106,14,3,361,118,59,13,3,188,29,25,4,0,59,31,29,7,0,63,25,11,4,0,36,134,76,27,9,244,33,11,5,0,43,2084,914,236,65,3298
30904,38,17,10,8,72,46,10,4,0,61,97,38,11,8,152,34,19,4,0,62,24,7,3,0,37,8,3,0,0,11,0,3,0,0,9,11,0,0,0,16,26,18,9,3,60,11,7,0,0,14,389,188,51,25,657
30905,66,47,22,3,133,74,45,12,4,140,164,69,26,15,270,87,56,17,7,167,26,40,4,7,73,8,9,3,0,28,8,12,3,0,28,5,0,0,0,6,59,46,16,12,136,16,11,0,0,26,700,444,138,45,1329
30906,201,95,53,21,369,226,115,52,8,398,413,223,61,28,723,201,110,35,6,356,121,62,22,7,210,34,25,6,3,66,26,16,10,0,45,10,9,5,0,21,106,100,29,17,252,19,19,7,0,45,1756,1002,362,108,3231
30907,226,190,105,30,550,278,174,64,33,553,555,366,116,43,1080,302,202,56,24,582,167,96,27,7,303,50,46,14,9,122,42,36,18,5,104,22,11,10,0,45,128,152,55,32,367,42,35,11,5,88,2427,1744,611,240,5023
30908,132,87,27,4,258,181,90,19,10,300,367,174,49,16,597,186,97,29,6,319,105,61,10,5,178,34,25,8,0,61,19,20,10,0,43,13,13,4,0,25,83,74,26,11,194,19,12,3,3,34,1457,822,219,59,2558
30909,202,79,18,11,312,231,68,17,11,335,420,141,40,17,624,202,91,21,4,321,98,51,19,3,169,36,16,3,3,60,31,12,4,3,57,12,6,3,0,13,111,78,28,8,230,44,15,4,0,66,1834,764,216,77,2891
30910,82,38,15,7,137,109,44,4,3,163,203,51,21,0,280,99,42,8,0,149,58,24,4,0,88,17,10,0,0,24,23,15,0,0,35,17,3,0,0,23,73,38,17,6,132,9,5,0,0,14,905,366,82,24,1381
31001,175,105,53,32,371,246,110,43,33,430,425,204,64,47,734,207,107,49,14,379,119,75,26,6,222,44,24,9,3,83,18,24,11,3,56,14,11,3,4,32,124,104,46,29,307,41,21,15,8,82,1943,1107,451,245,3748
31002,144,98,69,28,342,189,71,42,31,338,263,136,52,36,490,134,77,18,6,239,55,40,5,7,111,9,14,0,0,27,7,12,8,4,26,8,3,0,0,17,104,69,35,21,227,29,15,11,8,57,1344,791,338,173,2653
31003,318,192,122,56,691,392,166,78,50,688,657,340,103,77,1173,340,184,53,26,610,165,80,25,10,276,63,39,12,4,123,33,31,6,3,76,14,16,3,4,32,171,134,69,45,426,52,25,15,4,96,2991,1717,676,376,5758
31004,233,152,100,53,544,246,144,63,58,508,495,259,89,68,918,226,142,43,20,437,134,88,34,20,267,48,31,12,3,95,16,23,7,8,52,3,8,6,3,22,108,99,41,35,290,43,25,15,9,94,2128,1345,545,369,4382
31101,49,22,15,3,89,33,18,13,8,75,75,40,13,9,135,24,11,13,0,51,13,11,3,0,27,3,0,0,0,7,3,0,4,0,7,4,3,0,0,4,30,14,12,9,63,9,3,5,0,15,377,223,97,36,730
31102,168,99,53,39,350,181,72,27,23,311,317,146,51,25,529,132,61,23,13,229,58,43,10,3,117,24,20,4,0,49,16,13,8,0,41,5,3,0,0,10,79,58,27,17,175,26,17,6,6,53,1402,803,281,150,2646
31103,220,161,77,44,501,264,149,62,54,526,496,260,98,44,906,193,133,43,38,407,114,82,33,14,244,42,27,4,5,80,14,19,7,5,49,4,6,0,3,12,130,98,56,37,320,42,31,15,10,94,2083,1322,566,335,4304
31104,74,52,31,13,174,75,50,27,18,177,160,114,45,14,328,91,52,21,4,172,56,27,6,4,90,25,11,0,4,39,9,16,0,0,28,0,3,0,0,4,54,41,23,15,129,11,9,0,3,22,751,508,225,92,1569
31105,157,95,55,27,328,182,70,20,18,289,325,188,62,33,606,178,114,32,19,343,118,63,15,7,205,51,30,11,3,96,13,31,4,3,54,13,8,4,3,24,106,71,33,19,226,37,13,3,4,57,1564,905,316,162,2947
31106,249,143,83,41,508,278,118,47,57,502,465,207,97,54,821,260,141,39,20,457,104,74,25,11,206,37,34,10,8,91,33,33,6,3,75,15,7,5,0,27,150,113,44,54,368,58,35,12,14,114,2282,1267,502,349,4403
31201,52,31,11,3,98,65,26,14,3,106,90,34,11,13,152,47,25,13,3,87,42,17,4,0,69,9,8,0,0,17,24,8,4,0,34,11,0,3,0,17,35,34,9,7,90,9,7,5,3,26,516,272,112,50,947
31202,262,158,87,41,544,271,125,58,32,481,458,227,75,37,787,252,125,44,9,432,153,71,20,15,262,55,36,3,3,91,42,25,15,3,79,20,13,3,0,38,158,102,53,32,347,68,34,16,8,117,2443,1379,514,242,4573
31203,56,28,3,4,86,54,33,4,3,96,80,51,6,3,140,24,17,3,0,39,19,9,6,0,32,6,0,0,0,8,7,3,0,0,7,4,3,0,0,6,26,16,9,3,57,5,0,0,0,7,373,222,62,25,684
31301,98,49,28,11,191,121,50,13,17,198,169,84,23,8,279,68,37,11,3,117,32,11,3,0,48,7,10,0,0,16,9,4,0,0,10,12,0,0,0,8,68,29,14,10,111,24,13,3,0,38,806,382,139,55,1380
31302,231,151,94,64,536,246,147,62,52,507,405,227,89,44,773,190,105,38,19,352,79,45,17,7,146,22,23,4,3,62,11,23,3,0,34,3,3,4,0,15,103,85,39,28,255,39,16,10,9,80,1997,1188,505,268,3958
