SA3_CODE_2016,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPGH_2,C11_SDRTHT_0b_NPGH_3,C11_SDRTHT_0b_NPGH_4,C11_SDRTHT_0b_NPGH_5,C11_SDRTHT_0b_NPGH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPGH_2,C11_FUA_0b_NPGH_3,C11_FUA_0b_NPGH_4,C11_FUA_0b_NPGH_5,C11_FUA_0b_NPGH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPGH_2,C11_FUA_1b_NPGH_3,C11_FUA_1b_NPGH_4,C11_FUA_1b_NPGH_5,C11_FUA_1b_NPGH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPGH_2,C11_FUA_2b_NPGH_3,C11_FUA_2b_NPGH_4,C11_FUA_2b_NPGH_5,C11_FUA_2b_NPGH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPGH_2,C11_FUA_3b_NPGH_3,C11_FUA_3b_NPGH_4,C11_FUA_3b_NPGH_5,C11_FUA_3b_NPGH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPGH_2,C11_FUA_4mb_NPGH_3,C11_FUA_4mb_NPGH_4,C11_FUA_4mb_NPGH_5,C11_FUA_4mb_NPGH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPGH_2,C11_FUA_NB_NS_NPGH_3,C11_FUA_NB_NS_NPGH_4,C11_FUA_NB_NS_NPGH_5,C11_FUA_NB_NS_NPGH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPGH_2,C11_FUA_Tot_NPGH_3,C11_FUA_Tot_NPGH_4,C11_FUA_Tot_NPGH_5,C11_FUA_Tot_NPGH_6_mor,C11_FUA_T_T,C11_OD_0b_NPGH_2,C11_OD_0b_NPGH_3,C11_OD_0b_NPGH_4,C11_OD_0b_NPGH_5,C11_OD_0b_NPGH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_T_T,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_T,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_T_T,C16_SH_0b_NPGH_2,C16_SH_0b_NPGH_3,C16_SH_0b_NPGH_4,C16_SH_0b_NPGH_5,C16_SH_0b_NPGH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3,C16_SH_3b_NPGH_4,C16_SH_3b_NPGH_5,C16_SH_3b_NPGH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPGH_2,C16_SH_4mb_NPGH_3,C16_SH_4mb_NPGH_4,C16_SH_4mb_NPGH_5,C16_SH_4mb_NPGH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPGH_2,C16_SH_NB_NS_NPGH_3,C16_SH_NB_NS_NPGH_4,C16_SH_NB_NS_NPGH_5,C16_SH_NB_NS_NPGH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPGH_2,C16_SH_Tot_NPGH_3,C16_SH_Tot_NPGH_4,C16_SH_Tot_NPGH_5
10304,3,0,0,253,59,26,24,6,3,111,4,5,0,0,0,14,344,65,29,7,3,445,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,25,8,3,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,3,43,6,0,0,0,43,0,0,0,0,0,0,4,0,0,0,0,4,27,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,33,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,10,0,0,0,0,0,0,420,72,30,7,3,535,0,0,0,0,0,0,7,0,0,0,0,7,66,3,0,0,0,70,200,24,3,0,0,223,87,25,25,6,0,143,13,0,0,0,0,9,370,52,28,10
10401,5,0,0,218,61,19,12,0,0,84,6,0,0,0,0,6,371,31,13,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,19,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,3,23,3,0,0,0,31,10,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0,0,50,5,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,15,0,0,0,0,0,0,457,44,15,0,0,519,0,0,0,0,0,0,8,0,0,0,0,12,111,6,0,0,0,119,233,14,0,0,0,248,82,13,9,3,0,103,26,6,0,0,0,29,458,35,10,4
10402,8,0,0,372,123,36,14,5,0,181,20,0,0,0,0,23,590,91,26,6,0,724,0,0,0,0,0,0,4,0,0,0,0,4,72,5,0,0,0,75,50,13,0,0,0,69,8,0,0,0,0,9,4,0,0,0,0,4,137,23,4,0,0,163,0,0,0,0,0,0,6,0,0,0,0,6,117,4,0,0,0,127,20,7,0,0,0,28,0,0,0,0,0,0,6,0,0,0,0,6,145,17,0,0,0,166,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,27,0,0,0,0,0,0,901,128,34,9,0,1077,0,0,0,0,0,0,11,0,0,0,0,11,126,3,0,0,3,136,335,36,8,0,0,387,166,29,18,11,11,237,23,7,7,0,0,32,666,83,33,11
10501,0,0,0,84,42,9,3,0,0,54,10,0,0,0,0,15,193,15,8,3,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,219,18,7,3,0,244,0,0,0,0,0,0,7,0,0,0,0,7,41,0,0,0,0,41,95,9,0,0,0,102,30,6,0,0,0,38,13,0,0,0,0,14,186,18,0,3
10502,0,0,0,65,22,6,4,0,0,30,3,0,0,0,0,3,147,5,5,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,157,7,3,0,0,174,0,0,0,0,0,0,0,0,0,0,0,3,48,3,0,0,0,51,91,5,0,0,0,101,25,3,0,0,0,25,6,0,0,0,0,10,176,19,0,0
10503,3,0,0,298,106,29,3,4,3,139,15,3,0,0,0,19,472,56,11,4,3,551,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,20,12,3,0,0,0,16,4,0,0,0,0,7,0,0,0,0,0,3,35,5,0,0,0,40,0,0,0,0,0,0,6,0,0,0,0,6,54,3,0,0,0,52,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,583,67,12,4,3,672,3,0,0,0,0,3,4,0,0,0,0,3,72,4,0,0,0,72,245,35,4,0,0,282,120,27,12,3,0,158,17,4,0,0,0,20,455,69,15,3
10601,0,0,0,315,90,20,7,0,0,122,7,6,0,0,0,14,535,65,12,5,0,611,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,34,19,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,55,10,0,0,0,63,0,0,0,0,0,0,4,0,0,0,0,4,28,0,0,0,0,28,7,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,626,71,12,6,0,719,0,0,0,0,0,0,7,0,0,0,0,9,133,3,0,0,0,136,287,24,4,0,0,319,108,16,11,4,0,142,15,0,0,0,0,24,560,47,16,3
10602,3,0,0,206,98,21,8,3,0,135,17,0,0,0,0,18,358,41,14,3,0,417,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,55,22,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,76,3,0,0,0,74,0,0,0,0,0,0,3,0,0,0,0,3,19,0,0,0,0,25,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,35,6,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,469,56,17,3,0,544,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,57,212,26,0,0,0,242,146,32,9,4,0,194,11,4,3,0,0,17,431,72,13,4
10603,0,0,0,204,93,8,4,0,0,105,12,0,0,0,0,9,352,35,8,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,42,0,0,0,0,40,5,3,0,0,0,11,0,0,0,0,0,3,95,8,3,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,8,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,47,3,0,0,0,51,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,18,0,0,0,0,0,0,509,46,6,0,0,562,0,0,0,0,0,0,7,0,0,0,0,7,59,5,0,0,0,61,215,26,0,0,0,238,112,16,9,5,0,138,11,0,0,0,0,14,396,52,11,5
10604,0,0,0,157,53,10,3,0,0,68,12,0,0,0,0,10,261,23,10,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,20,7,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,24,11,3,0,339,0,0,0,0,0,0,3,0,0,0,0,3,34,0,0,0,0,35,125,21,3,0,0,150,57,15,4,0,0,82,7,0,0,0,0,6,226,38,3,3
10701,3,0,0,224,61,16,6,0,0,81,19,0,0,0,0,18,352,41,9,3,0,404,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,18,3,0,0,0,19,4,0,0,0,0,4,3,0,0,0,0,3,41,3,0,0,0,41,0,0,0,0,0,0,9,0,0,0,0,9,37,0,0,0,0,42,8,3,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,59,5,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,456,47,9,3,0,519,0,0,0,0,0,0,6,0,0,0,0,6,65,6,0,0,0,70,220,24,3,0,0,245,69,15,12,4,0,97,14,0,0,0,0,16,375,46,12,3
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,0,0,185,66,13,6,3,0,90,11,0,0,0,0,16,297,32,13,3,0,345,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,0,62,29,6,0,0,0,37,0,0,0,0,0,0,6,0,0,0,0,6,89,11,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,37,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,438,48,8,3,0,500,0,0,0,0,0,0,3,0,0,0,0,3,42,0,0,0,0,47,178,25,8,0,0,212,106,9,9,5,0,132,13,3,0,0,0,14,351,42,15,6
10704,23,3,0,424,91,38,98,45,22,294,9,5,8,0,0,18,494,171,126,51,28,871,0,0,0,0,0,3,3,0,0,0,0,3,137,6,0,0,0,143,96,85,20,3,0,206,5,0,14,3,3,27,8,3,0,0,0,7,248,100,36,10,5,392,13,3,0,0,0,18,41,0,0,0,0,42,684,75,9,0,0,771,96,164,30,10,0,302,3,5,20,20,4,54,12,4,3,3,0,26,841,254,67,37,4,1206,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,12,0,3,0,0,0,3,3,0,4,0,0,7,9,0,0,0,0,11,24,6,6,0,0,31,4,0,0,0,0,8,1613,530,236,97,30,2509,3,0,0,0,0,0,7,0,0,0,0,12,86,3,0,0,0,95,243,140,24,4,0,406,107,71,115,58,45,393,21,9,8,8,3,50,470,223,143,68
10801,0,0,0,107,37,6,0,0,0,46,0,0,0,0,0,0,179,15,3,0,0,200,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,27,20,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,47,4,0,0,0,53,0,0,0,0,0,0,3,0,0,0,0,3,48,0,0,0,0,49,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,65,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,301,23,3,0,0,331,0,0,0,0,0,0,0,3,0,0,0,3,53,3,0,0,0,54,113,12,3,0,0,126,46,7,0,0,0,54,9,0,0,0,0,9,229,18,9,0
10802,0,0,0,240,69,3,3,3,0,73,4,0,0,0,0,4,415,27,3,3,0,442,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,0,31,8,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,3,42,3,0,0,0,47,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,484,27,3,3,0,513,0,0,0,0,0,0,7,0,0,0,0,7,100,3,0,0,0,107,245,25,4,3,0,274,77,12,8,4,0,99,18,3,0,0,0,18,444,44,10,3
10803,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
10804,0,3,0,283,100,11,5,3,0,118,8,0,0,0,0,10,448,41,5,7,0,497,0,0,0,0,0,0,3,0,0,0,0,4,35,0,0,0,0,36,45,8,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,90,18,0,0,0,105,0,0,0,0,0,0,5,0,0,0,0,5,94,3,0,0,0,97,17,12,0,0,0,22,0,0,0,0,0,0,9,0,0,0,0,9,118,14,0,0,0,132,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,686,71,5,7,0,767,0,0,0,0,0,0,9,0,0,0,0,9,74,6,0,0,0,79,256,30,5,0,0,293,131,28,19,6,0,186,14,3,0,0,0,19,484,66,26,6
10805,0,0,0,236,80,15,5,0,0,101,7,3,0,0,0,9,395,32,11,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,30,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,37,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,470,40,13,0,0,515,4,0,0,0,0,4,5,0,0,0,0,5,85,3,0,0,0,92,239,21,0,0,0,266,91,10,6,3,0,118,11,0,0,3,0,15,434,42,10,5
10901,8,0,0,370,84,35,31,9,4,166,12,0,0,0,0,12,472,104,37,9,4,623,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,40,20,14,0,0,0,33,3,0,0,0,0,3,3,0,0,0,0,3,60,19,0,0,0,78,0,0,0,0,0,0,10,0,0,0,0,10,141,3,0,0,0,144,19,8,0,0,0,31,0,0,3,0,0,5,6,0,0,0,0,6,176,19,3,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,706,140,44,10,4,901,0,0,0,0,0,0,0,0,0,0,0,0,87,6,3,0,0,99,262,54,4,0,0,318,107,41,40,10,4,199,13,6,0,0,0,21,476,108,44,14
10902,0,0,0,45,14,3,0,0,0,21,3,0,0,0,0,4,70,3,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,82,9,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,36,0,0,0,0,40,8,0,4,0,0,14,4,0,0,0,0,3,68,7,4,0
10903,0,0,0,162,57,4,5,0,0,67,10,0,0,0,0,10,261,25,3,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,309,30,3,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,0,62,141,14,3,0,0,164,50,7,3,0,0,62,13,3,0,0,3,18,264,25,5,3
11001,3,0,0,195,53,19,13,7,3,97,4,0,3,0,0,15,268,61,23,7,3,362,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,33,0,0,0,0,0,0,8,0,0,0,0,8,64,5,0,0,0,69,12,9,3,0,0,23,0,0,3,0,0,9,0,0,0,0,0,0,88,14,4,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,382,83,27,12,3,512,0,0,0,0,0,0,5,0,0,0,0,5,64,3,3,0,0,70,147,53,6,0,0,205,57,24,34,16,4,129,10,5,0,0,0,15,283,76,39,18
11002,3,0,0,163,47,5,0,4,0,56,9,0,0,0,0,9,273,28,3,4,0,303,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,296,33,3,4,0,334,3,0,0,0,0,3,10,0,0,0,0,10,75,0,0,0,0,75,171,18,3,0,0,195,49,7,0,3,0,62,12,3,3,0,0,16,327,24,8,4
11003,0,0,0,88,36,9,7,0,0,52,8,0,0,0,0,8,162,17,7,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,195,15,10,0,0,220,0,0,0,0,0,0,4,0,0,0,0,4,35,0,0,0,0,35,94,4,0,0,0,98,41,9,0,0,0,48,8,3,0,0,0,14,182,17,0,0
