SA3_CODE_2016,C16_1PF_lf_ns_Fi_1000_1499,C16_1PF_lf_ns_Fi_1500_1999,C16_1PF_lf_ns_Fi_2000_2499,C16_1PF_lf_ns_Fi_2500_2999,C16_1PF_lf_ns_Fi_3000_3999,C16_1PF_LFns_4000mo,C16_1PF_LFns_Ns,C16_1PF_LF_NS_T,C16_1PF_TFI_N,C16_1PF_TFI_1_149,C16_1PF_TFI_150_299,C16_1PF_TFI_300_399,C16_1PF_TFI_400_499,C16_1PF_TFI_500_649,C16_1PF_T_Fi_650_799,C16_1PF_T_Fi_800_999,C16_1PF_T_Fi_1000_1499,C16_1PF_T_Fi_1500_1999,C16_1PF_T_Fi_2000_2499,C16_1PF_T_Fi_2500_2999,C16_1PF_T_Fi_3000_3999,C16_1PF_TFI_4000_mr,C16_One_par_f_TFI_Ns,C16_One_parent_f_T_T,C16_TFI_N,C16_TFI_1_149,C16_TFI_150_299,C16_TFI_300_399,C16_TFI_400_499,C16_TFI_500_649,C16_TFI_650_799,C16_TFI_800_999,C16_TFI_1000_1499,C16_TFI_1500_1999,C16_TFI_2000_2499,C16_TFI_2500_2999,C16_TFI_3000_3999,C16_TFI_4000_more,C16_TFI_Ns,C16_T_T
12801,5,0,0,0,0,0,17,26,71,34,71,86,162,243,281,351,814,592,413,208,176,136,516,4152,265,122,161,137,511,505,1304,1293,3564,3135,3583,2935,3968,4680,3292,29457
12802,3,0,0,0,0,0,16,19,52,29,60,75,112,195,262,339,729,534,420,225,216,113,448,3811,203,113,132,112,485,471,1256,1200,3520,3183,3900,3414,4504,4376,3034,29911
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,0,0,0,0,0,0,40,51,61,18,117,193,393,609,643,585,889,445,196,71,58,30,551,4870,193,108,209,253,863,991,2391,1884,4560,3597,3159,1893,1703,1237,2660,25699
20102,0,0,0,0,0,0,9,13,17,6,37,42,72,110,137,108,189,90,34,11,17,6,138,1007,76,57,83,53,272,267,712,568,1403,904,842,508,443,310,880,7379
20103,3,0,0,0,0,0,13,22,18,12,42,58,106,158,150,140,159,49,28,12,7,0,121,1067,90,54,84,74,369,346,951,610,1313,760,542,258,195,90,786,6532
20201,6,0,0,0,0,0,21,37,49,37,128,193,294,583,633,602,908,423,196,63,40,25,517,4696,152,116,185,221,759,908,2205,1882,4565,3293,2845,1755,1484,886,2404,23653
20202,3,0,0,0,0,0,7,20,17,16,53,77,119,194,203,185,332,157,80,27,30,15,245,1746,88,88,110,111,419,394,1119,852,2311,1596,1405,890,856,635,1410,12278
20203,0,0,0,0,0,0,0,9,3,3,13,21,33,49,46,39,70,30,6,0,3,10,55,377,43,31,21,29,143,111,358,247,571,394,259,134,124,69,389,2931
20301,0,0,0,0,0,0,0,0,9,4,14,20,38,54,55,71,115,56,24,10,10,4,77,578,34,20,38,30,146,135,378,289,956,724,677,480,367,276,619,5175
20302,10,9,3,0,0,0,67,105,128,76,256,311,594,996,985,1012,1753,869,465,149,135,72,960,8780,404,241,444,420,1645,1680,3998,3294,8052,6289,6052,3804,3539,2582,5082,47527
20303,0,0,0,0,0,0,17,19,24,20,50,65,144,250,264,256,483,262,157,49,40,20,327,2409,164,114,106,111,516,509,1445,1183,3206,2580,2416,1634,1583,1264,2234,19071
20401,0,0,0,0,0,0,23,39,29,22,74,104,144,259,228,246,362,195,86,39,29,10,289,2104,148,100,142,157,511,518,1348,1006,2559,1853,1461,941,698,465,1764,13660
20402,3,0,0,0,0,0,17,25,18,25,60,90,168,220,254,233,335,140,67,24,20,10,238,1909,95,77,96,121,494,408,1302,1043,2337,1606,1314,780,589,375,1403,12049
20403,3,0,0,0,0,0,20,30,29,33,84,145,210,344,347,349,584,250,131,43,21,12,331,2908,113,109,140,182,602,627,1578,1329,3446,2586,2257,1419,1108,588,2089,18162
20501,3,0,0,0,0,0,8,16,32,22,73,80,121,216,224,218,390,198,86,31,16,12,225,1939,136,84,134,112,459,414,1179,960,2360,1787,1478,937,767,594,1440,12834
20502,5,0,0,0,0,0,20,33,18,14,54,88,145,221,233,207,306,124,47,20,9,12,220,1724,119,91,127,138,557,487,1534,1058,2511,1418,1054,538,404,255,1457,11755
20503,0,0,0,0,0,0,17,33,23,27,67,117,215,330,302,287,403,173,68,26,27,14,337,2410,158,124,151,183,739,693,1831,1442,3201,2061,1496,833,686,449,1928,15976
20504,0,0,0,0,0,0,35,55,36,24,124,217,318,558,459,406,581,286,139,69,46,24,444,3740,156,103,202,250,813,853,1889,1355,3044,2263,2053,1284,1243,894,2154,18569
20505,0,0,0,0,0,0,12,18,22,14,50,85,126,184,201,183,296,112,59,17,30,12,190,1570,107,77,90,95,395,376,1063,825,1960,1413,1144,680,651,529,1427,10827
20601,0,0,0,0,0,0,11,20,53,26,68,64,109,179,212,271,550,334,229,85,83,41,298,2602,232,106,143,119,513,457,1138,900,2508,2197,2615,2094,2594,2332,1985,19953
20602,3,3,0,0,0,0,12,19,28,11,61,49,71,117,130,160,325,207,139,47,82,33,163,1618,101,59,97,69,290,224,655,475,1373,1259,1446,1197,1702,2061,1180,12200
20603,0,0,0,0,0,0,24,35,52,36,103,86,131,154,184,178,394,258,188,79,86,59,286,2279,177,95,168,121,377,326,710,663,1732,1565,1879,1511,2084,2836,1735,15968
20604,0,0,0,0,0,0,18,28,191,68,142,112,133,168,170,188,376,215,171,67,123,70,254,2448,930,227,302,226,462,484,780,897,2579,2366,2806,1972,2872,3549,2134,22577
20605,0,0,0,0,0,0,21,23,57,36,82,97,122,194,215,209,450,323,240,65,172,74,334,2671,206,91,153,136,370,365,742,687,2146,2070,2719,2246,3370,4964,2411,22674
20606,0,0,0,0,0,0,7,11,71,26,60,44,71,69,97,117,236,148,138,56,118,87,202,1532,210,69,103,61,229,193,418,395,1230,1176,1566,1230,1948,3414,1571,13811
20607,0,0,0,0,0,0,29,29,81,56,155,122,174,222,206,218,363,254,185,75,111,73,329,2627,199,115,257,162,474,399,696,600,1640,1643,2178,1893,2905,3956,1950,19069
20701,0,0,0,0,0,0,32,36,329,102,133,124,176,269,270,373,807,605,532,225,335,227,585,5083,795,267,288,222,567,681,1199,1393,3957,3471,4196,3400,5346,11031,5127,41927
20702,0,0,0,0,0,0,22,35,208,49,95,93,128,216,255,287,633,388,249,133,146,92,386,3368,667,273,246,195,735,631,1692,1486,3644,2870,2743,1987,2552,2798,2815,25327
20703,0,0,0,0,0,0,31,42,213,61,115,99,161,219,281,323,695,455,340,138,150,81,413,3744,693,223,266,201,685,600,1438,1318,3500,2653,2888,2135,2793,3275,2617,25277
20801,0,0,0,0,0,0,16,17,106,24,70,74,128,195,203,259,527,389,313,107,204,144,416,3151,270,100,121,105,383,383,845,811,2400,2073,2541,2052,3576,6793,3214,25671
20802,4,3,0,0,0,0,23,36,175,43,117,120,182,292,319,411,881,606,447,150,207,113,613,4684,568,224,252,206,709,706,1772,1555,4456,3970,4359,3446,4882,6269,4027,37402
20803,3,0,0,0,0,0,26,44,85,34,105,113,214,331,383,513,961,712,437,146,145,67,564,4797,295,156,210,183,672,624,1702,1591,4183,3703,4196,3258,3774,3100,3254,30882
20804,0,0,0,0,0,0,5,10,37,21,25,17,32,65,70,86,181,143,121,54,86,68,148,1132,142,67,56,39,143,130,335,304,873,907,989,769,1370,2795,1218,10132
20901,3,0,0,0,0,0,30,40,88,51,117,138,226,330,419,462,984,654,409,165,159,87,639,4932,347,160,220,208,688,661,1804,1635,4433,3889,4262,3227,3786,3632,3407,32358
20902,0,0,0,0,0,0,40,47,88,45,114,136,211,334,397,445,773,419,238,99,99,38,469,3897,400,185,253,213,824,749,1886,1522,3727,2835,2685,1885,1860,1208,2327,22542
20903,0,0,0,0,0,0,14,13,30,14,37,45,79,152,123,172,404,312,192,85,100,39,285,2066,134,76,86,73,256,304,624,699,2181,2125,2367,1949,2459,2419,2142,17884
20904,13,4,0,0,0,0,70,99,213,81,246,285,522,896,984,992,1845,1090,607,263,182,74,1056,9337,951,326,549,460,1938,1865,4442,3675,9764,8479,7851,4776,3996,2049,5857,56983
21001,0,0,0,0,0,0,22,27,46,19,47,43,85,161,171,226,510,353,203,117,73,68,314,2445,194,102,123,76,502,358,1213,900,2221,1837,1917,1470,1740,1562,1797,16019
21002,0,0,0,0,0,0,3,12,5,6,22,31,39,64,74,93,172,111,72,30,25,12,120,867,62,38,41,47,154,151,403,397,1115,1043,1085,789,964,774,984,8047
21003,7,3,0,0,0,0,35,51,71,23,99,99,174,232,291,362,618,356,236,91,49,28,359,3085,285,109,193,181,708,559,1560,1261,3087,2433,2318,1567,1623,962,1928,18771
21004,3,3,0,0,0,0,5,14,21,10,43,52,101,173,184,199,379,213,139,64,48,9,210,1861,85,47,78,68,249,280,640,596,1646,1553,1601,1048,1005,613,1087,10615
21005,10,0,0,0,0,0,86,109,179,86,265,305,467,650,764,810,1431,751,413,215,122,73,883,7398,778,278,547,495,1700,1679,3346,3106,7434,5470,4759,2685,2411,1301,4390,40378
21101,0,0,0,0,0,0,34,44,120,51,137,153,264,522,599,697,1315,807,501,213,163,93,753,6381,535,215,295,249,956,1114,2682,2429,6634,5783,5956,4078,4039,2787,4388,42132
21102,0,0,0,0,0,0,3,4,25,12,10,17,24,42,51,72,132,96,53,22,37,25,107,721,91,32,24,28,110,106,290,294,787,742,699,608,941,1309,938,6999
21103,5,3,0,0,0,0,31,46,92,32,110,123,224,361,410,494,943,581,352,181,116,65,566,4652,325,130,228,179,662,696,1710,1658,4433,3894,4062,3069,3104,2155,2898,29215
21104,0,0,0,0,0,0,7,12,63,25,60,54,87,139,165,215,468,295,184,85,79,26,241,2196,303,116,138,101,385,354,972,949,2470,1979,2014,1642,1868,1520,1599,16418
21105,3,0,0,0,0,0,41,57,84,33,150,179,300,568,597,695,1249,756,455,188,100,65,829,6241,316,181,291,273,870,1106,2525,2477,6636,5815,5833,3816,3336,2234,4666,40371
