SA3_CODE_2016,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85o,C16_M_Foo_hos_pers_S_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85_ov,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85o,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85o,C16_M_FldStu_NS_T,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85o,C16_M_T_T,C06_F_NatPhy_sci_15_19,C06_F_NatPhy_sci_20_24,C06_F_NatPhy_sci_25_34,C06_F_NatPhy_sci_35_44,C06_F_NatPhy_sci_45_54,C06_F_NatPhy_sci_55_64,C06_F_NatPhy_sci_65_74,C06_F_NatPhy_sci_75_84,C06_F_NatPhy_sci_85O,C06_F_NatPhy_sci_T,C06_F_InfTec_15_19,C06_F_InfTec_20_24,C06_F_InfTec_25_34,C06_F_InfTec_35_44,C06_F_InfTec_45_54,C06_F_InfTec_55_64,C06_F_InfTec_65_74,C06_F_InfTec_75_84,C06_F_InfTec_85O,C06_F_InfTec_T,C06_F_EngRT_15_19,C06_F_EngRT_20_24,C06_F_EngRT_25_34,C06_F_EngRT_35_44,C06_F_EngRT_45_54,C06_F_EngRT_55_64,C06_F_EngRT_65_74,C06_F_EngRT_75_84,C06_F_EngRT_85_ov,C06_F_EngRT_Tot,C06_F_ArchBuild_15_19,C06_F_ArchBuild_20_24,C06_F_ArchBuild_25_34,C06_F_ArchBuild_35_44,C06_F_ArchBuild_45_54,C06_F_ArchBuild_55_64,C06_F_ArchBuild_65_74,C06_F_ArchBuild_75_84,C06_F_ArchBuild_85o,C06_F_Arch_building_Tot,C06_F_AgEnv_RS_15_19,C06_F_AgEnv_RS_20_24,C06_F_AgEnv_RS_25_34,C06_F_AgEnv_RS_35_44,C06_F_AgEnv_RS_45_54,C06_F_AgEnv_RS_55_64,C06_F_AgEnv_RS_65_74,C06_F_AgEnv_RS_75_84,C06_F_AgEnv_RS_85o,C06_F_AgEnv_RS_T,C06_F_Health_15_19,C06_F_Health_20_24,C06_F_Health_25_34,C06_F_Health_35_44,C06_F_Health_45_54,C06_F_Health_55_64,C06_F_Health_65_74,C06_F_Health_75_84,C06_F_Health_85o,C06_F_Healt_T,C06_F_Educ_15_19,C06_F_Educ_20_24,C06_F_Educ_25_34,C06_F_Educ_35_44,C06_F_Educ_45_54,C06_F_Educ_55_64,C06_F_Educ_65_74,C06_F_Educ_75_84,C06_F_Educ_85o,C06_F_Educ_T,C06_F_MngtCom_15_19,C06_F_MngtCom_20_24,C06_F_MngtCom_25_34,C06_F_MngtCom_35_44,C06_F_MngtCom_45_54,C06_F_MngtCom_55_64,C06_F_MngtCom_65_74,C06_F_MngtCom_75_84,C06_F_MngtCom_85o,C06_F_MngtCom_T,C06_F_Soc_cult_15_19,C06_F_Soc_cult_20_24,C06_F_Soc_cult_25_34,C06_F_Soc_cult_35_44,C06_F_Soc_cult_45_54,C06_F_Soc_cult_55_64,C06_F_Soc_cult_65_74,C06_F_Soc_cult_75_84,C06_F_Soc_cult_85o,C06_F_Soc_cult_T,C06_F_Creative_art_15_19,C06_F_Creative_art_20_24,C06_F_Creative_art_25_34,C06_F_Creative_art_35_44,C06_F_Creative_art_45_54,C06_F_Creative_art_55_64,C06_F_Creative_art_65_74,C06_F_Creative_art_75_84,C06_F_Create_art_850,C06_F_Creative_arts_T,C06_F_FoodHos_PS_15_19,C06_F_FoodHos_PS_20_24,C06_F_FoodHos_PS_25_34,C06_F_FoodHos_PS_35_44,C06_F_FoodHos_PS_45_54,C06_F_FoodHos_PS_55_64,C06_F_FoodHos_PS_65_74,C06_F_FoodHos_PS_75_84,C06_F_FoodHos_PS_85o,C06_F_FoodHos_PS_T,C06_F_MixFld_pr_15_19,C06_F_MixFld_pr_20_24,C06_F_MixFld_pr_25_34,C06_F_MixFld_pr_35_44,C06_F_MixFld_pr_45_54,C06_F_MixFld_pr_55_64,C06_F_MixFld_pr_65_74,C06_F_MixFld_pr_75_84,C06_F_MixFld_pr_85o,C06_F_MixFld_pr_T,C06_F_FldStu_ID_15_19,C06_F_FldStu_ID_20_24,C06_F_FldStu_ID_25_34,C06_F_FldStu_ID_35_44,C06_F_FldStu_ID_45_54,C06_F_FldStu_ID_55_64,C06_F_FldStu_ID_65_74,C06_F_FldStu_ID_75_84,C06_F_FldStu_ID_85o,C06_F_FldStu_ID_T,C06_F_FldStu_NS_15_19,C06_F_FldStu_NS_20_24,C06_F_FldStu_NS_25_34,C06_F_FldStu_NS_35_44,C06_F_FldStu_NS_45_54,C06_F_FldStu_NS_55_64,C06_F_FldStu_NS_65_74,C06_F_FldStu_NS_75_84,C06_F_FldStu_NS_85o,C06_F_FldStu_NS_T,C06_F_Tot_15_19,C06_F_Tot_20_24,C06_F_Tot_25_34,C06_F_Tot_35_44,C06_F_Tot_45_54,C06_F_Tot_55_64,C06_F_Tot_65_74,C06_F_Tot_75_84,C06_F_Tot_85o,C06_F_T_T
10102,3,33,147,112,92,64,29,10,0,495,0,0,5,0,6,3,0,0,0,15,5,12,36,62,60,37,21,7,7,242,173,147,350,362,452,325,258,135,36,2245,258,764,2802,2985,3390,2519,1491,532,126,14872,0,24,103,97,80,37,7,0,0,356,3,24,51,54,50,17,0,0,0,208,0,3,46,57,30,29,16,10,0,200,0,16,8,20,16,6,0,0,0,73,0,12,55,53,33,16,6,3,0,173,5,49,165,285,321,193,101,34,11,1149,0,30,172,219,261,197,58,20,3,962,38,192,601,709,485,221,65,33,9,2350,15,135,405,413,344,190,54,15,0,1576,3,31,113,122,66,39,13,10,0,394,30,89,160,120,78,36,8,3,0,520,0,3,0,3,0,3,0,0,0,6,0,9,37,46,34,12,4,0,0,155,193,119,251,300,278,227,188,192,94,1840,288,726,2182,2501,2079,1241,521,316,112,9966
10103,5,14,55,49,30,26,16,6,0,201,0,3,0,0,0,3,0,0,0,8,0,4,8,12,24,17,11,0,0,76,95,80,189,175,210,158,145,97,39,1190,143,288,839,911,1042,986,716,344,96,5366,0,4,15,15,7,9,7,0,0,55,0,4,3,15,14,10,0,0,0,44,0,0,11,15,17,18,13,5,0,84,0,3,4,3,3,4,0,0,0,17,6,9,19,29,24,9,7,0,0,102,0,10,53,128,165,96,50,31,10,549,0,5,55,91,96,86,32,9,0,384,14,51,156,189,171,97,46,17,10,748,3,25,84,116,60,45,13,6,0,364,4,12,30,29,20,12,8,3,0,117,14,28,68,55,37,37,6,0,3,249,0,0,0,0,0,0,0,0,0,4,0,4,7,8,10,8,3,0,0,39,94,59,136,177,156,118,115,105,55,1007,132,203,643,874,794,561,297,189,78,3762
10104,15,65,160,152,155,154,111,31,11,852,0,0,0,0,0,3,4,6,5,32,0,6,11,30,39,50,55,26,11,237,241,148,272,337,496,608,628,496,198,3412,330,616,1681,2162,3065,4197,3830,1867,575,18320,0,8,28,40,47,37,17,14,0,189,0,5,19,27,32,16,3,0,0,98,0,3,25,54,48,43,44,47,6,266,0,0,19,16,9,13,3,0,0,58,3,15,58,68,71,22,11,3,0,252,3,32,173,385,637,441,269,128,43,2114,3,19,108,248,539,422,192,70,18,1620,29,148,375,475,570,481,250,132,40,2495,15,64,181,307,343,266,99,30,4,1313,3,17,59,86,102,67,34,19,8,390,39,97,197,234,169,126,58,25,9,954,0,0,0,3,5,0,0,0,0,13,0,0,12,31,28,24,8,3,3,103,238,67,181,274,359,354,528,582,194,2782,336,484,1433,2244,2951,2294,1523,1053,329,12655
10105,5,28,66,64,54,28,27,11,5,292,4,0,0,0,4,4,0,5,0,14,0,6,14,21,24,19,10,3,4,103,142,168,374,366,323,259,276,181,79,2174,210,552,1415,1496,1617,1525,1244,592,185,8836,0,6,17,15,19,15,3,4,0,69,3,12,15,17,11,6,0,0,0,64,0,0,10,16,14,18,21,4,3,84,0,0,7,6,3,3,0,0,0,22,3,9,36,34,25,7,3,0,0,120,9,31,134,192,331,181,93,44,12,1030,0,15,88,123,208,129,69,33,12,667,29,130,244,307,217,145,67,40,8,1201,16,56,178,174,116,87,30,9,0,661,4,11,31,28,25,24,9,6,0,138,19,72,91,80,44,38,10,0,0,363,0,0,0,0,0,0,0,0,0,5,0,0,5,7,11,9,5,0,0,42,106,40,112,172,169,197,228,212,69,1315,195,387,968,1169,1206,864,530,360,104,5786
10106,5,19,55,56,55,46,42,13,0,285,0,0,0,0,0,4,7,0,0,19,0,3,14,28,32,25,15,5,0,128,137,72,137,190,217,264,230,155,74,1472,200,393,1041,1517,1634,1529,1220,525,153,8211,0,10,19,41,46,18,10,0,0,144,0,11,19,16,18,11,5,0,0,70,0,0,17,19,22,12,14,4,3,92,0,3,4,11,5,10,0,3,0,36,3,19,53,56,42,25,15,4,0,217,9,34,106,211,290,188,92,48,6,997,0,22,133,131,207,165,66,30,13,762,21,100,252,346,248,153,41,15,7,1190,4,38,147,187,170,121,27,3,0,694,0,12,43,47,29,22,23,10,5,186,14,31,86,82,47,33,10,6,0,304,0,0,0,0,0,0,0,0,0,4,0,3,11,21,10,5,0,3,0,57,113,50,75,146,129,146,176,185,75,1075,167,322,968,1307,1253,907,470,318,111,5827
10201,24,134,324,332,278,204,150,74,28,1549,5,8,11,12,14,7,5,17,4,81,3,21,50,81,113,98,73,30,25,492,435,317,630,729,809,818,729,632,414,5517,690,1950,6236,7481,7923,7504,5930,3174,1348,42238,0,29,121,137,124,61,31,21,3,525,0,29,71,115,81,36,11,3,0,345,3,19,76,144,125,87,94,99,29,681,3,11,45,71,33,17,6,5,0,181,7,29,83,87,58,17,6,3,0,280,27,225,844,1212,1361,688,438,255,71,5126,8,124,602,788,1145,633,345,176,45,3856,152,617,1516,1731,1504,1028,562,359,89,7551,47,296,703,714,697,438,147,93,13,3155,12,122,284,260,178,112,74,49,13,1101,90,281,515,503,319,262,95,72,16,2153,0,0,4,6,8,4,6,8,3,38,3,11,54,78,54,50,23,20,6,302,665,343,643,947,951,949,1123,1727,866,8215,1020,2135,5551,6795,6634,4384,2952,2885,1164,33517
10202,25,114,304,319,279,204,190,93,13,1529,14,8,9,0,3,9,17,26,8,91,5,19,64,86,90,76,51,31,10,436,411,340,665,676,824,765,849,757,456,5744,729,1892,5576,6016,6374,5877,4840,2866,1080,35259,0,18,74,62,50,32,21,12,3,273,5,22,59,88,77,27,9,0,0,284,6,23,62,102,102,60,75,72,26,531,4,7,28,30,28,4,8,3,0,114,18,33,81,52,30,6,8,0,0,223,25,193,618,816,881,534,267,150,43,3525,3,87,437,482,614,349,203,84,14,2278,119,590,1281,1255,1021,750,341,235,33,5611,60,261,584,525,458,252,86,32,8,2275,19,72,152,153,79,69,29,17,5,595,99,269,514,439,273,187,72,51,11,1920,3,5,0,7,8,3,9,3,0,43,3,11,29,38,44,30,15,11,0,182,528,245,536,737,725,781,1202,1511,771,7033,893,1843,4470,4787,4390,3079,2324,2177,910,24878
10301,10,42,107,97,83,55,44,14,0,454,0,6,3,0,0,3,4,0,3,22,0,5,8,24,35,17,11,7,3,110,204,429,588,428,383,297,314,151,69,2866,299,986,2280,2029,2140,1896,1477,590,184,11885,0,0,31,27,17,16,7,3,0,104,0,4,11,32,27,8,3,0,0,95,0,6,30,36,28,14,14,11,3,139,0,0,7,12,7,0,0,0,0,37,0,13,42,54,28,14,7,0,0,159,9,83,203,262,360,205,104,46,12,1282,3,36,188,221,316,222,81,46,15,1131,33,196,389,385,345,212,78,39,7,1701,20,110,185,192,165,114,47,17,6,857,7,33,59,51,32,36,9,9,0,243,36,71,129,99,54,36,13,8,0,442,0,3,0,0,0,0,0,0,0,4,3,4,13,10,11,7,9,5,3,60,145,91,134,173,177,180,213,178,69,1359,262,663,1421,1565,1576,1073,569,362,124,7615
10302,8,16,68,69,69,73,35,13,4,367,0,0,0,0,4,3,4,4,3,19,0,7,14,28,33,25,9,14,3,131,249,191,296,334,425,476,480,361,134,2942,363,743,1709,1831,2009,2113,1623,853,261,11510,0,0,19,29,17,17,0,0,0,87,0,9,7,16,17,9,3,0,0,64,4,0,25,21,24,25,22,13,3,140,0,0,9,4,3,3,4,0,0,23,4,26,83,68,23,20,9,0,0,238,6,62,201,303,426,286,149,83,27,1537,3,62,267,250,379,230,109,66,12,1385,38,180,428,453,395,218,84,34,13,1837,12,77,191,192,158,97,26,10,3,760,4,18,31,51,26,27,15,7,8,180,30,80,148,130,71,62,14,5,4,548,0,0,0,3,0,0,0,0,0,10,3,3,15,10,11,13,4,3,0,57,178,94,183,231,214,303,370,426,206,2209,289,611,1611,1763,1759,1302,815,657,277,9079
10303,12,34,78,79,69,58,46,18,0,402,3,4,0,4,6,4,4,8,0,29,0,4,23,22,30,23,9,9,7,127,200,207,462,426,474,478,481,265,72,3063,293,675,1875,1825,2177,2032,1710,791,200,11578,0,4,17,27,23,10,9,3,0,93,0,3,8,27,16,10,0,0,0,62,0,3,28,38,18,21,23,14,7,161,0,5,5,17,8,3,0,0,0,40,6,12,53,70,38,28,3,0,0,214,5,42,159,244,332,196,108,50,23,1156,0,19,159,172,236,157,71,32,4,866,34,118,273,365,297,212,66,34,5,1423,6,59,148,141,135,93,29,15,0,621,0,13,36,39,34,20,15,5,0,172,31,70,149,93,80,40,19,0,3,487,0,0,0,3,0,0,0,0,0,8,0,4,14,20,22,4,3,3,0,77,159,51,162,218,207,302,290,272,82,1742,253,403,1219,1478,1443,1108,644,434,137,7125
