SA3_CODE_2016,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3
10102,3,7,3,0,3,12,65,8,11,3,0,86,447,123,68,12,0,651,1994,1037,937,264,76,4310,1579,1171,1744,935,432,5865,57,21,14,4,7,106,4138,2365,2778,1223,527,11027,0,0,0,0,0,0,12,0,0,0,0,14,265,73,15,3,0,358,213,114,48,20,3,396,31,16,19,6,0,75,12,0,0,0,0,15,532,206,86,29,9,858,7,0,0,0,0,6,78,12,3,0,0,92,373,119,46,11,3,543,39,19,16,3,0,80,6,7,5,0,0,12,7,0,0,0,0,11,498,161,73,14,3,750,5,0,0,0,0,5,17,3,0,0,0,17,21,10,4,0,0,37,11,8,3,3,0,31,4,0,7,3,3,23,7,0,0,0,0,5,68,18,22,7,3,120,0,0,0,0,0,0,5227,2750,2953,1273,544,12754,6,0,3,0,0,15,67,8,6,5,0,90,459,109,74,12,5,661,2029,1051
10103,0,3,0,0,0,8,42,5,3,0,0,52,303,72,44,5,4,430,1153,445,386,131,38,2150,605,280,369,185,105,1540,22,4,0,3,0,30,2126,806,805,322,142,4203,0,0,0,0,0,0,3,0,0,0,0,3,23,3,3,0,0,26,17,7,8,0,0,35,5,3,0,0,3,13,3,0,0,0,0,3,50,19,11,0,3,83,0,0,0,0,0,0,7,0,0,0,0,7,35,8,0,0,0,45,21,9,9,0,0,39,6,0,7,3,0,12,18,4,0,0,0,20,84,23,22,6,0,126,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,0,0,8,3,3,3,0,0,13,3,3,3,0,0,6,0,4,0,0,0,4,16,13,3,3,0,41,3,0,0,0,0,9,2280,855,841,336,143,4456,7,3,0,0,0,7,44,8,0,3,0,52,317,67,35,6,3,427,1117,411
10104,28,9,0,0,0,36,173,18,18,7,8,219,1426,344,161,40,14,1989,4820,1667,1376,421,148,8426,2358,969,1225,756,433,5743,128,30,19,8,15,207,8934,3036,2800,1229,614,16612,4,0,0,0,0,4,14,0,0,0,0,17,210,30,13,0,0,255,255,53,41,7,7,355,46,16,18,9,6,94,13,0,3,0,0,13,542,104,75,14,13,739,0,0,0,0,0,0,40,0,0,0,0,36,296,55,12,4,0,360,146,54,22,9,4,236,11,14,8,3,0,37,8,4,0,0,0,10,504,119,42,12,12,687,16,4,4,0,0,24,60,3,0,0,0,64,106,16,5,4,0,134,38,11,18,10,9,83,7,4,8,9,0,33,9,0,0,0,0,9,248,36,33,25,5,352,3,0,3,0,0,6,10223,3296,2950,1290,643,18403,20,3,3,0,0,29,169,22,8,4,0,209,1308,301,144,33,8,1795,5069,1584
10105,4,0,0,0,0,4,41,15,0,0,0,57,521,123,47,7,3,699,2054,837,688,244,57,3879,1086,589,773,489,228,3162,54,24,10,5,6,91,3755,1588,1518,749,291,7896,0,0,0,0,0,0,7,0,0,0,0,7,61,19,0,0,0,87,84,32,20,4,3,136,16,10,15,6,3,48,3,0,0,0,0,3,166,56,37,10,7,283,0,0,0,0,0,0,8,0,0,0,0,8,61,9,3,0,0,73,12,7,0,0,0,18,0,0,0,0,0,8,3,0,0,0,0,3,90,10,3,3,0,108,3,0,0,0,0,3,10,0,0,0,0,9,11,5,0,0,0,19,4,4,8,0,0,17,8,0,0,3,0,12,0,0,0,0,0,0,37,11,10,3,0,55,6,0,4,0,0,13,4058,1668,1572,765,294,8354,7,3,0,0,0,8,46,8,4,0,0,64,513,122,46,16,4,698,2187,847
10106,14,0,4,0,0,17,62,11,4,5,0,85,515,141,69,8,7,740,1942,786,631,263,86,3716,1324,667,863,621,312,3790,58,13,7,3,7,86,3914,1625,1581,897,413,8434,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,45,19,16,6,3,0,45,6,3,13,4,3,25,0,0,0,0,0,0,65,24,16,3,3,114,0,0,0,0,0,0,0,0,0,0,0,0,48,15,7,0,0,69,16,7,6,0,0,28,6,0,3,3,0,15,0,0,0,0,0,0,75,22,15,3,0,114,10,0,0,0,0,9,6,0,0,0,0,12,11,3,3,0,0,13,11,3,10,3,4,31,4,0,8,3,0,13,0,0,0,0,0,0,40,9,19,9,4,81,0,0,0,0,0,0,4092,1678,1632,915,419,8742,9,3,5,0,0,13,59,8,6,8,0,83,504,132,70,19,5,728,2006,741
10201,4,0,3,0,0,13,180,24,13,6,3,229,2271,599,234,59,12,3174,7612,3755,3477,925,243,16001,4537,2956,4385,2775,1122,15785,193,66,39,22,18,336,14803,7406,8144,3787,1397,35539,5,0,0,0,0,3,44,0,0,0,0,47,1012,100,24,10,0,1141,1428,483,296,85,24,2309,121,84,97,57,19,371,43,0,0,4,0,54,2643,675,419,143,45,3923,0,0,0,0,0,0,56,5,0,0,0,54,741,123,26,7,0,898,499,168,102,13,11,791,25,16,18,9,0,75,32,3,4,0,0,34,1353,315,145,29,13,1860,7,0,0,0,0,7,24,3,0,0,0,28,40,12,3,0,0,64,25,9,15,0,0,44,3,6,3,4,6,23,3,0,0,0,0,3,98,32,23,4,6,163,17,4,0,0,0,18,18917,8429,8736,3972,1456,41504,6,13,5,3,0,26,151,28,10,5,4,195,2049,624,246,58,21,2999,7383,3714
10202,10,8,3,0,0,17,167,20,14,8,3,205,2344,584,239,52,13,3227,7594,3829,3131,981,303,15849,4105,2637,3854,2333,1183,14113,265,70,54,30,16,425,14483,7140,7295,3398,1521,33838,0,0,0,0,0,0,27,3,0,0,0,31,573,69,22,0,0,663,655,281,166,61,9,1168,68,36,45,14,12,179,19,6,4,0,0,31,1340,393,239,80,28,2082,3,0,0,0,0,3,43,0,0,0,0,41,419,76,11,3,0,510,120,62,26,13,0,226,7,12,9,8,3,38,15,0,3,0,0,18,612,151,50,20,7,836,3,0,0,0,0,4,46,5,0,0,0,52,164,16,3,0,0,187,38,4,3,3,0,52,10,4,3,0,0,18,6,0,3,0,0,11,272,31,14,8,0,325,10,0,3,0,0,13,16711,7717,7604,3508,1553,37095,7,5,3,0,3,20,169,15,16,5,6,211,2383,606,241,45,18,3294,7576,3713
10301,3,0,0,0,0,3,43,9,0,3,0,64,447,118,41,10,10,625,2170,940,786,260,79,4241,1387,838,1162,678,350,4413,57,14,19,9,5,101,4108,1921,2022,954,444,9446,0,0,0,0,0,0,6,0,0,0,0,6,97,21,5,0,0,125,104,60,21,18,8,208,12,6,17,6,3,46,4,0,0,0,0,3,226,83,44,18,9,384,0,0,0,0,0,0,20,0,0,0,0,23,132,27,7,0,0,167,36,8,4,3,0,61,0,0,0,0,0,4,3,0,0,0,0,3,194,45,18,3,3,259,0,0,0,0,0,0,8,0,0,0,0,8,9,3,0,0,0,10,8,5,3,3,0,23,7,3,3,3,0,18,0,0,0,0,0,4,29,11,10,4,0,59,10,15,12,0,4,32,4569,2072,2095,982,459,10181,6,0,3,0,0,14,44,12,9,3,0,63,452,125,47,12,7,646,2224,939
10302,8,3,0,3,0,12,80,12,12,0,0,102,1008,201,104,32,11,1355,3827,1458,1201,510,184,7184,2039,980,1084,908,544,5557,88,33,16,16,9,156,7048,2686,2416,1471,743,14370,0,0,0,0,0,0,4,0,0,0,0,10,43,7,0,0,0,56,29,13,10,0,0,49,11,6,9,9,5,37,3,0,0,0,0,3,94,29,18,7,5,157,0,0,0,0,0,0,12,0,0,0,0,15,108,16,5,4,0,135,24,13,4,6,4,50,0,3,12,7,0,21,4,0,0,0,0,3,153,30,18,8,3,221,10,3,0,0,0,15,11,0,0,0,0,15,20,11,0,0,0,29,32,3,6,0,0,46,13,7,9,0,3,33,0,0,0,0,0,3,83,22,23,4,4,142,0,0,0,0,0,3,7381,2775,2476,1497,758,14887,9,3,0,0,0,12,58,9,11,7,0,85,923,197,90,34,16,1257,3731,1349
10303,12,0,4,0,0,11,92,6,3,6,0,116,955,234,93,28,8,1310,2762,1143,1009,388,137,5438,1268,715,923,583,282,3766,67,20,16,12,8,119,5151,2119,2046,1013,436,10759,0,0,0,0,0,0,3,0,0,0,0,3,73,17,3,0,0,99,71,42,18,6,3,139,4,0,3,6,0,14,0,0,0,0,0,3,153,61,26,14,8,256,0,0,0,0,0,0,3,0,0,0,0,3,57,10,3,0,0,72,26,15,11,0,0,49,3,0,3,0,0,8,0,0,0,0,0,0,92,22,21,3,4,138,3,0,0,0,0,4,6,0,0,0,0,13,17,10,0,0,0,25,13,3,8,0,3,25,9,3,5,3,3,24,0,0,0,0,0,3,55,21,9,9,6,95,7,3,0,0,0,7,5457,2215,2098,1038,446,11253,9,3,0,0,3,13,85,8,3,3,7,109,909,182,84,32,3,1216,2815,1103
