SA3_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
20602,8,14,19,92,237,276,198,85,44,10,1013,17,0,9,9,10,50,126,282,265,102,58,18,951,9,0,0,4,5,7,50,144,172,101,56,10,560,10,0,6,6,3,6,37,128,213,170,109,6,697,4,0,0,4,0,0,13,38,98,102,141,3,410,16,0,10,15,11,26,100,117,158,117,83,25,673,10,3,23,4,8,17,10,10,8,6,3,27,120,251,61,365,226,287,913,1522,1586,1421,801,597,215,8261
20603,9,17,18,102,370,478,174,43,32,26,1314,22,3,3,17,12,64,263,530,195,66,38,25,1228,18,0,3,3,3,19,91,254,135,44,26,7,602,15,0,6,3,4,16,69,214,223,110,84,16,761,7,0,3,4,3,3,22,74,120,89,109,7,437,14,3,23,25,20,41,104,174,135,70,42,37,693,19,6,43,21,9,8,29,28,10,6,6,42,224,379,138,826,523,300,1036,2168,2763,1264,515,421,347,10687
20604,25,33,25,93,418,1500,988,506,339,99,4120,67,5,25,27,15,59,221,1170,1188,604,461,76,3923,51,0,10,10,6,23,72,524,555,301,292,21,1863,65,0,16,15,12,31,92,559,881,597,736,57,3056,46,0,4,4,8,8,18,185,473,422,734,35,1943,45,6,35,46,29,53,146,418,598,415,564,89,2446,46,8,76,35,16,74,171,266,208,119,199,160,1383,1139,164,1133,897,575,1629,4184,9295,8783,5338,4925,1278,39325
20605,12,26,28,155,664,1270,592,210,194,52,3261,27,4,3,19,13,63,375,1228,790,342,300,39,3210,13,0,5,7,5,25,106,513,464,229,211,22,1601,27,3,3,9,5,29,111,552,749,511,614,43,2649,19,0,3,0,0,11,26,124,297,390,874,26,1774,27,0,16,39,21,32,133,376,355,238,369,39,1643,15,3,64,33,23,33,42,68,25,29,51,106,493,532,146,1123,787,533,1451,3705,6446,4159,2325,3030,646,24879
20606,3,17,14,67,468,805,303,128,94,24,1957,26,3,3,14,12,32,280,820,470,243,162,28,2106,14,0,0,9,3,10,75,300,344,149,126,15,1049,35,0,4,9,7,9,77,355,439,352,416,32,1728,18,0,3,3,6,11,26,123,225,298,550,21,1285,30,7,14,22,17,19,86,240,255,191,247,40,1147,20,7,38,8,4,16,32,48,26,15,23,52,287,392,85,657,353,236,594,2363,4268,2714,1673,1896,414,15633
20607,18,31,34,90,336,772,400,210,162,34,2114,36,3,12,13,5,48,215,759,716,367,240,38,2443,15,0,7,3,0,20,79,322,475,302,224,21,1488,28,3,7,4,8,9,68,304,701,628,539,40,2336,14,0,3,6,5,16,23,97,286,440,880,30,1794,16,8,50,58,29,46,101,223,354,334,513,77,1805,14,14,71,15,21,10,29,35,17,13,18,76,336,487,253,1538,854,538,896,2128,3736,3628,2616,2912,578,20159
20701,25,26,28,55,419,899,393,148,160,33,2241,40,0,11,23,18,46,251,999,489,179,251,45,2360,32,0,5,14,12,16,110,466,350,151,204,18,1369,46,0,12,3,9,17,97,471,472,270,473,32,1903,38,3,8,8,3,6,21,141,254,268,876,13,1635,37,6,18,22,13,23,98,352,241,182,341,68,1393,23,4,21,15,9,15,20,45,34,12,21,68,298,680,70,393,415,428,751,2324,5548,3048,1533,2717,551,18453
20702,4,3,3,20,91,409,202,69,36,19,879,26,0,4,4,0,6,50,326,206,78,37,15,752,13,0,3,0,0,12,27,126,133,67,31,13,420,20,0,0,7,3,4,18,153,178,104,63,13,561,13,0,3,3,0,6,11,73,123,89,84,14,416,21,0,6,8,0,6,34,151,153,71,45,24,531,7,0,4,0,0,4,3,27,17,3,9,29,113,337,12,106,132,61,160,653,2322,1565,643,405,280,6663
20703,21,21,17,33,224,562,204,60,42,39,1264,36,0,10,21,11,26,147,535,264,84,52,27,1209,3,0,3,6,8,16,48,261,145,54,51,10,610,21,0,12,12,5,6,54,215,186,81,87,8,693,5,0,5,3,0,3,22,69,95,75,100,10,394,30,0,19,32,15,20,104,258,152,62,60,47,787,15,3,14,11,16,18,9,39,28,7,12,30,196,424,73,464,457,498,572,1623,3717,1783,680,586,415,11304
20801,7,9,6,22,115,275,154,76,120,16,837,30,0,6,7,4,18,69,271,220,129,172,9,937,7,0,3,3,0,4,20,96,139,76,99,13,461,24,0,4,4,4,11,25,101,210,137,499,20,1030,12,0,4,0,0,3,8,33,103,134,649,17,975,11,3,8,10,4,15,31,68,106,78,243,25,597,16,3,20,12,3,3,9,23,15,3,16,27,161,353,56,494,215,135,260,746,1552,1323,795,1999,268,8188
20802,19,25,26,210,474,908,411,149,165,38,2493,31,0,10,10,22,113,336,893,524,169,183,32,2328,25,0,3,8,8,24,119,423,311,148,117,13,1194,21,0,5,3,5,26,97,369,421,277,297,22,1550,26,0,3,10,0,13,25,122,196,194,456,22,1063,28,0,16,13,16,42,151,289,225,132,176,57,1150,18,4,13,17,3,29,32,44,27,14,17,73,292,604,73,429,484,409,1726,3075,5169,3123,1428,1782,538,18834
20803,3,14,11,79,354,595,251,68,59,24,1483,21,4,6,11,10,42,225,567,258,94,58,25,1315,17,0,0,0,3,19,93,287,158,71,45,4,696,17,3,7,7,0,10,70,203,205,109,87,13,713,7,0,3,0,0,4,12,56,113,104,95,7,409,16,0,16,16,11,21,117,204,139,56,40,38,683,13,3,15,14,8,15,33,31,13,3,4,50,206,340,68,457,397,320,1000,2494,3351,1535,629,499,370,11459
20804,5,9,3,48,155,277,93,45,45,11,700,4,0,0,10,5,15,96,236,123,48,56,16,616,4,0,3,3,3,6,39,123,61,30,45,10,322,6,0,3,3,3,10,30,128,109,78,107,9,482,9,0,0,3,0,3,9,40,31,59,221,7,391,8,0,4,7,4,3,43,108,45,40,67,24,360,3,0,4,3,4,19,4,14,3,3,7,26,93,134,24,126,136,74,466,874,1595,659,388,668,176,5323
20901,7,16,12,68,423,635,163,33,39,21,1453,25,3,5,7,10,50,299,599,210,32,31,21,1290,13,0,3,9,5,23,127,287,159,36,15,9,690,16,0,11,3,5,12,83,243,192,56,45,4,671,5,0,0,5,0,7,25,89,111,57,66,11,371,14,3,23,23,8,44,148,226,108,35,32,40,710,23,3,43,16,7,12,30,25,13,3,8,54,225,390,111,724,398,297,667,2771,3498,1262,321,296,372,11117
20902,22,31,26,108,595,657,126,18,38,28,1680,28,0,6,24,22,46,367,562,147,27,24,22,1280,8,3,7,12,4,14,161,278,94,22,15,16,626,8,0,4,7,7,11,89,224,113,32,19,6,529,6,0,4,0,3,3,30,74,47,23,6,4,212,27,4,24,25,27,52,199,270,99,25,15,64,832,12,0,55,20,16,22,51,47,7,0,3,50,278,426,103,838,607,480,1018,3905,3717,932,211,228,464,12943
20903,3,5,7,14,53,95,43,14,9,12,260,13,0,4,0,3,3,33,88,58,19,4,6,225,12,0,0,0,3,3,13,44,21,12,7,5,123,3,0,0,3,0,3,6,43,48,21,16,0,149,5,0,0,0,0,3,4,12,30,20,17,0,91,10,0,0,5,0,3,24,45,24,16,13,10,151,8,0,5,0,0,3,4,0,0,0,0,18,41,145,14,100,66,62,85,367,584,308,116,78,91,2023
20904,20,21,23,113,1014,889,94,15,28,62,2322,30,3,9,14,14,54,631,719,74,8,30,29,1623,16,0,5,9,3,33,275,360,51,5,13,13,780,11,0,3,9,3,20,155,284,61,5,7,18,571,5,0,0,0,0,7,54,131,29,16,6,7,263,25,0,16,28,12,76,427,386,59,11,17,65,1117,14,0,10,9,12,29,97,42,7,0,0,67,301,504,49,317,400,279,1074,7242,5100,575,124,224,549,16440
21001,3,7,3,22,160,247,62,19,14,10,556,13,0,3,4,0,17,97,245,70,17,7,7,498,6,0,3,3,3,8,36,131,72,14,11,4,294,3,0,3,3,0,4,43,106,69,23,3,6,265,0,0,0,0,0,3,6,43,44,24,20,3,151,3,0,6,0,4,5,67,109,36,16,11,20,285,3,0,4,0,0,0,16,6,0,0,0,21,57,169,12,79,83,71,189,1018,1478,498,137,89,119,3944
21002,0,3,3,5,59,60,17,8,3,7,189,18,0,0,0,9,6,23,69,16,3,3,0,141,4,0,0,0,0,0,15,20,12,3,6,0,65,0,0,0,0,0,4,14,21,19,5,0,3,76,3,0,0,0,0,0,4,14,14,6,5,0,55,7,0,0,4,3,9,27,29,11,3,3,3,91,3,0,0,0,3,0,0,7,0,0,0,4,24,113,25,50,48,59,108,335,341,121,37,30,43,1321
21003,14,13,4,59,431,484,58,3,24,32,1148,15,0,10,9,6,37,250,473,91,12,15,12,930,4,0,4,3,3,11,129,284,39,10,5,13,504,11,0,3,5,4,10,85,220,64,15,8,6,424,8,0,0,4,0,6,22,75,36,5,13,5,172,20,7,16,14,14,43,186,196,39,5,11,44,586,10,0,18,12,14,18,29,23,9,0,3,44,165,282,47,360,285,220,578,2749,2933,459,77,118,320,8434
21004,3,5,7,37,200,120,12,10,5,7,416,5,0,0,0,3,21,159,109,11,0,3,0,315,3,0,0,0,0,5,43,56,8,4,3,3,130,6,0,0,0,3,9,25,57,14,3,4,0,111,3,0,0,0,0,0,6,29,11,3,3,0,53,3,0,0,3,0,12,81,52,12,5,3,4,175,4,0,4,0,4,3,8,3,0,0,0,13,49,84,8,80,105,91,301,1277,673,95,27,32,78,2861
21005,23,17,15,59,687,505,25,4,20,32,1418,20,0,10,10,7,38,402,369,36,9,18,22,938,5,3,7,0,0,15,175,204,17,3,9,16,452,12,0,6,5,0,10,139,165,22,0,9,11,393,7,0,7,0,3,4,36,69,21,3,4,3,150,17,3,29,33,28,53,346,265,26,9,14,54,881,17,0,24,20,9,19,59,47,3,0,3,58,260,403,76,558,435,363,835,5405,3179,259,44,188,458,12200
21101,5,17,23,40,366,775,144,18,23,21,1487,23,5,10,12,11,34,243,662,176,20,25,20,1233,7,0,6,5,3,10,97,354,125,22,11,11,645,13,0,3,8,0,6,54,225,122,36,8,13,486,3,0,3,0,3,4,8,70,83,33,14,3,233,10,6,13,20,10,15,133,293,107,20,15,47,688,15,0,24,6,5,11,21,44,5,0,0,69,202,372,87,532,344,272,526,2485,4240,1042,200,160,401,10659
21102,0,0,3,0,10,51,21,7,6,0,113,6,0,0,0,0,3,8,44,26,8,4,3,117,0,0,0,0,0,0,7,17,9,4,4,0,50,4,0,3,0,0,0,5,22,16,11,11,8,70,3,0,0,0,0,0,0,4,5,8,8,0,31,3,0,0,0,0,0,8,18,13,6,3,6,64,3,0,3,0,0,0,3,9,5,0,0,14,31,64,0,28,24,20,22,99,303,133,66,52,59,874
21103,15,13,10,50,470,618,123,11,25,30,1379,15,3,8,9,6,31,246,507,147,27,5,15,1012,6,0,0,4,0,5,107,240,80,11,13,0,479,13,4,0,6,0,9,56,200,122,27,13,9,460,4,0,0,3,0,0,9,58,48,25,9,9,165,12,4,10,22,13,21,132,204,72,25,14,25,555,7,3,18,11,12,7,35,21,4,0,3,49,176,268,57,435,374,232,566,3041,3188,800,164,127,321,9581
21104,7,6,3,22,147,382,103,9,8,10,723,9,0,12,4,5,22,101,268,103,25,13,16,577,5,0,3,3,3,15,34,186,76,23,9,9,372,7,0,3,0,0,3,20,132,94,27,13,7,310,6,0,0,0,0,0,11,53,60,18,12,3,166,9,0,9,9,11,9,34,144,63,19,10,17,334,3,3,22,9,3,5,6,15,6,7,0,28,112,190,56,296,167,92,277,958,1931,663,160,103,179,5086
21105,19,16,25,43,229,415,78,13,14,31,927,39,0,11,12,14,31,160,361,78,11,7,11,739,20,0,5,3,3,5,42,149,50,14,4,0,308,21,3,3,0,4,6,28,98,57,16,4,8,247,8,0,3,3,0,3,16,36,39,12,5,0,121,20,3,12,9,11,29,126,181,46,16,7,38,493,9,5,15,11,7,22,24,26,5,0,0,56,185,405,65,348,348,384,693,1997,2355,472,104,86,324,7581
21201,17,11,13,68,510,340,30,3,14,22,1048,17,0,6,11,5,34,279,289,38,8,10,17,705,7,0,0,5,10,16,120,118,20,5,4,7,321,7,0,0,4,6,6,62,91,23,8,4,7,213,0,0,3,0,0,3,24,48,12,7,0,0,102,17,0,5,7,16,40,178,154,22,3,0,34,487,9,3,9,5,4,18,29,12,0,0,0,31,122,250,29,205,188,225,768,3077,1821,202,57,58,243,7130
21202,15,8,15,65,470,526,78,10,13,27,1246,19,0,13,12,9,34,305,439,63,13,26,24,956,9,0,3,0,6,12,132,225,53,9,12,11,467,8,0,0,6,0,5,81,186,66,16,16,12,392,3,3,3,0,0,3,39,73,41,17,8,3,191,8,0,12,10,11,41,207,260,56,16,9,34,671,8,3,20,12,8,9,28,19,4,0,0,50,175,258,47,414,279,243,671,3336,3011,477,116,135,337,9320
21203,12,21,17,60,510,765,77,14,19,31,1548,20,0,3,4,14,30,324,629,70,16,17,31,1149,7,3,5,7,3,8,124,315,41,3,13,14,538,8,0,3,3,3,5,66,252,44,7,7,5,406,3,0,3,3,0,0,36,80,26,6,7,3,157,17,0,11,21,20,34,199,327,42,12,12,57,749,9,0,8,9,4,16,39,29,0,3,3,58,182,274,36,262,305,207,682,3485,4121,433,75,129,374,10389
21204,25,55,50,277,1017,694,122,26,47,80,2459,36,3,10,38,23,148,620,602,117,18,26,34,1681,20,0,15,8,8,45,279,279,82,21,28,28,818,16,6,10,10,16,34,212,205,68,33,12,19,633,13,3,4,7,0,19,90,129,43,6,15,16,346,36,10,34,48,32,181,514,365,70,26,27,113,1458,17,3,41,34,16,55,84,44,13,3,4,90,401,652,150,1014,1032,917,2767,7009,4296,837,218,294,801,19978
21205,34,32,22,50,352,935,430,141,85,49,2183,51,3,15,34,10,30,252,872,500,167,93,32,2066,22,0,4,8,5,16,125,433,322,116,69,22,1139,29,3,14,22,6,18,71,394,387,201,97,30,1255,17,0,10,6,3,12,23,153,228,165,104,21,746,28,0,23,32,14,27,131,408,266,131,97,56,1226,19,0,19,12,5,17,24,44,30,16,18,67,278,604,75,695,671,326,719,2477,5870,3267,1401,885,610,17585
21301,20,40,58,200,950,450,30,13,28,45,1883,32,0,23,21,35,99,620,399,37,3,23,25,1312,19,0,7,3,8,30,317,216,31,6,14,17,666,20,3,10,3,11,24,205,204,36,12,8,10,548,9,3,0,0,4,12,74,92,22,0,7,6,244,55,3,31,54,53,114,499,308,33,10,22,78,1261,13,0,27,22,24,37,84,33,3,0,11,79,337,631,94,620,842,844,1935,6626,2935,315,73,196,659,15762
21302,3,16,17,96,398,362,141,39,27,23,1144,17,0,9,17,10,41,297,318,187,59,51,20,1021,5,0,0,7,3,15,90,182,124,54,22,8,513,15,0,0,10,8,12,100,163,197,90,77,9,674,3,0,4,0,0,3,30,76,107,89,96,4,415,11,6,9,10,13,34,154,154,83,45,38,40,600,4,3,31,16,6,18,22,17,5,0,6,44,180,257,75,409,383,288,794,2471,2069,1039,432,378,309,8912
21303,21,33,37,140,514,635,185,41,37,35,1706,7,3,11,15,25,75,306,652,256,69,34,32,1487,7,0,5,10,13,21,125,330,197,54,24,8,796,9,0,13,3,3,14,91,267,253,130,65,21,869,3,0,5,0,0,4,33,100,139,72,62,14,439,19,11,22,34,26,57,184,268,124,58,37,44,882,13,4,47,15,23,23,43,29,15,0,5,50,272,353,110,818,689,733,1386,3222,3613,1482,497,375,469,13743
21304,13,23,26,214,603,375,46,10,12,22,1365,15,0,8,7,21,101,371,339,57,3,13,14,950,9,0,4,3,7,43,181,185,34,3,13,10,490,15,6,6,3,3,31,115,178,37,12,3,10,409,3,0,0,0,4,11,36,61,24,8,6,9,159,18,0,6,13,25,102,219,166,33,3,8,38,640,7,9,15,17,16,39,43,26,3,0,0,47,222,320,61,308,409,480,2020,3712,2273,342,56,80,359,10422
21305,15,25,37,258,1523,859,107,19,37,41,2966,43,0,12,10,17,157,1029,877,123,21,21,28,2349,12,3,0,7,4,59,454,493,69,24,18,19,1165,15,3,0,7,4,41,311,440,110,33,15,11,999,12,0,7,0,0,10,116,210,72,22,21,13,475,26,5,25,24,21,122,561,390,78,22,20,86,1391,9,0,16,16,18,31,73,50,3,0,7,102,316,424,54,368,441,506,2301,8973,5160,758,190,245,586,20001
21401,10,23,37,150,741,556,81,16,34,32,1716,15,0,6,15,26,82,454,460,99,22,16,20,1211,9,0,5,9,0,24,152,259,63,13,4,10,549,10,3,7,4,6,18,107,173,77,15,20,13,440,3,0,0,0,3,9,36,50,29,28,8,11,182,22,4,23,30,27,109,331,257,61,14,21,50,937,14,9,50,24,24,35,63,25,3,0,4,87,330,351,91,729,692,724,2022,5181,3199,560,173,175,483,14380
21402,14,20,20,116,436,489,141,34,26,31,1400,38,0,13,8,19,71,232,354,138,44,38,20,961,18,0,4,9,9,28,96,161,83,30,21,13,480,15,0,3,0,7,16,47,99,95,41,53,14,400,15,0,0,0,8,7,20,45,70,42,91,7,309,36,3,24,25,23,62,200,216,91,40,32,36,801,10,0,34,27,18,41,57,34,4,0,8,72,317,666,64,615,576,534,1527,3470,2732,922,298,361,431,12203
21501,52,82,48,64,69,28,4,0,0,18,439,48,6,33,34,26,49,45,26,8,0,3,28,307,15,3,9,16,7,18,20,14,0,0,3,12,118,15,4,10,15,8,11,14,9,4,0,6,6,110,12,5,3,10,3,10,9,14,4,3,3,6,74,38,5,36,65,34,51,26,14,4,0,0,17,297,21,13,45,44,15,13,3,4,0,0,9,43,201,680,204,920,1317,588,644,423,178,32,6,44,306,5340
21502,18,78,49,114,161,34,4,3,3,15,534,17,0,16,25,19,68,102,41,4,0,4,4,292,3,0,5,7,8,30,33,22,3,0,0,4,120,11,0,8,12,8,20,29,23,4,0,3,3,130,4,0,0,6,10,8,13,11,0,0,3,9,55,14,3,16,48,43,67,104,49,7,0,0,14,364,27,12,47,46,21,26,17,0,5,0,0,45,248,386,133,700,1269,757,1167,1075,307,51,16,43,252,6163
21503,46,71,44,48,33,14,0,0,4,14,316,37,5,16,24,20,37,20,7,0,0,3,3,176,14,3,4,10,10,12,5,7,0,0,0,11,77,22,3,8,5,5,7,3,9,0,0,0,0,61,3,0,7,3,7,7,3,4,0,0,0,0,37,32,3,26,42,34,22,27,9,0,0,0,17,216,25,15,33,36,10,14,3,10,0,0,3,29,181,508,133,635,857,430,440,200,92,6,7,23,165,3493
21601,15,36,40,79,81,34,0,0,3,17,328,24,0,9,17,23,40,47,30,3,3,0,10,205,10,0,3,6,4,8,21,15,0,0,0,3,70,8,0,0,5,5,14,10,10,5,0,0,3,59,6,0,0,0,3,5,4,7,3,0,0,0,35,18,0,13,30,22,48,32,20,3,0,0,0,201,9,4,38,18,11,10,7,3,0,0,0,13,126,296,68,496,586,439,598,448,195,31,6,16,136,3324
21602,18,49,37,48,54,21,0,0,3,9,265,19,0,10,10,17,24,28,10,0,0,3,9,129,14,0,5,4,5,13,15,7,3,0,0,4,70,3,0,3,3,0,7,8,3,3,0,0,0,33,8,0,0,3,0,7,4,5,0,0,0,0,27,14,0,9,33,14,32,17,12,0,0,0,5,141,13,0,28,15,19,6,6,5,0,0,0,19,111,272,34,367,530,356,446,334,132,13,0,14,120,2614
21603,22,76,79,147,193,65,7,0,5,12,639,19,0,15,36,43,71,132,64,7,0,0,8,399,6,0,7,10,19,28,63,42,4,0,0,4,176,6,0,5,6,9,22,39,45,7,0,3,8,155,6,0,3,4,4,5,23,31,3,0,3,3,89,24,6,30,61,57,90,102,46,12,0,0,22,450,13,5,49,52,22,27,8,6,3,0,0,45,228,316,115,723,1142,1014,1289,1202,429,50,15,25,239,6563
21701,21,44,52,65,55,10,3,0,0,11,292,25,0,10,14,21,37,42,10,0,3,0,5,174,10,4,9,4,4,19,13,4,3,0,0,5,78,7,0,14,6,3,18,19,5,3,0,0,8,86,11,0,0,4,3,4,5,7,0,0,0,0,36,25,7,24,36,26,43,24,11,3,0,3,9,189,14,4,32,15,10,10,4,3,0,0,0,14,107,382,87,550,696,425,551,293,60,12,4,18,126,3208
21703,18,31,38,45,38,16,0,0,3,18,267,48,0,11,19,17,36,54,19,4,0,3,10,214,17,0,5,5,4,19,9,3,0,0,3,10,79,9,0,4,0,9,8,16,14,4,0,0,3,65,7,0,0,6,0,4,7,6,0,0,3,0,42,21,0,8,20,25,38,36,7,3,0,0,13,168,15,6,26,23,12,15,0,4,0,0,9,25,131,437,61,421,557,462,570,373,117,12,0,30,196,3236
21704,11,37,40,106,191,96,14,0,4,11,565,28,0,9,26,21,49,112,88,15,0,0,9,356,20,4,0,5,8,20,52,40,8,0,0,6,160,13,7,6,5,3,11,23,55,9,0,5,3,141,8,0,3,0,0,0,14,24,6,0,0,13,72,26,0,8,23,29,53,71,48,5,3,4,12,288,7,4,26,25,16,24,18,3,4,0,0,32,164,408,69,542,648,561,926,1116,578,80,12,26,187,5165
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,3,9,10,10,84,400,185,26,16,15,766,5,0,3,0,9,12,63,309,184,27,19,10,643,3,0,3,3,4,3,18,113,118,23,9,0,300,7,0,4,3,4,9,7,72,113,43,37,6,299,6,0,0,0,0,0,4,29,29,36,32,3,138,9,0,12,14,3,9,37,136,85,32,18,13,357,3,7,14,3,3,6,13,10,8,0,0,34,101,182,84,343,295,128,209,739,2187,979,240,145,167,5691
30102,9,10,3,25,80,392,362,46,17,17,990,14,0,5,0,5,12,23,239,347,68,34,15,763,3,0,3,0,3,5,14,89,190,43,19,4,388,4,0,4,4,0,8,11,64,172,68,42,8,389,5,0,0,0,0,0,0,26,70,44,62,3,217,6,0,6,11,13,35,50,150,179,39,31,21,544,4,0,29,13,10,11,10,15,19,3,3,48,159,223,73,356,392,314,638,652,2147,1953,404,262,244,7662
30103,3,7,7,15,78,543,200,48,24,9,953,14,0,3,3,0,3,47,433,249,64,34,14,875,6,0,0,0,0,7,23,188,158,57,26,5,467,8,0,0,3,8,3,16,123,153,79,72,5,463,0,0,0,0,3,0,0,45,62,79,74,3,268,12,0,10,9,17,14,40,224,116,58,46,21,563,8,6,14,6,3,9,11,23,7,0,3,25,111,169,102,398,251,159,309,736,2922,1221,458,322,170,7221
30201,6,7,7,56,55,297,107,20,11,11,583,8,0,3,7,6,49,38,266,129,51,10,6,572,4,0,0,0,4,17,29,117,89,27,7,3,288,4,0,3,0,3,10,9,74,74,37,5,4,237,3,0,0,0,3,0,3,19,41,29,24,3,137,6,0,0,0,5,23,25,100,77,24,12,8,280,3,0,0,0,0,0,0,10,3,0,0,13,33,97,6,67,69,75,269,512,1549,667,227,95,101,3737
30202,16,25,23,37,228,737,234,34,9,20,1387,6,0,4,11,12,17,131,652,218,40,24,10,1120,3,0,3,9,3,8,55,327,174,45,16,7,652,4,3,6,0,3,4,32,256,184,64,34,5,596,5,0,0,0,0,0,8,53,74,45,59,5,250,9,7,8,25,17,25,77,268,135,43,20,25,662,4,3,19,13,7,9,12,22,4,3,3,46,141,227,122,597,468,315,560,1606,3843,1309,323,200,259,9825
30203,13,18,11,32,184,472,139,20,10,12,913,6,0,0,9,7,8,90,475,182,20,7,4,810,6,0,3,0,5,6,40,216,127,27,9,8,447,8,0,3,3,7,6,13,155,129,40,14,10,379,3,0,0,0,0,0,8,54,54,52,21,6,193,5,0,3,4,3,5,54,164,74,20,17,17,369,3,6,9,3,3,3,10,20,6,0,0,21,82,135,78,261,241,139,319,1106,2466,866,225,89,191,6120
30204,15,9,14,41,181,615,108,19,5,13,1029,6,0,3,5,6,13,94,507,117,12,10,9,784,3,0,0,0,3,4,30,224,69,21,4,6,363,0,0,9,3,0,3,17,133,70,15,12,4,264,3,0,0,0,0,3,3,37,33,9,18,3,109,9,0,12,27,4,15,64,230,67,12,7,21,466,4,4,21,15,6,13,5,26,5,0,0,38,152,152,94,440,412,230,496,1265,3170,617,99,64,210,7243
30301,9,7,8,13,48,388,198,51,19,15,752,9,0,3,4,5,5,27,306,248,67,36,13,726,11,0,0,3,0,0,13,128,170,52,25,3,408,6,0,0,4,3,5,4,104,178,80,56,4,447,5,0,0,3,0,0,10,40,66,74,98,3,294,8,0,9,7,0,6,19,116,130,56,45,11,408,4,0,9,0,3,3,3,18,10,4,0,20,68,129,49,230,164,108,151,352,1839,1300,446,306,129,5192
30302,11,33,26,74,340,779,325,68,36,12,1735,17,0,5,15,9,35,225,731,373,89,44,13,1551,10,0,5,8,4,16,92,342,268,76,47,10,877,10,0,7,6,9,10,58,240,274,112,101,15,843,4,0,0,7,0,7,13,66,111,92,120,7,424,4,3,19,23,16,33,107,292,214,87,54,32,889,11,13,40,16,3,16,14,17,12,4,3,44,181,297,195,885,553,315,793,2387,4066,2108,630,510,317,13060
