SA3_CODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
12301,104,135,166,98,65,53,11,654,0,0,0,0,0,0,0,5,13,18,25,28,22,3,6,121,0,0,0,0,0,8,14,45,135,111,100,34,25,18,15,511,0,3,10,3,12,11,39,39,81,32,14,7,8,7,8,277,0,0,0,0,0,3,3,3,17,14,5,3,4,0,3,60,0,0,0,0,0,0,0,0,3,9,7,3,5,3,7,34,67,20,16,9,134,51,428,163,297,71,50,10,13,14,80,1415,0,0,0,0,0,0,3,3,0,3,0,0,3,0,199,221,74,19,23,14,156,83,499,293,746,565,781,548,490,260,368,4922,3,0,0,0,0,0,0,5,45,151,397,480,795,657,204,2730,0,0,0,0,0,0,5,15,32,38,46,22,29,15,19,226,0,3,0,0,0,4,6,15,226,479,629,605,567,403,167,3123,0,0,0,0,0,3,0,4,31,56,82,110,128,66,41,534
12302,329,383,286,168,93,50,19,1378,0,0,0,0,0,3,3,4,37,51,44,24,18,9,10,207,0,0,0,4,9,40,91,213,538,343,211,52,53,28,31,1619,7,14,18,20,50,78,126,117,180,81,39,11,18,5,30,782,0,0,0,0,4,6,12,17,38,28,12,7,0,3,12,142,0,0,0,0,0,0,0,0,13,10,16,11,9,3,9,73,240,121,51,47,452,199,1260,420,673,151,82,14,16,11,186,3935,4,3,3,3,6,3,13,9,19,3,4,3,0,0,496,570,259,138,89,75,542,340,1552,873,2117,1620,1576,872,639,274,850,11816,4,0,0,3,0,0,10,22,182,526,1002,879,1092,740,374,4824,0,0,0,0,9,9,21,42,146,103,107,56,51,32,37,621,0,0,3,0,0,9,17,61,636,926,898,682,600,377,263,4468,0,0,0,0,0,3,6,13,70,131,162,122,133,60,57,756
12303,94,119,102,84,40,40,9,517,0,0,0,0,0,3,4,7,17,16,19,16,12,3,3,103,0,0,0,0,3,9,14,40,130,84,77,18,33,19,14,443,0,0,9,6,14,16,29,52,71,23,18,3,4,3,8,256,0,0,0,0,3,4,10,3,8,8,12,0,6,0,8,51,0,0,0,0,0,0,0,3,3,6,3,3,3,0,9,29,44,15,9,9,147,40,401,167,244,60,35,17,3,7,59,1259,0,0,0,0,8,0,11,0,8,0,0,0,0,0,194,224,47,23,21,10,191,80,485,305,662,421,488,331,304,184,327,3874,0,0,0,0,0,0,3,0,48,116,238,206,376,316,146,1454,0,0,0,0,0,3,3,8,32,37,35,19,19,15,15,181,0,0,3,0,3,3,10,19,160,291,366,346,284,230,180,1894,0,0,0,0,0,0,0,7,13,32,64,49,62,43,25,294
12401,195,222,222,187,111,86,14,1089,0,0,0,0,0,0,5,4,17,14,33,29,26,20,9,152,0,0,3,0,3,13,22,53,200,161,156,60,91,42,15,825,0,4,13,8,20,58,96,108,208,104,50,21,22,7,15,737,0,0,0,0,0,3,9,8,19,20,8,6,5,3,3,84,0,0,0,0,0,0,0,3,10,3,3,6,8,0,7,43,63,35,34,21,222,95,693,409,818,252,116,56,43,43,90,2967,3,0,0,0,0,3,6,3,3,0,0,0,0,0,409,433,68,43,48,29,257,193,886,677,1673,1031,928,674,667,453,591,8222,4,0,0,0,0,0,3,3,42,96,251,315,575,555,170,2020,0,0,0,0,4,6,12,23,101,80,75,52,34,24,36,440,0,0,0,0,3,4,10,24,239,426,568,586,509,409,221,3005,0,0,0,0,0,0,0,4,28,47,73,90,88,63,25,421
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,319,397,304,227,140,72,31,1540,0,0,0,0,0,3,3,13,37,40,64,42,33,19,14,267,3,0,3,3,4,21,66,156,401,318,206,79,52,39,39,1389,4,5,12,6,41,46,107,108,167,65,43,4,16,8,19,650,0,0,0,0,3,3,8,7,36,24,17,3,6,0,11,121,0,0,0,0,0,0,0,0,10,12,8,3,8,3,10,59,178,51,50,32,315,125,1052,409,669,148,86,29,21,24,160,3345,3,0,0,0,9,0,20,8,12,3,4,3,0,0,493,559,197,62,66,47,396,223,1296,771,1933,1539,1817,1124,968,435,846,11707,8,0,3,0,0,0,10,10,146,349,890,889,1335,1086,340,5071,0,0,0,0,4,0,10,18,90,94,75,72,36,20,28,458,0,4,6,0,3,11,20,48,493,952,1142,981,848,576,306,5396,3,0,0,0,0,0,4,8,54,136,202,183,198,86,52,935
12404,82,92,70,34,38,17,9,381,0,0,0,0,0,0,0,5,11,10,10,11,3,0,0,53,0,0,0,0,5,4,16,32,99,82,48,13,23,7,12,349,0,0,5,5,10,14,30,34,37,20,8,4,5,3,10,190,0,0,0,0,0,3,3,3,5,5,3,3,0,0,5,28,0,0,0,0,0,0,0,0,3,5,7,6,10,0,3,26,26,18,4,3,88,30,261,97,191,40,27,9,3,8,48,865,0,0,0,0,0,0,4,3,7,0,0,0,0,0,120,133,32,25,11,12,112,54,340,202,547,414,369,254,220,88,225,2899,0,0,0,0,0,0,0,8,35,88,171,180,264,193,97,1029,0,0,0,0,3,0,0,4,31,22,24,17,13,11,11,132,3,0,0,0,0,0,3,16,159,258,218,182,183,121,94,1248,0,0,0,0,0,0,0,3,19,28,34,29,36,10,20,173
12405,120,168,101,48,25,11,4,502,0,0,0,0,0,0,0,0,11,17,17,17,5,0,5,74,3,0,0,0,3,9,42,76,181,123,75,26,13,10,19,575,0,0,8,3,17,23,25,38,66,24,16,0,0,5,3,231,0,0,0,0,0,0,3,18,13,6,3,0,0,0,3,44,0,0,0,0,0,0,0,0,5,0,10,6,0,3,6,27,71,16,26,17,148,44,439,122,173,33,17,6,3,4,69,1189,0,0,0,0,0,0,0,0,5,0,0,0,0,0,168,186,76,17,44,14,174,78,524,283,690,583,621,306,206,78,315,4012,0,0,0,0,0,0,0,5,56,158,377,305,416,261,148,1733,0,0,0,0,0,0,8,14,40,41,21,11,14,8,12,174,0,0,0,3,3,3,4,21,207,369,313,257,230,109,104,1625,0,0,0,0,0,0,0,3,27,45,57,49,35,23,18,261
12501,256,196,134,77,55,30,10,809,0,0,0,0,0,0,10,6,26,25,28,19,10,8,7,141,3,0,3,7,15,41,103,159,266,148,112,31,41,30,17,978,5,12,25,38,38,70,80,60,91,32,12,7,7,0,4,481,0,3,3,3,5,5,10,8,15,9,7,0,4,0,13,82,0,0,0,0,0,0,3,0,10,4,0,4,4,3,6,43,331,59,51,37,238,90,466,107,185,45,27,23,11,4,48,1731,3,0,0,4,9,0,9,3,10,4,3,0,0,0,373,418,346,80,88,82,309,221,776,453,1140,754,737,491,504,285,503,6763,0,0,0,0,0,0,3,8,129,222,311,278,372,341,93,1762,0,0,0,4,15,14,37,51,100,62,36,36,20,16,38,433,0,0,3,0,3,11,20,38,287,269,276,182,176,162,79,1504,0,0,0,0,0,3,0,7,38,29,52,42,47,33,21,279
12502,110,100,104,76,54,52,12,522,0,0,0,0,0,0,0,3,15,3,11,12,16,4,4,79,3,0,0,3,3,12,26,54,154,97,84,38,51,34,7,580,0,6,11,9,25,41,41,38,57,46,36,13,8,9,4,344,0,0,0,0,0,5,3,4,13,5,4,5,3,3,5,48,0,0,0,0,0,0,0,0,4,0,4,3,5,0,0,20,275,79,40,23,222,90,428,171,376,129,66,29,23,23,68,2051,7,0,0,0,0,0,7,3,3,4,0,0,0,0,279,302,285,95,50,34,268,146,530,302,839,544,578,397,445,321,404,5241,0,0,3,0,0,0,3,13,88,158,295,363,614,651,147,2345,0,0,3,0,3,8,21,30,83,58,50,31,40,20,21,374,0,0,0,0,0,5,21,37,237,340,384,422,390,451,118,2415,0,0,0,0,0,0,3,10,25,34,55,44,74,62,19,326
12503,262,227,177,91,60,22,17,907,0,0,0,0,0,3,5,7,23,27,31,19,8,11,3,152,3,0,0,3,12,32,114,173,391,246,119,38,33,20,26,1204,0,10,23,31,56,64,94,95,144,42,21,9,0,4,20,611,5,0,0,3,3,10,10,25,21,13,5,3,0,0,14,123,0,0,0,0,0,0,3,4,13,11,11,8,3,3,6,65,317,117,90,54,602,167,1150,350,540,107,67,8,15,8,179,3780,0,3,0,0,3,0,17,12,9,5,3,0,0,0,513,562,329,130,122,84,697,297,1444,740,1657,999,982,500,476,228,813,9502,3,0,0,0,0,3,10,14,168,359,575,590,716,559,188,3178,0,0,3,3,6,12,39,65,175,105,78,60,33,21,49,651,3,0,3,0,3,11,32,71,463,598,596,501,436,343,164,3232,0,0,0,0,3,6,11,13,59,80,108,81,92,69,42,566
12504,331,339,263,156,102,69,15,1343,0,0,0,0,0,0,3,6,33,31,34,29,24,27,11,200,7,0,3,3,14,31,88,191,520,416,278,64,89,47,23,1775,3,3,15,24,50,72,91,73,134,74,36,18,11,12,13,626,3,3,0,0,7,6,10,11,18,11,7,3,0,0,10,96,0,0,0,0,0,0,4,0,13,8,21,7,8,5,8,88,449,86,57,36,366,110,764,329,572,138,96,27,23,21,94,3181,6,3,3,0,3,3,9,5,10,3,0,0,0,0,548,602,467,99,86,64,446,234,1040,725,1972,1540,1618,1026,1103,585,765,11777,3,0,0,0,6,3,12,19,160,428,883,822,1177,1009,214,4736,0,0,0,0,4,17,19,26,155,106,71,57,41,37,18,553,0,0,0,3,3,4,22,47,493,718,727,673,640,483,184,3992,0,0,0,0,0,0,0,13,58,75,130,119,162,134,37,729
12601,47,53,71,78,58,99,6,434,0,0,0,0,0,0,0,0,4,4,7,12,12,21,3,58,0,0,0,0,0,9,5,31,76,88,79,40,52,65,12,448,0,0,12,8,6,19,22,36,73,44,27,29,21,23,4,325,0,0,0,0,0,0,0,0,4,3,4,0,3,7,0,22,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,15,171,54,24,6,100,47,226,132,373,150,118,41,45,48,56,1591,0,0,0,0,0,3,0,0,6,0,3,0,0,0,221,235,177,59,34,20,115,76,278,226,649,398,429,343,390,526,311,4035,3,0,0,0,0,3,0,7,37,62,148,212,464,957,118,2013,0,0,4,0,3,3,9,14,47,41,41,27,24,44,25,283,0,3,0,0,0,0,9,16,88,147,194,250,356,746,118,1939,0,0,0,0,0,4,0,0,8,15,19,27,50,70,17,214
12602,276,311,262,211,131,164,26,1428,0,0,0,0,0,3,0,8,30,33,29,35,30,33,14,225,3,0,4,3,5,37,67,120,349,296,227,111,140,112,24,1498,3,12,40,22,58,73,77,102,151,82,55,27,34,35,14,784,0,0,0,0,0,7,7,6,28,24,9,5,8,3,5,114,0,0,0,0,5,0,0,0,0,7,11,9,6,14,6,76,478,147,77,34,386,125,782,347,632,225,178,71,79,94,117,3783,0,0,0,0,6,0,5,0,15,3,3,0,0,0,664,702,492,169,133,58,478,268,999,679,1764,1391,1512,1160,1303,1200,925,12523,3,4,0,0,3,0,4,10,109,252,424,504,1010,1697,256,4289,3,0,0,0,4,8,25,29,116,86,78,53,69,87,43,601,0,4,0,0,0,9,21,42,279,478,641,633,789,1406,264,4569,0,0,0,3,0,0,7,5,42,68,96,89,174,196,45,716
12701,152,151,147,85,48,31,17,654,0,0,0,0,0,0,0,4,23,16,26,19,10,7,5,125,0,0,0,3,10,22,53,109,226,139,82,31,30,17,20,743,0,4,11,10,15,26,55,48,71,22,16,8,0,3,11,299,3,0,0,0,3,3,12,4,19,11,4,0,0,0,7,61,0,0,0,0,0,0,0,0,6,6,18,11,8,0,10,59,178,57,34,33,288,88,653,152,261,58,34,12,10,22,104,1974,4,0,0,0,5,5,3,4,6,5,0,0,0,0,241,280,194,69,50,46,328,152,810,353,918,621,837,544,482,202,441,6040,4,0,0,0,0,3,3,16,127,313,632,671,824,653,234,3476,0,0,4,0,12,5,17,38,120,103,77,32,37,38,50,526,0,0,4,3,0,6,15,39,386,631,630,519,476,338,211,3265,0,0,0,0,0,9,3,10,52,65,105,95,112,60,37,548
12702,288,218,134,81,59,31,19,895,3,0,0,0,0,0,5,3,26,35,33,13,19,8,17,159,4,0,7,5,16,59,150,244,460,219,103,30,21,23,41,1385,9,9,35,33,54,90,125,109,159,53,20,10,3,4,22,729,8,3,6,0,3,12,13,17,27,9,10,0,4,0,26,140,3,0,0,0,0,8,0,3,13,9,3,4,3,5,10,61,455,134,103,68,895,279,2008,392,577,114,54,28,16,22,216,5365,4,0,0,3,6,8,29,3,19,0,6,0,0,0,534,622,491,153,159,113,994,469,2401,875,1878,1010,826,466,388,213,915,11344,8,4,0,0,0,7,15,28,252,464,781,608,800,611,291,3870,0,3,0,3,18,32,52,58,196,131,93,51,55,31,62,786,0,0,0,0,3,15,41,82,486,624,614,509,481,342,230,3422,0,0,3,0,3,6,10,10,67,72,94,76,89,53,43,518
12703,174,166,145,77,62,27,9,698,0,0,0,0,0,0,0,0,22,26,27,22,24,0,6,135,3,3,0,3,7,30,72,149,299,204,121,33,39,19,30,1011,5,7,13,13,26,45,71,56,98,39,18,3,3,3,17,418,5,0,0,0,6,8,7,11,17,9,12,6,0,3,10,99,0,0,0,0,0,0,4,0,10,3,7,6,7,5,8,62,222,71,50,52,361,109,833,212,363,68,37,9,11,11,128,2518,0,0,0,0,4,3,17,6,10,6,3,3,0,0,388,446,234,82,67,71,415,205,1023,497,1149,800,878,574,494,226,638,7360,6,0,0,0,0,0,3,9,120,350,720,689,926,730,239,3793,0,0,0,0,7,3,21,24,121,77,72,42,41,23,27,456,0,0,0,0,3,11,14,52,386,659,680,554,501,371,172,3397,0,0,0,0,0,0,0,4,55,77,116,115,112,69,42,582
12801,168,236,254,182,147,187,17,1216,0,0,0,0,0,3,5,9,21,22,38,43,34,34,13,213,7,0,0,0,9,13,38,67,184,182,160,52,110,82,24,915,4,3,10,8,25,51,71,81,200,113,79,42,25,45,9,772,0,0,0,0,3,3,7,11,19,16,16,7,4,10,4,98,0,0,0,0,0,0,0,0,8,5,15,14,15,14,7,84,147,71,31,24,272,119,752,472,977,327,218,103,103,118,193,3923,3,0,4,0,3,0,8,3,9,0,4,0,3,3,605,641,163,82,56,33,314,195,906,701,1802,1176,1329,996,1204,1055,913,10922,4,0,3,0,0,0,5,3,52,139,341,422,842,1260,267,3332,0,0,0,3,5,7,12,20,75,76,58,59,61,66,52,490,0,0,6,0,0,7,12,36,265,533,734,822,945,1386,356,5113,0,0,0,0,0,0,0,3,31,43,101,118,153,193,64,707
12802,164,219,238,185,153,141,13,1153,0,0,0,0,0,3,3,0,18,17,33,27,27,29,9,162,0,0,3,0,3,15,36,66,169,203,182,51,116,70,22,933,5,8,13,4,15,51,67,91,200,99,68,25,19,18,17,701,3,0,0,0,0,0,7,5,27,13,9,12,0,3,3,96,0,0,0,0,0,0,0,0,3,8,15,6,8,6,7,49,120,53,35,18,299,115,755,433,1020,240,150,53,47,35,137,3529,0,0,0,0,3,3,7,3,11,0,0,0,0,0,445,476,133,70,50,27,331,195,908,652,1768,1038,1238,822,1010,695,696,9623,0,0,0,0,0,0,3,3,69,164,386,598,1106,1362,337,4022,0,0,0,0,3,3,5,16,61,80,80,83,81,61,42,516,5,3,0,0,0,10,6,21,293,669,948,1183,1290,1465,375,6276,3,0,0,0,0,0,0,5,36,59,115,128,205,152,51,750
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,353,388,265,159,94,88,25,1473,0,0,0,0,0,4,5,7,40,40,40,31,18,16,10,208,3,0,0,0,9,19,57,116,265,201,120,27,24,28,26,903,4,7,18,10,49,61,123,127,215,62,31,10,3,12,20,763,0,0,0,3,3,8,15,14,28,17,12,3,0,5,10,115,0,0,0,0,3,0,4,0,8,11,21,8,6,9,10,79,81,52,39,26,326,153,1212,467,717,144,96,34,25,29,183,3573,7,0,0,0,3,4,19,3,8,0,3,3,0,3,477,533,103,70,61,45,410,266,1498,857,1967,1261,1191,633,489,342,791,9981,0,0,0,0,0,0,7,20,98,178,351,352,449,322,212,1996,0,3,4,0,3,8,15,27,108,108,52,39,33,19,34,459,6,0,3,0,6,11,17,63,558,842,870,574,436,333,271,3989,0,0,0,0,0,3,0,13,65,115,100,74,62,56,34,529
20102,118,83,84,60,33,28,8,476,0,0,0,0,3,0,0,4,14,25,12,12,13,7,4,93,4,4,3,0,3,8,16,50,82,58,69,18,18,19,16,368,0,3,5,5,17,31,52,61,74,15,16,7,3,7,9,297,0,0,0,0,4,3,12,3,14,11,5,0,3,3,8,56,0,0,0,0,0,0,3,0,10,3,3,3,3,0,3,41,39,27,16,4,118,50,353,139,224,39,25,9,12,9,49,1121,0,0,0,0,0,0,0,0,7,3,0,0,0,0,197,214,46,44,36,12,173,111,497,312,695,334,369,207,171,126,313,3431,0,0,0,0,7,3,3,9,35,64,85,74,94,61,52,482,0,3,0,0,0,0,4,21,65,18,20,12,8,3,23,182,3,0,0,0,3,4,13,23,141,209,182,128,78,71,103,959,0,0,0,0,0,3,5,7,25,31,27,18,14,5,14,146
20103,123,110,41,28,17,9,7,390,0,0,0,3,0,4,6,4,15,9,13,7,3,0,0,70,0,0,3,0,7,19,32,46,86,38,22,4,3,3,12,274,0,0,3,0,18,29,52,52,58,10,9,0,3,0,3,237,0,0,0,0,0,0,12,5,3,0,3,3,0,0,0,40,0,0,0,0,3,0,3,5,10,3,3,0,0,0,4,30,46,25,15,6,179,67,563,148,201,25,17,5,3,3,110,1418,3,3,3,0,4,3,11,3,7,0,5,0,0,0,164,204,57,32,25,14,230,137,710,331,619,298,210,97,58,30,305,3165,0,0,0,0,0,6,3,7,40,66,58,46,53,25,53,372,0,0,0,0,3,3,10,8,24,19,12,3,6,4,8,95,0,0,3,0,3,9,8,25,166,175,139,61,54,19,59,715,0,0,0,0,0,0,3,0,33,12,18,13,11,3,12,100
20201,385,324,284,144,95,75,27,1408,0,0,0,0,3,3,6,10,43,38,49,35,15,5,8,221,3,0,4,0,8,12,56,101,244,146,93,26,23,33,28,789,4,7,12,3,36,63,101,137,191,56,45,14,19,9,22,716,0,3,0,0,7,10,12,17,30,11,7,4,3,7,7,113,0,0,0,0,0,0,0,8,12,12,6,10,9,5,7,80,65,52,30,11,303,118,1104,432,788,154,91,36,21,37,197,3436,0,0,0,0,6,4,11,4,15,0,0,3,0,0,435,487,79,69,46,20,368,229,1363,835,2027,1134,1076,581,458,277,779,9344,3,0,0,0,3,3,8,12,79,208,353,323,363,218,163,1731,0,0,0,0,4,4,9,32,121,88,66,38,17,26,32,442,0,0,0,0,5,8,14,57,505,733,701,527,396,224,207,3372,0,0,0,0,0,3,0,7,61,90,118,89,69,24,52,524
20202,153,155,150,93,57,46,19,739,0,0,0,0,4,3,11,4,17,19,33,13,11,9,3,118,3,0,0,3,6,7,28,53,136,95,69,24,33,19,15,498,0,4,12,4,32,38,78,64,124,51,23,12,7,10,10,480,0,0,3,0,9,0,12,13,16,17,6,3,3,3,0,82,0,0,0,0,0,0,5,3,7,7,6,3,5,12,0,52,39,49,25,12,188,76,618,264,478,81,61,14,19,28,89,2041,0,0,0,0,0,0,8,3,5,3,3,0,0,4,297,337,55,60,49,26,273,142,806,483,1175,615,547,307,280,225,470,5506,0,0,0,0,4,0,4,7,49,83,130,164,172,136,96,852,0,0,0,0,3,4,15,21,85,63,61,37,11,22,29,350,0,3,3,0,0,3,10,33,207,365,322,251,206,150,139,1704,0,0,0,0,0,0,0,0,30,31,62,36,33,28,24,251
