SA4_CODE_2016,C11_P_AdD_DL_15_19,C11_P_AdD_DL_20_24,C11_P_AdD_DL_25_34,C11_P_AdD_DL_35_44,C11_P_AdD_DL_45_54,C11_P_AdD_DL_55_64,C11_P_AdD_DL_65_74,C11_P_AdD_DL_75_84,C11_P_AdD_DL_85o,C11_P_AdD_DL_Tot,C11_P_CL_C_III_IV_15_19,C11_P_CL_C_III_IV_20_24,C11_P_CL_C_III_IV_25_34,C11_P_CL_C_III_IV_35_44,C11_P_CL_C_III_IV_45_54,C11_P_CL_C_III_IV_55_64,C11_P_CL_C_III_IV_65_74,C11_P_CL_C_III_IV_75_84,C11_P_CL_C_III_IV_85_ov,C11_P_CL_C_III_IV_Tot,C11_P_CL_C_I_II_15_19,C11_P_CL_C_I_II_20_24,C11_P_CL_C_I_II_25_34,C11_P_CL_C_I_II_35_44,C11_P_CL_C_I_II_45_54,C11_P_CL_C_I_II_55_64,C11_P_CL_C_I_II_65_74,C11_P_CL_C_I_II_75_84,C11_P_CL_C_I_II_85_ov,C11_P_CL_C_I_II_Tot,C11_P_CL_CL_nfd_15_19,C11_P_CL_CL_nfd_20_24,C11_P_CL_CL_nfd_25_34,C11_P_CL_CL_nfd_35_44,C11_P_CL_CL_nfd_45_54,C11_P_CL_CL_nfd_55_64,C11_P_CL_CL_nfd_65_74,C11_P_CL_CL_nfd_75_84,C11_P_CL_CL_nfd_85_ov,C11_P_CL_CL_nfd_Tot,C11_P_CL_T_15_19,C11_P_CL_T_20_24,C11_P_CL_T_25_34,C11_P_CL_T_35_44,C11_P_CL_T_45_54,C11_P_CL_T_55_64,C11_P_CL_T_65_74,C11_P_CL_T_75_84,C11_P_CL_T_85_ov,C11_P_CL_T_Tot,C11_P_LE_ID_15_19,C11_P_LE_ID_20_24,C11_P_LE_ID_25_34,C11_P_LE_ID_35_44,C11_P_LE_ID_45_54,C11_P_LE_ID_55_64,C11_P_LE_ID_65_74,C11_P_LE_ID_75_84,C11_P_LE_ID_85o,C11_P_LE_ID_Tot,C11_P_LE_NS_15_19,C11_P_LE_NS_20_24,C11_P_LE_NS_25_34,C11_P_LE_NS_35_44,C11_P_LE_NS_45_54,C11_P_LE_NS_55_64,C11_P_LE_NS_65_74,C11_P_LE_NS_75_84,C11_P_LE_NS_85_ov,C11_P_LE_NS_T,C11_P_Tot_15_19_yrs,C11_P_Tot_20_24_yrs,C11_P_Tot_25_34_yrs,C11_P_Tot_35_44_yrs,C11_P_Tot_45_54_yrs,C11_P_Tot_55_64_yrs,C11_P_Tot_65_74_yrs,C11_P_Tot_75_84_yrs,C11_P_Tot_85o,C11_P_T_T,C16_P_Post_Deg_15_19_yrs,C16_P_Post_Deg_20_24_yrs,C16_P_Post_Deg_25_34_yrs,C16_P_Post_Deg_35_44_yrs,C16_P_Post_Deg_45_54_yrs,C16_P_Post_Deg_55_64_yrs,C16_P_Post_Deg_65_74_yrs,C16_P_Post_Deg_75_84_yrs,C16_P_Post_Deg_85o,C16_P_Post_Deg_Tot,C16_P_GrDip_GrCe_15_19,C16_P_GrDip_GrCe_20_24,C16_P_GrDip_GrCe_25_34,C16_P_GrDip_GrCe_35_44,C16_P_GrDip_GrCe_45_54,C16_P_GrDip_GrCe_55_64,C16_P_GrDip_GrCe_65_74,C16_P_GrDip_GrCe_75_84,C16_P_GrDip_GrCe_85ov,C16_P_GrDip_GrCe_Tot,C16_P_BD_15_19,C16_P_BD_20_24,C16_P_BD_25_34,C16_P_BD_35_44,C16_P_BD_45_54,C16_P_BD_55_64,C16_P_BD_65_74,C16_P_BD_75_84,C16_P_BD_85o,C16_P_BD_Tot,C16_P_AdD_DL_15_19,C16_P_AdD_DL_20_24,C16_P_AdD_DL_25_34,C16_P_AdD_DL_35_44,C16_P_AdD_DL_45_54,C16_P_AdD_DL_55_64,C16_P_AdD_DL_65_74,C16_P_AdD_DL_75_84,C16_P_AdD_DL_85o,C16_P_AdD_DL_Tot,C16_P_CL_C_III_IV_15_19,C16_P_CL_C_III_IV_20_24,C16_P_CL_C_III_IV_25_34,C16_P_CL_C_III_IV_35_44,C16_P_CL_C_III_IV_45_54,C16_P_CL_C_III_IV_55_64,C16_P_CL_C_III_IV_65_74,C16_P_CL_C_III_IV_75_84,C16_P_CL_C_III_IV_85_ov,C16_P_CL_C_III_IV_Tot,C16_P_CL_C_I_II_15_19,C16_P_CL_C_I_II_20_24,C16_P_CL_C_I_II_25_34,C16_P_CL_C_I_II_35_44,C16_P_CL_C_I_II_45_54,C16_P_CL_C_I_II_55_64,C16_P_CL_C_I_II_65_74,C16_P_CL_C_I_II_75_84,C16_P_CL_C_I_II_85_ov,C16_P_CL_C_I_II_Tot,C16_P_CL_CL_nfd_15_19,C16_P_CL_CL_nfd_20_24,C16_P_CL_CL_nfd_25_34,C16_P_CL_CL_nfd_35_44,C16_P_CL_CL_nfd_45_54,C16_P_CL_CL_nfd_55_64,C16_P_CL_CL_nfd_65_74,C16_P_CL_CL_nfd_75_84,C16_P_CL_CL_nfd_85_ov,C16_P_CL_CL_nfd_Tot,C16_P_CL_T_15_19,C16_P_CL_T_20_24,C16_P_CL_T_25_34,C16_P_CL_T_35_44,C16_P_CL_T_45_54,C16_P_CL_T_55_64,C16_P_CL_T_65_74,C16_P_CL_T_75_84,C16_P_CL_T_85_ov,C16_P_CL_T_Tot,C16_P_LE_ID_15_19,C16_P_LE_ID_20_24,C16_P_LE_ID_25_34,C16_P_LE_ID_35_44,C16_P_LE_ID_45_54,C16_P_LE_ID_55_64,C16_P_LE_ID_65_74,C16_P_LE_ID_75_84,C16_P_LE_ID_85o,C16_P_LE_ID_Tot,C16_P_LE_NS_15_19,C16_P_LE_NS_20_24,C16_P_LE_NS_25_34,C16_P_LE_NS_35_44,C16_P_LE_NS_45_54,C16_P_LE_NS_55_64,C16_P_LE_NS_65_74,C16_P_LE_NS_75_84,C16_P_LE_NS_85_ov,C16_P_LE_NS_T,C16_P_Tot_15_19_yrs,C16_P_Tot_20_24_yrs,C16_P_Tot_25_34_yrs,C16_P_Tot_35_44_yrs,C16_P_Tot_45_54_yrs,C16_P_Tot_55_64_yrs,C16_P_Tot_65_74_yrs,C16_P_Tot_75_84_yrs,C16_P_Tot_85o,C16_P_T_T
111,81,1308,3706,4796,4786,3849,1966,970,263,21723,869,4703,9913,10065,10687,8055,4946,2692,780,52716,324,621,853,685,637,437,193,54,20,3822,95,312,571,872,1065,1154,672,338,88,5168,1284,5639,11339,11619,12391,9641,5809,3088,886,61702,50,184,352,453,745,779,532,280,120,3495,1835,1421,2452,2810,3413,3404,3755,3952,2305,25354,3265,10988,29526,30195,29777,24674,15098,9406,3844,156773,4,80,2469,2856,2235,1922,1115,367,81,11119,5,73,766,1030,1018,1317,612,145,39,5003,16,2551,11207,9468,6300,5594,3200,1179,303,39820,172,1363,4362,5245,5536,4910,2892,1219,397,26094,947,4893,11492,10110,11238,9373,6197,2996,1022,58264,343,572,688,662,562,506,304,93,30,3762,124,373,657,945,1316,1550,1367,594,192,7127,1410,5832,12842,11717,13112,11433,7867,3683,1242,69150,27,116,269,300,363,453,504,253,112,2398,1206,1279,2559,2328,3010,3402,3776,3549,2973,24083,2838,11298,34461,32954,31582,29027,19961,10398,5139,177661
112,66,463,1659,2944,3457,3050,1591,731,195,14147,494,2150,5208,6348,7777,5837,3206,1747,512,33279,247,391,559,450,485,393,130,44,14,2716,71,158,430,559,730,760,352,166,57,3283,807,2700,6196,7362,8993,6990,3693,1958,584,39278,32,88,235,367,685,722,431,279,93,2920,1363,795,1479,1956,2609,2785,2753,3023,1666,18441,2269,4724,13571,18742,21603,19113,10639,6748,2736,100147,0,28,603,1000,1098,1222,779,193,46,4971,4,33,325,685,755,994,526,112,23,3449,5,659,3815,5401,4625,4616,2692,909,270,22995,76,511,2140,3085,3761,4035,2505,948,305,17358,563,2256,5802,6578,7338,7362,4544,2040,661,37147,187,321,442,400,462,450,247,58,16,2590,77,204,480,644,954,1178,891,402,145,4975,822,2784,6723,7616,8751,8992,5681,2507,828,44712,17,50,122,165,223,345,373,209,82,1588,1621,1076,2189,2600,3361,4150,3797,3119,2169,24085,2548,5145,15918,20555,22580,24360,16344,7992,3725,119152
113,28,303,1095,1512,1659,1254,607,256,83,6800,525,2260,4453,4273,4476,2991,1413,591,151,21131,199,291,440,355,348,171,66,18,3,1891,54,156,289,375,435,386,182,67,24,1973,777,2705,5176,5005,5260,3556,1663,684,180,24999,18,61,159,234,344,360,184,125,44,1523,1049,850,1425,1580,1781,1769,1787,1580,739,12548,1887,4604,11053,11620,11515,8932,5031,2931,1115,58682,0,23,434,550,524,440,228,68,21,2292,0,31,274,337,334,377,133,37,6,1534,13,699,3212,2930,1968,1624,853,350,97,11731,41,379,1518,1688,1762,1631,975,387,119,8513,480,2424,5110,4268,4498,3852,2042,793,230,23703,143,265,359,315,365,255,153,33,7,1890,61,144,353,368,590,612,406,154,58,2745,687,2840,5820,4948,5452,4714,2602,980,291,28337,17,47,129,80,96,162,164,86,30,806,1163,981,1962,1969,2130,2418,2232,1837,994,15689,1922,5002,13350,12505,12269,11365,7194,3739,1558,68893
114,25,273,831,1720,2086,2003,1406,611,134,9079,300,1536,3301,3892,4563,3679,2823,1435,357,21893,144,198,276,322,328,219,126,36,13,1650,45,122,197,335,495,550,397,161,35,2330,484,1861,3774,4552,5387,4444,3338,1631,399,25876,22,58,134,189,403,429,399,202,53,1883,938,578,978,1294,1703,1766,2086,2102,1113,12549,1473,3097,7376,10572,12669,11933,9181,5294,1856,63449,0,20,367,612,683,835,740,264,43,3553,3,33,242,325,417,610,415,109,15,2161,3,353,1809,2327,2167,2568,2067,844,201,12342,37,328,1138,1785,2231,2424,2050,884,225,11101,342,1703,4096,3933,4578,4551,3532,1776,486,24998,111,214,285,261,290,292,204,63,9,1732,46,113,252,384,591,794,824,367,110,3474,499,2031,4631,4581,5460,5632,4561,2205,604,30210,14,21,83,91,140,239,308,127,61,1084,875,677,1346,1398,1771,2119,2725,2136,1286,14333,1429,3460,9617,11128,12871,14425,12869,6567,2422,74787
115,115,1069,2417,4333,4310,3207,1571,513,188,17730,443,2044,3514,5310,5200,3711,2231,839,239,23529,113,176,282,392,379,297,125,30,6,1804,62,166,330,663,808,816,441,159,30,3486,623,2383,4131,6358,6390,4822,2799,1022,280,28818,32,173,358,636,890,881,570,240,99,3876,1045,562,856,1375,1489,1500,1280,1001,858,9988,1836,6835,15855,24062,23590,17736,8763,3534,1646,103862,7,193,2550,4347,3433,2287,1037,280,52,14188,0,49,401,924,986,932,443,98,23,3864,25,2740,7451,9638,7740,5779,3054,899,239,37562,137,1029,2509,4172,4842,3635,2299,798,284,19696,444,1940,3867,4737,5555,4012,2665,1175,349,24738,99,140,200,351,331,266,179,41,12,1617,67,166,338,634,994,1073,826,301,107,4510,607,2252,4403,5728,6880,5346,3675,1514,463,30860,18,63,191,310,417,432,378,194,69,2064,790,541,1076,1356,1678,1557,1580,1141,1061,10787,1583,6862,18581,26465,25973,19977,12465,4928,2197,119030
116,135,1742,4866,4801,3382,1974,710,237,60,17907,724,3107,7673,7564,6394,4203,1923,807,154,32539,259,414,861,724,523,298,81,25,3,3196,99,275,706,927,783,605,234,75,16,3710,1087,3800,9239,9206,7702,5104,2242,907,175,39447,89,306,882,1027,1023,885,382,176,54,4814,2133,1544,3102,3045,2799,2614,2092,1556,637,19525,3474,9839,31064,29017,22380,14951,6674,3190,993,121572,0,280,4719,5206,2164,1294,503,94,27,14288,9,77,717,996,609,407,172,28,0,3019,41,3038,12487,11320,6731,4526,2043,456,113,40752,203,1889,6147,5864,4513,2883,1183,360,101,23144,702,3206,8038,7838,7026,5021,2591,1072,264,35759,227,372,630,653,550,441,137,35,11,3051,128,327,830,1146,1141,960,538,170,37,5280,1055,3906,9501,9634,8717,6427,3272,1275,313,44089,41,137,507,588,528,441,266,97,22,2625,1654,1605,3764,3460,3067,2779,2369,1468,673,20831,3001,10936,37832,37074,26318,18753,9810,3778,1246,148750
117,132,2441,6918,5139,3023,1906,860,348,74,20831,277,1922,5196,4079,2978,1952,1097,516,129,18142,84,236,515,388,266,162,53,15,4,1715,29,178,602,639,538,390,173,64,20,2632,387,2332,6310,5101,3781,2502,1330,598,148,22496,57,322,993,769,706,536,386,175,59,4008,1523,4095,9072,5052,3732,3145,2349,1746,857,31580,2153,16172,61426,36493,21874,14596,7226,3560,1290,164802,9,841,13485,8552,4643,2990,1393,331,66,32323,9,195,2022,1676,1223,904,405,73,7,6514,117,10358,34857,16131,8014,4835,2462,805,200,77782,203,2631,7954,5579,3788,2371,1262,516,148,24451,286,1933,6048,3824,3386,2250,1321,618,181,19849,65,213,382,338,278,202,97,25,8,1607,56,267,749,714,762,667,422,148,51,3843,418,2409,7184,4880,4430,3114,1835,793,243,25306,95,294,737,437,370,304,217,108,23,2583,1596,4803,11415,5877,4185,3361,2413,1664,887,36208,2444,21536,77660,43136,26653,17876,9994,4290,1580,205159
118,89,1195,4678,4587,3365,2476,1365,718,282,18774,162,1356,3964,3267,2844,2207,1488,886,373,16556,45,157,316,260,227,144,76,32,14,1272,26,153,470,549,563,482,317,139,70,2762,232,1662,4755,4079,3630,2838,1880,1059,455,20589,56,219,692,637,766,748,614,393,212,4341,1452,2441,6042,4311,3267,2844,2509,2082,1374,26320,1874,10571,43280,33576,23647,17283,10080,5757,2858,148929,4,447,7431,7089,4864,2998,1881,559,162,25442,15,78,1256,1441,1044,872,485,173,38,5393,64,5778,21791,14781,9527,6171,3662,1392,562,63723,85,1047,4296,4346,3759,2748,1870,835,346,19337,167,1046,4019,3075,2919,2204,1764,969,451,16612,53,110,228,217,227,165,118,44,11,1172,63,187,545,572,748,724,625,265,162,3900,284,1339,4800,3865,3891,3092,2505,1285,623,21682,47,178,485,405,375,402,358,208,104,2558,1154,2258,6193,4255,3336,2668,2673,2121,1522,26180,1650,11132,46255,36184,26807,18947,13437,6562,3362,164327
119,287,3814,9413,9027,6855,4053,1737,880,257,36324,901,3907,9446,10167,9251,6392,4224,2648,959,47899,243,462,1020,987,873,478,168,58,27,4315,93,410,949,1532,1654,1155,562,309,135,6804,1244,4780,11411,12681,11784,8019,4953,3016,1117,59016,127,621,1429,1709,1948,1432,937,666,275,9137,3387,3028,6363,5734,5672,5053,4357,4297,2583,40478,5120,18454,58310,49135,39854,26198,14754,9938,4493,226255,5,782,11579,8052,4107,2331,960,268,63,28145,14,158,1368,1439,1181,967,404,105,32,5680,78,7926,27964,17386,11295,7503,3430,1349,359,77283,330,3374,10571,9823,8518,5530,2592,1098,376,42214,792,3780,9711,10013,9909,7259,4739,2709,1079,49992,208,363,731,845,837,567,287,80,37,3958,129,494,1212,1787,2184,1884,1214,493,212,9597,1134,4637,11658,12640,12933,9707,6235,3281,1330,63548,76,358,1092,894,938,858,566,309,127,5214,2365,2884,6856,5249,5163,4677,4135,3650,2879,37849,4001,20117,71092,55493,44136,31561,18319,10053,5158,259934
120,109,2003,5102,5197,4042,2640,1129,482,175,20862,230,1527,3995,4029,3845,2620,1564,914,264,18993,70,204,416,385,342,170,93,23,12,1720,35,160,466,746,750,598,283,126,70,3234,343,1892,4876,5161,4939,3391,1944,1065,348,23956,47,253,719,822,948,795,438,316,136,4465,1269,1681,3995,3077,2715,2234,1989,2082,1454,20496,1799,10361,40421,34460,25938,17682,8415,4889,2350,146326,3,533,9512,7459,4817,3297,1642,394,92,27752,3,121,1305,1623,1382,1165,530,114,33,6271,38,5881,21234,15014,9930,6314,3196,1093,336,63032,134,1606,5197,5056,4642,3259,1742,630,256,22532,252,1407,4031,3684,4041,2934,1914,1061,387,19700,57,159,275,291,341,240,131,38,27,1558,53,207,526,723,971,897,623,227,128,4345,363,1768,4829,4698,5357,4073,2664,1326,543,25602,35,184,525,429,520,489,330,132,77,2722,909,1809,4681,3352,2799,2462,2010,1483,1030,20547,1488,11900,47286,37637,29451,21049,12119,5171,2360,168461
121,106,1596,5192,6901,6674,5534,3683,1960,710,32348,277,1640,3920,4167,4132,3069,2107,1156,498,20964,96,193,309,410,435,372,218,103,35,2174,64,195,470,835,1057,1135,814,415,224,5207,438,2027,4693,5414,5615,4580,3145,1676,766,28348,46,187,696,914,1096,1268,1118,762,387,6466,1679,1375,3648,3295,2978,2700,2298,2286,1914,22174,2296,10891,45619,50078,43718,32316,19246,10507,4993,219665,9,369,9806,13136,9872,6429,3843,1378,341,45185,3,103,1658,2455,2446,1862,1215,404,97,10244,37,5714,24399,24800,19508,13118,8016,3613,1299,100500,141,1216,4759,6125,6994,5509,4274,2309,970,32292,336,1405,3763,3750,4122,3180,2396,1286,561,20795,80,154,225,306,378,358,266,127,35,1930,59,200,491,810,1241,1386,1395,716,367,6670,479,1759,4485,4867,5730,4925,4059,2137,960,29395,19,142,477,667,709,697,720,450,236,4120,1151,1261,3909,3507,3070,2764,2611,2187,2104,22565,1846,10552,49496,55553,48339,35301,24740,12471,6013,244299
122,85,1143,3844,5692,4774,3560,2275,1070,367,22810,301,1705,4736,5351,5047,3475,2471,1318,480,24886,78,178,325,432,402,285,168,60,21,1951,43,166,414,757,927,873,598,268,110,4163,422,2045,5478,6542,6375,4631,3242,1649,616,30998,13,99,409,567,699,627,503,334,111,3362,1001,795,2039,2254,2198,2117,2022,2024,1877,16326,1529,6166,23764,31017,25329,18044,11559,6418,3385,127216,0,114,2598,4349,3668,2114,1240,415,103,14614,0,55,621,1223,1201,1062,572,157,40,4938,13,2294,10046,12591,9664,6084,3511,1422,491,46103,83,887,3693,5185,5519,3884,2768,1327,485,23826,315,1643,4535,5067,5478,3974,2755,1550,552,25866,81,134,227,323,378,273,215,69,35,1729,42,180,418,772,1213,1137,1047,523,242,5574,439,1963,5175,6166,7073,5377,4014,2141,826,33170,21,54,229,394,450,465,438,258,140,2454,817,764,2015,2268,2215,2022,2153,1982,1777,16012,1373,6127,24380,32181,29781,21014,14700,7704,3862,141119
123,119,1107,3147,3394,3029,2051,705,245,50,13866,772,3322,7208,7322,6737,5031,2137,732,180,33434,232,414,680,527,460,329,90,22,3,2750,89,238,557,724,776,691,246,63,16,3408,1095,3967,8437,8575,7971,6053,2479,816,199,39591,71,221,530,688,793,747,352,148,62,3617,1836,1116,1944,2259,2374,2220,1666,1282,689,15391,3145,7954,20120,20561,18462,14126,6160,2751,1058,94339,0,156,2011,2159,1249,843,356,96,18,6894,13,70,511,561,489,497,189,36,5,2367,10,1758,6323,5591,3609,2663,1276,330,80,21634,176,1406,4253,4242,3852,2866,1315,318,93,18520,766,3578,8639,7939,7175,5956,3234,1175,260,38730,221,347,579,545,467,391,173,32,14,2762,99,287,636,910,1019,1016,645,169,42,4831,1088,4214,9853,9390,8662,7361,4050,1381,319,46322,34,103,291,347,338,354,251,90,27,1845,1413,1235,2421,2373,2337,2316,2211,1490,1023,16826,2734,8946,25673,24670,20536,16904,9653,3742,1568,114410
124,132,1263,3551,4309,3877,3141,1410,564,152,18393,882,4421,9411,8649,8356,6009,2760,1060,303,41846,305,503,836,651,580,400,131,28,13,3441,93,310,607,862,998,912,411,168,46,4406,1274,5237,10855,10161,9927,7318,3302,1260,359,49697,67,242,595,719,999,1058,655,302,139,4777,1820,1484,2382,2562,2870,2755,2212,1788,1001,18866,3296,10015,24538,25255,24674,20018,9693,4591,1819,123909,0,192,2146,2137,1798,1697,919,240,32,9170,10,70,572,813,851,1019,501,93,11,3937,11,1936,6666,6645,4912,4417,2423,771,181,27968,197,1464,4567,4870,4561,3913,2148,785,191,22705,957,4488,10809,9205,8928,6931,3856,1474,389,47029,227,406,661,607,485,411,223,58,21,3091,118,333,708,987,1097,1282,944,295,121,5890,1299,5229,12173,10798,10514,8618,5020,1829,528,56007,38,96,254,347,345,424,373,162,66,2096,1411,1485,3292,2961,2948,2954,2799,1922,968,20754,2969,10468,29662,28567,25940,23054,14181,5802,1988,142630
125,191,3060,7586,6405,4648,3018,1434,586,169,27111,616,3221,7350,6834,6143,4526,2829,1517,446,33484,179,412,774,705,592,336,129,59,16,3204,80,323,789,975,1010,810,424,165,58,4638,873,3951,8917,8511,7748,5665,3381,1743,524,41317,77,442,1331,1173,1255,1097,677,399,143,6591,2561,3089,6607,4867,4303,3381,2829,2777,1616,32023,3771,15583,52953,38008,28630,19402,10708,6346,2606,178003,7,565,11977,8870,3540,2160,848,223,40,28235,7,141,1381,1322,896,756,333,93,17,4942,45,5769,25636,15729,8723,5738,2798,1080,271,65791,255,2551,8636,7311,5787,3908,1995,818,249,31495,598,2832,7657,7055,6366,4971,3130,1637,597,34850,162,337,609,588,552,422,197,68,19,2946,91,325,975,1236,1365,1180,780,335,124,6406,851,3493,9234,8878,8272,6572,4109,2045,742,44205,56,230,1062,826,653,648,482,213,92,4258,1788,2738,7755,5458,4254,3552,2869,2294,1576,32277,3005,15497,65673,48404,32119,23334,13424,6756,2994,211214
126,97,1225,2264,2910,2801,2128,1147,693,272,13535,166,856,1907,2265,2499,1807,1155,819,287,11760,61,107,181,203,241,166,70,48,17,1080,21,79,208,379,502,491,336,184,75,2277,251,1044,2298,2842,3245,2461,1558,1045,379,15120,35,114,314,426,576,535,379,304,161,2843,679,861,1205,988,1089,1068,994,1212,1124,9218,1079,6419,19276,18971,17421,12513,6749,4349,2253,89038,4,306,6009,5315,3498,2364,1182,348,89,19112,0,68,638,815,795,732,384,116,23,3570,21,3635,11400,9168,6691,4847,2580,1069,398,39816,81,1033,2337,2793,3064,2359,1528,719,373,14289,170,876,1965,2056,2443,1979,1294,823,369,11975,56,88,140,158,193,158,118,59,16,983,28,133,230,373,626,621,528,282,148,2967,255,1091,2333,2584,3263,2756,1938,1170,537,15927,17,105,286,312,331,332,290,165,77,1916,503,703,1505,1209,1118,1132,1032,1101,1160,9460,875,6948,24510,22197,18769,14531,8939,4687,2650,104102
127,256,2272,5345,5202,3730,1963,682,229,38,19726,803,3428,7784,7911,7331,4814,2378,982,187,35610,235,447,964,824,639,328,81,11,7,3537,100,342,834,1064,982,555,200,78,19,4185,1135,4218,9580,9803,8951,5698,2663,1069,216,43335,111,371,937,1076,1206,877,441,189,45,5258,2960,1952,4037,4244,4479,3763,3028,2197,848,27521,4500,11986,30122,27784,23653,15545,7707,3933,1205,126431,0,339,2932,2147,1215,820,315,56,14,7844,8,127,587,581,394,318,148,27,0,2200,32,4143,11364,8067,4998,3458,1517,395,74,34050,279,2535,6741,6482,5276,3148,1269,416,88,26234,773,3593,9027,8520,8347,5689,3254,1345,332,40890,217,398,779,828,736,443,165,25,12,3598,109,379,946,1333,1496,1093,585,190,65,6192,1100,4372,10747,10683,10581,7234,4008,1562,410,50682,38,172,564,568,637,516,256,120,29,2902,2191,2148,4530,4248,4175,3862,2990,1976,937,27065,3657,13828,37470,32782,27272,19365,10498,4555,1547,150970
128,141,1266,3475,4581,4082,2960,1422,601,195,18722,434,2574,5688,6302,6098,4480,2946,1659,472,30651,119,217,374,429,435,357,150,55,17,2150,58,202,461,752,990,976,534,239,71,4295,604,3002,6530,7486,7517,5814,3630,1955,565,37092,38,181,437,606,908,982,673,496,159,4482,919,623,1433,1426,1529,1512,1366,1676,1048,11539,1708,7255,19917,22592,20991,16456,8884,5422,2124,105349,0,121,1838,2233,1881,1485,713,201,51,8525,0,56,589,805,751,907,383,75,15,3582,14,2323,7250,7264,5220,4263,2048,721,258,29366,100,1001,3548,4618,4639,3617,2032,740,269,20571,380,2226,5686,6119,6242,5014,3337,1873,744,31625,74,163,255,325,357,327,209,70,29,1813,49,184,427,763,1039,1196,1035,427,191,5324,499,2579,6368,7211,7641,6546,4577,2369,970,38758,18,66,188,258,345,460,403,232,92,2066,624,554,1491,1541,1565,1652,1621,1510,1278,11839,1265,6696,21277,23929,22047,18931,11779,5855,2932,114699
197,0,0,0,0,0,3,3,0,0,6,0,0,3,4,4,5,4,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,4,5,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,3,9,0,21,0,0,3,7,7,12,15,14,0,63,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,6,5,3,7,3,0,3,35,0,0,8,0,3,6,13,3,0,31,0,3,4,9,11,8,20,3,3,61,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,4,0,0,0,8,3,3,4,7,11,11,23,3,3,74,0,0,0,0,0,0,0,0,0,3,0,3,7,6,6,13,21,14,0,69,4,3,30,15,24,43,60,25,3,212
199,0,67,153,130,114,119,48,11,0,646,37,137,341,270,272,210,161,20,7,1448,27,42,35,24,21,14,6,0,0,164,5,18,44,31,40,35,20,0,0,193,62,197,418,330,327,262,188,20,7,1802,4,13,45,28,27,33,16,4,3,166,142,227,581,611,607,409,240,89,62,2966,213,692,1941,1417,1270,1020,562,139,74,7324,0,14,165,85,39,31,20,12,0,365,0,3,31,23,23,26,11,0,0,120,0,199,494,197,146,110,88,16,4,1247,8,71,146,99,99,128,100,14,3,663,22,140,314,226,252,265,169,18,3,1416,9,28,23,22,12,15,11,0,0,126,7,28,33,29,26,49,23,4,0,195,36,197,363,277,290,333,205,23,7,1738,0,9,21,14,13,10,15,5,0,83,131,313,798,701,670,495,283,90,29,3513,183,808,2023,1392,1284,1142,722,150,41,7741
201,28,439,1356,1840,1887,1723,897,345,91,8603,449,1946,3781,4060,4175,3125,1768,734,182,20212,159,254,386,278,246,170,67,16,3,1580,35,153,260,316,314,263,127,59,26,1550,646,2354,4424,4656,4738,3559,1961,804,205,23341,22,55,99,166,219,278,193,111,31,1168,994,628,980,1245,1557,1849,1887,1792,929,11862,1693,4318,10750,12001,12013,10548,6287,3439,1342,62387,0,74,644,836,858,816,460,130,10,3831,0,38,466,712,780,767,387,91,11,3249,5,935,3498,3493,2554,2238,1465,457,130,14773,51,534,1685,2053,2352,2068,1468,512,137,10860,448,2122,4693,4213,4509,3849,2407,982,286,23506,128,256,339,296,240,217,100,19,4,1605,39,126,294,376,398,417,297,131,40,2121,617,2496,5331,4884,5152,4479,2810,1129,334,27231,8,34,74,83,123,151,167,75,33,752,965,777,1390,1497,1933,2201,2429,1741,913,13842,1654,4882,13086,13563,13739,12723,9189,4136,1562,74538
202,17,376,1072,1630,1832,1826,1022,381,129,8286,404,1907,3713,4021,4373,3157,1697,736,175,20176,143,233,342,277,251,172,47,10,3,1482,41,119,257,295,341,323,139,62,15,1592,582,2259,4313,4591,4964,3652,1885,803,193,23250,11,56,119,170,223,284,184,103,32,1178,874,547,995,1245,1402,1648,1751,1835,1099,11397,1496,3989,10004,11714,12073,10574,6244,3535,1547,61175,0,85,544,798,816,709,513,122,28,3619,7,48,465,812,800,820,425,86,12,3457,8,817,3352,3562,2585,2337,1475,516,136,14790,43,436,1487,1876,2146,2158,1548,574,186,10447,381,2098,4547,4010,4409,3917,2300,1023,274,22956,95,223,317,268,262,223,105,14,7,1518,36,133,322,350,397,464,344,122,52,2221,512,2452,5191,4630,5073,4606,2753,1153,331,26699,7,43,101,97,102,158,163,86,46,804,1068,746,1644,1661,1962,2217,2277,1789,1128,14487,1638,4615,12776,13438,13479,13008,9161,4335,1862,74307
