SA4_CODE_2016,C16_450_549_1PF_CU15_DS,C16_450_549_1PF_CU15_NDS,C16_450_549_1PFnoCU15_DS,C16_450_549_1PF_NDCO,C16_450_549_T,C16_550_649_1PF_CU15_DS,C16_550_649_1PF_CU15_NDS,C16_550_649_1PFnoCU15_DS,C16_550_649_1PF_NDCO,C16_550_649_T,C16_650_749_1PF_CU15_DS,C16_650_749_1PF_CU15_NDS,C16_650_749_1PFnoCU15_DS,C16_650_749_1PF_NDCO,C16_650_749_T,C16_750_849_1PF_CU15_DS,C16_750_849_1PF_CU15_NDS,C16_750_849_1PFnoCU15_DS,C16_750_849_1PF_NDCO,C16_750_849_T,C16_850_949_1PF_CU15_DS,C16_850_949_1PF_CU15_NDS,C16_850_949_1PFnoCU15_DS,C16_850_949_1PF_NDCO,C16_850_949_T,C16_950_and_over_1PF_CU15_DS,C16_950_and_over_1PF_CU15_NDS,C16_950_and_over_1PFnoCU15_DS,C16_950_and_over_1PF_NDCO,C16_950_and_over_T,C16_Rns_1PF_CU15_DS,C16_Rns_1PF_CU15_NDS,C16_Rns_1PFnoCU15_DS,C16_Rns_1PF_NDCO,C16_Rns_T,C16_Tot_1PF_CU15_DS,C16_Tot_1PF_CU15_NDS,C16_Tot_1PFnoCU15_DS,C16_Tot_1_pa_f_NDCO,C16_Tot_T
111,88,379,112,150,734,22,63,19,32,135,0,15,4,12,31,0,3,3,0,8,0,0,0,0,4,0,4,0,5,8,13,101,12,61,192,718,4160,973,1980,7831
112,60,297,82,116,557,19,108,36,33,193,7,40,0,13,56,3,12,7,6,27,4,11,0,0,15,4,7,6,0,10,8,73,12,47,139,535,3100,785,1311,5734
113,6,14,3,9,30,0,4,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,48,9,32,94,303,1926,272,685,3185
114,26,67,24,13,129,6,14,4,9,42,0,3,3,3,10,0,3,0,3,4,0,0,0,0,0,0,3,0,0,4,7,46,4,32,89,277,1587,330,658,2857
115,53,182,92,113,445,75,200,94,110,475,32,83,35,55,203,18,28,17,25,84,8,14,9,8,36,3,16,9,3,31,4,22,11,9,47,234,752,330,448,1767
116,145,528,175,239,1092,59,192,68,97,420,18,61,23,35,146,9,11,0,5,26,0,3,0,3,8,0,5,0,0,5,33,135,32,90,291,932,4233,1010,2255,8433
117,27,225,65,137,458,17,185,67,128,392,26,184,54,106,381,10,77,47,70,198,10,36,29,32,107,15,70,48,34,167,10,47,30,61,150,239,1659,664,1356,3913
118,21,240,95,171,535,38,293,95,137,567,32,186,66,89,372,12,100,43,50,206,12,72,27,34,139,41,214,91,61,415,4,48,23,56,127,221,1587,636,965,3407
119,248,988,353,687,2275,142,563,212,336,1258,80,217,84,129,499,17,56,25,33,132,3,26,4,14,50,11,22,14,18,58,31,143,65,140,387,1023,4439,1734,3352,10543
120,65,405,205,242,921,43,266,125,181,612,33,204,95,112,441,10,88,54,51,198,9,37,23,29,94,9,53,42,31,137,0,50,30,45,121,252,1747,834,1200,4034
121,57,414,191,239,897,55,373,193,203,829,54,260,149,124,581,51,150,98,71,382,24,97,52,43,214,75,151,154,85,468,8,27,32,41,111,377,1820,1046,1121,4363
122,27,288,87,166,577,36,207,91,119,450,31,149,51,71,300,30,101,49,66,239,23,60,34,32,148,49,103,43,41,246,0,32,14,24,74,228,1159,462,702,2552
123,118,480,101,228,924,31,104,26,50,213,6,18,5,15,41,0,4,0,0,6,0,3,0,0,8,0,4,0,0,10,24,107,20,65,212,684,3273,666,1731,6353
124,152,513,125,200,990,25,112,24,48,214,10,28,7,6,49,0,14,3,10,19,3,3,3,0,11,0,3,0,0,8,24,89,28,55,186,676,3758,788,1723,6944
125,231,847,291,499,1872,92,303,113,198,708,28,109,35,68,231,15,43,11,26,98,7,16,4,6,26,3,8,5,3,15,19,99,59,120,299,840,3480,1255,2607,8183
126,30,201,115,153,499,48,185,79,102,412,23,94,48,45,210,7,32,29,21,88,11,20,3,3,36,6,21,13,4,50,3,31,14,30,81,172,893,465,661,2185
127,258,826,289,573,1946,95,264,78,151,582,19,55,22,42,141,0,21,5,7,28,3,6,0,0,13,3,6,3,3,13,38,135,48,113,336,1061,4162,1417,3101,9740
128,52,306,95,173,632,47,171,79,106,400,29,105,47,43,219,16,22,14,22,69,3,11,0,3,26,0,10,12,6,39,0,34,15,36,91,218,1266,443,790,2710
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,3,8,3,3,21,0,6,0,4,8,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,42,8,21,80,304,1896,393,671,3260
202,4,12,3,3,21,0,5,0,3,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,33,3,13,61,330,1787,360,660,3128
203,31,68,23,34,157,8,15,9,3,32,3,0,5,4,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,14,78,20,49,163,559,2863,787,1154,5362
204,3,14,0,0,20,3,3,0,0,6,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,3,0,0,3,8,50,7,22,88,315,1917,388,631,3252
205,3,10,3,5,21,0,11,0,0,14,0,7,0,0,7,0,3,0,3,8,0,0,0,0,0,0,0,0,0,3,10,63,21,32,127,538,3139,615,975,5259
206,44,427,191,250,912,42,220,127,107,500,29,119,61,56,257,17,69,49,28,157,13,33,42,17,111,26,68,41,51,184,23,119,53,99,303,537,3294,1429,2144,7404
207,99,340,229,147,818,52,134,89,78,353,22,67,48,26,166,12,31,31,9,81,11,17,15,6,45,19,30,35,12,89,11,45,30,55,146,398,1543,967,975,3885
208,86,372,175,170,810,45,167,111,83,398,26,91,49,38,202,18,63,33,14,124,10,38,14,8,70,22,58,37,25,144,13,56,30,45,151,401,2089,1016,1341,4849
209,55,173,76,92,391,10,38,24,14,85,5,12,4,9,29,7,18,3,9,40,3,4,0,0,7,3,21,9,3,37,26,92,45,80,249,700,3677,1119,1982,7477
210,46,99,42,51,243,13,21,5,8,45,5,10,3,6,27,3,7,0,3,12,0,3,4,0,8,3,15,5,10,35,22,90,30,55,202,649,2632,850,1574,5702
211,84,234,127,140,584,23,50,25,34,128,4,9,11,8,33,3,10,5,3,21,0,0,3,0,7,3,6,4,11,26,19,92,33,80,227,677,3134,1197,1838,6842
212,112,320,166,166,764,31,92,58,58,237,7,29,19,17,75,9,15,9,12,42,0,6,3,0,10,8,25,12,14,57,40,171,75,146,434,1332,5569,1878,3116,11901
213,70,231,92,116,513,18,59,24,40,136,7,28,18,8,64,3,23,4,7,33,3,0,0,3,4,3,26,6,8,46,57,232,54,139,481,1463,6600,1857,3189,13104
214,48,126,55,63,283,16,41,16,15,79,0,29,5,0,32,0,5,0,0,11,0,3,0,3,4,10,10,3,6,22,12,80,21,52,166,566,3091,871,1475,6000
215,0,8,0,0,8,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,36,10,26,79,264,1613,300,545,2716
216,3,5,4,4,15,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,0,17,61,269,1498,316,600,2683
217,8,6,0,3,16,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,5,15,53,206,1165,283,425,2080
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,109,444,145,195,891,17,87,36,43,181,9,32,9,18,68,4,15,3,3,25,3,8,0,0,10,0,4,0,0,10,10,56,24,33,127,420,2471,608,1143,4647
302,59,247,70,123,505,23,51,18,36,125,3,10,8,11,32,0,4,3,0,13,0,0,0,0,5,0,3,0,3,7,9,50,12,42,108,351,2021,577,1193,4146
303,112,436,163,215,924,33,106,54,50,243,11,46,17,31,104,3,15,7,8,30,0,4,3,4,16,3,9,0,6,12,7,73,22,41,148,529,2689,878,1567,5669
304,65,254,92,92,496,20,76,49,32,174,19,25,13,15,67,6,15,7,4,30,0,9,5,0,9,0,3,4,0,9,3,19,10,13,42,236,1130,441,497,2310
305,51,295,155,133,639,31,144,112,72,358,15,70,26,48,157,14,31,26,10,89,15,25,13,3,57,3,26,17,11,65,3,27,11,30,73,235,1495,677,799,3205
306,23,130,40,42,236,7,42,7,6,69,0,15,0,0,20,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,10,100,3,39,152,612,3992,671,1429,6704
307,0,8,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,29,10,20,65,217,1627,187,465,2493
308,14,35,10,10,77,4,12,0,8,18,0,0,0,3,6,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,7,54,10,34,114,492,3081,397,954,4931
309,320,1082,353,612,2366,84,365,127,193,779,30,137,41,69,275,14,47,26,22,104,7,30,10,11,55,13,20,10,23,66,22,128,36,85,272,1257,7058,1848,3520,13688
310,46,149,27,54,283,5,30,10,14,55,0,11,0,3,14,0,3,0,3,6,0,0,0,0,0,0,4,0,0,5,23,107,18,65,216,1058,5618,992,2073,9733
311,71,276,40,99,492,12,63,11,34,122,0,25,6,9,45,3,10,0,3,10,0,3,0,0,3,0,0,0,0,4,22,139,20,55,229,998,5362,903,2051,9321
312,7,42,10,8,71,0,6,0,7,16,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,59,7,18,88,307,2311,294,633,3542
313,31,153,34,61,282,11,48,12,16,83,3,9,4,8,24,0,8,0,3,12,0,4,0,0,3,0,3,3,0,10,11,101,20,49,176,653,4077,719,1675,7127
314,32,192,35,68,330,11,51,7,12,84,7,9,3,3,20,0,4,0,0,8,0,0,0,0,3,3,0,0,0,4,5,49,9,22,84,396,2500,428,760,4087
315,3,28,0,4,45,0,8,0,6,10,0,7,0,3,7,0,3,0,0,5,0,8,0,0,8,0,0,0,0,0,10,89,4,27,130,180,1707,110,540,2534
316,188,651,182,276,1291,39,153,55,60,309,12,40,9,18,88,3,14,0,3,20,4,7,0,0,10,0,5,4,4,14,13,58,19,47,135,729,4037,1038,1859,7654
317,9,38,7,6,64,3,8,4,4,12,0,7,0,3,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,51,3,15,72,374,2017,377,726,3497
318,17,58,13,21,110,5,20,3,3,33,0,3,0,4,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,14,78,13,32,128,604,3565,621,1192,5985
319,10,43,6,14,68,4,4,0,3,15,4,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,3,0,9,11,96,16,47,171,698,4532,702,1552,7489
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,48,160,85,50,337,17,39,38,18,104,7,19,7,6,39,3,15,3,4,26,3,0,5,0,15,0,3,0,4,9,3,37,22,34,88,368,1865,801,804,3835
402,19,63,16,17,123,6,12,3,3,23,0,7,0,0,9,0,7,0,0,9,0,0,0,0,0,0,3,0,0,3,21,150,38,92,303,1093,6115,1296,2405,10909
403,40,116,41,50,245,11,29,8,12,61,0,18,0,8,22,4,0,0,0,5,0,0,0,0,0,0,6,6,0,7,13,77,21,53,161,692,3728,989,1618,7033
404,18,76,36,50,185,3,18,18,5,47,3,11,3,3,22,0,3,0,3,7,0,0,0,0,3,0,0,0,0,4,8,73,27,51,161,448,2158,780,1461,4847
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,17,43,204,995,189,324,1713
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,6,25,97,179,1237,180,424,2022
407,3,7,0,3,17,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,6,39,11,27,91,340,2080,403,701,3522
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,16,67,16,20,118,5,12,0,3,12,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,36,10,15,74,333,2059,368,639,3397
502,18,46,16,14,96,3,3,3,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,6,12,4,17,42,227,1264,235,442,2162
503,23,137,74,53,283,18,75,46,38,178,10,56,33,14,106,7,28,20,13,66,14,14,12,7,46,20,26,12,9,59,4,14,15,6,43,118,714,329,358,1519
504,76,247,83,109,510,12,41,4,14,71,3,9,3,7,21,0,0,0,0,7,0,3,0,0,3,0,5,3,0,8,6,54,12,41,114,418,2214,518,952,4110
505,168,575,237,262,1240,45,125,55,56,283,11,54,19,25,116,12,21,8,5,45,3,13,9,3,28,4,11,0,4,24,24,85,25,71,196,821,4386,1233,1940,8379
506,152,462,151,213,979,33,84,36,38,191,5,23,15,14,58,0,11,0,5,19,3,10,3,0,13,0,5,3,11,23,12,101,27,75,212,781,4084,1025,1774,7661
507,102,434,124,163,819,28,96,38,45,207,4,27,13,11,55,6,13,14,8,36,0,4,3,0,7,7,13,9,6,36,7,93,27,41,169,672,3899,844,1471,6886
509,0,12,0,3,18,0,4,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,47,6,17,76,208,1322,181,445,2163
510,7,46,10,22,90,3,24,4,15,45,3,17,3,4,28,0,16,0,3,17,0,3,0,0,5,0,3,0,3,11,8,107,5,47,171,194,1512,135,514,2348
511,3,25,5,11,52,0,3,0,3,13,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,74,3,40,129,221,1589,189,521,2517
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,22,53,22,16,116,3,18,3,3,29,0,3,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,15,72,17,26,125,520,3047,589,971,5119
602,7,7,4,9,25,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,31,7,22,61,297,1796,310,574,2980
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,14,54,310,48,93,505
604,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,0,16,69,264,1562,275,515,2616
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,32,226,38,123,423,18,123,33,51,221,9,39,7,15,72,0,16,0,3,28,0,5,0,5,12,0,4,3,0,8,9,62,13,29,108,208,1291,232,574,2313
702,13,65,10,22,108,3,32,3,6,40,0,3,0,3,7,0,0,0,0,0,0,3,0,0,3,0,3,0,3,3,18,216,11,88,331,222,2045,144,734,3150
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,97,435,167,229,937,40,110,63,51,264,12,33,15,17,84,3,17,7,4,31,3,10,4,0,21,8,11,7,4,24,17,77,26,62,184,567,3186,953,1435,6144
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,5,38,11,24,72
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
