SA4_CODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
206,28,20,4,3,22,89,37,107,2231,3090,4030,2959,3493,1726,200,18044,10,30,19,26,45,258,71,155,524,197,139,93,111,74,25,1768,12,6,3,11,10,115,145,321,1855,1336,826,578,828,223,90,6358,3,3,3,4,11,31,16,34,236,202,217,204,204,96,49,1318,18,3,15,43,11,304,430,458,1174,488,227,700,336,119,128,4448,18,67,80,136,88,346,154,141,334,138,79,102,94,74,67,1917,3,14,9,8,13,41,34,25,71,28,18,36,14,10,35,351,4,4,0,0,10,15,7,3,81,91,99,71,90,49,18,531,519,550,184,109,3564,1363,190,279,959,242,172,141,128,156,360,8921,15,14,5,3,94,34,14,9,44,22,5,10,14,7,3182,3476,623,706,326,336,3861,2588,1102,1531,7525,5825,5817,4902,5320,2527,4155,47144,12,12,5,9,12,52,32,71,660,746,981,932,1263,928,673,6386,4,3,8,13,10,67,46,82
207,18,11,3,0,19,61,26,53,986,1309,1580,1156,1188,557,95,7062,8,30,14,11,50,148,46,92,343,136,96,57,70,36,23,1163,11,0,6,14,11,70,73,177,988,674,427,298,425,106,77,3373,0,3,0,4,10,16,13,18,129,107,118,74,79,26,30,623,13,10,5,26,9,171,230,300,753,300,134,448,154,71,111,2731,11,33,50,93,83,292,148,181,451,170,80,97,91,41,60,1876,4,3,6,6,9,27,20,20,73,39,19,19,10,8,23,296,3,0,3,0,5,7,3,4,56,37,39,35,39,33,20,278,358,410,104,122,2734,2046,493,585,1984,536,334,195,191,127,407,10626,12,20,10,4,69,62,15,22,61,17,11,8,6,5,1691,2015,437,527,210,278,2994,2904,1069,1449,5827,3319,2842,2379,2248,1013,2541,30039,20,15,3,3,24,75,50,100,833,1027,1319,1209,1707,1299,1036,8710,4,3,11,13,21,97,65,91
208,25,11,3,9,14,68,26,88,1490,1803,2075,1259,1332,584,142,8934,15,14,9,17,49,183,51,109,397,155,88,45,86,30,24,1270,14,5,10,13,10,105,102,248,1340,827,545,345,453,105,80,4185,4,0,3,3,3,28,27,35,193,139,143,93,86,39,30,819,17,12,7,32,17,225,330,362,838,329,143,467,159,63,165,3159,8,37,53,84,107,362,163,180,424,161,64,93,85,36,59,1920,5,0,3,8,18,34,30,21,73,37,17,17,18,8,28,311,3,3,0,0,7,16,3,7,79,49,53,22,41,18,31,331,279,412,129,116,3011,2091,442,607,1747,412,262,166,160,148,452,10423,13,25,4,4,101,75,19,10,71,13,13,10,7,4,1925,2299,371,517,224,282,3339,3186,1179,1660,6655,3914,3407,2513,2433,1039,2926,33652,28,14,10,0,16,84,36,86,865,1161,1466,1194,1651,1108,1065,8778,6,7,5,11,19,70,52,80
209,19,9,9,3,19,81,19,71,1980,2059,1799,925,618,150,140,7888,3,13,13,21,38,140,49,96,363,114,55,29,24,12,18,996,13,6,7,6,9,127,127,290,1587,821,403,180,208,34,88,3918,5,0,8,4,9,23,25,50,236,158,118,61,46,12,43,791,17,8,9,37,21,352,516,533,882,286,79,218,60,9,160,3201,7,45,53,94,99,401,154,162,296,75,41,20,12,5,65,1530,0,5,9,14,10,67,44,40,67,25,13,12,4,0,22,333,7,0,0,0,7,16,3,8,86,59,45,23,14,11,43,312,291,630,159,125,5137,2305,455,484,1317,186,83,64,30,37,475,11772,16,31,4,5,135,73,29,26,64,17,3,3,3,0,1755,2164,383,755,277,310,5486,3583,1430,1763,6875,3791,2644,1532,1017,271,2803,32907,31,13,15,6,24,89,60,110,1550,2007,1938,1292,1140,511,1237,10025,4,9,5,24,26,108,81,147
210,19,0,0,4,9,58,17,60,1541,1475,1166,474,285,78,105,5300,3,11,5,7,31,82,36,65,183,44,29,6,14,3,13,529,9,0,0,6,4,81,94,198,1042,503,229,103,88,9,64,2436,3,0,0,3,4,24,20,30,172,126,73,37,17,8,38,561,12,12,6,33,26,285,400,399,656,195,47,131,24,3,140,2375,8,27,32,58,93,251,117,106,178,42,9,14,4,0,43,989,3,0,8,13,8,47,36,31,48,13,3,9,3,0,27,245,5,0,0,0,8,18,0,11,56,27,23,15,14,0,30,197,227,556,186,107,4033,1869,365,366,958,98,53,21,7,28,380,9258,13,21,3,10,138,66,17,16,41,7,0,3,0,0,1259,1597,301,624,247,233,4359,2777,1105,1284,4873,2540,1638,808,453,138,2099,23477,23,7,10,4,17,64,35,81,1207,1513,1389,821,636,212,776,6803,4,8,7,9,32,90,64,97
211,30,22,13,18,38,127,41,138,2710,2901,2493,1014,731,192,223,10679,6,13,18,23,39,214,81,157,560,154,83,34,35,17,42,1471,15,5,6,18,34,171,202,452,2467,1281,626,304,294,41,144,6047,0,3,6,11,3,34,37,72,344,238,158,74,59,13,55,1110,17,12,11,33,26,349,620,622,1393,461,146,342,45,15,229,4303,10,40,76,124,163,564,274,278,506,118,51,54,35,18,80,2392,10,4,5,6,17,68,40,49,113,30,14,18,7,5,54,436,0,3,0,0,7,24,8,16,108,88,54,25,18,7,34,387,261,427,169,152,4041,3199,698,846,1825,232,131,87,38,37,499,12644,16,24,3,5,126,96,22,11,76,17,15,0,4,3,2008,2426,362,549,303,393,4486,4839,2020,2643,10110,5520,3766,1937,1264,339,3371,41909,36,12,12,10,33,93,55,124,1757,2373,2438,1658,1528,606,1660,12406,3,5,14,23,30,120,80,198
212,48,15,11,8,42,134,44,186,3531,3089,2258,974,711,173,229,11441,16,31,18,24,88,265,88,155,527,147,59,36,34,11,23,1523,20,14,4,18,22,173,236,481,2430,1107,537,210,207,38,160,5664,9,4,3,8,19,60,40,65,426,239,146,59,46,15,51,1190,23,9,24,70,44,656,1007,895,1482,443,115,276,65,21,286,5412,17,62,109,154,224,640,318,289,477,107,36,47,23,9,86,2596,9,6,14,22,25,92,80,62,126,23,6,18,0,0,63,550,3,3,4,0,7,30,14,20,146,72,42,15,13,9,44,434,601,851,274,168,6825,3573,761,817,1974,289,135,53,50,64,670,17106,33,53,8,15,235,125,35,35,103,26,21,3,9,0,2447,3150,777,1048,458,488,7531,5755,2625,3009,11218,5548,3356,1692,1158,342,4053,49069,59,38,17,11,48,163,119,244,3382,3703,2981,1696,1526,632,1779,16396,11,14,11,25,56,185,128,223
213,40,6,6,9,21,106,32,109,2996,3062,2652,1151,815,227,187,11418,9,14,13,13,44,133,34,106,327,105,65,23,11,12,23,934,12,8,4,12,7,127,154,379,1909,956,456,213,168,13,91,4522,8,7,0,12,6,26,18,73,316,242,167,81,45,20,64,1098,30,7,15,62,27,531,779,737,1348,390,97,220,40,12,231,4529,17,47,81,100,152,431,190,153,260,51,11,16,6,0,70,1593,5,7,9,12,31,85,70,61,102,29,12,12,3,0,52,492,3,0,0,0,6,19,6,21,112,89,67,26,21,5,31,394,414,715,229,152,6102,2347,451,359,1041,112,42,22,15,33,539,12562,25,28,13,6,179,83,35,25,63,13,9,3,3,4,2197,2683,572,842,376,381,6573,3886,1768,2021,8485,5040,3567,1771,1122,325,3495,40227,53,28,6,14,30,99,59,160,2490,2964,2615,1491,1161,407,1382,12966,8,11,10,17,42,129,96,178
214,28,12,3,3,13,75,22,79,1543,1444,1022,350,294,74,94,5063,6,4,7,13,41,178,47,108,333,110,55,26,30,22,21,984,6,3,0,10,21,117,95,270,1335,657,337,142,156,36,95,3273,3,0,0,5,13,37,20,41,194,151,83,32,23,3,34,640,13,9,3,29,13,212,316,358,819,258,47,181,37,10,120,2430,3,26,46,79,103,407,157,175,305,82,41,30,23,12,66,1558,4,5,8,9,8,50,32,27,63,13,6,15,4,0,29,266,0,3,0,0,9,13,8,5,86,47,31,10,12,4,23,259,150,303,110,87,3431,2463,530,568,1475,235,142,83,67,56,410,10112,15,14,9,3,103,61,20,22,55,10,3,7,3,3,1439,1760,222,375,188,235,3753,3618,1254,1659,6203,3012,1760,873,641,223,2328,26358,16,8,8,3,11,46,30,74,846,1023,1081,576,432,163,662,4993,0,7,6,6,16,65,63,103
215,68,47,11,24,90,245,45,106,1580,766,405,164,95,56,85,3777,4,8,8,8,31,136,41,61,212,52,20,12,13,9,23,637,22,22,6,11,41,162,143,254,1055,363,120,55,50,16,52,2378,3,0,3,3,14,48,26,21,166,75,38,7,5,0,18,432,16,12,10,30,37,247,220,195,346,80,21,41,17,6,90,1357,3,19,37,54,110,277,106,76,121,30,6,0,4,3,40,894,3,0,3,4,15,47,35,12,48,6,5,3,0,0,16,200,7,3,0,0,12,35,7,14,52,31,13,6,3,3,22,214,96,219,75,61,2493,1334,250,212,640,69,25,15,16,14,301,5824,13,14,3,6,124,49,14,16,48,3,3,3,0,0,905,1210,233,340,159,191,2963,2588,885,978,4269,1480,661,308,207,114,1560,16928,41,23,14,15,49,126,64,117,1004,796,464,204,157,58,487,3614,0,7,3,9,8,53,34,69
216,36,25,4,10,68,143,28,69,1061,662,415,143,103,26,99,2887,6,6,3,9,24,98,22,55,157,28,19,5,3,0,16,463,7,9,9,8,25,100,74,193,830,258,113,39,44,16,42,1762,4,0,0,0,4,21,13,28,134,62,34,10,3,0,21,348,3,12,12,13,14,141,207,144,301,80,19,37,16,7,59,1059,0,12,23,40,79,205,86,76,131,24,4,3,0,0,19,702,4,3,0,6,22,37,28,23,36,7,0,0,0,0,14,184,3,3,0,0,4,16,4,9,53,29,11,3,10,7,18,183,85,175,59,47,1907,1084,155,179,558,54,36,7,4,12,200,4565,14,8,3,8,63,41,12,11,29,7,3,0,0,0,699,892,159,246,116,142,2213,1884,641,789,3290,1221,648,252,181,78,1184,13048,20,17,9,15,37,109,60,104,735,616,444,209,135,72,425,3005,0,3,3,7,5,37,29,42
217,29,31,7,8,61,147,22,78,1055,602,350,149,105,54,58,2751,3,16,5,5,32,121,32,55,203,49,23,6,9,9,14,592,14,11,4,10,26,118,96,203,816,293,146,69,67,23,41,1933,8,0,0,3,3,24,21,30,127,57,37,14,11,3,21,365,12,8,0,12,18,172,223,152,292,82,34,40,19,7,66,1133,3,11,29,49,84,209,97,65,93,20,3,9,9,0,28,714,0,0,3,6,9,33,26,19,32,15,0,3,0,0,25,176,0,9,0,0,7,8,0,3,54,34,10,3,4,4,23,167,47,136,39,38,1652,1018,148,150,495,58,31,14,9,9,196,4041,4,3,0,0,48,38,10,5,33,13,3,3,0,0,700,871,126,226,90,141,1933,1891,678,759,3207,1213,640,313,238,117,1170,12737,31,19,5,5,19,84,42,66,702,551,419,228,155,105,390,2811,3,3,5,3,5,46,27,57
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,12,3,0,3,16,43,24,53,1347,1342,1061,461,340,95,80,4887,3,3,3,6,24,95,26,66,209,71,49,11,12,16,12,618,8,0,3,0,11,53,66,184,1057,631,266,108,96,25,40,2557,0,0,0,3,0,19,11,31,163,98,79,31,31,3,25,492,12,3,0,14,12,163,266,295,659,203,65,171,41,8,90,1994,3,12,30,41,72,255,116,97,181,49,30,20,11,5,32,938,3,3,4,7,6,30,30,34,51,14,11,18,3,0,23,230,0,0,0,0,3,5,6,9,41,33,29,16,10,4,17,169,96,177,92,72,2293,1632,380,409,945,127,60,35,36,32,275,6652,9,8,3,3,49,34,7,8,34,6,3,0,0,0,1062,1224,143,207,132,150,2487,2331,921,1178,4674,2578,1653,872,577,196,1657,19754,12,10,6,5,8,32,23,43,889,1281,1242,707,628,213,520,5629,4,3,3,3,12,36,32,58
302,17,7,0,3,12,31,7,55,1289,1341,1208,592,368,94,85,5098,0,4,3,4,13,64,18,57,160,70,41,17,15,5,12,484,3,6,4,3,8,48,72,184,919,497,286,129,106,18,33,2319,0,0,0,3,0,13,7,22,157,128,73,38,32,4,18,500,3,4,7,11,5,153,249,248,524,176,55,92,30,3,76,1632,3,5,17,33,43,211,86,104,190,37,25,10,7,11,21,811,0,0,0,6,3,17,11,24,41,13,3,6,0,0,15,152,0,0,0,0,0,10,4,4,43,39,31,21,7,3,13,179,86,154,60,49,1822,1414,331,408,890,113,65,35,21,24,241,5706,3,7,0,0,51,32,3,9,25,6,5,6,0,0,997,1149,120,198,98,120,1967,1983,796,1117,4240,2417,1790,946,581,168,1514,18035,4,4,0,9,11,21,22,43,667,894,968,564,464,217,400,4275,4,3,0,0,6,19,26,59
303,20,3,3,3,17,68,31,86,2014,2076,2066,1065,753,204,115,8514,0,13,12,18,44,142,37,89,317,100,56,24,28,15,13,907,10,6,3,6,5,81,105,259,1352,776,442,213,221,39,57,3586,6,5,0,0,7,10,19,31,198,142,139,67,48,8,38,730,5,3,4,35,19,233,372,380,871,289,97,213,56,16,112,2707,8,27,39,85,87,263,138,131,266,59,27,26,14,10,45,1229,4,0,4,6,7,18,28,31,64,27,7,14,5,0,14,241,0,0,0,0,6,14,3,10,69,45,59,16,19,6,24,274,237,297,109,82,2382,1724,375,421,1125,176,98,57,37,40,295,7457,6,10,6,4,75,57,18,17,39,13,12,0,3,0,1463,1723,300,367,189,245,2657,2611,1131,1456,6311,3706,3007,1699,1181,342,2173,27366,15,12,4,5,20,72,43,77,1037,1520,1499,1150,1018,448,686,7604,6,12,4,11,19,58,39,98
304,8,8,3,3,3,20,15,21,672,877,1084,650,591,213,55,4209,3,5,3,4,21,75,16,49,170,72,40,35,30,21,11,561,3,4,0,4,3,46,40,97,647,482,293,219,261,62,35,2198,0,0,0,3,0,18,5,10,76,82,75,51,39,12,9,381,0,7,0,14,5,60,138,161,479,229,82,259,84,30,50,1605,3,16,15,39,37,118,62,86,221,85,37,42,35,24,14,826,6,3,3,0,3,12,6,22,52,20,10,13,8,0,3,157,0,0,0,0,3,4,0,4,26,21,16,12,16,4,11,111,98,81,43,42,770,817,229,291,878,195,155,77,69,58,128,3934,0,6,0,0,16,17,3,4,22,11,4,0,3,0,968,1056,122,125,74,112,867,1174,521,747,3241,2064,1796,1362,1133,416,1284,15038,9,3,0,3,8,18,13,36,378,694,879,759,885,519,454,4639,3,3,3,0,0,27,24,27
305,10,3,0,0,10,53,19,52,1308,1677,1901,1293,1424,615,96,8473,3,6,10,12,44,105,25,64,255,85,55,36,53,30,16,802,6,0,0,5,6,69,58,188,996,637,374,281,325,95,28,3076,0,0,0,4,3,16,6,20,140,108,106,75,86,23,27,615,5,4,5,10,4,101,164,209,554,292,101,352,117,45,66,2031,5,25,25,36,40,129,60,68,163,74,27,60,42,23,24,802,3,3,3,3,9,13,13,14,44,19,10,9,12,9,13,172,0,0,0,0,0,10,3,4,45,31,42,23,33,20,8,225,124,100,50,37,777,652,117,177,553,150,85,72,70,61,101,3133,4,0,0,3,22,20,10,3,22,3,5,4,0,4,1379,1474,170,146,105,109,914,1169,471,802,4078,3089,2713,2200,2162,936,1762,20806,4,4,3,0,3,19,19,30,239,398,574,612,789,536,354,3582,0,0,0,3,3,35,7,32
306,45,22,11,7,48,170,38,120,2195,1432,875,347,240,104,134,5783,10,14,4,8,50,153,34,95,256,73,36,20,14,7,24,801,13,8,3,13,20,127,98,297,1354,533,251,102,95,31,76,3020,5,3,0,3,5,26,11,43,244,127,67,29,19,3,51,652,17,3,12,26,28,235,314,280,550,159,61,78,21,8,92,1891,5,22,36,64,123,331,102,109,197,40,14,12,9,7,37,1105,0,3,3,10,13,43,25,28,70,18,9,9,3,0,27,257,7,3,0,0,8,5,6,12,83,48,29,17,7,6,39,272,149,178,73,66,2058,1150,215,236,710,98,43,29,27,25,210,5267,11,5,5,0,74,40,11,8,32,12,4,3,0,3,1751,1960,249,258,154,202,2423,2281,861,1223,5685,2539,1391,655,442,202,2443,21006,15,19,4,12,21,77,43,109,1168,1148,900,437,280,109,501,4832,3,6,4,7,24,65,65,98
307,98,67,11,13,112,211,50,116,1332,637,370,120,107,60,104,3406,15,14,3,11,46,102,28,39,143,41,25,7,7,11,24,507,24,18,12,15,24,155,113,213,788,243,101,46,35,18,53,1862,0,5,5,3,11,29,19,19,97,54,20,10,4,3,17,302,24,20,7,32,29,222,249,161,275,87,18,47,8,3,63,1249,10,13,26,36,82,197,64,73,87,18,6,3,0,0,31,642,0,0,3,6,13,36,17,8,33,3,3,0,0,0,15,152,13,5,7,3,9,19,4,12,47,14,14,3,6,4,32,183,75,157,56,41,1798,772,123,108,417,48,15,12,8,17,190,3824,0,10,3,6,60,35,13,6,21,8,4,3,4,0,925,1088,262,309,132,173,2182,1773,684,759,3235,1147,571,247,184,108,1447,13217,31,24,29,29,30,127,55,91,824,618,435,185,94,81,440,3097,3,4,0,3,3,42,29,47
308,50,20,9,5,49,132,23,85,1388,1135,964,407,428,134,107,4937,9,3,3,3,37,92,13,44,170,41,26,13,4,9,13,488,15,12,5,11,13,88,79,209,1028,545,283,140,157,29,64,2676,3,3,3,5,5,20,13,37,160,89,77,29,35,3,33,509,9,10,6,15,10,180,312,273,708,280,40,209,25,7,114,2219,4,16,38,55,103,200,101,79,115,26,8,13,4,3,21,789,3,0,0,5,10,32,37,16,80,34,3,22,3,0,29,282,7,4,0,0,9,17,3,11,71,35,24,13,19,6,25,238,119,201,77,52,2418,1175,187,212,638,72,41,33,20,21,240,5515,6,7,0,5,62,29,10,13,51,7,3,3,3,0,1666,1859,222,277,146,165,2709,1976,783,981,4408,2278,1460,885,696,214,2315,19514,28,4,0,7,14,62,35,71,815,979,883,557,487,189,556,4684,0,0,0,3,5,49,27,37
309,52,15,11,3,39,175,41,174,3891,3005,2119,825,716,245,198,11514,15,23,16,23,85,319,97,226,745,214,115,64,56,61,41,2100,28,12,8,12,26,226,213,550,3030,1335,615,269,272,83,125,6803,4,4,3,10,9,45,27,55,407,231,118,57,40,18,61,1105,23,16,17,48,33,396,696,624,1305,429,135,323,87,19,191,4358,15,55,74,158,205,654,275,244,512,151,54,53,44,18,87,2596,4,6,8,18,14,75,57,47,113,34,6,27,10,3,39,466,0,0,0,4,10,22,11,14,152,87,52,32,20,20,49,479,466,502,230,177,5392,3745,753,882,2733,484,301,173,150,141,629,16761,15,27,4,4,166,109,31,23,87,25,13,12,8,4,2846,3369,621,651,387,461,5986,5773,2201,2847,12980,5988,3534,1842,1401,616,4264,49558,41,23,3,20,27,84,85,153,1940,2181,1899,995,918,375,959,9719,5,11,14,19,26,131,84,199
310,24,20,5,3,26,83,47,98,1944,1609,974,347,186,52,107,5527,0,8,4,10,32,99,24,65,220,57,34,10,8,0,22,589,6,12,3,7,14,81,107,301,1437,555,208,79,55,10,50,2929,4,0,0,3,7,30,13,45,229,125,85,31,12,3,35,621,9,0,12,37,19,289,449,455,773,191,53,70,12,3,123,2492,9,22,34,46,92,279,131,87,165,33,6,13,10,3,33,947,0,0,4,10,13,48,41,32,60,13,5,7,0,0,20,247,0,4,0,3,14,14,3,9,61,38,24,11,4,0,29,202,122,257,112,77,3029,1553,349,329,676,73,31,8,14,14,273,6911,5,11,3,3,74,45,26,3,30,5,3,0,0,0,1219,1429,186,336,174,199,3317,2516,1193,1419,5589,2692,1418,576,296,94,1909,21914,12,19,4,5,19,64,22,99,1446,1592,1207,656,439,138,568,6300,4,3,7,3,9,60,34,76
311,21,12,0,0,23,82,23,114,2312,1799,1107,324,192,59,122,6199,3,7,8,10,32,93,29,52,275,61,30,11,6,0,15,647,8,9,8,14,20,104,121,284,1613,635,250,95,74,17,76,3327,0,3,3,3,6,19,13,39,261,158,67,28,8,7,48,666,19,6,11,23,14,290,513,507,877,212,37,98,19,4,140,2769,7,20,26,52,91,278,150,107,147,34,4,7,3,0,40,960,4,7,4,4,15,40,56,38,77,10,6,10,0,0,26,299,5,0,3,0,3,10,0,8,82,57,34,8,7,0,22,242,132,240,97,82,2708,1340,269,279,615,65,25,17,11,15,229,6124,6,8,3,0,76,44,13,12,35,9,4,0,3,3,1206,1416,203,310,163,197,2982,2318,1193,1432,6305,3034,1566,599,330,96,1916,22637,15,12,8,6,3,72,40,100,1683,1949,1440,719,497,173,759,7480,3,3,3,3,15,70,37,93
