SA4_CODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
111,1148,457,844,1305,472,918,1387,26,22,47,14,13,30,13,32,48,511,1003,1515,637,1105,1746,678,1224,1898,11225,11477,22698,9865,9783,19649,9664,10461,20131,49306,50336,99636,49310,50663,99977,51461,53900,105360
112,910,315,668,979,281,584,865,6,12,18,14,6,24,10,13,23,344,838,1179,450,880,1324,424,778,1204,8262,8564,16824,7497,7611,15110,10687,11221,21902,32310,34432,66737,31550,34300,65851,33847,36880,70729
113,427,151,322,474,151,313,465,6,9,17,9,8,18,9,11,18,250,383,632,305,416,719,339,445,791,5933,4971,10902,5819,4893,10708,7749,6751,14494,23712,23360,47073,23453,23572,47023,24513,24926,49437
114,492,160,385,553,149,391,538,0,11,13,4,4,10,7,6,15,209,413,627,240,484,722,233,524,759,4809,5059,9865,5128,4782,9913,6431,6099,12528,18828,19804,38631,19006,19827,38833,20083,21002,41081
115,797,309,626,938,350,595,943,9,10,12,6,16,23,6,13,18,413,775,1189,475,861,1335,584,930,1521,5055,5215,10275,4495,4458,8955,4462,4882,9337,33113,33293,66409,34202,34140,68346,36387,36586,72975
116,1065,552,906,1461,626,1086,1715,29,33,61,24,34,53,22,28,45,661,990,1650,986,1435,2422,1296,1825,3116,12021,11131,23146,10510,9509,20023,10696,9995,20690,46907,45963,92871,50188,49679,99871,55499,55372,110874
117,1874,958,1245,2204,1558,2052,3608,26,29,55,44,28,73,25,49,70,1509,1980,3495,2053,2567,4621,3387,4527,7913,26546,21524,48072,16887,13908,30793,18945,16055,34999,49048,46326,95371,43903,43429,87331,54462,56765,111224
118,1479,540,966,1509,802,1203,2004,18,23,44,12,19,29,15,20,33,833,1295,2131,881,1406,2286,1205,1745,2958,17118,14790,31908,13875,12042,25924,12929,12094,25025,41466,40404,81876,41777,41173,82952,45457,46123,91587
119,2336,1082,1747,2824,1425,2438,3859,75,66,141,41,55,98,54,61,120,1419,2169,3593,2150,2807,4958,2924,4278,7199,22931,22513,45445,20437,19641,40078,17872,18196,36071,79663,78653,158314,83558,82094,165655,90866,91148,182012
120,1574,589,1061,1650,785,1221,2006,15,20,35,23,27,46,17,27,41,891,1399,2297,1134,1614,2746,1533,2056,3585,11591,11083,22670,9857,9217,19075,9603,9740,19346,38204,38838,77041,39687,40471,80157,44505,46409,90909
121,2449,810,1514,2324,805,1508,2314,21,36,56,28,33,55,9,20,20,1181,2016,3199,1174,1936,3115,1208,2067,3272,12093,12610,24701,10235,10409,20643,9981,10912,20885,55410,57740,113158,57293,59744,117032,61676,64869,126547
122,1324,463,910,1367,525,946,1468,15,16,27,10,25,29,6,12,18,627,1164,1790,653,1153,1802,733,1199,1930,8680,8436,17108,6550,6466,13017,6650,7425,14077,34104,33948,68053,34772,35164,69933,37844,39058,76898
123,881,320,711,1034,327,842,1167,13,24,38,12,19,31,12,13,26,369,779,1152,505,937,1440,587,1251,1838,8748,8916,17664,7603,7776,15374,7582,8337,15920,37400,38057,75454,36940,38423,75360,40030,42160,82193
124,1149,422,905,1324,379,935,1315,18,20,40,9,15,21,15,24,33,531,1014,1551,597,1164,1761,631,1311,1941,9873,9955,19830,9196,8992,18188,9386,9492,18880,44125,45121,89246,43747,45457,89199,45306,47664,92966
125,1836,948,1450,2400,1116,1871,2984,30,39,67,59,64,122,40,31,72,1248,1678,2925,1935,2506,4443,2391,3233,5625,19796,16269,36058,17728,15020,32748,16885,14992,31874,63086,58084,121164,66161,62764,128920,73238,70873,144108
126,803,333,520,850,348,636,980,9,15,21,6,15,18,4,7,12,424,675,1097,509,730,1236,599,930,1526,5537,5448,10989,3939,3911,7851,3888,4065,7957,26176,25871,52050,26063,26083,52149,28889,29211,58105
127,1454,499,1063,1568,791,1586,2372,62,96,158,48,52,100,42,57,95,920,1524,2446,1073,1852,2926,1753,2876,4631,16130,15748,31876,14447,14344,28788,13859,14120,27978,57462,57753,115210,59617,60818,120434,65425,68026,133446
128,958,355,639,994,315,623,941,4,14,17,8,11,17,3,15,19,415,784,1197,462,781,1245,441,791,1234,6377,6370,12752,5061,5109,10173,4570,4838,9410,30828,30919,61747,30141,30780,60918,30568,31410,61971
197,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,3,4,3,11,21,33,46,6,0,8,16,3,17,29,62,93
199,65,23,33,56,37,33,65,3,0,8,5,0,4,0,0,4,68,48,117,55,69,123,60,69,129,806,497,1303,1956,862,2820,2231,1127,3360,1443,1160,2608,2739,1745,4483,2819,1779,4593
201,572,272,532,808,265,450,717,14,17,37,13,10,26,11,10,18,297,498,798,434,730,1164,441,649,1090,5000,5257,10258,4832,4796,9633,6092,6184,12268,20665,21468,42136,21157,22333,43492,22838,24108,46951
202,627,249,516,768,219,435,656,13,14,28,16,18,30,11,16,24,337,578,918,383,704,1083,341,587,931,4719,5061,9779,4777,4565,9341,6845,6527,13376,19585,21024,40610,19850,21337,41189,22410,23373,45781
203,1045,486,1022,1507,531,970,1498,19,19,46,21,13,32,14,23,33,537,960,1490,798,1327,2129,861,1391,2256,8331,7923,16255,7898,7186,15080,9876,9572,19445,34697,34612,69310,36188,36946,73129,41290,42385,83681
204,682,194,506,693,210,468,678,16,12,33,14,10,22,17,12,23,428,627,1053,512,653,1167,479,656,1139,5127,5088,10214,4924,4679,9601,7364,7496,14861,22193,22652,44845,21745,22845,44594,23969,25248,49209
205,987,338,748,1086,354,785,1140,20,24,36,17,26,47,17,28,41,551,901,1458,585,1013,1602,628,1085,1710,9452,9371,18827,9238,8478,17717,12370,12300,24663,34428,36013,70434,34264,35935,70195,37077,39463,76537
206,3425,1276,2291,3568,1820,2912,4735,43,68,112,40,52,90,28,61,83,1945,3255,5197,2200,3483,5684,3200,4977,8179,29043,25092,54133,23416,20426,43841,26837,27307,54142,76398,79453,155844,76669,81541,158216,94306,106043,200348
207,1861,697,1384,2088,842,1469,2318,30,36,61,19,39,66,22,23,43,951,1573,2521,1087,1854,2935,1422,2094,3514,9531,10339,19873,8560,8778,17338,8345,9155,17504,51913,53726,105641,54282,55399,109684,58569,59671,118241
208,1782,683,1344,2028,738,1433,2172,20,49,67,32,34,64,11,29,45,933,1496,2428,1145,1770,2920,1237,1962,3197,13567,14780,28349,10909,11080,21981,10606,11661,22271,54915,56914,111830,56318,57748,114065,61240,64151,125390
209,1967,876,1846,2718,992,1880,2873,33,62,96,37,59,97,32,33,66,1061,1840,2903,1599,2642,4246,1909,2842,4753,14873,14711,29584,13687,13425,27108,14543,15538,30077,62353,62686,125035,65667,67323,132986,74941,77248,152193
210,1310,671,1259,1927,884,1600,2480,36,24,61,43,32,75,42,42,77,830,1241,2072,1309,1917,3224,1804,2610,4415,11754,12010,23769,11687,11566,23257,12268,12484,24754,45375,45984,91363,48834,49960,98794,56334,57191,113525
211,2635,939,2210,3150,988,2064,3047,36,39,80,29,39,68,24,31,52,1138,2286,3430,1416,2811,4231,1563,2796,4363,13345,14171,27522,11179,11357,22536,11612,12627,24236,69528,71987,141514,68183,70592,138774,70283,72818,143099
212,3121,1475,3017,4495,1884,3516,5401,79,89,168,68,80,147,49,73,126,1761,2982,4741,2827,4493,7315,3597,5502,9101,23443,22476,45922,21059,20178,41232,22657,22603,45257,95609,93475,189083,103600,103102,206704,120549,121699,242248
213,2894,1589,3144,4728,1966,3873,5835,85,103,190,73,94,163,56,89,145,1814,2777,4594,3045,4848,7892,3903,6304,10211,23278,21601,44879,25962,23324,49286,26262,24998,51264,82361,80784,163146,97186,97247,194437,115034,117209,232247
214,1042,428,1054,1479,455,1043,1495,23,28,49,15,24,43,15,25,41,609,1012,1620,769,1346,2114,798,1385,2181,11283,12315,23597,9022,10018,19036,9431,10225,19653,37753,39506,77263,37529,39745,77277,38944,41675,80616
215,519,213,351,567,156,365,523,13,15,28,7,8,12,9,14,25,266,480,746,341,496,838,294,532,829,5471,5429,10894,5476,5200,10679,7713,7012,14726,20996,21647,42641,20141,20595,40740,21521,21586,43107
216,476,194,395,590,152,376,528,11,21,28,7,9,18,13,4,17,202,468,669,308,544,856,317,540,856,4454,4418,8874,4785,4575,9356,6163,6077,12236,17542,17956,35500,17768,18312,36071,18910,19490,38396
217,426,166,364,525,156,322,478,4,9,16,9,4,16,10,16,23,207,377,590,262,481,749,238,436,677,3958,4164,8124,3758,3860,7618,5173,5248,10419,17063,17979,35044,16471,17699,34172,16952,17690,34640
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,3,0,3,3,0,3,9,3,9,3,0,3,6,0,6
299,39,14,29,49,36,30,66,0,0,0,3,3,6,0,0,0,34,33,74,42,68,110,58,63,114,423,317,741,1182,650,1836,1310,734,2042,907,828,1732,1725,1310,3041,1743,1279,3025
301,768,322,628,950,358,697,1059,3,12,21,12,11,17,9,7,15,332,664,995,484,812,1290,546,922,1470,6057,6066,12120,5565,5425,10988,5608,5745,11350,27028,28337,55367,28737,30145,58885,30559,32066,62622
302,771,331,607,931,344,679,1019,19,13,31,5,11,17,7,13,16,343,694,1041,561,875,1436,592,989,1576,5826,6535,12363,5620,5599,11223,5463,5925,11390,23863,25518,49377,25525,26785,52319,27748,30113,57861
303,1271,613,980,1592,722,1107,1829,15,24,36,27,20,50,23,22,39,774,1185,1959,1257,1634,2891,1535,1991,3528,9829,9332,19161,9642,8701,18341,9363,9288,18650,44861,45683,90543,49160,49914,99072,53861,55617,109481
304,694,279,479,759,271,477,746,10,10,19,0,5,7,12,5,13,368,611,981,469,673,1139,450,696,1148,4669,5054,9722,3779,3866,7646,3782,3992,7771,27504,29200,56706,28367,29346,57715,30848,31883,62730
305,1243,558,825,1379,738,1136,1881,18,31,46,19,23,47,7,15,22,918,1314,2227,1085,1336,2426,1492,2117,3613,12253,10449,22700,9367,7273,16641,10435,9790,20223,34218,35543,69759,35770,36492,72261,42026,44467,86494
306,806,343,775,1125,365,806,1170,13,21,36,7,15,29,16,11,32,381,714,1089,469,998,1464,612,1121,1733,11070,10310,21380,10744,9679,20421,12394,12230,24624,31214,32052,63267,32342,34199,66547,36140,38295,74436
307,406,121,238,354,137,342,477,4,10,17,6,7,7,5,13,19,170,344,516,182,285,472,213,455,667,4197,4008,8204,5079,4579,9658,6368,5985,12357,15967,16100,32070,16870,16953,33819,18463,18728,37194
308,628,285,511,795,329,774,1104,21,15,34,8,20,26,11,15,24,292,544,839,379,615,997,499,975,1478,9512,7457,16970,10501,8187,18691,11274,9235,20505,30696,29702,60398,31871,30840,62708,34295,34263,68556
309,1879,831,1683,2514,1044,2159,3200,24,30,57,25,28,49,24,24,50,890,1757,2648,1421,2394,3810,1830,3192,5022,22844,21480,44326,20157,19598,39753,22247,23175,45419,67075,68466,135541,73609,77838,151440,83832,90242,174071
310,931,363,821,1185,570,1173,1743,15,25,34,25,26,48,28,32,56,463,845,1310,630,1122,1756,1007,1767,2775,11464,9574,21036,12626,9807,22434,15383,12924,28307,38538,38213,76747,43802,43078,86878,52668,53396,106063
311,1038,423,833,1254,484,1194,1683,27,24,50,22,22,50,22,25,41,474,984,1457,720,1197,1918,879,1812,2694,11107,10633,21743,10763,10308,21070,11442,11600,23048,40921,42286,83200,42803,44500,87301,47506,50757,98267
312,532,206,421,627,228,569,804,8,13,20,15,10,18,5,11,20,192,444,639,274,489,760,316,685,1002,9267,6606,15876,9400,5681,15084,10190,7510,17695,24169,22133,46296,25318,22317,47628,26680,25582,52269
313,779,353,663,1016,404,882,1288,8,13,19,17,20,32,15,17,34,327,720,1045,579,938,1521,666,1260,1932,7862,7263,15123,8505,7710,16215,9309,9263,18571,26980,27494,54476,29701,31007,60706,32888,35264,68147
314,690,281,597,879,308,717,1022,7,10,20,8,5,8,3,5,12,328,546,873,418,748,1165,503,975,1480,3765,3657,7420,3834,3628,7459,4805,4786,9591,21274,21638,42910,24001,25088,49085,28968,30655,59625
315,278,84,178,257,89,188,281,12,8,19,7,6,12,4,4,9,151,247,400,160,230,395,151,255,403,5291,3911,9195,5887,3756,9638,5595,4156,9754,12899,11698,24600,13597,11860,25456,13073,12269,25339
316,1121,447,1050,1499,504,1120,1624,24,33,56,17,20,38,22,26,46,501,1020,1521,658,1354,2019,791,1574,2361,10220,10338,20559,9496,8939,18435,11279,11653,22934,37951,39928,77878,40493,43403,83888,46472,50854,97327
317,532,191,410,599,292,541,832,10,8,18,15,16,27,3,11,15,239,462,696,307,559,866,451,750,1206,4550,4340,8896,4459,4486,8947,5380,5742,11123,20116,21499,41611,20625,22204,42830,22506,24881,47392
318,729,237,477,715,328,705,1028,15,16,32,9,7,18,14,16,36,319,653,979,364,607,970,553,986,1543,8439,7267,15700,9474,7823,17302,10483,8882,19365,30723,31536,62259,33045,34087,67136,35857,37402,73257
319,942,337,701,1044,419,758,1176,10,14,20,13,24,39,21,20,45,413,793,1204,539,933,1469,689,1091,1775,9912,9348,19255,10306,9511,19821,13162,12379,25546,34408,35636,70039,35832,37651,73478,38833,40293,79128
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,55,35,86,6,12,21,6,0,6,81,55,130,14,18,33
399,60,14,27,43,18,39,57,0,0,0,0,0,0,0,3,5,50,58,112,39,47,87,41,71,112,1102,651,1754,1297,650,1944,1598,1045,2650,1647,1257,2902,1750,1211,2962,2039,1581,3621
401,1395,508,836,1343,457,788,1248,18,21,42,17,16,33,10,10,19,659,1233,1892,839,1213,2050,761,1163,1925,8871,9163,18033,7767,7305,15069,8012,7838,15844,41307,43523,84828,42447,44295,86744,44935,46597,91530
402,1771,686,1244,1937,741,1427,2166,39,31,66,28,41,67,35,24,62,979,1729,2705,1209,1875,3083,1416,2292,3715,13523,13193,26716,13256,12803,26061,13135,12843,25979,54487,55388,109873,56977,58549,115529,61381,63885,125261
403,1650,634,1130,1762,564,983,1556,23,36,57,20,23,44,18,31,43,743,1415,2162,919,1485,2403,895,1431,2325,9145,9290,18437,8524,8764,17288,9076,9741,18819,45850,48263,94110,46510,49716,96222,48802,52688,101492
404,1006,411,692,1105,434,664,1095,16,28,43,24,22,46,11,22,29,573,981,1556,728,1068,1791,756,1035,1792,7686,7640,15321,7247,7210,14454,6400,6867,13261,28646,29685,58327,30062,31326,61389,30838,33028,63863
405,325,88,251,343,85,249,336,3,3,9,4,9,15,4,6,10,116,299,421,148,332,489,145,336,479,3361,3269,6626,2983,2859,5842,4082,4021,8097,13768,14146,27912,13206,13716,26922,14136,14565,28695
406,194,78,200,277,64,185,252,5,12,15,9,7,17,8,7,10,108,186,292,130,265,386,114,247,361,4186,3312,7503,4306,3402,7705,4862,3905,8768,12556,11953,24516,12406,12028,24436,12368,12077,24445
407,475,216,394,613,203,410,612,3,9,8,10,15,20,5,8,10,224,447,672,335,537,873,328,550,872,6693,6183,12882,6273,5551,11822,7983,7051,15033,23268,23973,47242,22910,23677,46591,24281,24444,48720
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
499,20,8,7,11,7,3,13,0,0,0,0,0,0,0,0,0,23,14,37,11,12,21,18,11,29,164,108,275,299,160,460,403,220,625,305,281,585,480,347,828,552,393,946
501,411,190,351,537,196,413,608,10,8,16,3,11,10,6,5,14,172,367,539,266,446,714,305,581,885,5831,5374,11208,6319,5443,11757,7704,7360,15068,20645,20461,41110,22363,22344,44707,25371,26418,51789
502,183,75,187,261,118,327,443,0,9,6,0,6,9,8,3,10,51,200,253,121,259,383,190,454,647,3330,3351,6675,3566,3285,6855,3722,3534,7255,9169,9734,18906,11126,11554,22682,12860,13770,26629
503,625,308,499,812,347,645,994,11,9,18,3,6,12,5,12,17,405,562,971,543,763,1309,645,1033,1680,8324,7035,15363,6946,5951,12898,7171,6839,14010,25071,25091,50160,25803,26063,51869,28568,29088,57661
504,757,307,633,937,468,855,1323,11,11,24,5,14,23,19,18,34,389,699,1094,523,859,1384,796,1238,2036,9486,7905,17386,9652,7597,17248,10560,8977,19540,31231,29930,61164,33776,32421,66200,38783,38076,76860
505,1575,752,1271,2019,951,1815,2773,26,34,62,26,18,43,32,28,59,807,1445,2254,1235,1761,3001,1661,2643,4307,16634,15726,32362,16802,15474,32272,16317,16462,32774,64497,65629,130127,72577,73589,146167,80634,83218,163845
506,1489,683,1307,1995,977,1682,2664,22,23,50,37,21,53,32,27,60,795,1415,2211,1223,1891,3110,1916,2563,4473,17076,15293,32365,18276,15422,33696,18431,16303,34736,60096,59204,119298,68317,66570,134887,77902,76670,154575
507,1019,465,954,1424,653,1299,1946,15,24,37,15,19,35,18,28,44,624,890,1508,884,1257,2140,1045,1820,2862,14057,12664,26728,13006,11232,24238,15511,14098,29610,48486,48938,97425,52712,53424,106135,61817,63680,125500
509,344,110,243,352,101,279,380,9,12,20,12,6,20,3,9,7,179,291,463,248,348,595,264,397,653,5269,4769,10034,5627,4183,9809,7792,6301,14088,17495,17279,34771,17962,17293,35253,19728,18861,38594
510,177,119,168,292,118,227,342,0,7,3,5,10,9,12,9,17,84,153,235,168,215,383,161,282,451,7192,5474,12670,11936,5691,17625,9196,5612,14807,13853,12293,26148,19822,13709,33531,17719,14324,32041
511,277,112,222,337,108,235,344,7,10,13,11,8,17,6,5,12,118,237,346,164,287,456,179,322,501,6728,5874,12600,7502,5532,13037,7707,6385,14094,17869,17098,34976,18856,17507,36369,18898,18459,37357
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,3,30,0,31,60,5,65,70,8,75,47,3,46,75,6,80,87,6,94
599,17,10,22,27,14,11,27,0,0,0,0,0,0,0,0,0,10,17,32,19,33,47,28,16,43,497,278,777,918,456,1374,982,607,1592,720,533,1250,1212,743,1949,1215,838,2049
601,756,310,617,928,320,602,923,21,19,37,12,21,25,14,14,28,363,679,1046,457,848,1311,513,835,1344,7753,7917,15666,6897,6639,13536,7455,7502,14955,30808,31917,62723,30582,31501,62083,32609,33837,66449
602,417,174,361,531,167,298,459,16,13,31,4,10,11,9,7,12,208,416,619,293,499,792,297,442,735,5043,5211,10254,4127,4117,8244,5568,5733,11298,19848,20572,40421,18920,19877,38805,19977,20886,40862
603,105,47,97,151,41,85,123,0,3,8,3,0,3,3,0,8,38,128,169,80,146,227,81,131,208,1481,1264,2747,1257,1072,2326,1693,1633,3322,4742,4658,9400,4569,4494,9061,4906,4950,9853
604,292,112,227,342,101,232,334,4,8,11,3,5,10,4,9,9,151,302,451,182,341,519,166,342,506,3562,3687,7248,3649,3688,7339,4177,4380,8560,14609,15258,29860,14380,15130,29511,14314,15195,29509
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,11,4,0,4,8,6,14,13,7,17,3,4,7
699,7,6,4,6,3,3,5,0,0,0,0,0,0,0,0,0,15,5,22,3,5,7,3,3,5,55,34,90,111,50,163,119,61,181,121,105,225,179,134,309,165,121,285
701,496,219,441,662,275,624,892,8,9,20,12,5,17,16,15,28,242,427,667,336,553,888,409,764,1171,7471,5920,13391,9307,6554,15866,9828,7034,16864,19234,18406,37646,21811,20433,42248,24331,23178,47501
702,304,173,293,467,106,191,294,14,18,29,15,5,18,6,4,16,163,295,463,296,430,729,197,262,460,7147,6054,13196,5669,4420,10086,7350,6291,13636,15579,14906,30482,15672,14795,30464,16754,16108,32855
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,6,4,11,12,4,13,16,7,17,10,4,12,16,7,23
799,4,0,6,5,4,4,7,0,0,0,0,0,0,0,0,0,9,5,16,3,5,12,10,14,22,207,152,354,165,115,273,449,379,822,265,204,475,224,181,402,527,450,986
801,1781,755,1221,1969,740,1489,2228,34,25,61,21,22,47,14,20,39,1196,1413,2604,1265,1526,2795,1214,1948,3163,10192,9435,19619,9896,8546,18441,11723,11300,23021,53642,53984,107630,57545,57119,114663,65071,66374,131450
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,11,14,6,8,14,0,6,6,36,29,65,43,17,64,76,25,105,127,123,244,113,76,194,123,84,211
901,10,0,0,3,0,9,13,0,3,5,0,0,3,0,3,3,8,18,26,9,0,11,11,10,25,152,88,243,853,89,946,543,252,796,394,350,742,1073,318,1390,924,635,1562
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,8,0,0,0,0,4,4,10,0,10,3,0,9,7,6,16
