SA4_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
111,20,0,70,103,19,12,198,2312,636,960,148,4050,6919,918,941,12837,154,30,41,4,232,362,12,132,739,0,3,3,0,3,8,0,83,91,61,45,29,0,129,120,35,38,327,211,76,73,9,368,489,54,251,1155,24,13,13,0,47,70,3,7,125,35355,37876,16025,1500,90755,34589,5567,4281,135192,30067,37029,13594,1186,81874,21497,3983,2853,110211,2072,701,1004,106,3878,4832,426,392,9535,1859,1002,965,92,3918,2689,682,320,7607,3937,1701,1967,193,7804,7520,1106,711,17142,892,285,495,61,1736,3478,360,367,5949,458,124,195,35,808,1363,225,228,2627,750,174,116,11,1050,1048,163,307,2570,41,17,16,5,79,108,14,12,212,2148,595,818,112,3668,6000,767,916,11351,100,22,38,3,159,367,22,157,701,12,4,9,0,22,15,0,139,172,54,42,34,3,128,108,23,41,300,163,65,75,5,308,491,45,335,1175,95,62,33,4,187,212,39,28,467,36403,39446,16488,1499
112,37,4,84,159,12,24,280,1826,644,1126,79,3676,4532,472,825,9510,552,91,127,15,796,1407,71,1167,3434,3,11,3,0,16,55,3,289,357,56,38,30,0,121,116,18,26,278,612,138,161,20,931,1575,84,1483,4070,30,13,3,0,52,36,7,24,110,25513,22353,11596,789,60246,24847,3767,5527,94388,20715,20042,8503,642,49906,14695,2759,4979,72335,1953,815,1066,83,3918,3965,364,606,8857,1118,718,729,42,2598,1835,281,440,5155,3077,1531,1791,122,6522,5794,644,1050,14005,761,324,575,52,1715,2631,273,554,5170,381,134,269,20,805,783,107,266,1965,323,47,60,6,439,346,28,174,986,7,5,3,0,18,26,3,11,47,1476,512,910,73,2971,3780,408,1006,8167,558,84,120,11,777,1479,62,1632,3955,14,11,11,0,36,75,9,501,620,103,75,35,4,220,97,9,45,370,677,173,171,17,1032,1653,82,2173,4938,195,111,56,3,367,310,33,235,944,26132,22366,11431,858
113,3,0,21,23,3,5,44,658,265,301,52,1276,2329,246,354,4199,46,4,4,3,64,167,5,259,492,8,7,3,0,15,16,7,11,48,48,38,15,0,101,69,22,22,214,98,53,22,3,184,246,31,292,752,14,17,5,0,39,38,0,3,77,15510,16506,5954,580,38555,14606,1681,2325,57166,14661,15383,5690,513,36250,11278,1399,3133,52059,313,129,112,15,568,1034,69,165,1839,47,26,17,5,94,142,28,21,288,359,150,128,18,660,1179,102,190,2123,583,376,279,51,1289,2175,200,470,4132,19,6,3,0,23,88,9,27,145,10,0,0,0,10,20,0,10,43,4,7,0,0,12,8,0,0,22,613,384,283,49,1330,2291,210,506,4332,54,14,12,3,76,122,15,247,464,8,7,5,0,19,14,0,40,80,59,72,27,3,162,78,21,45,308,121,89,45,4,256,213,37,337,844,87,91,26,3,202,92,19,38,349,15835,16105,6176,588
114,7,0,27,53,3,9,98,301,60,149,17,529,1224,59,131,1939,166,20,23,9,215,432,7,176,832,4,4,0,0,13,0,0,3,12,29,23,11,0,55,37,6,10,106,201,41,30,9,277,462,17,197,955,28,14,0,0,36,42,0,6,83,17304,13382,6026,404,37112,14272,1180,2439,55014,17250,13323,5556,370,36501,11753,1169,2950,52377,587,159,223,27,993,1652,98,245,2992,214,57,114,9,384,488,30,99,996,794,214,337,34,1377,2138,121,339,3980,221,82,119,10,425,779,36,141,1378,0,0,0,0,7,13,0,5,28,0,0,0,0,0,0,0,0,5,0,0,0,0,5,12,0,3,20,222,85,121,10,439,806,37,150,1431,284,50,44,7,386,622,21,266,1288,10,5,3,0,12,18,0,32,69,25,12,9,0,47,32,0,10,92,318,70,58,10,444,665,24,311,1453,110,81,30,0,226,173,15,36,445,18695,13773,6100,421
115,17,0,69,40,0,4,114,644,373,207,18,1244,1042,104,148,2536,59,16,13,0,92,164,12,29,302,3,8,3,0,9,6,0,3,20,6,7,0,0,12,6,0,4,23,65,30,20,0,116,179,12,35,344,19,9,3,0,31,19,0,3,50,16060,33837,5787,501,56188,8313,982,1745,67221,14213,32902,4833,417,52356,5547,717,1721,60337,464,173,105,12,750,759,15,97,1618,1128,2632,724,49,4537,965,153,146,5799,1590,2801,827,57,5288,1726,170,237,7417,287,156,88,9,544,631,17,69,1258,273,242,113,18,649,393,33,54,1129,344,259,105,15,724,357,71,80,1228,13,3,8,0,17,13,0,0,33,913,664,316,43,1940,1391,122,199,3647,38,20,10,3,74,125,14,88,297,3,13,0,0,20,8,0,12,42,12,24,0,0,37,6,3,3,55,58,57,13,8,129,146,14,102,391,65,95,24,0,180,98,5,36,322,16840,36520,6009,525
116,17,0,68,71,7,10,154,980,1159,541,113,2797,1924,224,317,5264,35,15,30,3,87,180,9,23,302,0,3,0,0,3,6,0,6,20,16,25,22,5,67,36,3,7,115,59,39,55,7,164,212,16,39,432,13,21,5,0,47,22,3,0,71,18482,42609,14758,1256,77099,15251,2121,2773,97240,15174,38628,11804,1133,66736,10628,1808,3304,82475,1188,2850,821,71,4936,1283,141,267,6626,1607,5024,1627,150,8407,1519,223,488,10633,2793,7877,2450,220,13340,2807,364,749,17256,226,344,152,21,743,809,33,166,1746,157,221,94,15,495,266,42,126,922,757,1079,328,63,2222,659,124,170,3178,12,9,3,0,28,26,3,3,54,1159,1654,579,96,3487,1757,196,468,5900,45,10,27,3,82,138,3,49,270,6,13,11,0,35,33,0,16,83,31,69,26,5,130,31,6,33,200,82,96,65,5,244,194,14,97,555,54,126,40,3,227,100,23,14,365,19267,48370,14931,1466
117,14,0,71,102,9,33,216,18610,6217,3274,1600,29699,29206,8366,10712,77985,3,0,0,0,6,0,3,0,12,0,0,0,0,4,3,0,490,495,146,110,41,18,316,163,134,99,707,147,113,41,17,318,169,140,586,1216,109,48,39,8,206,355,43,55,659,29129,17688,7503,2411,56733,38708,13452,14147,123038,2919,5392,1561,252,10125,2221,945,664,13946,2615,2467,833,154,6071,2469,1212,577,10336,4353,3829,1446,322,9954,3813,3092,1474,18338,6968,6298,2274,475,16022,6289,4302,2060,28669,1718,903,519,116,3258,3219,881,1063,8421,3997,1897,1076,258,7225,6306,1788,1918,17244,18993,5635,2190,1264,28081,22825,9090,8785,68781,65,25,25,0,118,79,36,42,275,24773,8460,3816,1641,38682,32428,11795,11816,94716,4,0,0,0,8,3,0,8,18,9,3,0,0,13,35,3,612,656,218,134,62,27,435,327,227,220,1206,225,140,62,27,454,361,233,837,1880,159,106,26,15,306,405,110,164,987,35038,20395,7745,2409
118,7,0,51,40,14,10,111,13762,6707,3581,1126,25176,20275,6868,6861,59180,3,0,0,0,3,3,0,6,12,0,0,0,0,0,0,0,22,24,86,84,31,10,213,127,66,72,476,90,87,31,13,220,132,66,96,518,37,36,5,3,83,57,30,17,186,23524,24822,7684,1734,57767,27972,9262,9606,104610,4962,11047,1970,348,18322,2931,836,966,23057,1328,2396,607,87,4419,1439,408,420,6680,2812,5100,1247,174,9330,2143,879,827,13176,4138,7499,1858,257,13753,3581,1283,1238,19857,2631,2079,980,163,5850,3739,1445,1278,12313,7366,3774,1835,422,13401,8898,3873,3010,29177,5454,2431,1069,386,9341,7456,2548,2767,22112,46,41,8,0,88,49,19,18,180,15493,8319,3892,973,28680,20148,7883,7068,63780,4,0,0,0,7,3,0,3,10,0,0,0,0,0,0,0,18,25,233,157,90,12,492,331,130,102,1055,233,155,90,12,491,342,134,124,1089,94,113,21,4,229,178,35,39,488,24924,27135,7825,1593
119,47,6,158,124,13,27,318,11238,13122,6207,1117,31684,15152,2993,3769,53602,17,12,6,0,35,90,0,33,168,0,3,5,0,11,3,0,6,22,149,188,101,24,467,213,72,132,880,169,201,110,29,512,309,71,183,1068,60,103,35,3,196,75,9,20,304,38107,68986,22259,2902,132250,36958,5634,8121,182973,20817,46239,12464,1636,81157,14371,2291,3612,101437,1876,2640,1154,152,5821,3187,298,491,9809,3280,7929,2621,237,14073,3096,498,830,18500,5158,10571,3774,391,19899,6285,797,1325,28308,2934,4168,1735,296,9131,4983,981,1199,16292,3940,5472,2523,375,12308,5042,1005,1421,19777,6901,6203,2313,569,15993,5686,2432,1724,25828,56,64,33,4,153,90,16,28,279,13832,15912,6595,1245,37583,15801,4432,4366,62180,11,7,7,0,24,52,6,28,111,0,0,0,0,0,0,0,21,21,191,291,151,17,658,268,85,132,1144,207,305,153,20,683,319,89,183,1281,136,181,78,7,404,237,42,59,744,40149,73210,23075,3305
120,10,3,97,106,18,15,230,10493,6899,3264,885,21537,13186,3548,3434,41708,0,0,0,0,0,0,0,7,11,0,0,0,0,0,3,0,11,9,167,135,77,11,395,218,93,110,817,172,135,77,11,399,221,93,125,836,42,27,11,7,91,51,14,13,167,24537,31191,9216,1833,66776,24171,6211,5896,103054,7827,16665,3705,558,28758,5212,1319,1234,36526,2252,3367,843,127,6582,2113,524,450,9671,2937,4266,1181,134,8515,2181,650,701,12052,5188,7633,2024,256,15095,4299,1170,1154,21723,2881,2122,1055,216,6273,4536,1037,1159,13006,4026,3198,1312,307,8842,4908,1491,1252,16491,6340,4145,1405,432,12315,5048,2527,1988,21884,62,35,16,6,119,85,28,47,282,13305,9501,3791,958,27550,14579,5083,4451,51664,7,3,0,0,9,3,0,4,13,0,0,0,0,0,0,0,39,39,303,204,101,24,639,305,163,145,1243,312,212,101,24,648,304,167,183,1296,154,136,46,11,348,338,75,35,803,26777,34142,9659,1812
121,19,0,96,99,3,19,223,15257,8252,3644,970,28132,21160,3737,4845,57871,14,5,0,0,18,19,0,12,55,0,0,0,0,0,0,0,43,47,50,43,12,3,116,102,22,37,273,68,47,13,3,134,126,22,91,372,58,59,15,3,129,80,8,17,237,36713,49474,10947,1804,98937,33926,5510,7511,145878,16954,38544,5898,648,62037,8548,1095,1945,73621,927,1320,332,30,2616,981,155,187,3937,2343,2647,777,68,5833,2025,341,452,8659,3266,3970,1112,97,8450,3009,496,637,12598,2715,1821,759,138,5437,3726,611,728,10501,5725,3820,1587,316,11453,7376,1428,1530,21787,9696,6785,2290,501,19275,11081,1859,2903,35118,33,29,9,0,80,55,5,20,153,18172,12459,4651,959,36243,22239,3905,5180,67560,4,3,0,0,11,9,0,17,37,0,0,0,0,0,0,0,18,17,69,46,30,3,151,92,21,41,296,72,54,28,3,159,99,21,70,352,93,82,25,8,204,195,21,34,455,38558,55100,11722,1719
122,34,0,164,143,10,20,344,7961,3946,2069,309,14287,10475,1894,1910,28564,15,5,3,0,27,54,3,47,133,0,0,0,0,0,5,0,31,38,50,49,26,3,131,89,31,29,275,69,55,37,4,157,146,33,106,437,12,14,4,3,36,29,5,8,78,22771,31933,7541,804,63048,19283,3214,3735,89281,12150,26846,4469,395,43858,5914,933,1564,52279,494,517,164,11,1178,956,76,157,2370,1548,1757,551,39,3892,1641,144,315,6000,2044,2270,706,50,5070,2602,219,479,8371,1757,1266,523,59,3606,2707,370,485,7169,3962,2438,1156,145,7707,4452,914,1007,14078,2871,1439,611,93,5013,3078,541,636,9268,24,18,6,3,57,46,8,6,115,8616,5163,2295,307,16381,10280,1835,2139,30628,29,13,14,0,54,100,4,183,342,3,3,3,0,10,29,0,47,90,77,51,34,3,169,59,22,31,291,107,70,55,3,239,190,29,261,716,91,87,31,0,209,145,25,20,400,23004,34439,7561,754
123,9,0,49,55,5,15,130,486,195,207,28,917,1257,87,184,2450,18,6,14,0,41,116,3,28,183,3,5,4,0,8,3,0,6,26,40,67,28,3,133,43,0,13,185,58,76,39,5,180,167,4,43,392,15,9,5,0,31,15,3,0,44,17107,31753,11505,859,61217,13189,1558,2560,78526,16152,32340,9992,716,59195,8976,1270,2512,71947,1058,999,826,89,2969,2136,117,358,5584,798,1351,1099,77,3327,1549,140,512,5526,1850,2351,1931,165,6297,3691,262,867,11111,259,135,148,15,557,658,39,123,1375,102,63,42,6,214,176,13,72,475,273,127,85,9,483,279,50,65,871,5,6,4,0,18,9,0,0,30,634,328,280,26,1270,1120,108,256,2748,23,9,8,0,32,100,4,60,196,3,9,3,0,17,11,0,11,36,19,33,15,0,67,24,5,22,126,47,51,28,0,118,133,11,87,351,138,41,16,4,198,76,4,25,300,18820,35113,12238,912
124,41,0,186,149,5,18,358,909,733,689,80,2409,2862,271,420,5954,40,17,13,3,67,107,3,46,223,0,5,3,0,9,3,0,97,114,20,26,25,0,69,72,12,25,188,54,53,37,3,144,188,20,169,521,19,14,6,0,36,59,6,18,123,23440,37000,13769,1020,75235,21434,2606,3839,103107,22277,35520,11657,898,70353,15197,2123,3594,91269,926,661,756,54,2395,2514,153,406,5473,1111,1295,1197,89,3689,1926,260,435,6318,2030,1956,1954,141,6087,4440,418,844,11788,320,212,297,39,871,1407,110,278,2660,310,171,217,29,717,853,120,268,1959,123,72,135,7,341,298,43,108,799,9,10,10,0,26,31,4,12,67,767,466,652,78,1954,2582,275,664,5486,33,6,10,5,57,100,4,102,266,8,7,3,0,23,19,3,53,93,18,21,16,0,56,49,6,21,126,64,38,30,9,135,168,9,172,483,90,108,44,7,245,153,21,20,444,25218,38086,14337,1134
125,38,3,142,116,10,20,291,8866,9521,3650,904,22944,11053,2321,3185,39510,0,0,0,0,3,11,0,3,17,0,3,0,0,7,12,0,69,91,36,76,34,5,151,80,27,37,296,38,80,34,5,162,98,30,114,399,31,60,22,8,118,71,19,10,223,28202,51156,15723,2357,97442,26775,4695,6568,135478,14738,35256,9032,1241,60272,10278,2240,2666,75461,1004,1726,648,80,3453,2223,209,440,6326,3054,7412,2041,227,12731,2664,667,691,16751,4058,9132,2689,303,16185,4887,879,1129,23079,2106,2923,994,207,6229,3758,683,856,11527,3221,4974,1608,333,10135,3872,1059,1170,16241,5262,5952,1563,401,13180,4235,1476,1908,20798,34,52,22,7,118,63,12,14,216,10627,13910,4178,944,29662,11928,3230,3954,48781,3,9,4,0,15,3,3,12,32,4,12,5,0,16,5,0,57,81,91,246,72,19,426,122,54,65,669,94,268,80,19,456,131,60,134,781,115,184,47,13,355,248,44,59,706,29629,58748,16028,2525
126,4,0,20,36,3,3,61,3971,2659,1212,347,8188,6423,1300,875,16790,3,0,0,0,3,7,0,65,75,0,0,0,0,0,0,0,3,3,18,29,7,3,58,39,7,9,121,25,29,7,3,67,46,7,76,200,12,10,0,0,20,8,0,5,29,13874,22003,5207,874,41956,13537,2557,1956,60008,7785,17247,3098,431,28559,4482,1053,910,34999,747,1041,343,42,2173,925,111,179,3396,1342,2085,589,74,4089,1549,289,211,6142,2089,3129,929,115,6268,2476,404,392,9544,414,289,154,33,888,1007,75,166,2139,2121,1914,735,211,4979,2970,748,437,9131,2748,1874,570,189,5381,2262,770,469,8885,11,8,0,0,23,20,3,7,53,5287,4088,1459,432,11265,6263,1596,1079,20199,5,3,0,0,3,10,0,41,61,0,0,0,0,0,0,0,4,6,30,28,5,3,70,38,14,12,134,29,30,7,3,73,48,14,58,202,51,81,24,0,161,94,15,16,287,15245,24580,5516,981
127,40,4,123,75,4,10,212,2031,3366,2156,250,7802,4238,487,1248,13778,29,5,8,0,46,126,3,10,184,0,0,0,0,0,7,0,15,19,19,31,17,3,68,32,8,5,113,53,39,20,6,118,163,11,22,315,14,37,16,0,67,29,3,10,112,19052,50147,17577,1603,88383,16637,2049,4682,111749,16200,45626,13471,1345,76646,9973,1337,3762,91720,467,724,556,56,1797,935,49,189,2968,1534,4231,2379,183,8320,1893,233,610,11063,1997,4951,2932,240,10122,2832,286,797,14034,489,768,588,75,1915,1606,119,390,4032,1061,1753,1143,157,4111,1972,298,830,7218,889,1477,744,113,3220,1004,180,619,5016,21,51,29,6,108,62,11,13,191,2460,4047,2503,341,9356,4638,606,1853,16452,12,3,4,3,17,66,3,26,117,6,18,7,0,34,14,3,12,66,62,157,63,13,301,88,22,65,479,84,179,77,15,352,173,29,108,661,94,152,61,7,319,205,19,63,604,20826,54957,19049,1957
128,16,0,53,63,4,3,124,4107,1881,1662,225,7873,7149,998,1129,17155,27,10,23,0,59,95,3,44,197,0,0,0,0,3,3,0,16,20,29,31,25,3,84,57,6,15,160,51,37,46,3,139,154,10,73,377,5,3,0,0,12,5,0,0,18,19306,29425,7570,701,57005,16288,1867,2441,77595,12199,25166,4427,411,42198,5704,615,1010,49528,544,542,277,20,1376,1039,43,147,2606,2093,2325,1093,74,5581,2155,175,324,8238,2636,2868,1371,88,6956,3189,219,477,10843,826,452,337,22,1638,1821,157,322,3943,2281,1324,1054,121,4793,3263,492,554,9103,1380,680,400,61,2524,1793,211,353,4877,8,0,3,0,11,4,3,3,25,4496,2463,1794,213,8967,6882,869,1230,17947,31,16,16,0,63,102,10,38,209,0,0,0,0,0,3,0,10,21,46,38,23,0,109,63,20,26,217,83,52,40,3,170,170,27,75,442,53,46,16,4,117,69,12,12,209,19463,30594,7641,713
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,3,0,9,21,0,0,31,485,97,294,27,904,2092,193,182,3374,52,16,9,3,78,202,13,88,373,8,8,0,0,11,26,3,21,62,42,19,8,0,65,35,4,6,116,94,40,18,3,157,262,18,112,558,7,3,0,0,4,5,6,0,21,15445,15412,6531,508,37898,16065,2329,2130,58420,14801,15101,5989,444,36331,13279,1883,2984,54478,930,612,545,59,2149,2836,317,368,5673,123,66,80,5,275,183,62,45,567,1054,681,626,69,2425,3019,382,416,6235,178,60,111,8,363,898,72,152,1480,13,9,3,0,25,36,12,14,83,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,186,64,116,10,387,934,77,174,1575,39,7,11,0,55,140,7,109,306,3,3,6,0,11,14,0,16,49,138,104,44,4,298,141,14,37,483,188,117,56,9,362,296,19,159,838,75,67,25,8,176,149,22,75,418,16304,16028,6813,533
202,5,0,10,19,0,3,31,378,114,267,39,802,1745,161,185,2895,48,13,6,0,71,213,8,158,449,5,3,0,0,12,17,0,31,60,48,44,7,0,99,63,5,10,178,101,55,19,0,178,295,14,197,686,6,3,4,0,12,9,0,5,26,14966,15072,6303,531,36876,14911,2057,2151,55992,15165,15338,6114,539,37163,13359,1828,3268,55618,486,162,341,46,1035,2069,201,336,3638,104,33,57,13,204,161,43,45,451,589,198,392,57,1233,2233,251,379,4093,90,47,63,3,207,433,34,116,790,13,4,0,0,16,39,4,73,123,0,0,0,0,0,17,0,3,16,0,0,0,0,3,0,0,0,7,101,49,68,3,228,487,32,192,933,37,9,10,0,51,175,3,112,347,8,3,5,0,13,9,0,21,44,36,26,9,0,75,41,9,20,145,79,33,24,0,141,234,14,154,534,98,62,24,0,182,124,14,48,372,16035,15679,6626,604
