SA4_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
111,8692,2422,683,41168,8563,5718,8179,4693,2083,29241,412,115,80,44,35,680,35184,17416,17721,7343,2846,80510,4,0,0,0,0,7,151,8,0,3,0,160,1937,366,104,19,6,2435,1476,681,394,134,51,2732,106,64,99,62,29,358,60,18,7,0,3,90,3727,1142,615,214,82,5780,12,5,0,0,0,13,373,29,5,3,0,404,1746,340,89,12,3,2190,745,301,156,51,21,1268,43,14,20,10,16,102,56,14,5,0,0,72,2967,703,267,71,38,4050,8,4,0,0,0,18,63,5,0,0,0,73,146,28,4,0,0,175,29,9,13,0,6,56,4,5,11,0,5,28,11,0,0,0,0,10,263,57,33,6,12,368,31,7,3,0,0,47,42176,19319,18639,7635,2981,90755,17,16,3,0,7,41,335,62,46,14,7,461,5554,1497,714,129,39,7927,18870,9500,8167,2139,566,39243,9809,6635,9486,5060,2302,33294,484,179,126,56,48,901,35074,17885,18546,7392
112,4504,1396,481,24156,6843,3758,4671,2952,1598,19819,257,64,51,28,35,436,23529,9932,9705,4503,2153,49825,5,0,3,0,0,10,95,3,0,0,0,99,1331,277,86,17,4,1705,1900,876,459,126,38,3397,171,83,122,61,42,481,56,9,0,3,0,72,3547,1253,670,208,85,5770,5,0,0,0,0,4,137,15,0,0,0,151,1534,342,80,19,4,1978,791,315,206,59,11,1388,32,25,18,9,12,95,42,4,6,0,0,59,2546,701,311,95,25,3676,32,3,0,0,0,41,230,10,3,0,0,245,320,54,22,7,0,403,97,38,21,11,3,170,14,10,8,3,7,47,25,0,3,0,0,31,722,118,55,25,13,931,28,9,5,3,0,52,30378,12015,10741,4830,2282,60246,62,21,10,4,3,101,428,77,33,12,14,553,3112,788,373,113,26,4409,11986,5009,4136,1319,416,22862,7433,4016,5161,3048,1631,21288,383,130,82,49,42,682,23404,10036,9790,4541
113,3047,1154,442,17399,5404,2855,3667,2586,1373,15892,210,72,43,29,27,379,16581,7029,6977,3827,1866,36282,0,0,0,0,0,0,21,0,0,0,0,24,270,75,27,8,0,383,151,70,45,16,7,295,28,14,12,15,3,73,7,0,0,0,0,9,488,161,85,37,8,781,0,0,0,0,0,5,49,10,0,0,0,63,652,144,84,6,5,886,142,49,32,9,3,229,15,6,15,25,6,62,13,7,3,3,0,28,870,216,132,45,16,1276,5,0,0,0,0,11,26,0,0,0,0,31,28,9,5,3,0,46,31,15,10,0,0,61,12,6,4,3,5,34,6,0,0,0,0,12,115,37,20,12,6,184,18,12,3,3,0,39,18069,7446,7218,3921,1902,38555,24,12,3,3,3,42,110,22,9,11,9,159,1737,318,150,48,19,2285,8784,3390,2760,1033,314,16284,5953,3091,3925,2574,1370,16925,343,82,78,31,24,563,16952,6913,6928,3707
114,2429,748,232,15484,6540,2825,3529,2020,1056,15977,200,32,34,21,12,301,18064,6374,6200,2847,1321,34809,0,0,0,0,0,3,28,5,0,0,0,31,399,58,6,0,0,469,461,120,73,24,13,690,101,37,55,40,21,251,12,4,0,0,0,17,996,227,138,60,32,1456,0,0,0,0,0,0,29,0,3,0,0,29,268,42,13,0,3,332,86,30,10,5,0,137,8,3,3,5,3,20,14,0,0,0,0,10,406,77,33,10,5,529,3,0,0,3,0,14,55,0,0,0,0,54,112,6,4,4,0,127,37,14,10,0,0,57,9,6,0,3,0,21,5,0,3,0,0,7,220,29,15,15,3,277,24,4,10,0,0,36,19714,6708,6394,2932,1361,37112,16,6,3,3,0,32,200,25,15,10,3,256,2058,395,187,39,17,2692,8982,3043,2317,698,243,15288,7519,3186,3692,2174,1163,17730,298,83,66,31,28,503,19072,6749,6277,2955
115,2813,781,208,11247,9081,7530,12061,6190,2928,37790,135,45,57,30,23,284,14898,10497,15084,7047,3183,50710,0,0,0,0,0,0,34,3,0,0,0,42,458,112,50,6,3,632,1167,761,602,133,30,2695,229,171,195,70,35,699,15,0,0,0,0,18,1901,1053,849,215,71,4087,0,0,0,0,0,0,62,9,0,0,0,69,482,168,58,3,5,717,197,123,69,17,4,406,12,13,13,3,4,43,6,3,0,0,0,7,756,307,145,25,12,1244,8,0,0,0,0,5,18,0,0,0,0,18,33,12,4,4,0,45,9,8,7,3,0,29,0,0,6,0,3,8,3,0,0,0,0,3,70,22,9,6,4,116,12,3,7,3,0,31,17643,11881,16097,7297,3271,56188,15,3,11,3,0,34,107,35,21,9,13,185,670,233,129,45,21,1096,4253,2496,2520,780,226,10276,9741,7956,12603,6569,3396,40262,184,95,104,59,55,505,14974,10820,15389,7467
116,7892,3155,1705,32477,5797,5949,8966,5172,4001,29880,283,171,164,106,119,853,18900,14995,17365,8574,5881,65713,9,3,3,0,3,19,67,18,3,5,7,95,524,284,140,40,20,1006,1640,1565,1333,582,350,5463,277,361,503,283,265,1693,42,27,19,19,10,114,2545,2255,1998,927,653,8381,14,0,5,0,0,22,121,17,8,0,0,140,994,699,406,111,45,2253,64,88,68,33,25,278,11,3,12,9,3,34,34,19,10,0,4,70,1221,821,504,157,83,2797,0,0,0,0,0,0,20,6,0,0,0,26,46,15,11,0,0,75,15,11,10,3,0,39,0,4,0,5,3,12,3,3,0,0,0,5,82,43,23,8,3,164,16,10,9,6,0,47,22771,18135,19894,9674,6631,77099,17,12,12,13,21,76,147,71,57,16,19,315,1269,530,319,106,59,2285,10215,7662,7179,2941,1662,29655,6060,6751,10064,5630,4705,33213,367,275,213,156,188,1201,18074,15302,17844,8863
117,1589,503,196,5932,659,715,1030,635,472,3511,67,30,15,8,9,130,4312,2846,2947,1201,696,11999,24,7,0,0,0,31,592,41,10,5,0,642,3492,1219,513,76,11,5316,2567,1807,1556,365,111,6406,477,456,583,307,153,1980,79,27,9,10,9,127,7232,3554,2675,759,288,14508,658,49,22,5,0,736,7065,592,99,15,0,7773,10207,3825,1904,391,102,16424,1773,1127,880,267,123,4165,91,64,69,41,17,276,203,69,38,13,8,325,19997,5723,3008,728,244,29699,5,0,0,0,0,3,39,6,0,0,0,50,83,34,23,9,0,151,14,26,28,12,12,84,5,3,3,4,8,23,0,6,0,0,0,6,147,73,57,26,21,318,141,45,19,3,0,206,31828,12238,8709,2720,1249,56733,3,0,0,0,0,7,74,10,4,0,5,91,798,321,227,36,10,1394,1715,1230,1413,413,142,4917,677,666,1083,655,492,3562,58,32,28,18,17,156,3325,2257,2750,1123
118,2051,541,126,7204,2243,1939,3446,2202,908,10743,95,35,19,18,5,176,6236,4010,5762,2796,1053,19861,9,6,3,0,3,18,189,22,11,0,0,223,1836,680,386,70,4,2973,2266,1708,1781,413,65,6233,574,615,999,522,164,2864,85,16,10,6,0,115,4952,3050,3185,1007,233,12423,194,16,7,3,0,214,3135,257,37,5,3,3441,10041,3923,1549,253,34,15797,2250,1343,1093,265,66,5014,139,92,133,75,24,466,178,42,16,5,0,242,15933,5675,2836,608,129,25176,3,0,0,0,0,3,26,3,0,0,0,31,50,19,20,5,0,92,16,18,18,6,0,58,4,3,10,3,6,29,0,0,0,0,0,3,100,45,44,11,14,220,39,13,19,13,3,83,27262,12793,11848,4429,1426,57767,5,3,0,0,0,7,47,5,13,7,3,68,541,214,136,21,3,918,2314,1360,1701,431,85,5896,2461,1978,3481,2317,984,11217,94,35,44,22,17,213,5458,3595,5382,2795
119,10449,4404,2490,41212,6110,5854,8774,6058,4769,31563,507,182,183,149,148,1182,26056,18004,20876,11103,7684,83722,12,3,6,3,3,29,193,29,10,6,0,233,1809,921,588,173,57,3546,2773,2129,2089,828,404,8224,661,862,1089,694,568,3875,81,62,38,24,20,230,5539,3998,3814,1733,1060,16135,92,38,33,4,3,171,1074,247,57,14,4,1392,10274,7099,4432,1330,388,23523,1526,1588,1414,618,369,5513,90,88,128,74,74,459,277,158,119,54,27,628,13327,9216,6182,2098,867,31684,3,0,0,0,0,4,41,11,4,0,0,54,112,60,48,22,10,246,42,38,39,13,15,150,7,7,13,7,10,47,4,0,6,3,0,15,209,116,102,44,36,512,65,59,36,23,19,196,45196,31389,31014,14995,9655,132250,24,12,22,19,17,87,199,76,50,34,47,405,3931,1669,1103,399,199,7304,12505,8571,9342,3903,2498,36816,6768,6327,9666,6569,5770,35101,514,249,264,193,228,1445,23934,16896,20450,11112
120,4353,1219,375,15576,2605,2480,4082,2508,1374,13049,180,54,37,18,12,307,11200,7663,9112,3883,1794,33653,10,3,3,0,0,11,251,25,11,0,0,282,2466,1035,544,71,14,4124,1933,1491,1458,321,82,5289,302,291,420,235,74,1324,51,14,6,5,0,78,5014,2861,2434,627,170,11104,112,21,9,3,3,154,1679,260,60,5,4,2008,7962,4100,2016,392,89,14565,1728,1161,1003,301,103,4301,59,55,86,40,25,270,115,61,45,17,8,244,11662,5662,3213,770,233,21537,0,0,0,0,0,0,38,3,0,0,0,46,100,46,22,12,0,182,40,37,31,12,5,126,9,3,12,5,5,40,3,0,0,0,0,6,191,92,69,31,11,399,57,20,15,0,3,91,28121,16290,14846,5304,2219,66776,15,0,0,3,0,21,82,25,12,7,11,128,1586,657,425,83,28,2781,4546,3140,3627,998,290,12601,2526,2374,4187,2368,1422,12869,159,72,55,30,42,358,8902,6266,8307,3488
121,5892,1377,241,21299,9071,7215,12054,6981,2402,37721,185,46,62,33,15,337,20170,13001,18431,8476,2685,62761,8,0,0,0,0,14,138,18,3,0,0,160,1260,453,215,32,3,1972,2139,1111,1033,220,38,4551,299,206,339,138,48,1034,35,7,11,5,0,64,3890,1797,1610,393,96,7779,203,25,6,0,0,238,3303,364,74,9,0,3739,10626,4268,1862,256,61,17082,3195,1700,1281,281,89,6538,116,74,101,50,12,346,117,41,20,4,3,182,17565,6467,3339,596,161,28132,0,0,0,0,0,0,26,0,0,0,0,26,24,17,9,0,0,49,16,6,11,3,0,40,4,3,3,0,5,15,0,0,0,0,0,0,72,30,22,9,3,134,62,30,20,12,4,129,41756,21325,23428,9478,2944,98937,7,3,8,0,6,26,106,39,19,9,5,180,1508,510,339,76,19,2455,7313,4334,5293,1169,263,18373,9535,7631,13411,7176,2704,40461,218,116,116,55,41,540,18699,12632,19195,8481
122,4731,1189,227,16524,5647,4378,7939,4444,1745,24152,141,52,41,19,13,263,14240,8745,13107,5753,2017,43863,6,0,0,0,0,6,146,15,3,0,0,163,713,220,138,18,0,1088,1087,659,703,166,33,2647,222,133,216,145,58,771,18,4,9,0,0,27,2188,1032,1072,329,87,4707,48,3,5,0,0,54,1622,140,23,3,0,1794,6045,2390,963,128,34,9556,1313,592,460,118,20,2507,73,50,60,43,18,235,89,24,22,4,0,135,9199,3195,1536,292,73,14287,4,0,0,0,0,4,14,3,0,0,0,18,35,14,8,0,0,60,19,11,11,3,0,43,10,3,8,3,3,25,3,0,0,0,0,5,89,27,28,7,6,157,12,4,8,10,0,36,25730,12998,15746,6390,2178,63048,6,3,8,3,4,25,153,44,25,12,9,243,1155,441,342,70,24,2029,5484,3221,4438,1124,212,14478,5919,4703,8942,4984,2087,26641,184,82,97,41,44,447,12903,8496,13849,6232
123,5735,1955,968,24429,6696,5547,8071,4605,3097,28010,226,114,107,77,55,583,17519,12155,14110,6700,4153,54632,3,3,4,3,4,15,41,4,0,0,4,58,954,330,134,46,9,1476,1203,842,616,255,155,3069,173,150,207,107,124,763,36,13,13,8,10,83,2411,1341,973,425,308,5452,3,0,0,0,0,6,58,8,0,0,0,62,421,105,46,10,0,582,128,55,29,5,3,221,12,6,8,0,3,31,14,0,0,0,0,21,628,172,84,19,5,917,0,0,0,0,0,0,16,9,0,0,0,25,10,4,5,0,0,27,25,21,20,3,6,73,11,11,16,8,8,56,3,0,0,0,0,3,77,45,43,9,13,180,10,6,6,5,0,31,20645,13714,15222,7155,4481,61217,20,12,13,9,5,58,112,33,40,18,21,218,771,281,145,58,24,1286,9381,6018,5400,1823,909,23532,7931,6696,9409,5455,3787,33270,317,157,158,104,95,832,18530,13195,15161,7465
124,7183,2251,861,32073,7987,6217,8559,5239,3118,31114,288,97,89,43,51,573,24376,14916,16132,7644,4056,67124,4,0,0,0,0,3,44,11,0,0,0,55,641,165,41,7,0,846,1786,1084,694,225,89,3876,184,144,161,103,83,675,32,7,9,4,8,62,2685,1406,903,343,182,5520,3,3,0,0,0,8,88,22,0,0,0,112,853,305,117,29,9,1312,298,171,105,44,16,639,78,63,77,44,28,296,27,6,6,0,0,44,1350,569,308,125,56,2409,5,0,0,0,0,5,14,3,0,0,0,23,31,8,6,4,0,48,17,17,7,4,5,41,6,4,3,4,3,21,3,3,0,0,0,8,72,37,17,12,12,144,21,3,11,3,0,36,28505,16938,17364,8121,4306,75235,18,4,3,3,3,33,184,46,34,21,6,300,1983,561,288,71,33,2931,13665,7646,6629,2075,794,30803,9520,7144,9514,5650,3566,35390,380,196,145,86,81,887,25746,15604,16617,7911
125,7606,3337,2038,30914,4958,4573,6661,4265,3743,24193,331,144,153,140,137,902,18954,13401,15385,8090,6123,61953,11,3,4,5,3,25,133,22,4,3,3,164,1376,758,465,97,45,2749,2038,1981,1900,716,391,7025,347,417,649,377,362,2148,53,34,23,25,14,149,3959,3214,3056,1219,813,12259,89,34,34,11,4,169,894,194,42,5,0,1135,7575,4993,3060,881,315,16831,1196,1106,1073,441,323,4149,39,57,64,53,35,244,153,103,83,38,32,414,9946,6492,4364,1431,720,22944,0,0,0,0,0,0,7,0,0,0,0,6,30,18,15,9,0,73,13,9,12,8,14,53,0,8,3,3,9,25,0,0,0,0,3,6,53,35,30,24,23,162,41,34,27,11,5,118,32949,23179,22860,10772,7687,97442,23,18,24,10,15,79,172,66,45,19,37,339,2261,1104,843,344,179,4723,8864,6413,6792,3087,2139,27294,5186,4957,7227,4744,4692,26802,347,172,162,148,211,1036,16846,12720,15094,8348
126,3241,835,216,11652,3366,2935,4754,2711,1171,14941,87,43,29,12,13,189,9188,6215,8291,3633,1428,28758,4,0,0,0,0,7,72,7,0,0,0,73,792,348,171,23,4,1337,1077,817,726,165,42,2827,141,160,198,102,43,650,17,7,3,3,0,29,2104,1338,1099,297,92,4924,34,10,6,3,0,54,752,114,17,0,0,882,3337,1652,747,133,28,5904,440,335,328,87,26,1210,18,10,13,11,9,59,56,7,12,3,4,80,4638,2135,1124,238,62,8188,3,0,0,0,0,3,8,0,0,0,0,7,13,10,4,0,0,22,11,3,7,0,0,28,3,0,4,0,0,5,0,0,0,0,0,0,34,11,14,3,4,67,14,0,3,3,0,20,15970,9699,10526,4175,1583,41956,8,3,3,0,4,20,63,13,10,7,14,108,819,302,235,46,21,1424,3859,2483,2804,715,231,10092,3662,3159,5229,2953,1595,16610,121,71,57,27,37,316,8539,6038,8341,3746
127,7407,3597,2107,29947,6308,6864,10310,6797,5690,35966,383,187,231,159,152,1119,17694,15006,18436,10762,8090,69978,13,5,8,4,0,34,107,20,6,0,0,138,837,435,295,128,33,1727,1545,1625,1558,768,385,5884,385,430,713,458,405,2395,86,52,41,27,21,230,2970,2577,2628,1387,852,10411,19,9,9,5,3,42,229,62,32,7,0,323,2375,1735,1207,367,121,5812,317,358,353,181,115,1325,25,22,16,15,12,86,99,54,37,10,8,215,3060,2238,1657,589,259,7802,0,0,0,0,0,0,18,5,0,0,0,22,38,14,9,0,0,56,4,10,3,0,0,22,7,0,6,0,3,11,3,3,0,0,0,6,67,30,17,0,7,118,21,17,15,6,6,67,23815,19859,22750,12744,9214,88383,19,18,21,18,11,91,144,55,35,28,25,288,1176,595,376,142,108,2393,8919,6780,7044,3450,2179,28377,7922,8372,12149,8156,7429,44033,457,302,259,201,246,1469,18629,16125,19891,12006
128,4711,1240,238,17291,5613,4450,7421,4479,1702,23661,154,32,38,21,12,245,14256,8925,12428,5801,1980,43392,0,0,0,0,0,0,63,4,0,0,0,65,757,211,62,11,0,1044,1927,1023,791,193,47,3982,130,97,125,68,34,448,37,6,6,0,0,43,2910,1339,988,271,80,5584,10,3,0,0,0,19,438,33,6,0,0,473,3916,1331,492,70,17,5826,770,322,235,72,13,1411,21,16,17,7,0,63,68,5,10,0,0,85,5219,1712,757,153,26,7873,9,0,0,0,0,7,29,8,0,0,0,31,32,20,7,0,0,57,10,14,6,7,3,34,0,0,0,0,0,3,0,0,0,0,0,0,77,41,20,9,4,139,9,0,3,0,0,12,22469,12017,14199,6228,2092,57005,9,4,3,0,0,15,77,21,14,8,4,115,871,317,210,45,12,1461,6159,3449,4237,1116,226,15194,6080,4645,7868,4612,1834,25035,171,78,75,29,13,368,13370,8518,12402,5814
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,3703,1211,394,20252,3610,2199,3045,2063,951,11870,192,55,51,23,16,338,16984,7249,7026,3368,1377,36004,0,0,0,0,0,0,29,3,0,0,0,38,302,55,19,0,0,375,203,71,57,14,0,338,19,9,19,7,4,60,7,0,0,0,3,18,566,144,95,21,9,829,0,0,0,0,0,0,83,5,0,0,0,90,527,62,24,4,0,612,91,45,14,12,3,162,5,7,6,5,3,18,14,10,4,0,0,23,718,121,44,20,4,904,9,4,0,0,0,9,40,0,0,0,0,42,26,8,4,0,0,46,16,9,3,0,3,29,10,9,12,6,3,27,3,3,0,0,0,7,101,28,16,11,3,157,7,0,0,0,0,4,18368,7542,7177,3416,1394,37898,24,3,4,0,0,25,182,29,15,3,0,231,2382,512,223,44,19,3178,10277,4107,3422,952,318,19076,4194,2500,3497,2163,988,13346,275,70,66,30,24,467,17335,7220,7236,3196
202,3584,1146,370,19575,3594,2283,2972,1990,961,11804,200,53,36,24,16,327,16692,7156,6828,3215,1378,35268,0,0,0,0,0,0,21,3,0,0,0,19,226,51,10,3,0,294,121,68,28,11,0,227,21,22,12,4,3,67,10,0,0,0,0,9,395,141,51,20,4,616,0,0,0,0,0,0,37,0,0,0,0,39,405,83,13,5,7,513,127,48,24,9,8,212,8,5,4,3,0,24,10,0,0,0,0,16,590,144,37,19,16,802,8,3,0,0,0,11,32,0,0,0,0,32,36,7,5,0,0,44,20,14,9,3,0,54,12,3,7,4,0,30,3,0,0,0,0,3,118,28,21,8,3,178,6,0,3,0,0,12,17795,7474,6942,3261,1395,36876,25,3,4,0,3,33,189,24,17,3,3,235,2479,506,247,64,25,3314,10306,4163,3269,968,349,19052,4482,2774,3605,2204,939,14002,329,80,60,27,20,517,17808,7547,7205,3267
203,7353,1875,547,35422,5853,3839,5813,3764,1560,20826,317,96,71,28,24,543,27371,12787,13534,5764,2150,61602,3,0,0,0,0,7,71,3,3,0,0,74,682,108,22,8,3,831,486,179,116,32,7,815,55,25,36,31,9,151,20,3,0,0,0,26,1324,323,174,68,25,1905,4,6,0,0,0,10,180,17,0,0,0,200,1298,219,61,12,0,1593,393,155,82,14,3,654,37,8,20,8,4,78,24,6,0,0,0,31,1931,412,167,39,4,2561,12,5,0,0,0,14,34,3,0,0,0,37,78,9,3,0,0,90,27,11,13,0,3,59,6,3,9,3,3,24,3,3,0,0,0,3,163,34,22,3,9,233,8,8,4,0,0,19,30791,13559,13905,5876,2186,66317,25,11,10,5,4,52,187,27,20,10,3,245,3506,750,315,61,14,4648,17698,7884,6851,1737,498,34669,7414,4831,7312,4343,1693,25593,471,143,101,65,37,821,29299,13646,14602,6223
