SA4_CODE_2016,Age_74_C16_P,Age_70_74_C06_M,Age_70_74_C06_F,Age_70_74_C06_P,Age_70_74_C11_M,Age_70_74_C11_F,Age_70_74_C11_P,Age_70_74_C16_M,Age_70_74_C16_F,Age_70_74_C16_P,Age_75_C06_M,Age_75_C06_F,Age_75_C06_P,Age_75_C11_M,Age_75_C11_F,Age_75_C11_P,Age_75_C16_M,Age_75_C16_F,Age_75_C16_P,Age_76_C06_M,Age_76_C06_F,Age_76_C06_P,Age_76_C11_M,Age_76_C11_F,Age_76_C11_P,Age_76_C16_M,Age_76_C16_F,Age_76_C16_P,Age_77_C06_M,Age_77_C06_F,Age_77_C06_P,Age_77_C11_M,Age_77_C11_F,Age_77_C11_P,Age_77_C16_M,Age_77_C16_F,Age_77_C16_P,Age_78_C06_M,Age_78_C06_F,Age_78_C06_P,Age_78_C11_M,Age_78_C11_F,Age_78_C11_P,Age_78_C16_M,Age_78_C16_F,Age_78_C16_P,Age_79_C06_M,Age_79_C06_F,Age_79_C06_P,Age_79_C11_M,Age_79_C11_F,Age_79_C11_P,Age_79_C16_M,Age_79_C16_F,Age_79_C16_P,Age_75_79_C06_M,Age_75_79_C06_F,Age_75_79_C06_P,Age_75_79_C11_M,Age_75_79_C11_F,Age_75_79_C11_P,Age_75_79_C16_M,Age_75_79_C16_F,Age_75_79_C16_P,Age_80_84_C06_M,Age_80_84_C06_F,Age_80_84_C06_P,Age_80_84_C11_M,Age_80_84_C11_F,Age_80_84_C11_P,Age_80_84_C16_M,Age_80_84_C16_F,Age_80_84_C16_P,Age_85ov_C06_M,Age_85ov_C06_F,Age_85ov_C06_P,Age_85ov_C11_M,Age_85ov_C11_F,Age_85ov_C11_P,Age_85ov_C16_M,Age_85ov_C16_F,Age_85ov_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
122,1868,3238,3677,6918,3946,4185,8133,4856,5405,10256,613,789,1404,551,726,1279,797,893,1686,571,816,1394,611,692,1305,798,793,1594,605,762,1368,557,657,1215,712,797,1508,616,779,1399,537,679,1215,664,788,1453,523,685,1210,521,645,1170,648,721,1371,2930,3834,6762,2781,3401,6186,3619,3995,7614,2320,3478,5798,2296,3279,5575,2339,3124,5466,1733,3641,5372,2178,4079,6252,2456,4489,6945,110356,114744,225102,116427,121213,237640,123507,129370,252878
123,1303,1926,2209,4135,2606,2815,5422,3820,3987,7801,315,432,739,437,494,933,569,585,1152,306,415,722,358,418,776,500,573,1079,283,378,663,318,352,678,470,494,959,232,348,584,334,393,724,421,531,959,267,340,607,267,386,661,410,475,893,1399,1912,3313,1720,2047,3769,2378,2664,5038,936,1475,2414,1100,1676,2772,1404,1844,3244,546,1286,1834,809,1699,2504,1090,2083,3174,110200,113458,223656,115649,120155,235804,128725,133338,262064
124,1735,2974,3404,6380,3683,4118,7796,5102,5483,10588,539,597,1139,596,697,1291,729,876,1608,475,615,1084,536,668,1204,735,806,1542,467,598,1063,464,543,1013,653,780,1437,417,627,1044,451,619,1067,554,677,1233,387,582,970,454,542,993,531,676,1210,2283,3021,5301,2497,3075,5565,3208,3818,7021,1519,2500,4022,1722,2457,4178,2006,2718,4717,898,2232,3133,1255,2754,4006,1557,3017,4571,137227,141776,279002,141339,146846,288191,150470,156457,306933
125,2133,4674,5176,9851,5169,5527,10694,5981,6284,12262,836,1003,1834,935,1014,1951,1003,1130,2129,752,1062,1812,808,898,1704,980,1088,2066,758,971,1733,828,868,1694,909,958,1870,738,922,1658,718,864,1584,764,962,1724,727,965,1692,707,862,1563,779,923,1702,3815,4920,8733,3993,4504,8502,4431,5068,9500,2564,4135,6698,2903,4060,6963,3101,3841,6936,1592,3548,5141,2091,4386,6481,2761,4823,7583,178761,177028,355782,198298,196409,394709,227574,220818,448391
126,1071,2288,2661,4947,2388,2887,5277,2766,3098,5860,449,570,1023,452,523,971,473,552,1018,454,521,980,396,471,865,482,535,1011,414,564,979,394,484,876,400,543,946,413,552,965,426,476,896,407,513,924,408,558,962,355,478,833,369,563,935,2142,2768,4906,2012,2435,4447,2130,2706,4837,1551,2471,4021,1663,2357,4021,1659,2143,3805,1058,2444,3504,1379,2807,4191,1790,3141,4930,75178,79882,155064,79212,83631,162846,88832,93286,182119
127,2028,4023,4500,8521,4636,5055,9694,5631,5829,11461,669,796,1464,762,864,1623,933,1081,2008,731,808,1540,701,851,1548,898,1021,1920,594,722,1315,688,806,1495,844,924,1768,513,672,1183,603,708,1308,765,846,1609,488,612,1096,581,743,1325,682,823,1500,2997,3614,6605,3335,3971,7306,4124,4683,8808,1720,2516,4237,2252,2972,5225,2692,3406,6092,922,1864,2782,1358,2436,3790,2111,3432,5545,167375,170082,337452,178129,182037,360166,200618,205344,405962
128,1503,2852,3313,6159,3186,3536,6726,4134,4639,8774,543,735,1283,565,645,1208,662,699,1362,556,730,1288,484,615,1100,585,704,1291,556,657,1216,478,588,1058,568,661,1234,516,670,1181,490,636,1121,561,639,1206,479,660,1139,467,586,1058,497,637,1141,2647,3455,6102,2487,3063,5550,2880,3349,6229,1793,2666,4456,2108,3008,5119,2081,2735,4815,1107,2259,3367,1560,3039,4597,2123,3824,5949,100601,104312,204913,102850,107421,210265,106413,111465,217880
197,12,0,0,0,11,7,21,21,28,46,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,5,14,22,0,0,0,8,9,20,10,10,19,0,0,0,0,0,0,3,7,10,37,7,50,56,55,112,171,239,412
199,62,134,73,203,227,132,366,266,154,413,21,14,37,29,11,42,37,24,61,8,11,25,25,7,30,26,17,46,12,6,23,15,12,29,28,11,38,14,5,18,23,9,33,22,16,32,18,12,31,6,3,9,11,11,24,77,48,125,95,46,144,121,78,199,34,46,76,51,51,97,43,38,83,27,35,66,50,71,122,32,48,78,5924,4248,10175,7593,5327,12917,7351,4939,12288
201,1301,2412,2540,4947,2716,2935,5647,3667,3797,7463,425,479,903,480,504,985,578,613,1194,400,486,888,392,476,877,516,601,1110,371,524,894,443,468,903,507,551,1063,391,474,863,359,431,794,432,551,981,345,462,807,368,440,806,443,459,897,1935,2423,4362,2042,2320,4358,2476,2771,5244,1298,1962,3264,1425,2012,3431,1628,2012,3639,806,1732,2538,1027,2052,3082,1291,2456,3745,66376,69745,136120,71326,74908,146234,76798,80690,157485
202,1291,2318,2489,4804,2721,2885,5599,3441,3570,7009,398,489,886,451,512,964,610,596,1208,433,432,861,447,451,899,502,586,1087,382,455,838,391,439,834,483,535,1024,364,475,838,381,492,877,433,567,1006,343,467,809,314,389,707,450,479,930,1915,2325,4243,1992,2280,4275,2484,2768,5252,1291,1811,3104,1511,2042,3558,1634,1994,3630,868,1882,2748,1140,2156,3295,1457,2500,3961,64363,68043,132405,68588,72111,140695,74698,78392,153092
203,2165,4000,4574,8574,4455,4975,9433,5841,6371,12212,773,872,1643,814,882,1698,907,1077,1984,701,887,1591,686,840,1533,820,1023,1842,706,852,1559,645,841,1488,865,925,1791,693,897,1587,704,826,1532,797,913,1715,666,810,1480,584,778,1367,749,901,1649,3535,4325,7858,3440,4175,7613,4140,4837,8973,2388,3566,5954,2778,3683,6459,2817,3707,6525,1580,3069,4657,2026,3974,6002,2667,4657,7326,112979,118292,231275,122200,128452,250650,135813,143119,278929
204,1635,2711,2908,5617,3381,3354,6742,4444,4477,8928,492,591,1084,571,582,1150,715,712,1425,529,577,1102,500,538,1039,645,693,1340,465,555,1019,479,516,992,618,689,1309,421,497,922,457,542,1003,553,558,1105,445,470,919,409,480,888,497,575,1071,2351,2696,5045,2413,2659,5076,3036,3217,6252,1501,2135,3633,1798,2281,4081,1951,2361,4313,898,1971,2874,1253,2351,3602,1754,2840,4590,75590,77032,152628,78782,80513,159294,83920,86275,170194
205,2733,4767,4901,9665,5823,5742,11562,7553,7574,15125,838,958,1796,957,978,1934,1281,1269,2548,881,929,1813,911,915,1824,1115,1150,2260,805,904,1714,786,879,1668,1122,1148,2268,779,864,1641,779,892,1671,928,1050,1975,730,831,1561,704,795,1503,856,929,1793,4033,4483,8520,4143,4457,8604,5296,5549,10844,2499,3529,6029,2988,3702,6693,3343,3937,7280,1515,2963,4474,2007,3733,5734,2763,4489,7251,117545,121459,239008,125947,129912,255858,133172,138247,271416
206,2574,5545,6357,11908,5696,6640,12333,6903,7410,14312,1066,1121,2188,1016,1237,2249,1128,1313,2443,1115,1161,2276,994,1176,2177,1087,1292,2379,948,1163,2117,937,1215,2156,1032,1238,2272,949,1135,2080,840,1027,1873,998,1222,2218,942,1047,1986,818,982,1801,846,1199,2044,5023,5629,10651,4617,5638,10250,5093,6264,11357,3409,4885,8287,3680,4641,8319,3687,4916,8605,2242,4687,6931,2785,5085,7872,3585,5790,9372,225148,233760,458907,245711,256282,501989,285795,305884,591679
207,2605,5514,6292,11799,5855,6998,12859,6472,7766,14240,1060,1258,2323,1046,1271,2321,1138,1443,2586,999,1261,2263,1016,1171,2189,1217,1318,2531,977,1259,2232,1010,1158,2174,1074,1338,2410,915,1207,2121,953,1137,2088,1014,1318,2333,831,1169,1998,879,1057,1938,961,1228,2191,4784,6150,10934,4905,5804,10712,5404,6642,12046,3377,5439,8816,3872,5429,9300,4113,5259,9374,2489,5712,8199,3198,6433,9630,4013,7094,11110,157449,171534,328985,163530,176480,340002,172782,186862,359644
208,2605,5168,6490,11662,5588,6610,12194,6713,7874,14591,1111,1371,2483,964,1244,2211,1118,1326,2444,1064,1466,2527,907,1245,2161,1084,1276,2359,1018,1395,2418,964,1161,2126,951,1298,2251,1027,1429,2462,843,1157,1997,983,1242,2229,973,1476,2457,843,1146,1992,965,1236,2204,5191,7141,12340,4520,5960,10480,5109,6374,11490,4197,6725,10931,4084,5974,10060,3745,5357,9104,3149,6692,9843,3854,7626,11480,4481,8064,12538,172344,186106,358455,182676,195542,378214,194086,209615,403707
209,2886,5554,6227,11779,6170,6890,13064,7762,8430,16189,980,1140,2120,1127,1229,2353,1258,1415,2679,944,1204,2146,1034,1159,2195,1203,1437,2644,958,1121,2079,980,1139,2121,1122,1294,2412,870,1038,1911,894,1097,1991,1060,1311,2373,826,1092,1917,799,1040,1833,1003,1169,2174,4581,5598,10179,4830,5663,10490,5649,6626,12274,3016,4291,7311,3501,4753,8250,4065,5129,9196,1795,3754,5547,2551,4728,7280,3427,5632,9057,195006,201553,396563,215140,221904,437046,243480,251875,495353
210,2127,4383,4941,9323,4802,5316,10125,5472,6053,11522,843,932,1772,838,960,1801,961,981,1940,791,917,1706,720,907,1627,906,1076,1988,686,807,1497,757,874,1633,808,1047,1854,677,779,1455,733,850,1585,775,927,1701,635,799,1436,685,880,1568,813,947,1756,3633,4226,7863,3744,4469,8216,4258,4980,9240,2243,3178,5425,2805,3574,6374,3004,3961,6964,1170,2170,3333,1784,3041,4827,2587,4063,6650,142439,147281,289715,157321,161164,318481,180073,183294,363371
211,3501,6010,6731,12737,7438,7999,15430,9252,10440,19690,1137,1296,2437,1224,1404,2629,1532,1656,3193,1074,1325,2391,1065,1265,2332,1381,1615,2998,960,1180,2142,1023,1227,2246,1312,1469,2777,968,1194,2160,994,1184,2177,1185,1492,2682,820,1111,1929,938,1103,2035,1130,1353,2478,4963,6098,11062,5240,6175,11414,6535,7584,14119,3240,4999,8239,3856,5267,9125,4267,5549,9816,2134,4888,7021,2878,5839,8718,3840,6801,10639,228076,237969,466039,234929,244170,479105,244075,255533,499608
212,4407,8203,9028,17231,9586,10377,19959,11496,12476,23972,1484,1678,3158,1657,1894,3548,1847,2157,3999,1439,1761,3197,1562,1720,3282,1901,2056,3963,1338,1560,2893,1491,1653,3143,1803,2023,3830,1254,1429,2686,1321,1581,2902,1635,1901,3540,1128,1463,2595,1264,1506,2774,1521,1657,3176,6646,7890,14540,7292,8346,15643,8710,9797,18508,4112,5868,9981,5287,6837,12125,5976,7427,13403,2475,4903,7383,3534,6609,10142,5048,8254,13311,290727,294282,585010,327765,330248,658018,376466,378804,755265
213,3057,5628,6429,12063,6940,7144,14080,8842,9315,18152,1009,1243,2255,1134,1330,2466,1406,1513,2920,967,1262,2233,1040,1246,2283,1293,1479,2771,924,1050,1980,972,1154,2121,1191,1342,2530,824,1086,1905,884,1157,2043,1118,1297,2417,735,1065,1797,799,1096,1895,1074,1264,2334,4461,5710,10172,4833,5981,10808,6080,6899,12977,2953,4398,7348,3337,4724,8067,3908,5308,9216,1629,3366,4994,2385,4415,6797,3156,5539,8698,253084,255972,509056,307529,308526,616059,362540,364901,727443
214,2640,4606,5202,9807,5444,5951,11396,6805,7807,14610,897,1021,1916,933,1066,2001,1145,1257,2401,913,994,1906,812,957,1772,1110,1191,2308,817,949,1769,864,940,1807,1035,1155,2186,815,919,1735,753,873,1631,927,1087,2011,710,929,1634,738,902,1632,869,1041,1913,4150,4812,8964,4104,4742,8846,5094,5728,10818,2793,3759,6555,3199,3990,7191,3390,4152,7541,1754,3501,5253,2368,4122,6485,3054,4721,7772,123762,130518,254283,131893,139167,271066,140290,148846,289142
215,1520,2917,3095,6016,3170,3327,6499,3688,3743,7432,565,631,1193,532,597,1125,655,705,1358,565,596,1158,518,565,1082,599,647,1242,526,595,1123,490,578,1068,570,638,1203,480,637,1114,505,568,1073,561,591,1149,452,583,1035,450,499,954,473,564,1037,2587,3045,5631,2498,2808,5310,2858,3148,6002,1671,2405,4077,1927,2515,4451,1925,2434,4356,1014,2170,3183,1377,2598,3978,1789,3034,4819,73281,74708,147988,73135,74295,147427,74721,75314,150035
216,1206,2236,2361,4596,2664,2623,5288,3279,3208,6489,392,457,842,438,467,897,577,534,1113,365,431,795,415,451,865,530,567,1098,384,434,820,408,450,857,504,467,971,363,384,745,354,430,786,452,513,968,327,397,723,371,413,784,451,448,894,1832,2098,3929,1984,2211,4192,2513,2531,5038,1244,1690,2936,1435,1804,3242,1614,1963,3575,782,1551,2334,1062,1905,2964,1372,2213,3579,59779,60599,120384,61841,63054,124893,64500,65469,129971
217,1137,2168,2390,4556,2351,2593,4945,3010,3077,6093,409,450,853,428,436,871,489,530,1019,419,466,884,371,464,831,458,529,993,363,447,808,356,431,788,427,455,881,362,472,829,370,418,795,375,470,845,316,413,729,307,415,713,388,464,856,1874,2239,4110,1834,2160,3997,2140,2453,4595,1221,1901,3123,1386,1871,3252,1447,1867,3319,770,1735,2509,1017,2029,3049,1270,2260,3529,58813,60344,119153,59586,61074,120659,60506,62189,122701
297,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,51,36,0,36,28,4,29
299,31,48,45,96,102,51,154,112,62,174,10,10,14,15,3,17,15,8,15,4,9,11,10,5,12,7,4,16,10,5,9,11,7,12,7,11,15,8,9,12,5,7,9,15,8,24,3,4,12,9,3,15,8,7,9,31,29,62,50,18,65,48,32,78,27,34,56,26,21,44,32,16,45,15,45,56,22,32,55,9,28,38,3598,2798,6394,4672,3636,8307,4331,3238,7565
