SA4_CODE_2016,C06_CFC_SMS_MRM_NDC_UR_1,C06_CFC_SMS_MRM_NDC_UR_2,C06_CFC_SMS_MRM_NDC_UR_3,C06_CFC_SMS_MRM_NDC_UR_4mo,C06_CFC_SMS_MRM_NDC_UR_Total,C06_CFC_SMS_M_DfM_NDC_UR_1,C06_CFC_SMS_M_DfM_NDC_UR_2,C06_CFC_SMS_M_DfM_NDC_UR_3,C06_CFC_SMS_M_DfM_NDC_UR_4mo,C06_CFC_SMS_M_DfM_NDC_UR_Tot,C06_CFC_SMS_Tot_NDC_UR_1,C06_CFC_SMS_Tot_NDC_UR_2,C06_CFC_SMS_Tot_NDC_UR_3,C06_CFC_SMS_Tot_NDC_UR_4mo,C06_CFC_SMS_Tot_NDC_UR_Tot,C06_1_PF_NDC_UR_1,C06_1_PF_NDC_UR_2,C06_1_PF_NDC_UR_3,C06_1_PF_NDC_UR_4mo,C06_1_PF_NDC_UR_Tot,C06_Tot_NDC_UR_1,C06_Tot_NDC_UR_2,C06_Tot_NDC_UR_3,C06_Tot_NDC_UR_4mo,C06_Tot_NDC_UR_Tot,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Tot,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1_PF_NDC_UR_1,C11_1_PF_NDC_UR_2,C11_1_PF_NDC_UR_3,C11_1_PF_NDC_UR_4mo,C11_1_PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot,C16_CFC_SMS_MRM_NDC_UR_1,C16_CFC_SMS_MRM_NDC_UR_2,C16_CFC_SMS_MRM_NDC_UR_3,C16_CFC_SMS_MRM_NDC_UR_4mo,C16_CFC_SMS_MRM_NDC_UR_Tot,C16_CFC_SMS_M_DfM_NDC_UR_1,C16_CFC_SMS_M_DfM_NDC_UR_2,C16_CFC_SMS_M_DfM_NDC_UR_3,C16_CFC_SMS_M_DfM_NDC_UR_4mo,C16_CFC_SMS_M_DfM_NDC_UR_Tot,C16_CFC_SMS_Tot_NDC_UR_1,C16_CFC_SMS_Tot_NDC_UR_2,C16_CFC_SMS_Tot_NDC_UR_3,C16_CFC_SMS_Tot_NDC_UR_4mo,C16_CFC_SMS_Tot_NDC_UR_Tot,C16_1_PF_NDC_UR_1,C16_1_PF_NDC_UR_2,C16_1_PF_NDC_UR_3,C16_1_PF_NDC_UR_4mo,C16_1_PF_NDC_UR_Tot,C16_Tot_NDC_UR_1,C16_Tot_NDC_UR_2,C16_Tot_NDC_UR_3,C16_Tot_NDC_UR_4mo,C16_Tot_NDC_UR_Tot
113,3624,4917,2798,1073,12404,813,698,320,162,1993,4435,5612,3121,1236,14398,2077,1371,579,238,4269,6508,6982,3699,1479,18674,3399,4643,2586,1029,11663,879,775,349,185,2187,4283,5419,2932,1211,13848,2062,1340,612,285,4287,6343,6758,3545,1494,18138,3230,4496,2418,885,11023,950,835,347,146,2275,4178,5329,2761,1035,13303,1992,1351,598,279,4215,6168,6678,3364,1315,17522
114,2945,4256,1880,599,9681,712,648,239,112,1709,3658,4903,2118,707,11391,1986,1372,514,214,4090,5639,6278,2635,922,15479,2834,3974,1708,585,9107,778,670,303,141,1891,3616,4646,2010,723,10996,2177,1458,504,219,4360,5796,6108,2512,943,15356,2889,3774,1706,539,8901,874,818,300,121,2110,3762,4590,2001,657,11012,1984,1338,504,197,4029,5743,5937,2502,855,15039
115,7908,11709,4512,1196,25328,534,473,167,63,1237,8447,12187,4677,1257,26564,1732,1225,376,109,3444,10176,13417,5049,1366,30013,8212,12083,4602,1236,26130,618,535,175,73,1404,8833,12613,4778,1310,27535,1886,1344,427,105,3761,10719,13955,5206,1416,31297,8785,13146,4640,1183,27750,763,714,214,80,1771,9547,13857,4859,1262,29525,1893,1441,387,94,3819,11440,15296,5248,1362,33342
116,9599,12051,4555,1839,28037,1334,1075,443,242,3100,10931,13129,4993,2083,31135,4509,3225,1309,682,9724,15440,16352,6302,2760,40855,11491,13667,5047,2010,32216,1327,1131,482,288,3228,12814,14798,5531,2303,35449,4914,3343,1368,779,10394,17731,18139,6897,3079,45840,13289,16031,5299,1984,36594,1587,1306,590,315,3803,14876,17336,5881,2297,40397,4828,3194,1321,730,10075,19702,20533,7206,3026,50469
117,5062,4200,1011,265,10538,1061,499,101,31,1687,6120,4697,1109,298,12220,2752,1205,290,103,4347,8871,5903,1398,399,16574,6060,5053,1225,255,12585,1271,815,148,31,2260,7333,5868,1368,279,14848,2990,1249,289,82,4619,10324,7115,1662,363,19462,7012,6034,1305,219,14571,1705,1018,194,27,2940,8715,7048,1494,247,17515,3025,1278,273,59,4637,11743,8326,1769,308,22151
118,6254,7345,2398,528,16527,1059,619,113,24,1819,7314,7963,2506,557,18344,2801,1281,281,73,4444,10120,9246,2793,631,22784,6913,8406,2849,574,18739,1293,909,195,34,2435,8212,9308,3048,610,21172,2960,1409,317,67,4754,11172,10717,3360,679,25930,7284,9352,3078,591,20303,1696,1108,232,39,3081,8974,10463,3311,630,23385,2894,1529,341,66,4831,11867,11994,3654,695,28210
119,17619,19810,7556,2988,47978,1341,905,302,137,2680,18961,20719,7850,3125,50661,6823,4034,1355,527,12740,25785,24753,9208,3648,63396,19224,21405,8267,3235,52134,1460,1119,351,167,3089,20684,22519,8616,3402,55226,7346,4318,1432,596,13687,28027,26837,10044,4000,68909,20556,22584,8525,3451,55120,1879,1545,506,228,4152,22431,24123,9033,3674,59268,7399,4301,1533,615,13846,29829,28421,10567,4292,73113
120,8560,8936,2656,651,20813,1052,620,123,31,1836,9618,9559,2786,686,22644,3340,1489,341,83,5245,12952,11050,3125,770,27891,9686,10365,2940,660,23651,1206,844,162,40,2256,10892,11211,3102,696,25904,3545,1600,359,82,5584,14437,12806,3458,783,31489,10608,11576,3024,582,25787,1474,1117,213,40,2842,12081,12693,3238,622,28634,3583,1753,346,79,5758,15663,14444,3580,702,34392
121,12408,16377,6179,1354,36312,1048,680,166,41,1935,13455,17057,6341,1395,38247,3575,1972,548,101,6196,17033,19034,6890,1490,44439,13892,18501,6640,1338,40368,1188,825,209,50,2264,15083,19320,6847,1390,42638,3989,2322,550,108,6971,19066,21644,7394,1498,49605,16284,20737,6540,1213,44776,1619,1187,277,66,3155,17910,21923,6825,1282,47939,4355,2496,590,99,7542,22263,24417,7414,1382,55479
122,7146,10349,3668,769,21927,1066,731,197,43,2046,8214,11078,3873,812,23971,2401,1424,376,94,4292,10612,12497,4249,899,28261,7800,11781,4181,826,24585,1238,976,281,56,2544,9036,12757,4463,880,27135,2544,1597,418,84,4644,11581,14351,4881,964,31778,8040,12771,4409,783,26004,1535,1311,334,83,3266,9569,14081,4748,870,29270,2441,1677,430,78,4627,12014,15763,5175,943,33892
123,7231,9478,3919,1459,22086,1248,1004,421,227,2903,8480,10479,4345,1691,24989,3952,2634,1048,528,8160,12425,13111,5391,2216,33151,7342,9470,3855,1520,22179,1284,1137,485,219,3128,8625,10609,4338,1737,25311,4008,2580,1127,512,8232,12637,13188,5468,2245,33538,8305,10384,4104,1547,24338,1609,1354,555,288,3809,9911,11742,4657,1836,28145,3938,2738,1151,490,8324,13858,14479,5805,2324,36466
124,8573,11108,4659,1667,26008,1748,1419,514,225,3907,10329,12530,5169,1888,29912,4695,2979,1066,391,9134,15024,15507,6234,2278,39046,8438,10870,4372,1605,25286,1884,1602,607,248,4344,10322,12471,4978,1853,29629,4918,3102,1113,424,9560,15247,15577,6088,2284,39189,8533,10897,4296,1541,25271,2211,1857,702,279,5047,10739,12752,4998,1822,30316,4809,3077,1110,475,9467,15553,15829,6103,2298,39788
125,12998,14058,5360,2485,34898,957,666,241,102,1964,13955,14720,5605,2586,36867,4924,2754,984,497,9162,18880,17476,6589,3082,46029,15772,16264,5780,2672,40492,1040,724,253,139,2153,16813,16990,6035,2810,42648,5277,3087,1122,509,9996,22093,20079,7154,3319,52647,18978,18729,6224,2893,46826,1308,1005,374,174,2861,20280,19740,6599,3060,49680,5333,2986,1056,494,9871,25618,22721,7656,3559,59556
126,5798,7169,2439,499,15904,409,283,78,16,778,6209,7453,2511,509,16687,1656,966,228,45,2892,7862,8421,2744,552,19575,6467,7832,2495,460,17252,433,333,87,22,866,6900,8164,2579,480,18124,1872,946,208,33,3057,8767,9109,2788,513,21180,7561,8856,2537,460,19416,543,463,90,22,1117,8102,9322,2628,481,20528,1984,1018,229,53,3288,10084,10343,2861,533,23816
127,11911,15293,6203,2307,35716,964,920,366,163,2405,12870,16216,6565,2467,38125,5535,3679,1393,503,11112,18404,19897,7953,2970,49232,12584,15487,6640,2573,37281,1111,962,417,193,2682,13691,16441,7059,2767,39958,5761,4197,1491,669,12114,19451,20640,8552,3434,52075,13344,16554,7078,2869,39846,1463,1423,609,305,3801,14805,17984,7682,3175,43645,6063,4226,1618,741,12653,20866,22211,9304,3921,56300
128,6783,9850,3668,868,21172,813,596,172,68,1652,7594,10448,3840,934,22822,2333,1496,432,92,4361,9930,11943,4274,1026,27182,6912,9953,3821,839,21520,936,756,212,76,1985,7851,10703,4034,914,23504,2544,1572,422,116,4652,10389,12282,4454,1029,28152,6959,10247,3854,771,21834,1097,941,304,60,2408,8064,11193,4162,832,24245,2454,1574,410,107,4544,10518,12764,4567,938,28786
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,3302,4374,2226,710,10616,762,648,252,99,1761,4063,5023,2480,812,12377,2197,1405,546,200,4347,6259,6429,3026,1012,16731,3225,4520,2125,714,10584,914,865,321,138,2234,4137,5388,2446,849,12821,2378,1521,574,226,4693,6513,6906,3024,1069,17515,3278,4740,1976,673,10671,1066,980,396,140,2581,4348,5721,2369,814,13255,2315,1495,576,237,4627,6665,7214,2947,1056,17880
202,3184,4434,2117,741,10475,800,691,267,111,1872,3980,5120,2388,855,12341,2185,1420,532,203,4337,6167,6539,2913,1055,16686,3327,4381,2069,662,10437,940,858,316,146,2257,4265,5245,2380,806,12694,2334,1469,534,208,4550,6605,6715,2915,1015,17243,3345,4576,2017,602,10542,1018,946,389,151,2516,4369,5519,2410,760,13056,2338,1481,525,231,4573,6713,6999,2930,987,17630
203,5949,8853,3615,1123,19538,1206,1011,330,147,2693,7156,9863,3940,1270,22229,3479,2325,809,263,6879,10637,12187,4752,1532,29106,6353,9232,3815,1039,20435,1387,1278,464,158,3287,7733,10509,4283,1199,23721,3739,2495,853,290,7381,11475,13011,5136,1489,31104,6812,10058,4006,1006,21892,1765,1598,538,164,4065,8580,11655,4549,1169,25956,3906,2577,862,331,7666,12487,14230,5412,1499,33626
204,3663,5334,2513,766,12273,869,838,302,122,2131,4535,6171,2815,887,14407,2177,1464,552,206,4403,6713,7634,3373,1088,18811,3558,4969,2401,729,11655,1034,949,329,149,2465,4592,5920,2732,871,14117,2390,1573,568,214,4749,6981,7493,3303,1085,18865,3369,4835,2181,621,11004,1181,1102,404,149,2832,4550,5935,2578,772,13835,2359,1603,552,214,4733,6911,7532,3132,986,18568
205,5273,7838,3697,1229,18030,1419,1266,535,266,3492,6689,9107,4232,1499,21521,3477,2411,926,368,7189,10170,11516,5159,1865,28712,5495,7635,3432,1209,17773,1766,1538,638,267,4209,7256,9175,4065,1481,21974,3829,2592,981,380,7789,11091,11768,5052,1861,29766,5217,7232,3345,1042,16836,1836,1694,703,290,4527,7053,8929,4045,1329,21365,3811,2569,958,394,7720,10857,11497,5005,1722,29089
206,10536,10969,3451,905,25860,2097,1269,261,55,3677,12630,12238,3712,958,29533,5272,2454,603,213,8550,17900,14696,4319,1170,38085,11858,12694,3851,969,29371,2600,1719,352,77,4756,14459,14418,4207,1039,34126,5467,2577,607,217,8866,19925,16995,4814,1263,42991,13878,14182,3980,933,32970,3253,2265,444,72,6038,17126,16451,4433,1000,39011,5937,2837,624,255,9659,23066,19290,5050,1257,48666
207,11093,16064,5888,1211,34256,861,632,171,56,1718,11956,16694,6058,1265,35974,3576,2235,590,133,6537,15532,18929,6643,1404,42510,11622,16791,5920,1092,35429,935,766,214,53,1959,12557,17557,6130,1145,37389,3761,2299,521,108,6686,16315,19856,6653,1249,44075,12767,17492,5655,1016,36928,1161,1016,270,52,2502,13920,18509,5932,1065,39426,4179,2461,593,129,7357,18098,20967,6524,1197,46780
208,11490,16470,5831,1288,35085,1398,1022,265,62,2746,12888,17494,6094,1350,37830,4268,2401,620,165,7449,17159,19891,6707,1512,45276,12328,18226,6405,1262,38219,1684,1263,340,79,3368,14013,19491,6740,1344,41588,4511,2589,654,140,7898,18521,22080,7399,1484,49488,13307,19733,6461,1254,40764,1998,1772,390,80,4243,15311,21505,6853,1337,45008,4684,2883,628,141,8335,19993,24390,7476,1479,53339
209,12842,18148,6679,1840,39509,1679,1384,439,130,3632,14519,19529,7117,1974,43140,5342,3428,1127,384,10273,19866,22954,8241,2355,53414,14223,19560,6828,1861,42472,2049,1787,573,146,4565,16277,21351,7399,2010,47035,5742,3702,1178,366,10989,22013,25054,8584,2376,58023,16874,21913,7152,1943,47876,2811,2514,772,202,6302,19685,24427,7924,2141,54181,6236,4015,1299,377,11930,25921,28437,9221,2523,66107
210,9020,12770,5451,1967,29207,1097,929,331,135,2503,10125,13701,5781,2107,31705,3941,2721,994,389,8044,14061,16421,6774,2498,39752,10355,13583,5511,2167,31615,1314,1140,382,147,2981,11672,14717,5889,2314,34597,4324,2876,1049,419,8665,15995,17593,6940,2732,43263,12154,15288,5971,2432,35843,1827,1486,507,192,4012,13982,16775,6479,2625,39854,4512,3113,1070,456,9143,18495,19882,7546,3074,49000
211,14592,21542,8558,2216,46910,2237,1888,690,230,5052,16833,23430,9247,2445,51958,6223,4194,1393,402,12204,23060,27627,10642,2850,64167,15407,21436,7913,1996,46756,2521,2262,713,253,5758,17932,23695,8625,2250,52508,6475,4276,1318,339,12404,24404,27974,9941,2598,64913,16311,21921,7350,1832,47421,2855,2563,815,264,6498,19169,24482,8170,2093,53915,6321,4191,1199,321,12023,25487,28677,9369,2409,65939
212,20166,26092,9345,3141,58742,2400,2042,741,304,5496,22567,28141,10089,3453,64240,8206,5354,1862,690,16111,30770,33497,11950,4137,80351,23761,29235,9876,3446,66318,2844,2481,906,389,6621,26596,31714,10785,3840,72940,9156,5919,1983,787,17837,35753,37629,12770,4629,90776,28101,33723,10747,3760,76323,3650,3133,1079,468,8323,31750,36854,11824,4222,84648,9724,6453,2114,842,19132,41478,43305,13935,5066,103785
213,17002,21552,7937,2476,48963,2566,2002,713,258,5536,19566,23554,8644,2737,54502,8142,5525,1981,751,16397,27707,29083,10622,3488,70903,22054,25698,8979,2875,59604,3262,2762,892,356,7264,25318,28459,9866,3230,66869,9491,6384,2220,918,19013,34807,34838,12084,4149,85880,27222,31465,9796,3401,71880,4218,3722,1283,544,9765,31440,35188,11080,3944,81650,10144,6926,2430,1172,20676,41581,42108,13511,5119,102323
214,6287,9064,3529,953,19839,1611,1346,459,196,3617,7905,10409,3989,1153,23449,4141,2781,920,288,8129,12047,13183,4909,1444,31581,6754,9562,3523,954,20796,1850,1700,550,215,4324,8604,11268,4079,1168,25120,4446,3030,923,267,8665,13050,14297,5000,1439,33788,6910,9858,3592,843,21209,2242,1951,644,190,5032,9153,11816,4244,1031,26238,4512,2906,834,287,8549,13668,14720,5076,1321,34786
215,3401,4963,2676,963,12008,756,685,284,150,1874,4163,5653,2958,1110,13888,1842,1344,545,235,3963,6007,6998,3502,1348,17852,3189,4366,2321,849,10730,899,741,324,164,2129,4090,5109,2646,1014,12857,2068,1412,565,242,4284,6155,6518,3213,1258,17136,3034,3913,2070,715,9729,936,802,337,156,2234,3973,4712,2406,871,11959,1904,1290,526,228,3940,5877,6002,2927,1100,15903
216,2835,4115,2222,845,10019,624,571,240,103,1543,3463,4688,2463,947,11568,1634,1084,512,200,3429,5099,5772,2978,1147,14993,2821,3863,1963,836,9481,713,686,292,131,1819,3537,4545,2256,963,11297,1796,1230,564,211,3792,5330,5778,2812,1173,15095,2701,3709,1807,729,8945,782,734,292,128,1933,3482,4443,2102,855,10882,1787,1170,485,229,3676,5268,5613,2587,1090,14554
217,2794,4113,2223,797,9929,666,591,269,109,1629,3457,4697,2493,909,11559,1584,987,405,149,3126,5040,5690,2897,1055,14683,2583,3895,2047,714,9237,784,658,285,123,1856,3367,4548,2329,839,11085,1695,1004,439,151,3293,5065,5556,2770,984,14383,2408,3468,1729,599,8211,805,700,313,154,1982,3219,4166,2051,754,10191,1509,981,382,150,3028,4724,5149,2431,910,13217
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,5846,8112,2959,791,17706,1220,960,338,132,2649,7066,9070,3298,921,20349,2932,1798,687,188,5614,9995,10871,3988,1106,25963,6260,8987,3095,872,19211,1490,1186,448,176,3301,7747,10171,3546,1044,22513,3249,2010,608,247,6120,10994,12188,4156,1288,28632,6515,8989,3040,831,19374,1616,1359,440,218,3634,8127,10352,3479,1046,23007,3233,2168,619,237,6265,11364,12525,4099,1285,29273
302,4972,6246,2408,616,14241,972,684,222,88,1969,5949,6930,2629,701,16217,2892,1556,531,177,5157,8837,8488,3159,886,21373,5666,7096,2389,686,15827,1156,836,276,107,2375,6823,7928,2658,789,18203,2963,1609,521,174,5269,9784,9538,3183,963,23466,6690,7997,2449,629,17771,1314,1001,308,113,2741,8012,8995,2752,744,20505,2850,1706,462,165,5185,10861,10707,3216,911,25691
