SA4_CODE_2016,Pre_sch_C06_M,Pre_sch_C06_F,Pre_sch_C06_P,Pre_sch_C11_M,Pre_sch_C11_F,Pre_sch_C11_P,Pre_sch_C16_M,Pre_sch_C16_F,Pre_sch_C16_P,Infan_Prim_Govt_C06_M,Infan_Prim_Govt_C06_F,Infan_Prim_Govt_C06_P,Infan_Prim_Govt_C11_M,Infan_Prim_Govt_C11_F,Infan_Prim_Govt_C11_P,Infan_Prim_Govt_C16_M,Infan_Prim_Govt_C16_F,Infan_Prim_Govt_C16_P,Infan_Prim_Cath_C06_M,Infan_Prim_Cath_C06_F,Infan_Prim_Cath_C06_P,Infan_Prim_Cath_C11_M,Infan_Prim_Cath_C11_F,Infan_Prim_Cath_C11_P,Infan_Prim_Cath_C16_M,Infan_Prim_Cath_C16_F,Infan_Prim_Cath_C16_P,Inf_Pri_Oth_No_Gov_C06_M,Inf_Pri_Oth_No_Gov_C06_F,Inf_Pri_Oth_No_Gov_C06_P,Inf_Pri_Oth_No_Gov_C11_M,Inf_Pri_Oth_No_Gov_C11_F,Inf_Pri_Oth_No_Gov_C11_P,Inf_Pri_Oth_No_Gov_C16_M,Inf_Pri_Oth_No_Gov_C16_F,Inf_Pri_Oth_No_Gov_C16_P,Inf_Primary_Tot_C06_M,Inf_Primary_Tot_C06_F,Inf_Primary_Tot_C06_P,Inf_Primary_Tot_C11_M,Inf_Primary_Tot_C11_F,Inf_Primary_Tot_C11_P,Inf_Primary_Tot_C16_M,Inf_Primary_Tot_C16_F,Inf_Primary_Tot_C16_P,Sec_Govern_C06_M,Sec_Govern_C06_F,Sec_Govern_C06_P,Sec_Govern_C11_M,Sec_Govern_C11_F,Sec_Govern_C11_P,Sec_Govern_C16_M,Sec_Govern_C16_F,Sec_Govern_C16_P,Sec_Catholic_C06_M,Sec_Catholic_C06_F,Sec_Catholic_C06_P,Sec_Catholic_C11_M,Sec_Catholic_C11_F,Sec_Catholic_C11_P,Sec_Catholic_C16_M,Sec_Catholic_C16_F,Sec_Catholic_C16_P,Sec_Oth_Non_Gov_C06_M,Sec_Oth_Non_Gov_C06_F,Sec_Oth_Non_Gov_C06_P,Sec_Oth_Non_Gov_C11_M,Sec_Oth_Non_Gov_C11_F,Sec_Oth_Non_Gov_C11_P,Sec_Oth_Non_Gov_C16_M,Sec_Oth_Non_Gov_C16_F,Sec_Oth_Non_Gov_C16_P,Sec_Tot_C06_M,Sec_Tot_C06_F,Sec_Tot_C06_P,Sec_Tot_C11_M,Sec_Tot_C11_F,Sec_Tot_C11_P,Sec_Tot_C16_M,Sec_Tot_C16_F,Sec_Tot_C16_P,Tech_FTS_15_24_C06_M,Tech_FTS_15_24_C06_F,Tech_FTS_15_24_C06_P,Tech_FTS_15_24_C11_M,Tech_FTS_15_24_C11_F,Tech_FTS_15_24_C11_P,Tech_FTS_15_24_C16_M,Tech_FTS_15_24_C16_F,Tech_FTS_15_24_C16_P,Tech_FTS_25ove_C06_M,Tech_FTS_25ove_C06_F,Tech_FTS_25ove_C06_P,Tech_FTS_25ove_C11_M,Tech_FTS_25ove_C11_F,Tech_FTS_25ove_C11_P,Tech_FTS_25ove_C16_M,Tech_FTS_25ove_C16_F,Tech_FTS_25ove_C16_P,Tech_PTS_15_24_C06_M,Tech_PTS_15_24_C06_F,Tech_PTS_15_24_C06_P,Tech_PTS_15_24_C11_M,Tech_PTS_15_24_C11_F,Tech_PTS_15_24_C11_P,Tech_PTS_15_24_C16_M,Tech_PTS_15_24_C16_F,Tech_PTS_15_24_C16_P,Techn_PTS_25over_C06_M,Techn_PTS_25over_C06_F,Techn_PTS_25over_C06_P,Techn_PTS_25over_C11_M,Techn_PTS_25over_C11_F,Techn_PTS_25over_C11_P,Techn_PTS_25over_C16_M,Techn_PTS_25over_C16_F,Techn_PTS_25over_C16_P,Tec_F_Pt_stu_st_ns_C06_M,Tec_F_Pt_stu_st_ns_C06_F,Tec_F_Pt_stu_st_ns_C06_P,Tec_F_Pt_stu_st_ns_C11_M,Tec_F_Pt_stu_st_ns_C11_F,Tec_F_Pt_stu_st_ns_C11_P,Tec_F_Pt_stu_st_ns_C16_M,Tec_F_Pt_stu_st_ns_C16_F,Tec_F_Pt_stu_st_ns_C16_P,Tech_Tot_C06_M,Tech_Tot_C06_F,Tech_Tot_C06_P,Tech_Tot_C11_M,Tech_Tot_C11_F,Tech_Tot_C11_P,Tech_Tot_C16_M,Tech_Tot_C16_F,Tech_Tot_C16_P,U_Ft_s_15_24_06_C_M,U_Ft_s_15_24_06_C_F,U_Ft_s_15_24_06_C_P,U_Ft_s_15_24_11_C_M,U_Ft_s_15_24_11_C_F,U_Ft_s_15_24_11_C_P,U_Ft_s_15_24_16_C_M,U_Ft_s_15_24_16_C_F,U_Ft_s_15_24_16_C_P,U_Ft_s_25over_06_C_M,U_Ft_s_25over_06_C_F,U_Ft_s_25over_06_C_P,U_Ft_s_25over_11_C_M,U_Ft_s_25over_11_C_F,U_Ft_s_25over_11_C_P,U_Ft_s_25over_16_C_M,U_Ft_s_25over_16_C_F,U_Ft_s_25over_16_C_P,U_Pt_s_15_24_06_C_M,U_Pt_s_15_24_06_C_F,U_Pt_s_15_24_06_C_P,U_Pt_s_15_24_11_C_M,U_Pt_s_15_24_11_C_F,U_Pt_s_15_24_11_C_P,U_Pt_s_15_24_16_C_M,U_Pt_s_15_24_16_C_F,U_Pt_s_15_24_16_C_P,U_Pt_s_25over_06_C_M,U_Pt_s_25over_06_C_F,U_Pt_s_25over_06_C_P,U_Pt_s_25over_11_C_M,U_Pt_s_25over_11_C_F,U_Pt_s_25over_11_C_P,U_Pt_s_25over_16_C_M,U_Pt_s_25over_16_C_F,U_Pt_s_25over_16_C_P,U_F_Pt_s_s_ns_06_C_M,U_F_Pt_s_s_ns_06_C_F,U_F_Pt_s_s_ns_06_C_P,U_F_Pt_s_s_ns_11_C_M,U_F_Pt_s_s_ns_11_C_F,U_F_Pt_s_s_ns_11_C_P,U_F_Pt_s_s_ns_16_C_M,U_F_Pt_s_s_ns_16_C_F,U_F_Pt_s_s_ns_16_C_P,U_Tot_C06_M,U_Tot_C06_F,U_Tot_C06_P,U_Tot_C11_M,U_Tot_C11_F,U_Tot_C11_P,U_Tot_C16_M,U_Tot_C16_F,U_Tot_C16_P,Ot_ty_Ed_Ins_Ft_st_C06_M,Ot_ty_Ed_Ins_Ft_st_C06_F,Ot_ty_Ed_Ins_Ft_st_C06_P,Ot_ty_Ed_Ins_Ft_st_C11_M,Ot_ty_Ed_Ins_Ft_st_C11_F,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F
111,2992,2715,5707,3242,2923,6162,3591,3195,6784,10354,9631,19986,9976,9388,19370,10685,10174,20851,2286,2202,4487,2219,2102,4324,2449,2192,4640,1325,1195,2517,1420,1312,2734,1453,1413,2865,13967,13023,26990,13620,12801,26426,14577,13778,28358,7291,7404,14701,7287,6973,14263,7382,7175,14563,1762,1783,3546,1739,1791,3531,1903,1841,3745,1346,1301,2648,1522,1558,3084,1689,1563,3251,10401,10496,20895,10550,10324,20877,10978,10583,21560,716,783,1494,596,669,1258,493,602,1098,287,469,758,299,546,844,362,575,933,1951,891,2840,1683,876,2565,1357,854,2206,1295,1538,2828,1383,1852,3236,1177,1835,3006,72,58,128,51,45,92,36,25,61,4311,3735,8051,4011,3991,7996,3414,3889,7302,2968,4088,7052,3815,4835,8654,4425,5150,9567,1020,1234,2254,1389,1623,3021,1773,2037,3813,499,621,1123,538,718,1257,601,758,1356,1367,1912,3274,1613,2519,4130,1737,2803,4539,40,34,70,31,33,64,28,33,61,5887,7890,13774,7381,9740,17122,8559,10775,19334,114,209,317,166,250,414,189,273,468,380,770
112,1891,1784,3678,1993,1832,3827,1938,1795,3732,6560,6175,12740,6165,5801,11966,6240,5684,11919,2049,2143,4191,2118,2152,4268,2123,2058,4184,1055,1047,2111,1059,1117,2176,1146,1125,2278,9668,9366,19033,9341,9068,18404,9511,8869,18380,5073,4841,9912,4920,4680,9606,4255,4249,8498,2046,2091,4131,2048,2199,4244,2023,2259,4277,681,704,1384,747,809,1551,877,927,1809,7802,7631,15429,7708,7689,15398,7153,7432,14584,250,380,633,296,350,648,249,330,582,190,413,603,267,606,874,199,542,742,844,473,1317,750,498,1252,690,471,1162,715,1335,2051,888,1664,2553,640,1337,1976,46,34,81,37,25,71,25,29,53,2046,2646,4688,2241,3152,5389,1796,2715,4508,1015,1387,2400,958,1394,2357,818,1165,1984,528,763,1294,545,943,1484,601,911,1511,135,203,331,146,223,368,196,313,516,597,1242,1842,661,1490,2149,710,1663,2375,17,19,35,10,18,27,12,19,33,2292,3605,5898,2320,4068,6387,2338,4075,6417,93,153,249,122,205,326,137,181,315,240,671
113,1498,1374,2873,1515,1458,2968,1531,1363,2901,4975,4551,9523,4489,4236,8726,4618,4382,9003,1999,1968,3971,2023,1840,3862,1913,1881,3795,376,401,779,415,385,805,393,342,738,7350,6915,14269,6926,6461,13385,6930,6605,13537,3513,3586,7095,3347,3239,6593,3155,3062,6214,1262,1363,2627,1422,1543,2964,1429,1515,2942,435,435,874,491,491,978,517,522,1033,5206,5389,10599,5261,5272,10533,5102,5096,10196,386,330,711,403,278,678,190,189,383,112,202,310,162,270,430,123,220,339,868,410,1283,851,464,1314,614,433,1048,635,1052,1684,663,1178,1843,491,881,1378,25,30,59,26,27,55,22,20,39,2019,2028,4044,2110,2206,4317,1447,1736,3184,747,1240,1985,706,1487,2196,612,1264,1871,171,233,406,210,331,547,254,433,688,112,173,285,125,205,331,102,260,361,416,645,1066,461,831,1290,449,951,1403,4,14,18,14,6,23,6,8,12,1457,2304,3758,1517,2867,4384,1418,2919,4339,119,70,191,146,84,235,179,124,305,123,302
114,1248,1085,2337,1336,1244,2583,1381,1241,2616,4228,4153,8382,4023,3884,7907,4365,4165,8536,735,758,1489,704,636,1339,689,631,1321,809,671,1474,721,611,1329,619,639,1258,5769,5576,11344,5445,5130,10578,5675,5433,11114,3057,2966,6017,2857,2801,5661,2648,2576,5220,842,840,1681,857,954,1808,994,994,1984,844,1057,1905,802,1036,1830,649,886,1537,4741,4862,9604,4516,4784,9303,4286,4461,8750,159,172,339,178,192,367,125,145,267,63,160,222,83,206,292,80,173,254,660,346,1009,616,375,984,525,306,833,540,969,1507,539,963,1506,335,677,1009,19,13,29,21,33,48,17,18,31,1445,1664,3110,1436,1764,3202,1079,1318,2403,180,292,470,325,495,823,343,578,919,82,199,280,128,293,423,172,357,533,50,92,143,77,92,177,80,158,241,299,552,851,367,735,1096,389,805,1193,3,3,5,7,11,21,4,18,22,609,1136,1741,901,1632,2533,988,1919,2904,61,62,121,68,94,164,80,132,207,149,346
115,2195,2060,4251,2369,2229,4600,2434,2201,4631,6610,6087,12694,6989,6605,13593,7992,7511,15511,2095,2014,4108,1975,1870,3842,2046,1927,3971,1473,1430,2902,1535,1380,2917,1586,1466,3050,10176,9525,19704,10500,9858,20358,11627,10905,22534,4459,4106,8570,4659,4396,9058,4899,4599,9501,2251,2287,4534,2385,2178,4557,2362,2360,4720,2070,2188,4260,2052,2009,4058,2334,2137,4472,8775,8587,17360,9100,8580,17676,9600,9096,18693,489,466,955,417,369,786,292,294,586,81,209,289,153,329,484,152,368,518,1300,544,1844,1128,465,1595,963,373,1339,615,940,1556,612,1074,1685,482,851,1334,28,11,36,29,19,50,8,18,27,2503,2170,4679,2343,2257,4604,1905,1899,3806,2392,2927,5320,3039,3524,6569,3537,3915,7445,267,413,683,430,570,999,602,804,1405,366,420,784,409,478,889,618,546,1165,933,1178,2111,1008,1300,2308,1008,1362,2371,27,16,44,34,30,61,22,38,61,3983,4960,8948,4919,5897,10821,5785,6671,12453,149,228,379,155,217,371,232,323,554,257,539
116,2704,2475,5179,3217,2828,6052,3389,3071,6455,9844,9050,18900,10272,9358,19634,11973,10964,22933,3333,3331,6662,3537,3383,6920,3544,3523,7064,1209,1094,2302,1298,1228,2530,1823,1647,3473,14386,13479,27865,15105,13977,29087,17336,16132,33465,6029,6004,12030,6990,6681,13673,7269,7101,14362,2955,2977,5932,3370,3428,6795,3779,3542,7321,947,1010,1955,1163,1091,2259,1426,1462,2885,9927,9987,19919,11522,11199,22724,12466,12098,24567,774,777,1545,887,862,1749,663,619,1284,361,582,947,492,916,1404,495,907,1399,1375,800,2174,1280,692,1967,1020,568,1589,1285,1643,2931,1317,1972,3296,901,1616,2518,71,72,143,68,49,113,36,43,87,3868,3874,7738,4048,4484,8535,3115,3755,6877,1702,2090,3795,2574,3243,5818,4066,4486,8556,384,514,895,619,892,1513,1229,1513,2740,315,367,681,421,495,916,653,732,1384,894,1020,1910,1125,1565,2693,1208,1711,2920,42,40,83,47,49,92,44,47,93,3338,4025,7372,4789,6242,11034,7199,8491,15689,247,275,520,415,498,914,649,714,1360,379,684
117,928,918,1845,1259,1103,2369,1486,1366,2851,2644,2456,5097,3108,2979,6084,3989,3767,7755,976,983,1962,1139,1106,2243,1207,1224,2438,397,395,788,473,422,897,615,527,1137,4018,3828,7847,4718,4512,9230,5812,5520,11332,1763,1683,3440,1820,1746,3566,2071,2021,4091,948,1253,2197,930,1214,2139,1098,1395,2496,599,568,1166,621,550,1176,918,779,1696,3300,3503,6802,3378,3507,6888,4090,4199,8282,779,796,1573,821,793,1617,772,853,1626,696,772,1474,901,1183,2080,1124,1514,2637,522,413,935,485,397,886,529,410,937,1137,1355,2493,1264,1572,2838,1268,1577,2843,61,51,107,48,42,87,28,33,61,3196,3389,6584,3517,3985,7507,3723,4381,8101,4281,5597,9878,5494,6878,12370,9070,11905,20978,2379,2225,4609,3107,2919,6022,4373,4433,8808,426,552,978,505,611,1110,591,796,1385,2398,2723,5116,2922,3373,6292,2939,3520,6459,61,76,142,65,62,126,49,66,110,9551,11181,20731,12089,13841,25923,17017,20725,37745,722,841,1563,1052,1293,2345,1808,2431,4238,763,1110
118,1731,1550,3285,2047,1983,4030,2330,2109,4442,2904,2719,5622,3449,3278,6726,4518,4379,8898,1322,1354,2675,1594,1581,3172,1759,1785,3552,2078,2007,4085,2341,2157,4494,2488,2331,4823,6305,6074,12383,7378,7013,14395,8769,8499,17266,1352,1234,2583,1307,1253,2560,1382,1389,2770,1571,1635,3203,1564,1621,3192,1754,1772,3530,2593,2549,5149,2696,2714,5405,3185,3177,6362,5514,5418,10934,5570,5590,11154,6320,6338,12656,392,423,813,361,354,711,241,299,541,269,393,666,361,474,841,319,499,817,520,348,865,465,273,735,406,253,656,749,1029,1783,847,1117,1961,802,1084,1886,35,31,63,22,27,51,16,16,34,1969,2222,4194,2060,2243,4299,1793,2155,3948,4452,4723,9174,5761,6023,11786,7363,7605,14971,1390,1557,2947,1878,1845,3719,2470,2406,4873,394,436,832,414,516,925,509,542,1051,1722,2263,3984,1864,2446,4314,1726,2592,4311,44,66,109,51,62,114,47,50,97,8004,9042,17044,9964,10900,20861,12114,13182,25297,282,330,610,336,416,753,390,525,918,530,943
119,3994,3546,7534,4376,4004,8379,4766,4279,9045,12964,12026,24990,13237,11980,25222,15066,13705,28769,4637,4560,9195,4931,4746,9678,5166,5128,10294,2238,2229,4462,2536,2504,5039,2943,3047,5985,19838,18816,38654,20711,19228,39940,23180,21873,45055,8694,9083,17777,9906,9932,19833,10658,10549,21209,4708,4013,8725,4728,4183,8906,5019,4598,9616,2002,2003,4001,2260,2209,4465,2608,2644,5247,15409,15095,30501,16889,16317,33206,18281,17794,36075,1679,1502,3184,1624,1400,3016,1138,1086,2229,775,1198,1971,1092,1688,2783,1150,1909,3060,2208,1022,3228,1929,844,2774,1631,658,2297,1952,2697,4648,1884,2691,4572,1605,2390,3996,161,159,316,129,85,210,63,53,110,6777,6576,13352,6656,6706,13359,5588,6100,11693,5085,5841,10932,6940,7917,14853,10468,10736,21197,1783,1420,3207,2447,2160,4604,4431,4007,8435,587,714,1295,741,808,1550,1097,1136,2232,1696,1838,3536,2095,2354,4447,2151,2657,4804,137,123,259,131,140,269,105,100,207,9289,9937,19227,12347,13383,25728,18244,18638,36877,560,552,1113,1024,1016,2035,1448,1776,3226,785,1549
120,1675,1579,3251,2078,1880,3958,2292,2126,4418,4421,4376,8803,5082,4850,9934,6283,6145,12430,2319,2181,4498,2348,2214,4561,2488,2393,4881,880,845,1722,973,928,1905,1088,1085,2174,7620,7401,15021,8409,7994,16404,9860,9622,19481,3017,2744,5766,3038,3029,6065,3174,3292,6468,2132,2094,4226,2145,2184,4324,2417,2276,4693,1364,1406,2769,1494,1483,2970,1736,1685,3420,6514,6241,12760,6678,6689,13363,7322,7258,14579,627,574,1193,571,534,1102,543,493,1034,392,600,986,522,751,1278,578,821,1395,676,426,1104,599,318,922,479,263,734,930,1271,2202,962,1376,2337,817,1217,2036,50,40,87,27,28,54,15,16,32,2671,2901,5570,2681,3013,5696,2427,2804,5227,3522,3960,7488,4493,4912,9410,6197,6711,12916,1383,1367,2750,1797,1821,3619,2688,2754,5442,382,472,859,522,538,1058,635,615,1251,1883,2353,4233,1984,2721,4704,1900,2653,4554,63,78,141,52,61,110,44,67,107,7243,8230,15467,8853,10049,18908,11471,12798,24265,309,376,687,518,526,1046,733,807,1541,564,1008
121,3462,3051,6519,3887,3541,7420,4064,3766,7831,8600,8226,16822,10097,9546,19648,12110,11623,23730,2280,2186,4466,2462,2347,4805,2536,2321,4862,2937,2677,5616,3006,2770,5779,3202,2862,6062,13813,13088,26902,15559,14671,30233,17843,16810,34653,4444,4321,8766,4733,4668,9404,5350,5396,10741,2732,2624,5354,2885,2777,5663,3187,3031,6216,5094,5010,10104,5205,5150,10357,5714,5219,10936,12270,11955,24225,12823,12596,25422,14253,13646,27896,644,603,1240,508,519,1023,375,408,781,310,543,852,394,700,1090,411,754,1168,894,532,1427,793,508,1306,640,331,970,1110,1829,2942,1066,1981,3048,1009,1879,2890,33,43,81,32,29,58,9,24,37,2989,3547,6540,2793,3736,6524,2450,3396,5843,4931,5796,10725,5763,6571,12335,6569,7328,13901,1130,1437,2569,1403,1750,3149,1798,2322,4115,698,791,1486,712,740,1457,877,848,1724,2774,3377,6155,2895,3703,6601,2590,3727,6313,64,74,139,50,81,131,47,54,99,9598,11470,21073,10820,12852,23673,11880,14278,26153,277,411,692,337,392,731,392,542,931,878,1575
122,2459,2240,4704,2783,2623,5412,2774,2488,5264,6428,6021,12452,7359,6953,14311,8620,8292,16917,1466,1365,2828,1593,1525,3119,1749,1614,3363,1500,1303,2802,1519,1362,2878,1566,1424,2991,9394,8686,18083,10467,9838,20302,11935,11330,23271,3430,3260,6692,3650,3640,7288,4125,4192,8316,2125,1974,4100,2148,2008,4156,2542,2201,4742,1600,1539,3138,1910,1669,3573,2250,2082,4331,7155,6773,13926,7711,7310,15018,8917,8471,17387,383,401,786,389,342,725,236,229,470,176,294,472,223,350,568,253,374,629,1008,489,1499,935,445,1383,826,391,1217,904,1066,1972,936,1344,2279,733,1150,1886,38,22,58,26,17,46,12,16,26,2512,2278,4791,2510,2497,5009,2068,2156,4223,1567,2023,3594,2150,2571,4718,2539,2867,5407,387,549,936,510,665,1174,625,884,1513,240,268,507,305,345,648,466,487,953,1068,1508,2573,1118,1665,2782,1110,1719,2828,19,17,38,23,29,50,17,28,48,3284,4372,7650,4098,5273,9369,4758,5984,10742,192,247,444,177,224,407,206,243,445,422,902
123,2410,2193,4604,2610,2346,4947,2665,2495,5161,8662,8424,17088,8096,7769,15863,9587,8921,18507,1786,1723,3513,1845,1798,3648,2053,2080,4133,1153,1138,2292,1274,1234,2505,1448,1355,2806,11603,11282,22891,11221,10802,22019,13094,12352,25445,5907,5660,11567,5772,5973,11743,5868,5832,11693,2119,2162,4284,2125,2112,4238,2501,2328,4831,1097,1057,2154,1023,978,2002,1168,1170,2333,9122,8882,18002,8922,9073,17990,9533,9325,18861,477,567,1042,565,588,1151,374,407,787,146,306,455,216,489,705,228,460,688,1533,693,2227,1389,677,2066,1224,546,1772,762,1215,1976,862,1228,2097,634,1134,1770,52,40,91,47,40,85,24,28,52,2976,2822,5800,3082,3021,6106,2487,2578,5066,1123,1675,2799,1642,2212,3847,2243,2944,5185,248,408,650,360,664,1027,695,988,1679,207,286,494,281,394,672,354,470,822,572,788,1358,706,1172,1883,765,1389,2154,18,26,45,18,34,50,22,36,58,2169,3184,5349,3008,4479,7485,4081,5822,9898,92,144,235,168,208,379,252,396,647,265,615
124,3005,2699,5698,3144,2797,5939,3221,2936,6153,9177,8760,17937,8812,8296,17109,9697,9197,18893,2846,2821,5666,2615,2625,5238,2683,2723,5410,1525,1366,2890,1571,1413,2982,1553,1496,3048,13548,12944,26494,13000,12338,25337,13938,13413,27351,5954,6072,12018,5904,5812,11717,5634,5767,11404,2839,2934,5770,2844,2959,5799,3144,2948,6095,1532,1454,2985,1535,1502,3041,1624,1504,3126,10319,10460,20781,10279,10276,20555,10411,10218,20630,534,705,1243,585,737,1320,362,504,868,212,437,647,295,627,925,267,592,862,1905,921,2822,1707,883,2585,1495,732,2229,1076,1514,2588,1176,1809,2991,900,1559,2467,62,41,103,41,41,85,24,28,50,3784,3616,7395,3805,4104,7906,3058,3415,6476,1455,2035,3486,1808,2604,4419,2350,2947,5298,384,544,931,561,872,1435,787,1104,1886,255,358,617,292,459,754,409,632,1035,946,1466,2410,1040,1827,2860,1100,2171,3270,31,29,58,28,26,54,27,30,58,3067,4428,7503,3727,5788,9517,4667,6882,11544,162,205,369,168,245,412,237,354,592,355,797
125,2703,2561,5262,3249,3046,6291,3873,3562,7439,9672,9156,18826,10298,9285,19584,12889,11852,24745,3636,3530,7173,3636,3646,7279,3953,4028,7981,1056,1007,2069,1252,1214,2463,1615,1570,3186,14371,13694,28063,15183,14146,29333,18463,17454,35910,7072,6892,13966,7874,7580,15451,8383,7927,16307,3294,3277,6572,3446,3357,6801,3436,3531,6967,1429,1090,2523,1516,1196,2706,1702,1429,3127,11796,11257,23051,12828,12130,24960,13515,12892,26408,1255,1015,2263,1326,1114,2445,912,794,1706,616,873,1492,853,1397,2247,998,1555,2553,1646,791,2440,1343,673,2019,1035,489,1518,1707,2214,3919,1685,2201,3887,1359,2004,3362,127,92,223,103,75,182,57,41,106,5360,4977,10335,5313,5461,10770,4361,4890,9246,4197,4289,8485,5248,5765,11009,7472,7433,14904,1425,1135,2562,1977,1863,3838,3489,3225,6711,502,573,1078,673,688,1362,884,858,1738,1588,1573,3157,1924,2054,3978,1840,2279,4116,97,76,173,101,90,193,62,60,121,7813,7643,15464,9921,10453,20377,13751,13853,27602,473,545,1020,933,987,1919,1239,1330,2568,744,1095
126,1295,1174,2472,1496,1328,2830,1555,1508,3061,3923,3693,7616,4047,3808,7852,5053,4808,9863,1404,1309,2709,1456,1447,2909,1405,1379,2779,597,555,1152,618,522,1144,653,536,1189,5923,5549,11479,6125,5782,11904,7112,6719,13832,2670,2806,5477,2896,2732,5622,3041,2924,5965,2064,1324,3392,1993,1303,3293,2002,1482,3484,963,854,1813,925,942,1866,1039,944,1984,5701,4982,10684,5809,4974,10781,6086,5344,11434,368,315,688,324,294,613,273,328,602,178,316,493,246,441,694,363,539,907,523,284,810,452,227,677,373,153,525,617,887,1508,559,885,1442,544,947,1483,22,16,45,20,24,37,8,11,26,1717,1821,3535,1595,1867,3461,1565,1980,3546,3266,3645,6913,3985,4662,8640,4858,5045,9900,899,938,1834,1116,1114,2227,1706,1782,3496,337,404,746,355,371,727,449,484,930,1025,1191,2216,1090,1298,2390,1040,1331,2367,38,42,81,45,51,99,27,23,53,5569,6214,11788,6587,7496,14084,8087,8663,16749,121,153,274,174,195,364,248,284,535,295,511
127,2676,2520,5196,2977,2767,5745,3276,2960,6241,11369,10191,21559,10839,9913,20757,12465,11475,23936,3743,3514,7257,3570,3593,7167,3897,3969,7861,1310,1383,2694,1626,1661,3289,1981,1939,3921,16421,15085,31509,16036,15171,31203,18344,17382,35724,8906,8701,17605,9640,9140,18775,10274,9702,19976,2829,3023,5849,3248,3297,6538,3680,3772,7449,1137,1110,2248,1406,1401,2807,1708,1857,3563,12874,12831,25711,14289,13827,28123,15655,15331,30989,1133,1117,2252,1278,1212,2495,942,871,1816,432,745,1175,581,1236,1819,750,1372,2125,1659,831,2492,1528,655,2187,1357,576,1930,1224,2144,3374,1374,1820,3193,1018,1657,2671,151,112,262,89,85,175,73,63,141,4596,4957,9556,4851,5008,9861,4141,4540,8678,2325,3241,5563,3889,4993,8879,5477,6889,12373,380,452,827,654,883,1537,1114,1421,2540,381,489,871,490,643,1130,770,887,1657,694,826,1516,854,1257,2109,986,1579,2569,66,73,136,57,73,126,41,48,88,3840,5084,8927,5940,7843,13780,8394,10821,19213,348,477,833,527,734,1263,915,1237,2158,509,949
128,2132,1995,4130,2292,2138,4431,2372,2070,4448,6194,5811,12007,6284,5966,12250,7008,6465,13474,2047,2021,4068,2072,2012,4089,2223,2184,4409,518,482,999,550,515,1060,531,492,1023,8753,8317,17072,8905,8495,17398,9772,9135,18907,4686,4568,9254,4454,4288,8745,4521,4336,8855,1787,1822,3612,1851,1866,3720,2075,2089,4163,816,888,1699,800,781,1584,784,886,1666,7289,7274,14564,7109,6939,14043,7376,7312,14680,413,464,878,342,363,703,211,302,513,84,189,272,124,246,377,121,203,322,1536,581,2118,1314,522,1835,1101,396,1496,774,947,1721,735,1104,1839,577,850,1428,42,21,64,26,25,57,16,16,32,2853,2206,5060,2545,2270,4813,2028,1763,3790,1595,2197,3786,2117,2740,4858,2243,2849,5089,226,354,579,345,552,893,471,580,1050,300,314,613,379,405,781,371,480,849,872,1073,1948,913,1324,2237,906,1555,2465,22,30,50,22,20,44,21,27,48,3009,3964,6979,3772,5048,8818,4011,5498,9502,84,131,216,99,131,231,121,155,275,323,640
197,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,10,0,0,0,0,0,0,4,10,9,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0
199,29,27,52,36,38,76,32,19,49,121,116,235,158,141,294,85,106,191,24,23,46,20,14,30,8,10,21,11,18,28,19,20,39,14,15,36,155,156,311,197,175,371,107,131,243,54,74,134,122,122,238,63,32,97,6,7,18,16,12,30,5,10,16,11,17,26,18,10,31,10,19,25,73,103,177,150,148,300,75,55,134,34,26,63,43,32,75,15,20,43,19,27,48,28,29,59,17,30,44,27,12,37,29,31,62,29,15,44,45,40,83,37,73,106,31,53,78,0,0,4,3,3,5,5,0,9,120,113,239,134,175,306,97,120,217,81,115,196,92,135,231,110,123,228,65,52,119,57,65,117,64,76,139,8,7,19,12,14,24,10,10,17,31,43,73,42,64,105,31,42,71,3,3,7,0,4,4,0,4,7,188,219,412,212,279,488,209,254,461,28,16,52,26,31,61,26,38,60,33,31
