SA2_NAME16	Year	labourForceParticipation
North Nowra - Bomaderry	2016	53.1
Nowra	2006	51.6
Nowra	2011	49.1
Nowra	2016	48.7
St Georges Basin - Erowal Bay	2006	43.3
St Georges Basin - Erowal Bay	2011	42.7
St Georges Basin - Erowal Bay	2016	42.2
Sussex Inlet - Berrara	2006	32.9
Sussex Inlet - Berrara	2011	34.4
Sussex Inlet - Berrara	2016	34.2
Tomerong - Wandandian - Woollamia	2006	61.7
Tomerong - Wandandian - Woollamia	2011	59.5
Tomerong - Wandandian - Woollamia	2016	58.2
Ulladulla	2006	45
Ulladulla	2011	45.7
Ulladulla	2016	44.1
Ulladulla Region	2006	48.5
Ulladulla Region	2011	47.5
Ulladulla Region	2016	46.4
Bowral	2006	52
Bowral	2011	50.7
Bowral	2016	47.3
Hill Top - Colo Vale	2006	65.8
Hill Top - Colo Vale	2011	65.4
Hill Top - Colo Vale	2016	65.1
Mittagong	2006	56.4
Mittagong	2011	54.9
Mittagong	2016	54.8
Moss Vale - Berrima	2006	55.8
Moss Vale - Berrima	2011	58.1
Moss Vale - Berrima	2016	55.7
Robertson - Fitzroy Falls	2006	63.5
Robertson - Fitzroy Falls	2011	60.9
Robertson - Fitzroy Falls	2016	58.7
Southern Highlands	2006	56.6
Southern Highlands	2011	55.6
Southern Highlands	2016	54.1
Baulkham Hills (East)	2006	68.9
Baulkham Hills (East)	2011	67.5
Baulkham Hills (East)	2016	65.7
Baulkham Hills (West) - Bella Vista	2006	72.2
Baulkham Hills (West) - Bella Vista	2011	70.9
Baulkham Hills (West) - Bella Vista	2016	69.2
Glenhaven	2006	73.9
Glenhaven	2011	66.1
Glenhaven	2016	61
West Pennant Hills	2006	69.2
West Pennant Hills	2011	68
West Pennant Hills	2016	65.6
Castle Hill - Central	2006	68.5
Castle Hill - Central	2011	68.4
Castle Hill - Central	2016	66.5
Castle Hill - East	2006	46.5
Castle Hill - East	2011	47.4
Castle Hill - East	2016	47.5
Castle Hill - North	2006	69.7
Castle Hill - North	2011	67.8
Castle Hill - North	2016	65.1
Castle Hill - South	2006	69.6
Castle Hill - South	2011	67
Castle Hill - South	2016	66.2
Castle Hill - West	2006	73.7
Castle Hill - West	2011	71.4
Castle Hill - West	2016	70.5
Cherrybrook	2006	67.3
Cherrybrook	2011	66.9
Cherrybrook	2016	64.4
Kellyville	2006	73.9
Kellyville	2011	72.7
Kellyville	2016	71.7
Dural - Kenthurst - Wisemans Ferry	2006	66.3
Dural - Kenthurst - Wisemans Ferry	2011	66.4
Dural - Kenthurst - Wisemans Ferry	2016	64.1
Galston - Laughtondale	2006	65.8
Galston - Laughtondale	2011	65.5
Galston - Laughtondale	2016	62.5
Bilpin - Colo - St Albans	2006	57.3
Bilpin - Colo - St Albans	2011	55.7
Bilpin - Colo - St Albans	2016	56.8
Kurrajong Heights - Ebenezer	2006	69.2
Kurrajong Heights - Ebenezer	2011	69.5
Kurrajong Heights - Ebenezer	2016	67.7
Pitt Town - McGraths Hill	2006	70.1
Pitt Town - McGraths Hill	2011	70
Pitt Town - McGraths Hill	2016	68.6
Rouse Hill - Beaumont Hills	2006	74.2
Rouse Hill - Beaumont Hills	2011	74
Rouse Hill - Beaumont Hills	2016	73.6
Blacktown (East) - Kings Park	2006	59.7
Blacktown (East) - Kings Park	2011	62.3
Blacktown (East) - Kings Park	2016	63
Blacktown (North) - Marayong	2006	59.5
Blacktown (North) - Marayong	2011	59.9
Blacktown (North) - Marayong	2016	60.3
Doonside - Woodcroft	2006	62
Doonside - Woodcroft	2011	61.2
Doonside - Woodcroft	2016	62.3
Lalor Park - Kings Langley	2006	64
Lalor Park - Kings Langley	2011	64.3
Lalor Park - Kings Langley	2016	62.7
Seven Hills - Toongabbie	2006	64.3
Seven Hills - Toongabbie	2011	63.5
Seven Hills - Toongabbie	2016	61.6
Blacktown (South)	2006	59.2
Blacktown (South)	2011	60.3
Blacktown (South)	2016	61
Blacktown (West)	2006	59.6
Blacktown (West)	2011	61
Blacktown (West)	2016	61
Glenwood	2006	74.2
Glenwood	2011	73.3
Glenwood	2016	72.1
Parklea - Kellyville Ridge	2006	64.2
Parklea - Kellyville Ridge	2011	73.6
Parklea - Kellyville Ridge	2016	70.9
Riverstone - Marsden Park	2006	62.5
Riverstone - Marsden Park	2011	62.3
Riverstone - Marsden Park	2016	66.3
Acacia Gardens	2006	77.6
Acacia Gardens	2011	77.4
Acacia Gardens	2016	75.3
Quakers Hill	2006	72.8
Quakers Hill	2011	73.3
Quakers Hill	2016	72.3
Bidwill - Hebersham - Emerton	2006	49.9
Bidwill - Hebersham - Emerton	2011	48.6
Bidwill - Hebersham - Emerton	2016	48.1
Glendenning - Dean Park	2006	66.9
Glendenning - Dean Park	2011	68.9
Glendenning - Dean Park	2016	67
Hassall Grove - Plumpton	2006	68
Hassall Grove - Plumpton	2011	66.9
Hassall Grove - Plumpton	2016	66.3
Lethbridge Park - Tregear	2006	46.4
Lethbridge Park - Tregear	2011	48.3
Lethbridge Park - Tregear	2016	52.1
Mount Druitt - Whalan	2006	50.9
Mount Druitt - Whalan	2011	52
Mount Druitt - Whalan	2016	52.5
Prospect Reservoir	2006	0
Prospect Reservoir	2011	73.3
Prospect Reservoir	2016	44.7
Rooty Hill - Minchinbury	2006	63.1
Rooty Hill - Minchinbury	2011	63
Rooty Hill - Minchinbury	2016	63
Banksmeadow	2006	0
Banksmeadow	2011	69.2
Banksmeadow	2016	71.4
Botany	2006	64.2
Botany	2011	65.3
Botany	2016	68.2
Mascot - Eastlakes	2006	57.2
Mascot - Eastlakes	2011	59.7
Mascot - Eastlakes	2016	63
Pagewood - Hillsdale - Daceyville	2006	58.4
Pagewood - Hillsdale - Daceyville	2011	57.4
Pagewood - Hillsdale - Daceyville	2016	57.4
Port Botany Industrial	2006	0
Port Botany Industrial	2011	0
Port Botany Industrial	2016	44.4
Sydney Airport	2006	0
Sydney Airport	2011	0
Sydney Airport	2016	39.7
Marrickville	2006	59.2
Marrickville	2011	62.3
Marrickville	2016	64.7
Petersham - Stanmore	2006	67.9
Petersham - Stanmore	2011	71.1
Petersham - Stanmore	2016	70.6
Sydenham - Tempe - St Peters	2006	65.2
Sydenham - Tempe - St Peters	2011	67.6
Sydenham - Tempe - St Peters	2016	71.2
Darlinghurst	2006	50.8
Darlinghurst	2011	71.6
Darlinghurst	2016	69.2
Erskineville - Alexandria	2006	77.3
Erskineville - Alexandria	2011	81.7
Erskineville - Alexandria	2016	79.1
Glebe - Forest Lodge	2006	59.6
Glebe - Forest Lodge	2011	65.6
Glebe - Forest Lodge	2016	63.7
Newtown - Camperdown - Darlington	2006	65
Newtown - Camperdown - Darlington	2011	71.9
Newtown - Camperdown - Darlington	2016	68.4
Potts Point - Woolloomooloo	2006	58.4
Potts Point - Woolloomooloo	2011	67
Potts Point - Woolloomooloo	2016	62.6
Pyrmont - Ultimo	2006	55.3
Pyrmont - Ultimo	2011	63.6
Pyrmont - Ultimo	2016	61.9
Redfern - Chippendale	2006	53.9
Redfern - Chippendale	2011	63.4
Redfern - Chippendale	2016	59.6
Surry Hills	2006	58.3
Surry Hills	2011	67.6
Surry Hills	2016	68.4
Sydney - Haymarket - The Rocks	2006	41
Sydney - Haymarket - The Rocks	2011	55.5
Sydney - Haymarket - The Rocks	2016	61.8
Waterloo - Beaconsfield	2006	54.7
Waterloo - Beaconsfield	2011	58.2
Waterloo - Beaconsfield	2016	60.6
Bondi - Tamarama - Bronte	2006	62.4
Bondi - Tamarama - Bronte	2011	66
Bondi - Tamarama - Bronte	2016	69.4
Bondi Beach - North Bondi	2006	59.3
Bondi Beach - North Bondi	2011	69.7
Bondi Beach - North Bondi	2016	70.2
Bondi Junction - Waverly	2006	58
Bondi Junction - Waverly	2011	61.7
Bondi Junction - Waverly	2016	62.8
Centennial Park	2006	0
Centennial Park	2011	0
Centennial Park	2016	0
Double Bay - Bellevue Hill	2006	60.3
Double Bay - Bellevue Hill	2011	60.8
Double Bay - Bellevue Hill	2016	62.3
Dover Heights	2006	60.2
Dover Heights	2011	66
Dover Heights	2016	66.4
Paddington - Moore Park	2006	69.9
Paddington - Moore Park	2011	70.1
Paddington - Moore Park	2016	70.6
Rose Bay - Vaucluse - Watsons Bay	2006	54.4
Rose Bay - Vaucluse - Watsons Bay	2011	59.4
Rose Bay - Vaucluse - Watsons Bay	2016	59.3
Woollahra	2006	57
Woollahra	2011	63.4
Woollahra	2016	62.5
Coogee - Clovelly	2006	66.4
Coogee - Clovelly	2011	67.9
Coogee - Clovelly	2016	69.1
Malabar - La Perouse - Chifley	2006	52.5
Malabar - La Perouse - Chifley	2011	53.7
Malabar - La Perouse - Chifley	2016	53.4
Kensington (NSW)	2006	57.5
Kensington (NSW)	2011	55.1
Kensington (NSW)	2016	54.5
Kingsford	2006	56.4
Kingsford	2011	55.2
Kingsford	2016	51.5
Maroubra - North	2006	59.7
Maroubra - North	2011	61.3
Maroubra - North	2016	61
Maroubra - South	2006	55.9
Maroubra - South	2011	57.6
Maroubra - South	2016	58.5
Maroubra - West	2006	56.8
Maroubra - West	2011	58.1
Maroubra - West	2016	58.7
Randwick - North	2006	68.9
Randwick - North	2011	68.8
Randwick - North	2016	70.3
Randwick - South	2006	65.7
Randwick - South	2011	66.9
Randwick - South	2016	64.6
Bass Hill - Georges Hall	2006	52.8
Bass Hill - Georges Hall	2011	50.3
Bass Hill - Georges Hall	2016	49.7
Chullora	2006	0
Chullora	2011	0
Chullora	2016	64.2
Condell Park	2006	51.3
Condell Park	2011	51.7
Condell Park	2016	54
Greenacre - Mount Lewis	2006	47.6
Greenacre - Mount Lewis	2011	47.7
Greenacre - Mount Lewis	2016	48.8
Padstow	2006	58.1
Padstow	2011	59.1
Padstow	2016	58.9
Panania - Milperra - Picnic Point	2006	63.2
Panania - Milperra - Picnic Point	2011	63
Panania - Milperra - Picnic Point	2016	62.6
Revesby	2006	56.8
Revesby	2011	58
Revesby	2016	59.4
Yagoona - Birrong	2006	50.5
Yagoona - Birrong	2011	50
Yagoona - Birrong	2016	51.4
Bankstown - North	2006	48.8
Bankstown - North	2011	50.9
Bankstown - North	2016	52.9
Bankstown - South	2006	50.4
Bankstown - South	2011	49.1
Bankstown - South	2016	49.9
Belmore - Belfield	2006	51.4
Belmore - Belfield	2011	53.6
Belmore - Belfield	2016	55.5
Canterbury (South) - Campsie	2006	52.9
Canterbury (South) - Campsie	2011	55.3
Canterbury (South) - Campsie	2016	58.3
Kingsgrove (North) - Earlwood	2006	55.9
Kingsgrove (North) - Earlwood	2011	57.9
Kingsgrove (North) - Earlwood	2016	58.1
Punchbowl	2006	49.6
Punchbowl	2011	47.5
Punchbowl	2016	50.4
Roselands	2006	54.8
Roselands	2011	55
Roselands	2016	56.2
Lakemba	2006	49.6
Lakemba	2011	49.5
Lakemba	2016	51.5
Wiley Park	2006	50.5
Wiley Park	2011	51.2
Wiley Park	2016	53.6
Hurstville	2006	56.6
Hurstville	2011	57.6
Hurstville	2016	57.5
Mortdale - Penshurst	2006	63.3
Mortdale - Penshurst	2011	65.1
Mortdale - Penshurst	2016	64.7
Narwee - Beverly Hills	2006	54
Narwee - Beverly Hills	2011	54.8
Narwee - Beverly Hills	2016	56.4
Oatley - Hurstville Grove	2006	64.2
Oatley - Hurstville Grove	2011	63.5
Oatley - Hurstville Grove	2016	63.3
Peakhurst - Lugarno	2006	58.3
Peakhurst - Lugarno	2011	58.5
Peakhurst - Lugarno	2016	58.8
Riverwood	2006	46.7
Riverwood	2011	48.2
Riverwood	2016	50.9
South Hurstville - Blakehurst	2006	60
South Hurstville - Blakehurst	2011	60.5
South Hurstville - Blakehurst	2016	60.2
Arncliffe - Bardwell Valley	2006	57.4
Arncliffe - Bardwell Valley	2011	59.5
Arncliffe - Bardwell Valley	2016	63.8
Bexley	2006	59.3
Bexley	2011	60.1
Bexley	2016	60
Kingsgrove (South) - Bardwell Park	2006	56.8
Kingsgrove (South) - Bardwell Park	2011	57.1
Kingsgrove (South) - Bardwell Park	2016	58.9
Kogarah	2006	59.2
Kogarah	2011	64.1
Kogarah	2016	65.5
Kogarah Bay - Carlton - Allawah	2006	59.6
Kogarah Bay - Carlton - Allawah	2011	63.2
Kogarah Bay - Carlton - Allawah	2016	63.7
Monterey - Brighton-le-Sands - Kyeemagh	2006	53.8
Monterey - Brighton-le-Sands - Kyeemagh	2011	58
Monterey - Brighton-le-Sands - Kyeemagh	2016	58.8
Rockdale - Banksia	2006	59.7
Rockdale - Banksia	2011	60.6
Rockdale - Banksia	2016	63.4
Sans Souci - Ramsgate	2006	54.5
Sans Souci - Ramsgate	2011	58.5
Sans Souci - Ramsgate	2016	58.8
Concord - Mortlake - Cabarita	2006	62.3
Concord - Mortlake - Cabarita	2011	63.4
Concord - Mortlake - Cabarita	2016	62.7
Concord West - North Strathfield	2006	66.4
Concord West - North Strathfield	2011	62.8
Concord West - North Strathfield	2016	63.5
Drummoyne - Rodd Point	2006	64.7
Drummoyne - Rodd Point	2011	65.1
Drummoyne - Rodd Point	2016	65.3
Five Dock - Abbotsford	2006	62.4
Five Dock - Abbotsford	2011	65.8
Five Dock - Abbotsford	2016	63.9
Balmain	2006	70.7
Balmain	2011	71.2
Balmain	2016	67.3
Leichhardt - Annandale	2006	70.3
Leichhardt - Annandale	2011	72.4
Leichhardt - Annandale	2016	70.4
Lilyfield - Rozelle	2006	69.5
Lilyfield - Rozelle	2011	72
Lilyfield - Rozelle	2016	70.2
Ashfield	2006	59
Ashfield	2011	61.2
Ashfield	2016	62.8
Burwood - Croydon	2006	55.8
Burwood - Croydon	2011	58.2
Burwood - Croydon	2016	57.3
Canterbury (North) - Ashbury	2006	61.3
Canterbury (North) - Ashbury	2011	64.1
Canterbury (North) - Ashbury	2016	64.4
Croydon Park - Enfield	2006	58.9
Croydon Park - Enfield	2011	60.5
Croydon Park - Enfield	2016	61.4
Dulwich Hill - Lewisham	2006	64.1
Dulwich Hill - Lewisham	2011	67
Dulwich Hill - Lewisham	2016	68
Haberfield - Summer Hill	2006	62.6
Haberfield - Summer Hill	2011	64.8
Haberfield - Summer Hill	2016	66.1
Homebush	2006	59
Homebush	2011	63.4
Homebush	2016	64.5
Strathfield	2006	56.9
Strathfield	2011	59.3
Strathfield	2016	61.8
Strathfield South	2006	61.5
Strathfield South	2011	64.5
Strathfield South	2016	64.4
Chatswood (East) - Artarmon	2006	60.4
Chatswood (East) - Artarmon	2011	61.9
Chatswood (East) - Artarmon	2016	61.3
Chatswood (West) - Lane Cove North	2006	67.2
Chatswood (West) - Lane Cove North	2011	68.7
Chatswood (West) - Lane Cove North	2016	69
Lane Cove - Greenwich	2006	64.7
Lane Cove - Greenwich	2011	67
Lane Cove - Greenwich	2016	66.5
St Leonards - Naremburn	2006	70.6
St Leonards - Naremburn	2011	74.5
St Leonards - Naremburn	2016	74
Willoughby - Castle Cove - Northbridge	2006	63.9
Willoughby - Castle Cove - Northbridge	2011	64.3
Willoughby - Castle Cove - Northbridge	2016	63.4
Asquith - Mount Colah	2006	71.1
Asquith - Mount Colah	2011	70.8
Asquith - Mount Colah	2016	69.7
Berowra - Brooklyn - Cowan	2006	71.9
Berowra - Brooklyn - Cowan	2011	70.8
Berowra - Brooklyn - Cowan	2016	70.2
Normanhurst - Thornleigh - Westleigh	2006	64.6
Normanhurst - Thornleigh - Westleigh	2011	64.6
Normanhurst - Thornleigh - Westleigh	2016	64.2
Hornsby - East	2006	67.2
Hornsby - East	2011	67.1
Hornsby - East	2016	69
Hornsby - West	2006	65.4
Hornsby - West	2011	65.7
Hornsby - West	2016	62.9
Waitara - Wahroonga (West)	2006	58.7
Waitara - Wahroonga (West)	2011	62.4
Waitara - Wahroonga (West)	2016	62.7
Gordon - Killara	2006	58.7
Gordon - Killara	2011	58.5
Gordon - Killara	2016	59.5
Lindfield - Roseville	2006	61.3
Lindfield - Roseville	2011	61.6
Lindfield - Roseville	2016	62.8
Pymble	2006	63.4
Pymble	2011	63.7
Pymble	2016	65.3
St Ives	2006	61.2
St Ives	2011	60.7
St Ives	2016	61.8
Turramurra	2006	58.3
Turramurra	2011	58
Turramurra	2016	57.9
Wahroonga (East) - Warrawee	2006	61.7
Wahroonga (East) - Warrawee	2011	61.8
Wahroonga (East) - Warrawee	2016	60.6
Cremorne - Cammeray	2006	68.3
Cremorne - Cammeray	2011	70.2
Cremorne - Cammeray	2016	70.3
Crows Nest - Waverton	2006	72.6
Crows Nest - Waverton	2011	73.5
Crows Nest - Waverton	2016	73.5
Mosman	2006	62.4
Mosman	2011	62.4
Mosman	2016	62.1
Neutral Bay - Kirribilli	2006	68.2
Neutral Bay - Kirribilli	2011	69.9
Neutral Bay - Kirribilli	2016	69.5
North Sydney - Lavender Bay	2006	63.9
North Sydney - Lavender Bay	2011	67.9
North Sydney - Lavender Bay	2016	69.3
Balgowlah - Clontarf - Seaforth	2006	64
Balgowlah - Clontarf - Seaforth	2011	64.9
Balgowlah - Clontarf - Seaforth	2016	66.8
Manly - Fairlight	2006	62.5
Manly - Fairlight	2011	67.9
Manly - Fairlight	2016	68.5
Avalon - Palm Beach	2006	62.8
Avalon - Palm Beach	2011	63
Avalon - Palm Beach	2016	62.9
Bayview - Elanora Heights	2006	59.8
Bayview - Elanora Heights	2011	61.4
Bayview - Elanora Heights	2016	58.9
Newport - Bilgola	2006	66.6
Newport - Bilgola	2011	67.1
Newport - Bilgola	2016	67.4
Warriewood - Mona Vale	2006	66.8
Warriewood - Mona Vale	2011	66.5
Warriewood - Mona Vale	2016	65.3
Beacon Hill - Narraweena	2006	62.2
Beacon Hill - Narraweena	2011	62.4
Beacon Hill - Narraweena	2016	63
Cromer	2006	66.1
Cromer	2011	64.7
Cromer	2016	64.2
Dee Why - North Curl Curl	2006	68.3
Dee Why - North Curl Curl	2011	71.6
Dee Why - North Curl Curl	2016	70.8
Forestville - Killarney Heights	2006	62
Forestville - Killarney Heights	2011	61
Forestville - Killarney Heights	2016	62.2
Frenchs Forest - Belrose	2006	66
Frenchs Forest - Belrose	2011	64.1
Frenchs Forest - Belrose	2016	64.1
Freshwater - Brookvale	2006	69.4
Freshwater - Brookvale	2011	71.7
Freshwater - Brookvale	2016	72
Manly Vale - Allambie Heights	2006	66.9
Manly Vale - Allambie Heights	2011	67.2
Manly Vale - Allambie Heights	2016	67.7
Narrabeen - Collaroy	2006	63.3
Narrabeen - Collaroy	2011	65.3
Narrabeen - Collaroy	2016	64.3
Terrey Hills - Duffys Forest	2006	62.6
Terrey Hills - Duffys Forest	2011	66
Terrey Hills - Duffys Forest	2016	63.7
Camden - Ellis Lane	2006	63.1
Camden - Ellis Lane	2011	63.8
Camden - Ellis Lane	2016	62.3
Elderslie - Harrington Park	2006	69.7
Elderslie - Harrington Park	2011	71.6
Elderslie - Harrington Park	2016	71.2
Mount Annan - Currans Hill	2006	76.8
Mount Annan - Currans Hill	2011	75.9
Mount Annan - Currans Hill	2016	75.2
Bradbury - Wedderburn	2006	60
Bradbury - Wedderburn	2011	58.6
Bradbury - Wedderburn	2016	58.2
Campbelltown - Woodbine	2006	62.1
Campbelltown - Woodbine	2011	60
Campbelltown - Woodbine	2016	58
Claymore - Eagle Vale - Raby	2006	66.3
Claymore - Eagle Vale - Raby	2011	64.9
Claymore - Eagle Vale - Raby	2016	64.1
Holsworthy Military Area	2006	0
Holsworthy Military Area	2011	0
Holsworthy Military Area	2016	0
Ingleburn - Denham Court	2006	62.2
Ingleburn - Denham Court	2011	61.7
Ingleburn - Denham Court	2016	61.6
Leumeah - Minto Heights	2006	66
Leumeah - Minto Heights	2011	64.4
Leumeah - Minto Heights	2016	61.2
Macquarie Fields - Glenfield	2006	55.1
Macquarie Fields - Glenfield	2011	57.6
Macquarie Fields - Glenfield	2016	57.5
Minto - St Andrews	2006	63.4
Minto - St Andrews	2011	62.3
Minto - St Andrews	2016	62.3
Rosemeadow - Glen Alpine	2006	65.5
Rosemeadow - Glen Alpine	2011	62.7
Rosemeadow - Glen Alpine	2016	60.9
Bargo	2006	62.2
Bargo	2011	64.6
Bargo	2016	62.8
Douglas Park - Appin	2006	69.2
Douglas Park - Appin	2011	68.7
Douglas Park - Appin	2016	69.1
Picton - Tahmoor - Buxton	2006	64.3
Picton - Tahmoor - Buxton	2011	63.5
Picton - Tahmoor - Buxton	2016	62.8
The Oaks - Oakdale	2006	67.5
The Oaks - Oakdale	2011	68.2
The Oaks - Oakdale	2016	67.7
Blackheath - Megalong Valley	2006	53.1
Blackheath - Megalong Valley	2011	50.6
Blackheath - Megalong Valley	2016	52.2
Blaxland - Warrimoo - Lapstone	2006	69.8
Blaxland - Warrimoo - Lapstone	2011	67.7
Blaxland - Warrimoo - Lapstone	2016	65.6
Blue Mountains - North	2006	0
Blue Mountains - North	2011	81.3
Blue Mountains - North	2016	85.7
Katoomba - Leura	2006	53.6
Katoomba - Leura	2011	52.4
Katoomba - Leura	2016	52.5
Lawson - Hazelbrook - Linden	2006	64.3
Lawson - Hazelbrook - Linden	2011	63.9
Lawson - Hazelbrook - Linden	2016	62.4
Springwood - Winmalee	2006	66.1
Springwood - Winmalee	2011	65.7
Springwood - Winmalee	2016	63.1
Wentworth Falls	2006	54.4
Wentworth Falls	2011	52.1
Wentworth Falls	2016	52.2
Blue Mountains - South	2006	0
Blue Mountains - South	2011	0
Blue Mountains - South	2016	0
Cambridge Park	2006	70.3
Cambridge Park	2011	68.6
Cambridge Park	2016	66.2
Castlereagh - Cranebrook	2006	69.6
Castlereagh - Cranebrook	2011	69.7
Castlereagh - Cranebrook	2016	70.5
Emu Plains - Leonay	2006	67.5
Emu Plains - Leonay	2011	65.2
Emu Plains - Leonay	2016	64
Glenmore Park - Regentville	2006	76.6
Glenmore Park - Regentville	2011	76
Glenmore Park - Regentville	2016	74.9
Jamisontown - South Penrith	2006	67.3
Jamisontown - South Penrith	2011	65.4
Jamisontown - South Penrith	2016	62.9
Kingswood - Werrington	2006	63.8
Kingswood - Werrington	2011	63.8
Kingswood - Werrington	2016	63.5
Mulgoa - Luddenham - Orchard Hills	2006	65.2
Mulgoa - Luddenham - Orchard Hills	2011	66.7
Mulgoa - Luddenham - Orchard Hills	2016	69.3
Penrith	2006	55
Penrith	2011	56.8
Penrith	2016	56.7
Warragamba - Silverdale	2006	69.4
Warragamba - Silverdale	2011	70.2
Warragamba - Silverdale	2016	69.6
Richmond - Clarendon	2006	61.6
Richmond - Clarendon	2011	61.4
Richmond - Clarendon	2016	58.8
Windsor - Bligh Park	2006	66.8
Windsor - Bligh Park	2011	67.2
Windsor - Bligh Park	2016	66.4
Yarramundi - Londonderry	2006	58
Yarramundi - Londonderry	2011	59.2
Yarramundi - Londonderry	2016	54.8
Erskine Park	2006	74.6
Erskine Park	2011	74.4
Erskine Park	2016	74.2
St Clair	2006	72.9
St Clair	2011	72.1
St Clair	2016	68.5
Colyton - Oxley Park	2006	60.5
Colyton - Oxley Park	2011	59.5
Colyton - Oxley Park	2016	59
St Marys - North St Marys	2006	52.9
St Marys - North St Marys	2011	54.4
St Marys - North St Marys	2016	55.3
Homebush Bay - Silverwater	2006	50.2
Homebush Bay - Silverwater	2011	60.6
Homebush Bay - Silverwater	2016	60.9
Rookwood Cemetery	2006	0
Rookwood Cemetery	2011	100
Rookwood Cemetery	2016	0
Auburn - Central	2006	43.9
Auburn - Central	2011	45.5
Auburn - Central	2016	52.2
Auburn - North	2006	50.5
Auburn - North	2011	52.6
Auburn - North	2016	58.2
Auburn - South	2006	45.1
Auburn - South	2011	48.6
Auburn - South	2016	49.7
Berala	2006	53.6
Berala	2011	53.7
Berala	2016	56.3
Lidcombe	2006	52.9
Lidcombe	2011	58.4
Lidcombe	2016	59.4
Regents Park	2006	52.4
Regents Park	2011	51.1
Regents Park	2016	54.3
Carlingford	2006	62.3
Carlingford	2011	60.8
Carlingford	2016	59.9
Ermington - Rydalmere	2006	57.3
Ermington - Rydalmere	2011	59.1
Ermington - Rydalmere	2016	60.4
Oatlands - Dundas Valley	2006	56.4
Oatlands - Dundas Valley	2011	58.9
Oatlands - Dundas Valley	2016	59.6
Chester Hill - Sefton	2006	48.6
Chester Hill - Sefton	2011	49.4
Chester Hill - Sefton	2016	48.9
Fairfield - East	2006	46.6
Fairfield - East	2011	45.2
Fairfield - East	2016	44.6
Granville - Clyde	2006	52.9
Granville - Clyde	2011	53.5
Granville - Clyde	2016	55.6
Greystanes - Pemulwuy	2006	63.1
Greystanes - Pemulwuy	2011	63.3
Greystanes - Pemulwuy	2016	61.5
Guildford - South Granville	2006	44.8
Guildford - South Granville	2011	44.5
Guildford - South Granville	2016	45.5
Guildford West - Merrylands West	2006	54.2
Guildford West - Merrylands West	2011	54.1
Guildford West - Merrylands West	2016	53.6
Merrylands - Holroyd	2006	54
Merrylands - Holroyd	2011	54.9
Merrylands - Holroyd	2016	56.1
Smithfield Industrial	2006	0
Smithfield Industrial	2011	150
Smithfield Industrial	2016	162.5
Yennora Industrial	2006	0
Yennora Industrial	2011	57.1
Yennora Industrial	2016	54.5
North Parramatta	2006	57.1
North Parramatta	2011	59.6
North Parramatta	2016	61.9
North Rocks	2006	67.1
North Rocks	2011	64.2
North Rocks	2016	62.7
Northmead	2006	62.7
Northmead	2011	66.7
Northmead	2016	65.9
Parramatta - Rosehill	2006	61.9
Parramatta - Rosehill	2011	63
Parramatta - Rosehill	2016	65.6
Toongabbie - Constitution Hill	2006	59.9
Toongabbie - Constitution Hill	2011	60.6
Toongabbie - Constitution Hill	2016	60.2
Winston Hills	2006	66.2
Winston Hills	2011	65.1
Winston Hills	2016	65.7
Pendle Hill - Girraween	2006	56.7
Pendle Hill - Girraween	2011	57.5
Pendle Hill - Girraween	2016	58.4
Wentworthville - Westmead	2006	58
Wentworthville - Westmead	2011	59.4
Wentworthville - Westmead	2016	61.6
Epping - North Epping	2006	62.6
Epping - North Epping	2011	63
Epping - North Epping	2016	62.7
Pennant Hills - Cheltenham	2006	63.5
Pennant Hills - Cheltenham	2011	64.4
Pennant Hills - Cheltenham	2016	63.8
Eastwood - Denistone	2006	60
Eastwood - Denistone	2011	60.1
Eastwood - Denistone	2016	59.6
Gladesville - Huntleys Point	2006	64.7
Gladesville - Huntleys Point	2011	66.3
Gladesville - Huntleys Point	2016	65
Hunters Hill - Woolwich	2006	51.2
Hunters Hill - Woolwich	2011	54.8
Hunters Hill - Woolwich	2016	55.3
Macquarie Park - Marsfield	2006	57
Macquarie Park - Marsfield	2011	57.1
Macquarie Park - Marsfield	2016	58.9
North Ryde - East Ryde	2006	59.6
North Ryde - East Ryde	2011	60.1
North Ryde - East Ryde	2016	61.7
West Ryde - Meadowbank	2006	63
West Ryde - Meadowbank	2011	66.8
West Ryde - Meadowbank	2016	68.2
Putney	2006	66.8
Putney	2011	67.6
Putney	2016	64.7
Ryde	2006	60.6
Ryde	2011	62.7
Ryde	2016	63.5
Ashcroft - Busby - Miller	2006	42.6
Ashcroft - Busby - Miller	2011	41
Ashcroft - Busby - Miller	2016	40.2
Austral - Greendale	2006	58.2
Austral - Greendale	2011	56.3
Austral - Greendale	2016	56
Cobbitty - Leppington	2006	60.6
Cobbitty - Leppington	2011	57.9
Cobbitty - Leppington	2016	67.9
Badgerys Creek	2006	48.5
Badgerys Creek	2011	47.8
Badgerys Creek	2016	40.4
Cecil Hills	2006	67.2
Cecil Hills	2011	68.1
Cecil Hills	2016	63.8
Green Valley	2006	58.9
Green Valley	2011	59.7
Green Valley	2016	57.8
Hinchinbrook	2006	65.6
Hinchinbrook	2011	63.4
Hinchinbrook	2016	63.2
Hoxton Park - Carnes Hill - Horningsea Park	2006	68
Hoxton Park - Carnes Hill - Horningsea Park	2011	68
Hoxton Park - Carnes Hill - Horningsea Park	2016	65.9
West Hoxton - Middleton Grange	2006	69.2
