SA2_NAME16	Year	LabourForceStatus	Sex	adults
Braidwood	2006		F	54
Braidwood	2006		M	53
Braidwood	2006	Employed (away from work)	F	24
Braidwood	2006	Employed (away from work)	M	41
Braidwood	2006	Employed (full-time)	F	217
Braidwood	2006	Employed (full-time)	M	420
Braidwood	2006	Employed (part-time)	F	244
Braidwood	2006	Employed (part-time)	M	118
Braidwood	2006	Not in the labour force	F	412
Braidwood	2006	Not in the labour force	M	305
Braidwood	2006	Unemployed (looking for work)	F	15
Braidwood	2006	Unemployed (looking for work)	M	24
Braidwood	2011		F	88
Braidwood	2011		M	76
Braidwood	2011	Employed (away from work)	F	50
Braidwood	2011	Employed (away from work)	M	41
Braidwood	2011	Employed (full-time)	F	319
Braidwood	2011	Employed (full-time)	M	595
Braidwood	2011	Employed (part-time)	F	356
Braidwood	2011	Employed (part-time)	M	188
Braidwood	2011	Not in the labour force	F	508
Braidwood	2011	Not in the labour force	M	436
Braidwood	2011	Unemployed (looking for work)	F	29
Braidwood	2011	Unemployed (looking for work)	M	39
Braidwood	2016		F	192
Braidwood	2016		M	182
Braidwood	2016	Employed (away from work)	F	45
Braidwood	2016	Employed (away from work)	M	72
Braidwood	2016	Employed (full-time)	F	355
Braidwood	2016	Employed (full-time)	M	609
Braidwood	2016	Employed (part-time)	F	358
Braidwood	2016	Employed (part-time)	M	205
Braidwood	2016	Not in the labour force	F	633
Braidwood	2016	Not in the labour force	M	499
Braidwood	2016	Unemployed (looking for work)	F	31
Braidwood	2016	Unemployed (looking for work)	M	40
Karabar	2006		F	197
Karabar	2006		M	208
Karabar	2006	Employed (away from work)	F	164
Karabar	2006	Employed (away from work)	M	174
Karabar	2006	Employed (full-time)	F	1254
Karabar	2006	Employed (full-time)	M	1921
Karabar	2006	Employed (part-time)	F	807
Karabar	2006	Employed (part-time)	M	385
Karabar	2006	Not in the labour force	F	1201
Karabar	2006	Not in the labour force	M	728
Karabar	2006	Unemployed (looking for work)	F	75
Karabar	2006	Unemployed (looking for work)	M	86
Karabar	2011		F	162
Karabar	2011		M	182
Karabar	2011	Employed (away from work)	F	160
Karabar	2011	Employed (away from work)	M	140
Karabar	2011	Employed (full-time)	F	1292
Karabar	2011	Employed (full-time)	M	1872
Karabar	2011	Employed (part-time)	F	754
Karabar	2011	Employed (part-time)	M	330
Karabar	2011	Not in the labour force	F	1034
Karabar	2011	Not in the labour force	M	689
Karabar	2011	Unemployed (looking for work)	F	71
Karabar	2011	Unemployed (looking for work)	M	89
Karabar	2016		F	210
Karabar	2016		M	190
Karabar	2016	Employed (away from work)	F	127
Karabar	2016	Employed (away from work)	M	110
Karabar	2016	Employed (full-time)	F	1153
Karabar	2016	Employed (full-time)	M	1701
Karabar	2016	Employed (part-time)	F	744
Karabar	2016	Employed (part-time)	M	342
Karabar	2016	Not in the labour force	F	1053
Karabar	2016	Not in the labour force	M	789
Karabar	2016	Unemployed (looking for work)	F	101
Karabar	2016	Unemployed (looking for work)	M	104
Queanbeyan	2006		F	350
Queanbeyan	2006		M	336
Queanbeyan	2006	Employed (away from work)	F	130
