SA2_MAINCODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
201031013,0,80,58,1313,41,1496,0,0,0,3,0,3,0,0,0,9,0,13,7,3,0,0,0,6,21,10,6,12,5,43,159,92,43,888,50,1231,3,0,0,0,0,3,8,0,3,3,0,15,15,7,4,57,0,88,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,23,24,9,246,4,315,17,7,0,19,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,20,0,0,0,0,0,0,4,5,4,3,0,18,4,0,0,7,0,8,0,0,0,3,0,5,33,19,17,208,8,280,4,0,3,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,13,26,8,0,22,4,60,0,3,3,119,88,222,309,161,97,2366,174,3105,3,62
201031014,7,106,67,1565,33,1785,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,30,9,6,10,0,56,208,98,68,959,22,1359,10,0,3,0,0,9,5,0,0,4,0,15,40,7,0,67,3,118,4,6,0,0,0,17,13,0,3,5,0,16,0,0,0,0,0,3,35,27,11,383,10,464,23,6,0,32,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,13,3,0,0,0,0,3,7,0,5,0,0,13,6,3,0,0,0,15,0,0,0,0,0,0,36,25,27,278,7,373,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,11,0,22,28,11,12,19,0,71,3,5,4,83,254,346,421,186,132,2699,320,3758,3,86
201031015,9,119,87,1445,38,1704,0,0,0,0,0,0,3,0,0,6,0,12,4,0,0,0,0,6,47,21,10,16,0,93,250,95,82,935,36,1396,3,0,0,0,0,3,5,0,0,3,0,15,67,12,19,76,3,176,6,4,4,5,0,20,4,0,0,4,0,11,0,0,0,0,0,0,40,18,14,387,11,478,8,8,3,31,0,57,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,13,4,0,4,0,24,0,0,0,3,0,3,14,4,3,0,0,23,7,3,3,5,0,17,5,0,0,0,0,5,49,26,14,297,5,390,5,0,0,0,0,9,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,18,36,15,10,20,3,95,17,6,0,70,162,254,529,214,147,2524,241,3657,11,125
201031016,7,151,123,3248,99,3627,0,0,0,5,0,5,7,0,0,37,3,52,0,3,0,0,0,3,37,11,6,30,0,86,303,133,116,2240,135,2935,3,0,4,0,0,9,0,0,0,12,0,14,35,13,10,139,4,199,13,0,0,13,0,31,7,0,0,0,0,7,10,0,0,0,0,11,54,26,17,566,14,679,29,16,8,129,9,188,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,3,7,0,4,0,16,4,0,0,0,0,9,3,3,7,3,0,16,8,0,0,0,0,18,3,0,0,3,0,7,60,35,19,584,12,717,4,3,0,0,0,8,0,0,0,0,0,6,7,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,21,0,40,43,10,12,37,0,103,23,19,5,227,173,441,600,279,210,5851,420,7369,5,155
201031017,7,114,95,2258,71,2541,0,0,0,7,0,7,0,3,0,19,0,28,3,3,0,0,0,3,71,17,10,24,4,115,314,123,98,1407,66,2008,8,0,3,0,0,8,3,0,0,7,0,14,44,9,8,114,3,174,8,0,8,0,0,22,10,0,3,0,0,16,0,0,0,0,0,3,46,24,16,395,14,494,21,7,5,87,7,120,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,0,0,3,0,14,3,4,0,0,0,9,8,0,4,0,3,20,6,0,0,3,0,11,5,0,0,0,0,5,58,32,16,405,16,529,7,0,0,0,0,12,6,0,0,7,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,7,0,23,71,12,3,26,3,116,7,9,5,118,146,292,638,239,164,3861,306,5202,19,115
202011018,19,396,230,5911,218,6779,0,0,0,26,3,30,48,8,6,56,3,126,11,5,0,3,0,19,80,34,15,74,6,208,401,379,219,4356,209,5565,21,0,6,0,6,26,16,8,0,25,0,50,54,42,29,445,17,588,34,12,4,23,0,75,5,7,0,3,0,16,22,4,0,0,0,29,64,78,59,1634,38,1877,48,37,8,245,8,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,9,0,31,20,8,0,3,0,36,39,14,12,9,0,75,26,4,0,13,0,48,9,3,0,3,0,22,102,102,60,1172,29,1473,11,3,0,5,0,23,16,4,0,0,0,21,9,0,3,16,0,28,8,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,17,8,9,53,0,85,137,56,35,119,10,357,16,17,5,376,863,1283,1051,742,426,11122,1326,14669,37,350
202011019,14,262,118,4301,124,4822,0,0,0,15,0,11,5,5,3,61,0,75,0,4,3,0,0,7,45,26,16,40,0,130,225,185,109,2931,182,3636,3,0,0,0,0,6,5,3,0,10,0,24,32,19,13,307,8,375,12,3,0,13,0,27,0,0,0,3,0,8,7,7,3,0,0,15,62,47,10,915,26,1070,21,16,3,168,9,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,14,24,0,0,3,0,40,11,19,0,6,0,30,8,4,0,5,0,22,3,0,0,3,0,10,60,46,28,617,12,756,3,4,0,0,0,8,4,3,0,0,0,14,0,3,0,8,0,12,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,7,3,0,15,0,30,27,28,13,63,9,139,10,12,10,348,378,754,500,446,210,7771,680,9609,17,222
202011020,29,347,190,5516,121,6202,0,0,0,0,0,4,90,11,10,45,3,154,18,6,0,10,0,37,54,34,20,54,0,161,344,313,195,3942,120,4914,26,0,12,0,0,34,11,3,0,41,3,57,59,27,19,476,16,600,12,21,0,14,0,49,10,8,0,0,0,19,45,0,0,3,4,56,73,72,39,1647,52,1883,56,31,16,251,7,359,9,0,0,0,0,9,0,0,0,4,0,6,0,0,0,0,0,4,8,8,0,3,0,17,12,0,0,3,0,13,35,17,8,7,0,62,11,3,3,19,0,38,5,0,0,7,0,21,94,51,52,944,29,1182,5,0,0,0,0,14,3,4,0,0,0,12,3,3,0,13,0,18,43,3,4,3,0,50,0,0,0,0,0,4,15,0,0,0,0,15,13,11,3,34,0,61,203,37,20,108,4,368,20,8,6,337,469,847,1140,617,364,10395,762,13268,18,316
202011021,19,276,159,3717,90,4264,0,0,0,4,0,6,71,4,6,19,0,106,10,0,0,0,0,9,40,24,13,44,0,126,300,219,147,2573,67,3311,19,0,7,0,0,21,9,4,0,26,0,39,49,27,16,360,4,461,19,8,0,18,0,36,6,0,0,7,0,12,18,0,0,0,0,26,53,52,30,1092,18,1243,46,41,8,191,4,286,7,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,10,0,3,4,0,0,15,3,0,0,0,0,3,4,15,4,5,0,29,11,6,6,16,0,36,0,3,0,0,0,3,70,47,36,725,10,894,4,4,3,0,0,13,10,3,0,0,0,17,6,0,0,19,0,27,9,3,3,0,0,13,3,0,0,0,0,9,10,0,0,0,0,10,7,9,0,22,0,42,126,43,24,77,3,283,11,13,7,197,293,517,806,478,279,6899,448,8910,24,260
202011022,26,411,276,7332,184,8232,0,3,0,30,0,33,57,9,3,77,6,153,15,0,0,9,0,25,98,35,19,85,3,235,451,386,257,5181,178,6453,60,0,6,11,0,89,7,0,3,47,0,58,87,38,28,478,15,653,46,7,8,25,0,83,6,3,4,4,0,21,14,3,0,0,0,16,80,92,41,1572,44,1826,66,38,28,290,10,427,0,0,0,0,0,0,3,0,0,5,0,14,0,0,0,0,0,0,26,8,3,13,0,45,11,3,0,3,0,20,26,11,8,4,0,56,26,6,6,24,0,62,16,9,3,6,0,28,132,71,54,1193,28,1481,22,4,0,8,0,33,7,8,0,3,0,23,3,0,0,17,3,29,15,0,7,0,0,23,3,0,0,0,0,3,7,0,0,0,0,9,19,11,3,48,4,80,151,47,30,108,6,342,35,27,11,515,675,1264,1256,741,503,13402,1070,16977,25,426
202011023,3,75,59,1578,24,1738,0,0,0,0,0,0,8,0,4,12,4,27,7,0,0,3,0,8,16,10,8,12,0,49,77,70,41,1034,26,1254,0,0,0,0,0,4,4,0,0,17,0,15,14,8,3,102,4,134,3,0,0,8,0,13,0,0,0,0,0,3,9,0,3,0,0,10,9,10,6,299,3,325,10,12,0,61,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,5,3,3,0,0,0,10,0,5,3,0,0,10,0,0,0,3,0,4,0,0,0,0,0,3,23,6,11,225,3,262,0,0,0,3,0,6,6,0,0,0,0,9,4,0,0,4,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,14,15,3,4,15,0,43,3,0,0,76,51,127,177,129,91,2731,102,3227,5,91
202011024,7,185,109,2655,35,2998,0,0,0,0,0,0,5,7,0,18,0,24,5,0,0,3,0,19,46,16,8,34,0,104,202,134,92,1675,32,2143,0,0,0,0,0,4,0,0,0,15,0,19,30,21,10,165,5,233,8,3,3,3,0,20,10,0,0,3,0,11,6,3,0,0,0,11,37,32,16,698,16,801,40,18,6,108,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,10,0,22,0,0,0,0,4,5,11,5,4,3,0,25,9,3,0,5,0,15,0,0,0,0,0,0,46,27,20,437,12,540,0,3,0,0,0,4,16,0,0,0,0,21,0,0,0,4,0,6,11,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,17,0,28,33,7,8,47,3,100,3,8,3,157,96,266,464,289,188,4698,176,5822,16,173
202011025,8,154,97,3085,64,3414,0,0,0,12,0,12,3,0,0,25,0,34,3,0,0,0,0,5,17,12,4,21,0,54,152,129,98,2039,72,2488,10,0,0,0,0,14,3,0,0,9,0,16,22,12,4,183,7,232,3,4,3,3,0,12,4,0,0,0,0,5,8,0,3,0,0,12,42,30,17,704,16,803,35,13,3,115,14,181,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,3,3,0,0,9,0,13,0,0,0,0,0,0,7,5,0,8,0,27,13,3,0,5,0,15,3,0,0,0,0,3,37,23,17,501,13,596,8,0,0,3,0,14,0,0,0,0,0,0,0,0,4,19,0,25,3,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,12,0,20,46,15,16,29,0,104,9,11,0,222,166,406,356,258,162,5487,310,6574,9,178
202021026,10,172,104,2329,48,2667,0,0,0,3,0,3,6,0,4,18,0,36,0,0,0,0,0,0,46,18,7,13,0,89,225,132,101,1590,43,2097,9,0,0,0,0,6,3,0,0,15,0,19,31,14,7,169,3,223,3,3,0,3,0,13,4,4,0,4,0,11,3,5,0,0,0,6,36,32,16,504,10,588,24,6,0,73,0,105,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,6,4,11,0,37,0,0,0,4,0,10,14,9,4,0,0,28,8,0,0,6,0,11,4,0,0,0,0,4,44,28,9,401,4,495,0,0,0,4,0,4,0,0,0,0,0,3,3,4,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,12,0,26,46,11,4,37,7,101,9,8,0,93,166,282,471,276,161,4071,264,5246,15,195
202021027,22,283,191,3607,98,4196,0,0,0,4,0,7,20,6,0,28,0,44,7,0,0,0,0,7,51,18,4,24,4,104,419,240,190,2498,97,3448,16,0,8,0,0,26,11,6,5,17,0,36,75,34,19,291,12,434,21,3,4,18,0,43,16,9,4,12,0,37,14,0,0,3,0,12,93,75,43,958,47,1212,38,23,11,138,0,205,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,4,17,7,0,11,0,31,10,4,0,0,0,19,26,7,7,8,3,51,39,8,0,28,0,85,5,0,3,3,0,16,85,72,36,702,18,917,12,3,0,0,0,13,8,0,3,4,0,15,3,0,4,11,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,16,6,40,0,80,113,43,22,113,3,296,21,12,15,197,894,1131,945,522,338,6630,1109,9541,20,260
202021028,17,257,202,3041,71,3585,0,0,0,11,0,13,5,3,0,17,0,22,8,3,0,0,0,7,82,20,9,28,9,148,525,241,178,2141,80,3162,7,0,0,0,0,10,8,8,3,16,0,36,89,18,13,205,17,334,19,6,0,8,0,35,7,7,0,6,0,23,9,0,0,0,0,12,82,56,46,752,20,959,38,21,7,112,8,177,0,0,0,0,0,0,0,3,0,3,3,13,0,0,0,0,0,0,25,12,3,10,0,49,0,0,3,0,0,7,26,15,11,3,6,62,24,4,0,6,0,32,5,0,0,3,0,9,106,82,57,643,23,907,7,3,0,0,0,15,3,0,0,0,0,3,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,16,4,0,26,0,49,110,28,20,69,12,238,15,11,13,179,262,479,1025,485,352,5526,448,7836,35,262
202021029,14,105,65,1300,51,1539,0,0,0,3,0,7,3,0,0,10,0,15,3,0,0,0,0,3,35,6,0,8,0,51,220,96,68,883,38,1314,12,0,0,0,0,15,0,0,0,7,0,6,39,8,5,79,4,136,15,5,0,7,0,23,5,4,0,0,0,13,0,0,0,0,0,0,40,25,25,384,18,494,27,15,0,38,5,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,13,0,44,0,3,3,0,0,11,10,7,0,4,0,20,15,3,0,0,0,15,4,0,0,0,0,4,51,22,12,232,11,332,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,11,0,13,57,15,5,24,3,102,20,7,4,97,124,240,539,212,115,2422,234,3524,13,102
202021030,26,316,173,3105,100,3720,0,0,0,0,0,0,19,3,5,12,0,39,15,0,7,0,0,21,61,29,5,28,3,130,538,289,170,2139,71,3209,11,0,3,0,0,11,11,4,0,19,3,39,77,34,22,188,5,325,24,8,0,17,0,51,26,0,0,4,3,28,6,3,0,3,0,13,102,64,43,913,29,1153,77,18,6,90,3,193,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,0,0,7,41,7,12,21,0,76,8,0,0,0,0,12,35,13,3,3,0,50,32,8,4,7,0,50,3,0,0,3,0,9,104,83,44,600,10,850,16,3,3,0,0,23,14,0,0,0,0,17,3,3,0,4,0,13,9,3,0,0,0,16,0,0,0,0,0,0,3,4,0,0,0,8,19,4,0,28,0,57,113,44,14,82,10,261,42,20,11,157,317,535,1215,573,338,5610,507,8236,22,348
202021031,25,291,198,2080,52,2645,0,0,0,3,0,3,13,4,0,4,0,20,22,6,5,0,3,40,70,14,17,29,0,129,515,245,191,1473,54,2479,7,0,3,0,0,6,12,6,0,24,6,53,101,32,20,137,8,293,21,0,9,14,0,45,20,3,0,5,0,29,12,3,0,0,0,13,97,38,42,671,12,857,91,26,21,65,6,210,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,61,23,4,16,0,103,3,0,0,0,0,4,23,8,11,7,5,52,41,5,3,9,0,56,10,0,0,0,0,14,96,77,34,419,23,647,12,3,0,0,0,12,13,0,0,5,0,18,9,0,0,3,0,9,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,17,0,46,133,40,18,44,3,243,18,11,5,104,287,426,1186,499,344,3807,427,6252,18,304
202031032,9,104,96,2292,52,2553,0,0,0,0,0,0,0,0,0,11,0,9,3,0,0,0,0,8,33,9,11,23,4,74,168,120,76,1491,44,1901,0,0,3,0,0,5,7,0,3,8,0,23,39,9,10,160,6,230,4,3,0,14,0,20,3,0,0,0,0,4,0,0,0,3,0,3,32,24,17,571,19,664,19,17,3,58,3,101,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,3,0,0,0,18,0,0,0,0,0,4,11,0,3,0,0,19,6,4,0,6,0,11,0,0,0,0,0,0,40,28,17,392,10,493,4,0,0,5,0,13,0,0,0,0,0,3,0,0,5,4,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,19,0,34,40,4,10,48,0,106,12,7,3,113,173,301,377,214,157,4093,278,5120,5,69
202031033,21,158,141,3385,78,3789,0,0,0,5,0,5,4,3,0,37,0,44,5,0,0,0,0,12,57,10,10,19,0,94,277,159,128,2327,75,2964,4,0,0,0,0,4,0,3,0,12,0,19,49,11,0,175,3,238,17,3,0,7,0,25,15,0,0,0,0,18,0,0,0,0,0,3,34,41,11,654,15,755,20,8,0,73,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,7,0,21,4,0,0,0,0,4,15,8,0,0,0,30,4,0,3,3,0,12,3,0,0,0,0,6,80,41,41,627,21,810,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,3,15,0,30,62,13,9,52,3,139,10,8,4,176,247,446,626,287,229,6035,420,7595,16,151
203011034,11,128,105,1320,31,1595,0,0,0,0,0,0,0,0,0,8,0,10,25,8,0,6,0,40,64,19,16,41,3,136,196,91,92,778,30,1185,3,0,0,0,0,3,3,0,4,5,0,14,35,22,8,86,3,162,4,0,7,0,0,9,7,4,0,0,0,14,3,0,0,0,0,3,44,42,14,304,6,409,55,17,3,68,0,146,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,10,4,5,3,3,0,18,0,0,0,0,0,0,12,0,0,0,0,15,14,3,0,6,0,26,6,0,0,0,0,13,41,20,28,259,11,362,14,0,5,0,0,18,0,0,0,0,0,4,11,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,8,3,0,12,3,26,55,17,12,21,4,107,7,5,5,77,42,134,544,236,185,2300,109,3377,18,146
203011035,20,213,163,2259,60,2719,0,0,0,0,0,0,0,0,0,5,0,11,19,3,3,3,0,31,88,36,17,55,0,198,368,163,144,1316,44,2031,3,0,0,0,0,3,3,0,0,7,0,16,76,18,9,87,10,201,16,11,0,3,0,25,25,7,0,0,0,28,4,5,0,0,0,5,75,35,13,456,15,599,57,16,4,72,7,154,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,13,4,6,6,3,33,0,0,0,0,0,7,23,0,4,0,0,31,20,7,0,11,6,48,6,3,0,0,0,7,102,42,32,468,10,654,21,9,0,0,0,30,3,0,0,0,0,5,9,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,14,3,29,86,20,7,55,0,172,21,15,3,105,183,318,885,388,255,3818,295,5636,23,240
203011036,12,166,122,2148,59,2515,0,0,0,0,0,0,9,0,0,3,0,11,5,0,0,4,0,9,70,21,10,27,7,128,270,128,83,1297,31,1810,5,0,0,0,0,5,3,3,0,23,0,35,42,14,10,157,3,221,22,5,5,8,0,35,3,0,0,0,0,3,3,0,0,0,0,3,42,29,16,343,8,438,24,13,0,48,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,10,0,27,0,0,0,0,0,0,19,3,10,3,0,39,12,5,0,3,0,24,5,0,0,6,0,15,69,28,42,443,11,599,11,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,4,0,8,0,19,55,26,21,42,3,142,11,6,0,129,157,297,609,267,193,3683,255,5010,29,196
203021037,51,510,332,4926,159,5974,0,0,0,12,3,14,104,3,5,31,7,155,50,5,3,12,0,73,181,56,39,106,3,384,796,393,292,3051,125,4658,25,0,13,0,0,40,10,0,3,30,6,51,178,53,23,387,15,662,69,15,6,32,0,117,30,3,3,10,0,48,63,11,0,3,3,80,161,100,56,1243,28,1579,220,38,13,189,4,470,6,0,0,0,0,3,21,6,0,0,0,26,11,9,0,0,0,19,23,7,0,17,0,47,28,3,0,0,5,37,25,15,10,3,0,52,84,9,10,35,0,138,10,0,0,3,0,17,234,114,75,922,16,1364,24,8,4,14,0,45,33,0,3,0,3,45,23,0,3,13,0,37,23,0,0,0,0,22,3,0,3,0,0,3,8,0,0,0,0,8,32,14,21,40,0,108,368,77,54,128,21,643,55,18,10,259,561,900,2527,884,594,8757,888,13645,47,469
203021038,194,842,465,7496,296,9297,3,3,0,61,3,68,161,3,3,44,3,219,589,63,21,88,17,775,539,119,62,193,24,932,1389,616,365,4784,247,7404,222,7,23,3,5,261,33,14,0,27,0,69,392,84,53,428,27,982,86,19,12,39,9,164,204,23,5,46,7,279,47,3,3,0,0,57,285,150,77,1336,42,1887,349,101,32,285,13,780,6,0,0,0,0,6,18,3,0,0,0,25,357,46,7,23,21,450,61,30,11,38,5,145,58,12,9,4,0,81,35,23,13,8,0,78,239,25,19,41,6,330,52,11,0,8,5,70,466,201,127,1120,41,1960,485,24,10,17,9,539,23,8,0,3,0,32,143,13,7,23,3,196,15,0,0,3,0,19,152,9,4,6,0,175,128,0,0,3,8,137,41,17,10,33,0,101,1019,94,58,168,34,1380,310,47,41,694,1073,2168,7173,1633,909,13224,1781,24717,144,781
