SA2_MAINCODE_2016,C16_85o_SOL_SE_To,C16_85o_LPE_NS,C16_85o_Tot,C16_Tot_SEO,C16_To_SOL_SE_Vw_w,C16_To_SOL_SE_Nw_Na,C16_To_SOL_SE_P_E_n,C16_Tot_SOL_SE_Tot,C16_Tot_LPE_NS,C16_T_T
125031479,192,22,477,5704,8623,2706,87,11409,1348,18467
125031480,218,42,473,3671,7672,3062,108,10847,994,15515
125031481,91,10,180,4945,11193,3210,146,14551,1326,20826
125031482,178,22,378,15005,9002,1199,103,10312,1000,26312
125031483,136,27,318,5093,11174,3003,154,14326,1531,20950
125031484,142,34,443,8089,9137,2319,133,11588,1044,20720
125031485,169,26,440,9371,14011,3528,206,17739,1341,28450
125031486,0,0,0,3,7,3,0,12,0,8
125031487,0,0,0,3,6,0,0,10,0,11
125041489,121,43,458,8748,9579,2013,83,11673,1812,22234
125041490,27,0,152,4915,2270,502,12,2783,174,7872
125041491,72,49,430,8454,9117,1343,102,10556,1363,20382
125041492,135,15,231,5522,17535,3509,228,21269,2459,29249
125041493,124,29,554,11760,7869,1319,96,9281,894,21935
125041494,48,8,187,7789,2418,369,26,2805,172,10773
125041588,106,58,336,4083,6908,1102,80,8092,669,12847
125041589,103,15,255,4161,9109,1509,116,10736,703,15604
126011495,102,49,583,11774,11773,2767,90,14626,692,27095
126011496,87,116,565,13702,5214,875,49,6141,652,20493
126021497,166,19,508,9627,11028,3502,93,14625,797,25047
126021498,111,16,398,9960,3135,591,29,3753,695,14414
126021499,173,22,645,7916,1642,278,19,1940,488,10345
126021500,147,101,746,8457,10330,1827,91,12247,1020,21724
126021501,102,18,390,7436,3831,667,37,4531,345,12310
126021503,96,8,259,8075,8623,1927,91,10637,664,19375
126021590,25,3,99,2761,1101,138,14,1248,127,4141
126021591,236,81,732,12976,10629,2166,109,12906,1288,27175
127011504,71,20,192,7151,6442,2024,122,8591,1601,17341
127011505,145,26,220,4992,2506,640,36,3184,744,8911
127011506,46,11,122,11891,4070,621,56,4747,1256,17891
127011592,0,0,3,38,13,3,0,16,10,60
127011593,19,0,31,2746,3376,570,36,3983,286,7017
127011594,79,10,104,3510,6548,1890,80,8519,490,12516
127011595,51,0,61,4198,6371,1267,63,7703,392,12298
127011596,36,3,42,4628,5577,887,75,6542,422,11591
127011597,36,0,49,6863,6646,949,76,7679,651,15186
127021509,192,3,212,3856,8281,3250,117,11645,473,15979
127021510,238,14,295,6964,8940,2317,77,11340,538,18834
127021511,465,37,573,3640,11389,8413,183,19982,1082,24708
127021512,149,11,251,5027,7763,3402,121,11283,872,17193
127021513,295,15,418,3807,10269,5805,134,16202,807,20821
127021514,91,3,101,2931,5043,1475,74,6592,251,9772
127021515,205,21,293,3061,8890,4866,148,13903,741,17700
127021516,186,9,279,4510,9684,4054,140,13880,701,19091
127021517,88,3,109,2011,4599,1426,60,6083,236,8332
127021518,42,33,103,2357,1450,226,17,1693,374,4422
127021519,204,26,322,6373,8161,2588,142,10885,783,18044
127021520,213,11,233,2354,5810,2281,70,8157,352,10864
127021521,0,0,0,9,19,10,0,27,0,35
127031522,109,32,237,6266,7140,1227,101,8463,930,15662
127031523,151,15,253,10432,6453,1102,66,7623,697,18746
127031524,68,20,283,13541,5724,601,50,6379,789,20706
127031598,207,39,377,6054,13049,4580,173,17801,3317,27172
127031599,65,11,147,4374,4883,1388,110,6386,918,11681
127031600,54,10,179,6929,8785,1081,112,9974,678,17585
127031601,33,9,69,1616,2522,817,36,3372,805,5799
128011529,38,14,367,15311,1425,214,19,1653,517,17473
128011530,104,36,813,13887,3010,491,40,3540,803,18234
128011531,104,76,883,10790,3912,522,39,4479,672,15939
128011602,33,41,382,9410,1497,245,14,1757,596,11766
128011603,23,14,337,10731,850,98,11,963,363,12061
128011604,36,45,538,19792,1906,186,32,2127,1569,23491
128011605,7,0,60,2800,251,12,0,258,94,3148
128011606,15,7,194,6748,651,61,16,722,261,7730
128021533,19,15,279,6062,281,29,9,321,127,6505
128021534,50,3,162,7548,2332,265,16,2620,197,10363
128021535,46,19,328,17599,2627,311,25,2957,571,21129
128021536,29,19,454,18122,2178,303,27,2506,623,21254
128021537,0,0,0,15,3,0,0,3,6,27
128021538,52,31,764,16648,2846,456,31,3332,892,20868
128021607,26,14,281,15572,922,118,9,1047,372,16993
128021608,3,3,99,6704,349,35,6,386,150,7246
128021609,3,0,17,3398,167,17,0,183,72,3652
197979799,3,0,10,279,54,46,0,95,41,412
199999499,15,22,78,7212,1529,320,19,1863,3211,12288
201011001,12,8,121,10117,929,130,16,1076,467,11654
201011002,26,32,389,10483,752,87,10,845,722,12046
201011003,25,54,601,20733,928,127,13,1067,1280,23083
201011004,22,48,574,21088,1267,196,19,1490,1664,24231
201011005,6,12,79,6433,255,31,0,288,426,7153
201011006,11,13,146,6446,255,42,6,299,340,7082
201011007,0,0,26,3643,99,12,0,110,183,3932
201011008,25,36,466,13052,588,98,5,696,886,14633
201021009,7,8,86,5222,230,12,0,242,408,5870
201021010,19,39,237,6870,236,22,5,264,687,7821
201021011,22,47,261,7688,488,47,3,545,726,8956
201021012,3,8,63,5047,142,19,0,163,444,5656
201031013,7,13,74,2947,67,9,0,78,275,3302
201031014,0,22,117,3595,102,9,0,112,686,4395
201031015,6,3,54,4133,94,8,5,108,236,4483
201031016,3,27,354,7169,197,29,3,228,523,7921
201031017,3,11,108,4755,138,13,4,153,357,5268
202011018,19,127,503,12194,770,222,14,998,1269,14460
202011019,6,37,251,10614,252,94,3,353,1000,11965
202011020,19,52,613,11913,713,182,8,901,695,13507
202011021,6,31,284,8168,529,98,11,634,497,9295
202011022,11,145,668,17114,868,283,20,1173,1405,19687
202011023,0,0,25,4761,86,3,0,95,234,5084
202011024,0,3,71,8067,210,24,4,233,324,8630
202011025,3,12,110,10436,498,119,10,628,692,11747
202021026,3,4,55,6604,117,21,4,149,432,7184
202021027,9,92,388,8623,345,73,11,426,1535,10583
202021028,10,16,182,7588,241,16,0,260,623,8474
202021029,3,8,107,3945,140,25,10,173,395,4513
202021030,5,19,285,8467,392,95,11,501,682,9648
202021031,8,46,120,6039,273,16,0,290,575,6899
202031032,0,5,68,4017,69,4,4,80,266,4363
202031033,8,34,247,6075,209,22,0,231,750,7057
203011034,12,0,100,5837,262,28,3,287,296,6420
203011035,0,3,42,6321,171,10,7,191,341,6855
203011036,11,14,116,5232,123,7,3,134,384,5745
203021037,67,43,622,11992,1149,161,15,1335,701,14021
203021038,104,40,418,19194,3792,1373,60,5228,1925,26348
203021039,54,31,318,10275,1337,193,27,1565,858,12694
203021040,98,46,512,16103,1985,321,28,2335,1025,19468
203021041,57,108,910,20104,1787,205,15,2003,1166,23275
203021042,36,12,445,18583,2393,226,31,2648,876,22098
203021043,26,23,272,14815,1311,159,17,1487,1789,18088
203021044,21,21,286,11490,667,80,21,768,558,12814
203021045,60,38,540,12601,967,140,20,1123,866,14593
203021046,35,29,271,8710,766,100,20,885,556,10155
203021047,248,197,609,9499,3282,746,60,4085,1052,14631
203031048,38,22,358,12126,513,43,9,564,659,13349
203031049,11,13,188,4443,208,17,7,232,375,5051
203031050,28,33,509,21343,828,85,11,920,1148,23421
203031051,16,29,314,6349,426,61,8,490,556,7397
203031052,4,23,237,3707,122,22,0,146,294,4148
203031053,18,17,264,16674,772,71,9,854,827,18362
204011054,6,21,219,5647,166,20,3,186,499,6337
204011055,6,38,261,5656,157,12,7,173,447,6278
204011056,16,26,241,12272,642,87,6,738,863,13871
204011057,10,11,207,7720,360,45,8,415,708,8848
204011058,3,9,119,3474,167,30,5,197,342,4004
204011059,16,67,205,5211,322,83,4,408,714,6327
204011060,0,7,46,3878,138,22,0,160,401,4432
204011061,0,0,3,154,10,0,0,10,21,182
204011062,0,5,82,3138,101,11,3,107,308,3560
204021063,22,42,485,9211,305,38,10,354,762,10330
204021064,0,7,43,3184,52,11,0,66,348,3595
204021065,0,5,102,3581,68,6,0,73,211,3869
204021066,65,235,856,16341,872,153,15,1041,1334,18710
204021067,10,7,150,8576,302,36,4,344,685,9600
204031068,9,3,119,3889,166,13,6,187,489,4569
204031069,17,23,203,6864,429,62,3,500,787,8154
204031070,0,7,41,2833,53,3,0,57,208,3100
204031071,47,26,179,3786,457,66,3,532,322,4634
204031072,9,23,197,5365,152,10,5,168,421,5956
204031073,31,10,275,13504,614,87,19,722,730,14955
204031074,66,52,471,21075,1474,229,26,1722,1599,24398
204031075,3,4,90,4231,72,7,0,83,176,4487
205011076,18,28,382,14479,551,86,10,647,1088,16207
205011077,11,14,91,5403,169,20,0,192,418,6019
205011078,14,16,178,6820,249,23,9,285,546,7641
205011079,17,35,453,16775,807,117,12,931,1050,18758
205021080,0,0,0,4,0,0,0,0,0,4
205021081,22,102,563,12682,563,86,15,672,1376,14728
205021082,3,10,98,6930,209,41,6,254,558,7743
205021083,0,0,0,0,0,0,0,0,0,0
205021084,13,77,307,8612,357,44,16,416,892,9916
205021085,8,24,180,5750,182,13,4,191,503,6448
205021086,15,38,244,5670,193,16,3,208,434,6313
205031087,14,31,254,7621,279,26,3,304,803,8731
205031088,0,0,0,97,8,0,0,8,11,119
205031089,24,13,253,8261,251,40,3,303,561,9122
205031090,15,27,309,9838,390,54,4,447,788,11079
205031091,30,45,374,9098,523,74,11,607,677,10387
205031092,0,0,0,15,0,0,0,0,0,13
205031093,49,108,763,19568,887,139,26,1048,1607,22228
205041094,10,4,117,10033,450,58,12,517,857,11401
205041095,67,53,537,14315,888,150,16,1051,1184,16551
205041096,95,40,448,11083,1201,236,23,1454,1274,13808
205041097,74,135,617,22841,1672,237,23,1932,2010,26785
205041098,3,3,42,4181,90,5,3,91,274,4550
205051099,0,0,0,25,0,0,0,0,0,25
205051100,4,10,58,3694,158,20,0,178,428,4299
205051101,15,19,302,12595,305,49,6,358,913,13868
205051102,3,4,47,3532,103,6,3,111,1082,4723
205051103,32,38,448,12702,756,128,12,895,1048,14646
205051104,9,27,175,4720,142,16,0,157,428,5305
206011105,278,25,384,16758,5760,1325,70,7163,1516,25440
206011106,100,12,133,7331,2557,414,13,2984,651,10962
206011107,155,11,289,8515,3664,733,50,4442,777,13737
206011108,386,32,574,15223,7888,1829,89,9806,1137,26166
206011109,106,12,299,6405,2601,405,28,3035,518,9960
206021110,75,15,141,6520,1625,332,22,1974,442,8934
206021111,257,39,505,17702,4386,1051,69,5504,1460,24667
206021112,281,44,441,11797,4423,1098,56,5582,1090,18466
206031113,122,10,210,9754,3197,759,53,4010,985,14750
206031114,177,57,730,19341,5877,695,66,6631,1509,27487
206031115,82,13,143,4899,3258,936,62,4251,964,10115
206031116,186,15,397,9927,3073,533,50,3650,677,14250
206041117,92,12,169,6440,9528,1298,50,10875,1683,19001
206041118,7,3,18,3766,4941,824,54,5820,1377,10965
206041119,22,14,146,3713,631,70,5,708,545,4962
206041120,0,0,0,31,24,3,0,26,34,85
206041121,46,7,101,7249,2288,528,32,2843,722,10812
206041122,15,9,83,8096,20837,3954,158,24945,4274,37321
206041123,61,23,123,9456,7244,1291,87,8626,2555,20637
206041124,62,187,324,4312,1970,230,12,2215,883,7409
206041125,14,78,234,4275,999,91,9,1098,720,6096
206041126,13,8,56,7675,7517,1043,59,8617,2379,18669
206041127,0,0,0,0,0,0,0,0,0,3
206051128,80,27,273,10580,3099,451,47,3596,1208,15384
206051129,56,9,128,11678,1963,209,22,2200,1346,15222
206051130,57,24,203,11666,2696,397,27,3126,1368,16163
206051131,0,0,0,11,4,0,0,4,0,18
206051132,91,23,242,7677,2331,457,27,2819,1055,11550
206051133,214,43,412,16983,4909,635,43,5592,3547,26124
206051134,91,18,176,11364,3222,404,29,3663,1393,16417
206061135,65,23,235,6603,1539,210,23,1772,599,8972
206061136,150,42,376,13531,3477,782,38,4290,1892,19714
206061137,99,18,239,12811,4964,862,31,5857,2060,20728
206061138,81,62,508,9606,2276,225,27,2524,915,13050
206071139,43,3,104,5324,1769,377,22,2167,695,8184
206071140,62,8,138,6420,1302,185,15,1506,502,8428
206071141,48,3,68,5139,1725,559,35,2322,1049,8513
206071142,63,14,144,6367,1975,710,43,2724,1359,10445
206071143,89,16,176,9247,1762,399,16,2179,908,12339
206071144,207,33,349,20508,5464,2068,83,7614,2377,30499
206071145,32,16,105,7130,1043,175,8,1230,684,9044
207011146,30,25,235,5789,1383,288,0,1679,284,7751
207011147,94,32,636,9180,4848,1180,39,6066,585,15831
207011148,181,41,675,10838,7263,1399,42,8704,681,20224
207011149,134,48,840,15614,4272,693,36,5001,783,21400
207011150,50,8,284,12580,2854,378,25,3254,492,16326
207011151,70,73,354,15772,5050,663,37,5744,1451,22973
207011152,60,17,305,10466,3361,506,38,3902,790,15166
207011153,147,56,769,16926,5373,966,58,6397,1403,24725
207011154,58,7,155,4417,1534,232,21,1788,302,6513
207011155,66,27,572,12295,2897,488,31,3411,615,16319
207021156,228,19,386,5136,4478,921,52,5448,460,11045
207021157,222,33,613,8383,9085,2284,85,11458,744,20584
207021159,181,27,574,9022,5889,1064,59,7015,582,16618
207021160,195,117,593,7215,4792,944,64,5799,575,13598
207021424,114,51,358,6723,6149,1232,59,7442,411,14573
207021425,157,28,475,5997,5892,1552,38,7487,471,13956
207031161,142,57,769,14516,4986,1133,37,6164,707,21382
207031162,117,39,490,7009,2666,656,20,3344,444,10793
207031163,139,53,540,9346,6833,2549,79,9460,1022,19828
207031164,114,21,443,10122,5282,1558,49,6890,545,17552
207031165,73,36,480,5825,4831,1059,24,5916,507,12248
207031166,120,9,269,4563,4312,1066,40,5419,294,10273
207031167,31,14,289,7422,1834,374,19,2225,320,9965
208011168,26,39,471,11549,1189,109,8,1302,621,13472
208011169,102,75,937,17955,3033,454,27,3514,1235,22695
208011170,102,89,697,11934,2810,331,20,3163,741,15838
208011171,44,21,352,8540,1614,281,20,1915,481,10938
208011172,85,36,400,14117,2255,347,18,2614,904,17640
208011173,77,51,764,13782,1725,192,15,1932,795,16506
208021174,140,47,766,14971,5481,1019,69,6566,881,22415
208021176,102,28,436,9796,6292,1075,55,7415,852,18066
208021177,305,87,773,14226,5013,515,52,5577,1170,20976
208021178,308,52,702,11635,4393,607,34,5032,785,17448
208021179,118,16,313,8276,2224,298,19,2548,531,11354
208021180,70,12,168,3997,2656,575,38,3267,295,7556
208021181,69,24,217,5839,2678,384,14,3081,334,9251
208021182,60,8,204,7229,4809,695,43,5550,565,13339
208021426,92,14,405,9034,4400,737,40,5173,572,14784
208021427,101,16,424,8931,3280,494,43,3818,491,13238
208031183,29,12,101,5927,2420,331,25,2778,279,8989
208031184,0,0,0,27,5,3,0,7,28,58
208031185,38,21,269,9181,1535,196,15,1748,624,11548
208031186,46,101,507,11152,1765,256,23,2046,987,14191
208031187,4,0,57,4253,759,120,9,893,193,5335
208031188,115,129,917,15581,4714,907,60,5682,1008,22270
208031189,21,49,304,10661,1223,137,9,1371,724,12747
208031190,57,63,440,9765,2252,340,23,2613,583,12965
208031191,61,58,253,5604,2220,427,23,2670,523,8803
208031192,0,0,0,0,0,0,0,0,0,0
208031193,86,42,549,16055,2560,400,39,2998,862,19917
208041194,101,49,621,15052,3413,492,33,3943,1051,20042
208041195,123,25,502,14605,5135,723,52,5913,802,21321
209011196,88,13,246,6004,2840,651,34,3526,366,9894
209011197,67,16,448,16925,2565,320,19,2909,632,20463
209011198,175,84,629,10648,2877,478,39,3391,730,14775
209011199,86,57,447,8139,3918,794,65,4777,1234,14149
209011200,66,9,213,8088,2466,368,25,2858,441,11390
209011201,52,11,223,5811,1471,131,11,1620,265,7691
209011202,39,18,331,13957,1438,163,22,1621,512,16096
209011203,127,103,529,13263,3781,554,43,4374,666,18303
209011204,35,13,195,7068,1477,225,17,1724,322,9112
209021205,46,97,222,5156,4397,968,44,5409,761,11328
209021207,303,160,999,12854,9500,2464,147,12117,2110,27077
209021208,422,60,779,11123,9142,2278,139,11562,1355,24036
209021428,214,43,411,10353,6359,1720,85,8165,1503,20022
209021429,134,12,232,7123,3556,849,56,4464,606,12189
209031209,36,51,273,19787,2141,202,25,2360,757,22899
209031210,0,0,22,3191,125,8,3,134,120,3450
209031211,0,0,16,3378,145,14,4,167,300,3844
209031212,3,6,65,4563,182,9,3,193,396,5152
209031213,31,3,131,7478,1409,152,20,1574,313,9365
209031214,5,0,62,5949,412,25,4,442,318,6706
209031215,15,6,157,12198,984,66,12,1056,444,13698
209041216,25,5,113,3459,3093,576,20,3692,303,7451
209041217,64,17,116,2879,2365,595,35,3002,313,6192
209041219,283,27,385,6633,11487,3345,178,15008,1163,22808
209041220,102,18,249,9405,6591,1107,91,7791,631,17824
209041221,46,12,92,6350,4202,757,42,5009,536,11891
209041223,316,18,379,5425,10430,3353,211,13998,886,20311
209041224,10,4,87,13281,1529,184,22,1731,1209,16219
209041225,15,8,175,6953,604,61,9,679,502,8127
209041430,20,7,54,17588,2405,225,33,2663,682,20937
209041431,100,10,249,6798,4807,927,82,5817,546,13167
209041432,57,20,125,3828,3242,755,51,4057,454,8334
209041433,11,0,22,3785,5690,821,74,6584,514,10885
209041434,15,4,47,10420,4505,530,67,5107,938,16458
209041435,17,0,29,7025,4124,433,54,4611,410,12048
209041436,134,7,295,7389,3585,613,32,4227,391,12009
209041437,15,3,20,3052,4671,667,96,5440,570,9060
210011226,132,20,244,4976,1815,340,33,2189,401,7564
210011227,0,0,0,0,0,0,0,0,0,0
210011228,68,16,222,5849,2017,255,28,2300,353,8505
210011229,464,104,779,13814,9098,1863,131,11098,1233,26147
210011230,69,17,226,5193,1310,178,10,1495,235,6923
210011231,48,15,241,7315,1566,160,16,1743,375,9428
210021232,12,48,228,11536,569,77,11,656,634,12831
210021233,3,3,34,3002,145,4,0,156,216,3381
210021234,4,3,43,3713,132,11,3,148,146,4010
210021235,11,15,107,8283,363,38,8,407,667,9360
210031236,172,18,286,4202,2291,632,36,2964,512,7678
210031237,373,30,518,4287,7034,1595,139,8759,719,13768
210031239,228,54,809,13869,7028,1115,76,8227,1353,23447
210031438,331,66,791,9167,9582,1799,182,11561,1378,22107
210031439,7,0,49,1963,731,63,8,801,138,2904
210031440,90,11,171,2744,2156,394,29,2576,283,5604
210041240,23,13,178,11059,945,111,14,1072,588,12715
210041241,55,43,443,22984,2132,236,15,2387,1287,26655
210051242,91,19,210,4290,5801,1756,103,7660,1359,13305
210051243,112,14,226,3872,8273,2694,129,11100,1150,16122
210051245,99,25,248,11176,4781,741,56,5577,848,17608
210051246,50,3,78,8726,6226,696,73,6992,577,16292
210051247,47,3,72,3527,7824,2478,121,10429,885,14842
210051248,0,0,0,82,14,3,0,18,77,181
210051249,79,3,124,5748,11867,3025,170,15057,1009,21817
210051250,58,12,104,3862,1849,314,25,2181,420,6458
210051441,18,4,50,4754,2637,516,38,3192,438,8390
210051442,13,0,12,5054,5152,740,55,5942,527,11524
210051443,30,12,53,7597,6675,1232,105,8014,677,16288
210051444,17,13,86,4842,7304,1345,95,8741,573,14152
210051445,5,0,12,1956,1119,118,16,1257,178,3385
211011251,106,43,258,8171,2663,598,32,3291,615,12078
211011254,31,6,150,9777,4045,716,40,4797,517,15088
211011255,9,4,32,5183,1010,98,7,1113,285,6580
211011256,37,9,200,10095,3969,681,36,4688,438,15215
211011257,11,3,102,5708,1821,307,17,2153,150,8005
211011258,32,0,82,7066,2835,377,15,3234,273,10573
211011259,119,11,427,8799,3802,836,39,4686,448,13926
211011260,208,41,712,10473,5713,1144,52,6914,416,17805
211011446,132,46,552,17307,3059,582,82,3726,1057,22096
211011447,51,33,356,11209,1814,265,29,2110,569,13890
211011448,53,7,201,11929,1933,293,21,2254,441,14621
211011449,3,3,33,3809,241,29,0,271,189,4271
211021261,117,29,499,11461,3330,598,22,3942,538,15942
211021262,72,41,175,8539,875,179,7,1062,443,10049
211031263,18,79,267,9496,1378,258,16,1658,623,11773
211031265,26,37,252,15659,1571,205,13,1789,537,17985
211031266,66,31,558,11657,3629,1182,38,4847,648,17149
211031267,61,30,476,15767,2843,900,34,3772,719,20260
211031268,29,8,174,7777,1233,223,16,1472,269,9524
211031450,26,53,336,11879,1739,688,24,2447,854,15182
211031451,41,55,525,10652,1670,475,23,2171,528,13351
211031452,3,0,48,3899,528,114,5,647,168,4715
211041269,62,12,381,6112,3322,820,28,4169,339,10626
211041270,65,23,299,10929,3715,888,40,4643,576,16148
211041271,62,99,451,7278,3187,797,26,4018,584,11876
211041272,39,3,191,6965,2586,590,25,3203,279,10442
211041273,70,19,367,6591,4025,773,39,4832,248,11678
211051274,11,5,65,8868,621,61,5,685,468,10019
211051275,40,12,159,8419,972,122,11,1110,341,9872
211051276,22,19,283,12354,497,40,14,549,804,13710
211051277,81,35,389,7800,748,165,12,934,445,9178
211051278,55,25,372,16608,1182,178,16,1376,728,18721
211051279,26,10,113,4973,371,31,8,407,253,5632
211051280,34,46,248,6067,368,29,4,407,327,6803
211051281,29,62,299,18290,2211,677,27,2918,849,22056
211051282,7,4,111,8524,593,41,9,647,538,9707
211051283,4,12,95,8856,373,40,5,419,423,9702
211051284,6,9,72,8683,525,44,11,575,350,9610
211051285,19,3,87,6882,331,54,3,389,334,7601
211051286,27,15,259,14529,584,42,19,638,986,16161
212011287,3,0,56,10793,1581,156,25,1765,471,13022
212011288,12,11,137,7820,245,17,3,264,551,8638
212011289,22,15,216,16107,777,62,5,848,1042,18000
212011290,22,27,148,6547,291,46,4,342,586,7481
212011291,16,20,223,15071,2188,275,32,2497,1030,18603
212011292,47,36,401,22120,4370,633,76,5075,1344,28541
212021293,104,45,726,18288,3298,453,55,3806,802,22894
212021294,15,11,93,17355,6698,867,65,7629,816,25801
212021295,79,19,204,4338,4596,1547,97,6248,725,11306
212021297,76,11,216,4391,4847,1020,75,5944,425,10761
212021299,54,8,172,5492,1690,219,17,1929,339,7759
212021453,75,13,183,5861,4621,847,53,5522,510,11892
212021454,77,3,126,5706,5981,1036,74,7099,555,13357
212021455,36,6,98,8438,3857,615,44,4517,451,13409
212021456,65,15,227,8088,4380,854,56,5290,572,13946
212031300,39,29,239,13736,4210,790,63,5066,1286,20094
212031301,32,13,298,14727,8666,1059,135,9857,1102,25688
212031302,21,7,88,11785,6244,946,90,7281,1047,20110
212031303,12,71,174,7555,591,74,4,667,595,8819
212031304,7,8,76,8693,4842,795,81,5714,654,15053
212031305,58,16,166,11003,10425,2331,170,12929,1601,25530
212031306,46,0,163,6509,6722,1189,89,7992,723,15224
212031308,7,13,75,6914,298,29,3,333,494,7741
212031457,16,0,51,9106,3072,536,28,3632,381,13122
212031458,17,3,79,9288,5623,1105,62,6794,699,16783
212041309,144,25,286,4978,4992,1192,51,6229,443,11650
212041310,132,6,199,3289,6739,1953,76,8772,580,12642
212041311,289,76,638,7517,15283,5144,257,20683,2474,30671
212041312,218,19,457,8606,10147,2516,140,12810,1019,22430
212041313,26,12,257,7938,1756,225,19,1998,349,10285
212041314,157,15,371,9741,11803,3492,118,15413,832,25980
212041316,71,8,106,3110,3208,774,38,4019,358,7487
212041317,358,42,589,3841,11007,5626,131,16767,1164,21771
212041318,87,37,182,2927,6117,3022,82,9224,498,12649
212041459,134,10,270,3899,6153,1544,95,7791,740,12429
212041460,184,23,402,5706,8545,3425,114,12082,842,18630
212051319,121,25,442,9293,6506,1309,79,7895,1115,18298
212051320,202,44,511,5928,12843,2386,82,15303,1180,22407
212051321,137,84,593,9069,9423,1913,86,11416,600,21085
212051322,146,19,497,7266,9245,2021,54,11312,661,19241
212051323,94,22,434,7848,5760,1123,43,6923,501,15277
212051324,130,42,595,9598,6649,1219,65,7940,797,18334
212051325,161,78,490,9074,7866,1485,81,9429,865,19368
212051326,270,50,627,10375,7959,1821,103,9884,1029,21290
212051327,206,50,728,10510,7199,1394,53,8638,607,19753
213011328,132,12,184,3042,3243,908,54,4204,583,7836
213011329,33,3,44,2513,5332,1401,60,6790,359,9657
213011330,113,14,179,9305,12194,3003,188,15389,1557,26253
213011331,95,0,105,2862,4033,1024,64,5115,362,8339
213011332,114,3,171,6277,5231,1150,76,6461,455,13189
213011333,76,5,103,4075,6399,2465,110,8973,781,13831
213011334,235,31,334,5144,9848,3479,179,13502,1452,20092
213011335,224,27,287,3312,8907,3665,134,12713,1199,17224
213011336,102,30,241,3499,3990,1566,60,5616,664,9768
213011337,212,20,322,2623,5765,2636,116,8516,562,11700
213011338,222,12,309,5394,9103,2987,136,12228,963,18585
213011339,100,60,259,5710,4819,696,67,5579,716,12009
213011340,71,7,174,9707,6175,754,54,6984,648,17340
213021341,75,39,373,9362,2298,299,32,2635,695,12689
213021342,134,22,322,11423,5663,1119,69,6847,887,19160
213021343,278,61,532,6469,5152,1417,89,6661,872,14002
213021344,116,14,321,13468,2801,509,58,3370,738,17578
213021345,11,3,32,2996,1575,259,24,1852,276,5124
213021346,65,20,330,12377,2035,239,14,2294,787,15453
213031347,117,16,268,5768,8174,2969,98,11243,1215,18230
213031348,141,64,341,7310,5868,1537,68,7470,1563,16345
213031349,70,12,130,5501,4832,1056,52,5937,776,12216
213031350,65,18,163,6381,1782,527,16,2323,532,9235
213031351,73,13,165,6318,3569,840,38,4454,687,11457
213031352,119,50,315,10763,2569,642,28,3236,799,14798
213041353,25,38,333,17941,1198,116,18,1329,1077,20345
213041355,31,0,50,11771,6715,754,67,7541,903,20216
213041356,38,11,196,14196,2940,505,48,3497,1211,18906
213041357,38,21,268,16825,4343,730,81,5156,1458,23437
213041358,14,3,72,12933,3043,410,50,3505,1113,17551
213041359,0,0,10,1156,371,53,10,434,1457,3040
213041360,31,7,74,9514,7901,1033,89,9030,687,19224
213041461,40,14,152,2200,2010,372,22,2404,147,4751
213041462,4,0,12,2271,3001,526,23,3556,247,6072
213041463,27,0,42,10210,7704,928,71,8702,987,19900
213051361,47,6,132,11940,5368,895,64,6325,957,19224
213051362,60,14,193,11463,5715,1291,67,7067,940,19477
213051363,12,4,44,3605,3887,822,46,4751,547,8907
213051365,27,5,87,14355,16551,2013,205,18761,1669,34784
213051366,9,0,27,6656,12564,1766,201,14527,2231,23412
213051368,112,15,287,7871,2255,527,32,2816,649,11333
213051369,18,6,96,15194,6017,809,81,6912,1170,23273
213051464,9,0,21,6772,4065,696,37,4800,625,12197
213051465,36,13,97,12311,8539,1335,94,9970,899,23180
213051466,4,4,10,6365,6452,987,64,7502,567,14433
213051467,66,93,406,11927,5130,1417,85,6638,1292,19861
213051468,23,4,91,8997,1856,377,31,2265,546,11809
214011370,87,56,420,15935,3080,395,55,3527,1249,20711
214011371,59,39,456,17844,2512,413,56,2987,1742,22570
214011372,65,36,495,15623,1845,344,20,2209,1465,19289
214011373,39,44,719,15766,1560,149,18,1728,705,18199
214011374,30,13,219,21444,1210,118,22,1351,1040,23836
214011375,32,42,346,13586,1454,190,32,1677,1200,16463
214011376,7,3,50,10431,1924,217,29,2169,474,13077
214021377,44,93,374,9389,859,105,10,976,662,11024
214021378,6,9,145,4818,159,15,6,181,376,5369
214021379,18,35,378,19884,716,73,7,796,1335,22016
214021380,75,48,998,21393,1270,146,12,1434,1161,23989
214021381,35,24,443,15913,1175,106,12,1292,681,17888
214021382,33,23,535,16959,794,73,7,882,718,18548
214021383,63,61,501,14671,1055,139,21,1220,1232,17123
214021384,85,156,1350,18326,1133,137,19,1287,1330,20943
214021385,23,25,339,16431,642,64,6,719,940,18089
215011386,14,23,285,6847,305,75,7,386,1064,8297
215011387,3,9,66,2700,63,5,3,70,371,3146
215011388,21,42,543,14672,634,83,13,731,847,16250
215011389,9,13,79,3174,62,9,0,69,159,3412
215011390,4,34,333,6123,240,101,5,342,417,6887
215011391,0,11,126,3087,72,14,0,84,178,3352
215011392,0,31,273,7177,256,48,3,310,605,8093
215011393,0,22,85,2537,48,4,0,57,169,2763
215011394,6,63,332,5896,170,23,0,191,533,6627
215021395,29,8,112,5944,437,81,10,523,415,6874
