SA2_MAINCODE_2016,C06_N_in_1PF_1C,C06_N_in_1PF_2C,C06_N_in_1PF_3C,C06_N_in_1PF_4mor_c,C06_N_in_1PF_T,C06_1_149_1PF_1C,C06_1_149_1PF_2C,C06_1_149_1PF_3C,C06_1_149_1PF_4mC,C06_1_149_1PF_T,C06_150_299_1PF_1C,C06_150_299_1PF_2C,C06_150_299_1PF_3C,C06_150_299_1PF_4mC,C06_150_299_1PF_T,C06_300_399_1PF_1C,C06_300_399_1PF_2C,C06_300_399_1PF_3C,C06_300_399_1PF_4mC,C06_300_399_1PF_T,C06_400_499_1PF_1C,C06_400_499_1PF_2C,C06_400_499_1PF_3C,C06_400_499_1PF_4mC,C06_400_499_1PF_T,C06_500_649_1PF_1C,C06_500_649_1PF_2C,C06_500_649_1PF_3C,C06_500_649_1PF_4mC,C06_500_649_1PF_T,C06_650_799_1PF_1C,C06_650_799_1PF_2C,C06_650_799_1PF_3C,C06_650_799_1PF_4mC,C06_650_799_1PF_T,C06_800_999_1PF_1C,C06_800_999_1PF_2C,C06_800_999_1PF_3C,C06_800_999_1PF_4mC,C06_800_999_1PF_T,C06_1000_1499_1PF_1C,C06_1000_1499_1PF_2C,C06_1000_1499_1PF_3C,C06_1000_1499_1PF_4mC,C06_1000_1499_1PF_T,C06_1500_1999_1PF_1C,C06_1500_1999_1PF_2C,C06_1500_1999_1PF_3C,C06_1500_1999_1PF_4mC,C06_1500_1999_1PF_T,C06_2000_2499_1PF_1C,C06_2000_2499_1PF_2C,C06_2000_2499_1PF_3C,C06_2000_2499_1PF_4mC,C06_2000_2499_1PF_T,C06_2500_2999_1PF_1C,C06_2500_2999_1PF_2C,C06_2500_2999_1PF_3C,C06_2500_2999_1PF_4mC,C06_2500_2999_1PF_T,C06_3000_3999_1PF_1C,C06_3000_3999_1PF_2C,C06_3000_3999_1PF_3C,C06_3000_3999_1PF_4mC,C06_3000_3999_1PF_T,C06_4000m_1PF_1C,C06_4000m_1PF_2C,C06_4000m_1PF_3C,C06_4000m_1PF_4mo_ch,C06_4000m_1PF_T,C06_Par_inc_st_1PF_1C,C06_Par_inc_st_1PF_2C,C06_Par_inc_st_1PF_3C,C06_Par_inc_st_1PF_4mC,C06_Par_inc_st_1PF_T,C06_All_inc_ns_1PF_1Ch,C06_All_inc_ns_1PF_2C,C06_All_inc_ns_1PF_3C,C06_All_inc_ns_1PF_4mC,C06_All_inc_ns_1PF_T,C06_Tot_1PF_1C,C06_Tot_1PF_2C,C06_Tot_1PF_3C,C06_Tot_1PF_4mC,C06_Tot_1PF_T,C11_N_in_1PF_1C,C11_N_in_1PF_2C,C11_N_in_1PF_3C,C11_N_in_1PF_4mor_c,C11_N_in_1PF_T,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_1PF_T,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_1PF_T,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_1PF_T,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_1PF_T,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_1PF_T,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_1PF_T,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_1PF_T,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_1PF_T,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_1PF_T,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_1PF_T,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_1PF_T,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_1PF_T,C11_4000m_1PF_1C,C11_4000m_1PF_2C,C11_4000m_1PF_3C,C11_4000m_1PF_4mo_ch,C11_4000m_1PF_T,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_1PF_T,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_1PF_T,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_1PF_T,C16_N_in_1PF_1C,C16_N_in_1PF_2C,C16_N_in_1PF_3C,C16_N_in_1PF_4mor_c,C16_N_in_1PF_T,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_1PF_T,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_1PF_T,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_1PF_T,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_1PF_T,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_1PF_T
118021568,4,3,0,0,6,9,3,0,0,10,5,7,0,3,19,21,3,5,0,25,5,0,0,0,12,33,12,9,0,52,21,6,0,0,20,25,4,0,0,36,47,22,3,0,67,20,8,0,0,34,3,4,0,3,9,13,3,0,0,13,0,3,0,0,6,0,0,0,0,0,18,10,5,0,43,5,3,0,0,13,235,94,26,8,365,15,5,0,0,17,3,3,0,0,4,11,3,0,0,13,7,0,0,0,10,12,12,0,3,23,3,3,0,0,7,25,9,4,0,39,29,5,0,0,38,58,11,0,0,76,34,11,3,0,48,10,5,0,0,21,18,3,0,0,20,5,3,0,0,8,0,0,0,0,0,8,20,0,3,32,7,0,0,0,12,240,97,14,8,369,9,3,0,0,5,0,0,0,0,5,8,5,0,0,12,3,0,0,0,4,6,0,0,0,5,14,3,0,0,16
118021569,8,3,0,0,12,9,0,0,0,10,12,5,0,0,19,23,10,0,0,30,12,0,0,0,12,52,21,3,0,77,32,4,5,0,42,36,11,0,0,54,86,26,3,0,112,29,17,3,0,52,13,3,0,0,17,14,5,0,0,26,6,3,0,0,11,0,0,0,0,0,16,13,6,0,43,7,0,0,0,7,354,128,22,4,511,5,4,0,0,10,3,0,0,0,3,7,0,0,0,6,13,3,0,0,15,17,8,0,0,27,5,0,0,0,8,32,9,4,0,45,28,9,3,0,37,95,21,4,0,122,69,12,3,0,80,18,9,0,0,27,29,15,3,0,53,6,8,0,0,17,0,0,0,0,3,29,24,3,0,58,6,0,0,0,8,372,127,28,0,525,5,3,0,0,11,3,0,0,0,3,4,3,0,0,6,6,3,0,0,9,10,0,0,0,11,19,4,0,0,27
118021570,6,3,0,0,7,0,0,0,0,0,8,8,0,0,9,12,3,0,0,11,10,0,0,0,10,30,12,0,0,48,17,10,0,0,30,27,9,0,0,33,56,18,0,0,76,19,9,0,0,30,10,9,0,0,14,8,3,0,0,11,3,6,0,0,5,0,0,0,0,0,27,14,0,0,40,11,3,0,0,9,234,87,6,4,335,6,0,0,0,6,3,0,0,0,3,7,0,0,0,11,10,3,0,0,12,22,7,0,0,26,3,0,0,0,6,16,4,0,0,22,23,10,0,0,35,54,10,0,0,75,23,17,0,0,44,15,10,0,0,21,17,9,0,0,26,8,3,0,0,19,0,3,0,0,0,16,16,3,0,37,0,0,0,0,0,227,88,12,3,334,12,0,0,0,13,3,0,0,0,3,5,3,0,0,10,4,3,0,0,9,12,3,0,0,13,9,3,0,0,14
119011354,7,3,0,0,11,16,8,0,0,20,41,25,7,9,84,52,33,12,5,112,41,4,0,0,49,75,51,28,10,165,32,27,5,6,77,53,18,9,3,90,97,40,12,4,149,32,16,3,5,61,8,12,3,3,28,0,7,3,0,7,0,3,0,0,7,0,3,0,0,5,27,29,17,15,85,18,9,3,0,33,502,296,118,55,971,5,3,3,4,7,3,7,3,0,11,27,14,7,3,55,49,22,10,4,88,42,50,23,11,123,42,16,10,6,68,77,26,10,4,121,55,24,9,11,93,103,40,24,8,175,45,36,14,3,100,34,19,3,0,55,8,13,5,0,26,3,10,0,0,14,0,0,0,0,3,36,44,15,17,112,10,12,3,3,33,529,327,141,86,1081,16,6,5,6,33,7,4,0,0,9,29,10,8,7,57,14,12,9,3,43,48,22,3,4,74,48,29,20,15,104
119011355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
119011356,4,0,0,0,7,3,3,3,0,5,16,7,0,3,20,14,12,8,3,34,12,3,0,0,15,27,25,7,3,65,20,10,3,3,33,15,11,4,3,29,50,10,13,3,75,14,5,3,3,21,8,3,4,0,19,7,6,0,0,7,0,0,0,0,4,0,0,0,0,0,12,12,3,6,28,5,3,0,5,18,202,111,50,32,395,6,3,3,4,10,3,7,0,0,7,12,11,3,0,30,15,10,7,0,31,12,18,5,3,42,19,4,3,0,23,25,17,4,4,49,29,15,9,3,59,44,24,11,3,76,25,13,3,0,47,14,6,0,0,23,5,4,0,0,13,0,7,3,0,12,0,0,0,0,0,7,19,6,4,41,10,7,3,4,18,237,163,60,31,480,8,3,4,0,15,3,0,3,0,3,5,7,3,0,15,12,5,3,0,29,19,3,3,0,28,18,16,19,5,61
119011357,14,3,3,3,22,8,4,3,0,17,37,29,8,3,77,41,38,7,11,105,22,6,0,3,35,65,51,35,14,156,43,23,13,10,84,56,20,13,3,91,111,56,11,7,189,34,22,9,3,70,4,5,0,0,15,5,0,4,0,12,0,4,0,3,12,0,0,0,0,0,40,34,9,18,105,13,7,4,5,35,489,305,121,103,1017,15,5,5,4,32,4,4,5,0,19,19,11,13,3,45,47,21,11,12,91,49,41,15,9,111,46,19,7,4,79,71,35,26,17,150,55,27,5,13,97,124,50,17,18,206,37,20,17,4,82,16,15,9,4,49,9,14,3,0,24,3,5,3,0,17,0,0,3,0,9,40,36,22,17,113,20,12,4,3,45,569,323,170,106,1171,16,15,7,7,42,5,6,4,4,15,27,14,9,0,48,21,15,0,6,38,35,23,11,9,74,44,34,14,11,100
119011358,7,0,0,0,10,7,3,0,0,6,25,9,3,3,43,22,18,7,0,41,22,0,0,0,24,60,35,15,4,114,21,9,0,0,35,45,8,3,0,57,72,35,9,0,114,32,14,12,0,51,11,15,0,0,26,7,11,4,3,26,6,0,0,4,10,0,0,0,0,0,35,29,12,3,78,7,7,3,0,16,378,193,68,26,663,6,0,0,0,11,4,5,0,0,6,15,10,0,0,24,24,9,4,0,39,41,21,8,0,72,19,5,3,3,29,59,26,8,4,94,40,25,3,0,72,82,40,4,0,124,39,16,6,3,63,27,19,0,0,41,17,13,0,0,28,11,6,3,0,19,0,3,0,0,9,32,22,10,3,72,13,5,0,0,17,413,228,56,19,717,15,0,0,0,22,3,3,0,0,5,11,7,4,0,19,12,5,0,0,17,25,10,3,0,38,20,17,0,4,43
119011359,4,5,0,0,7,10,4,3,0,18,21,14,4,0,41,53,24,10,0,80,23,3,6,0,34,80,43,17,12,150,54,28,11,3,97,64,24,11,0,98,123,46,24,7,200,36,19,7,3,73,17,29,4,0,45,8,12,6,3,31,3,3,0,0,5,0,0,0,0,0,44,34,14,3,93,15,7,0,4,28,543,293,123,40,999,12,4,0,0,13,3,4,0,0,11,15,9,0,3,24,25,12,3,0,38,39,35,9,0,81,33,7,3,0,52,71,33,13,7,114,57,25,14,3,98,139,49,19,8,213,69,55,12,0,132,31,24,5,0,59,22,18,4,0,40,17,6,12,4,38,0,5,0,0,11,49,23,16,14,102,5,7,0,0,13,588,314,105,41,1042,9,5,4,0,19,6,6,0,0,11,17,12,10,0,29,10,3,6,0,23,28,23,0,3,54,36,25,9,3,67
119011360,3,3,0,0,4,8,3,0,0,12,15,12,0,0,29,28,16,5,3,50,24,0,0,0,29,52,26,14,4,95,32,17,9,0,52,44,9,8,0,64,96,29,9,5,143,29,13,4,0,50,6,12,0,0,17,8,6,0,0,14,0,5,3,0,6,0,0,0,0,0,23,23,5,3,56,16,5,0,0,21,378,178,58,28,643,5,8,0,0,15,9,5,0,0,13,20,12,4,0,27,23,13,4,5,41,29,19,11,0,66,25,4,3,3,37,46,24,10,3,78,43,18,3,0,63,82,30,9,6,129,45,18,3,3,70,27,17,9,0,51,8,8,8,0,23,4,4,0,0,10,0,4,3,0,4,35,24,9,6,73,14,4,0,0,24,413,203,73,29,723,7,8,0,3,19,3,0,0,0,7,18,3,0,0,21,8,10,5,0,28,27,3,0,5,32,34,26,6,3,70
119011361,10,3,3,0,15,3,8,0,0,13,25,15,10,6,52,37,35,7,12,87,27,3,4,0,36,58,40,20,9,130,31,13,7,8,54,40,15,3,0,65,70,28,9,4,116,23,16,4,3,47,7,4,0,0,17,4,9,0,0,14,5,0,0,0,9,0,0,0,0,4,34,22,11,14,80,18,9,4,3,33,388,239,83,60,766,9,4,6,0,18,17,3,0,0,15,18,20,7,3,44,40,23,8,4,80,43,43,17,10,107,36,14,3,6,51,53,23,18,18,115,51,15,5,3,73,117,28,20,12,180,46,25,8,0,77,7,17,0,4,31,15,8,3,3,30,5,8,3,3,17,0,5,3,0,10,27,19,13,14,66,18,9,5,4,33,488,265,117,79,947,17,10,5,0,32,9,0,3,0,12,17,10,10,0,31,23,13,4,3,46,41,19,15,5,81,61,35,16,12,119
119011571,7,3,0,3,17,7,4,3,3,15,38,31,10,0,83,57,42,11,0,106,27,12,3,0,44,76,54,15,4,154,37,15,9,5,66,43,10,9,0,59,62,23,4,6,100,10,5,4,0,27,5,5,3,0,9,9,0,0,0,9,0,0,0,3,6,0,0,0,0,0,19,28,11,5,65,29,8,3,3,39,431,239,76,45,795,15,3,4,0,25,6,7,7,3,20,39,13,3,0,52,32,16,10,3,64,47,37,18,4,107,36,11,7,3,55,65,34,15,4,113,35,20,8,0,59,96,43,11,3,150,34,22,5,4,60,16,8,0,0,26,8,6,0,4,20,3,4,3,0,13,0,0,0,0,0,23,33,9,3,67,13,8,5,3,27,466,260,91,39,858,19,12,3,0,35,10,0,3,0,12,18,7,0,3,29,17,14,9,3,46,32,17,9,4,59,50,35,9,3,106
119011572,13,6,7,3,25,13,3,0,0,18,42,28,9,3,85,53,32,6,7,94,20,6,0,0,31,55,35,17,3,105,34,14,3,0,59,25,14,0,4,39,38,14,4,0,65,11,15,9,0,33,7,6,0,0,10,0,3,0,0,8,0,0,0,0,3,0,0,0,0,0,24,19,12,8,58,13,11,6,0,29,351,205,76,29,654,24,8,3,0,30,7,4,0,3,16,29,13,7,7,50,42,18,10,0,73,46,52,10,5,124,26,10,3,0,36,58,30,12,4,103,51,17,8,7,86,65,50,18,5,137,33,13,5,0,54,12,8,0,0,26,5,6,4,0,16,3,5,0,0,4,0,4,0,0,4,19,24,7,4,52,17,9,10,0,32,438,276,82,44,834,18,15,3,0,34,5,3,0,0,12,34,18,7,3,54,19,12,11,3,49,35,18,6,3,56,37,29,12,4,78
119021362,15,7,0,0,21,6,3,0,0,10,34,17,5,0,56,51,35,7,0,91,23,5,0,4,31,56,36,6,8,108,57,24,4,6,84,37,15,4,0,60,113,32,4,3,154,16,26,3,0,50,11,5,3,3,22,10,4,0,0,10,4,3,3,0,11,0,0,0,0,0,25,19,22,10,73,24,7,3,5,41,475,252,78,37,832,11,8,3,0,19,5,4,0,0,11,22,9,0,0,38,36,19,4,3,60,56,40,7,4,102,29,14,4,4,46,74,34,13,3,118,81,25,7,5,110,107,52,8,3,170,50,22,9,5,83,25,8,3,0,45,7,12,3,0,23,0,10,0,0,13,0,7,0,0,3,33,15,6,8,68,20,3,4,0,24,559,269,72,39,939,19,8,0,3,29,5,3,0,0,6,22,13,0,0,34,22,7,3,3,33,34,14,0,3,51,33,26,8,8,64
119021363,27,9,0,0,36,26,4,7,0,35,59,34,6,0,106,93,33,9,0,138,43,3,5,0,46,163,67,15,3,248,64,25,4,5,100,82,22,9,0,110,123,45,10,9,184,32,23,8,0,61,3,10,4,0,19,6,13,0,0,22,0,0,0,0,3,0,0,0,0,3,42,20,14,8,93,23,15,6,7,52,789,322,97,40,1254,39,14,3,0,62,20,8,0,0,30,52,19,4,0,82,58,32,5,0,90,112,43,20,3,182,64,15,0,3,79,97,38,14,4,156,86,25,10,0,121,133,51,6,4,197,55,31,7,0,96,31,10,10,0,54,16,7,0,4,31,4,5,0,3,10,0,8,0,0,8,41,29,6,6,85,23,13,0,0,33,830,338,91,33,1303,40,22,3,0,64,9,3,0,0,18,39,17,4,0,59,20,12,4,0,38,47,26,4,0,84,88,36,5,3,129
119021364,5,0,0,0,7,10,3,0,0,14,33,10,0,0,46,39,22,4,3,70,15,4,3,0,20,63,20,13,3,96,52,20,5,0,81,48,19,6,5,71,127,46,10,3,193,35,26,10,0,67,11,18,5,0,39,19,3,0,0,22,4,7,0,0,10,0,0,0,0,5,31,40,12,15,100,12,5,5,0,25,510,239,77,31,856,3,8,0,0,11,0,4,0,0,8,26,5,0,0,33,30,9,0,0,44,41,29,9,0,71,21,11,0,0,29,66,22,5,0,96,78,26,16,0,116,136,42,15,0,189,73,37,3,4,116,35,23,4,0,62,38,16,9,5,63,9,10,3,0,27,0,0,0,0,3,45,30,9,3,87,12,0,4,3,17,615,261,76,19,974,17,4,0,0,26,4,0,0,0,3,12,10,0,0,19,12,9,3,3,23,28,9,4,0,41,33,19,0,0,57
119021366,12,12,4,0,24,9,7,3,0,21,51,24,8,0,83,44,44,13,5,102,27,3,4,4,38,76,43,26,10,154,35,15,5,9,59,43,15,5,0,66,73,29,8,4,123,21,21,9,3,48,3,6,3,0,11,4,0,0,0,3,0,3,0,0,3,0,3,0,0,3,31,27,15,13,89,19,16,3,6,40,446,261,113,61,880,13,3,4,4,19,6,3,0,0,15,34,17,8,9,69,44,8,8,0,62,42,26,19,13,90,23,10,8,0,46,60,25,16,3,108,50,22,11,10,92,84,45,8,3,147,28,20,7,3,53,14,12,6,0,36,12,12,3,0,21,0,8,0,0,10,0,0,3,0,3,40,26,12,13,87,17,18,5,7,47,469,248,116,72,904,16,7,4,3,37,6,0,0,3,10,26,6,4,3,40,27,9,4,0,40,38,21,7,4,73,58,45,14,0,117
119021367,4,3,0,0,4,8,3,0,0,13,19,6,3,0,31,25,9,4,0,40,10,3,3,3,16,34,24,11,7,83,23,13,3,0,37,29,14,3,0,43,70,24,7,4,97,20,11,7,0,33,5,6,4,0,14,7,4,0,0,14,0,0,0,0,0,0,0,0,0,0,17,15,11,7,47,3,6,3,0,14,267,145,60,23,491,13,0,0,0,11,6,7,0,0,10,16,12,3,0,29,14,18,7,3,43,23,12,11,3,46,19,4,3,0,27,35,13,3,0,49,32,23,3,5,60,68,23,10,4,104,39,18,5,0,65,18,9,4,0,28,3,5,3,0,17,9,4,0,0,10,0,0,0,0,5,20,11,6,4,43,8,5,6,0,18,315,165,65,21,569,9,3,5,0,17,5,3,0,0,11,15,5,3,0,24,10,4,3,0,17,12,7,3,0,25,28,12,4,3,49
119021573,6,3,0,0,9,6,5,3,0,16,33,15,12,0,53,56,22,5,5,89,16,8,3,0,21,66,34,18,5,124,31,14,4,3,53,22,17,7,0,45,54,19,8,0,82,17,9,3,5,29,0,6,3,0,9,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,24,11,3,9,44,21,8,8,0,37,348,158,75,34,622,7,3,3,0,13,14,3,3,0,15,9,12,8,5,31,32,17,5,0,57,35,26,8,3,59,23,11,7,4,41,47,14,10,7,75,28,13,3,0,54,49,23,7,0,79,24,17,4,3,41,9,6,3,0,16,3,0,0,0,9,0,3,0,0,4,0,3,0,0,3,17,9,8,3,42,22,11,3,0,40,318,169,64,26,577,11,3,3,0,21,5,3,0,0,12,17,5,0,0,22,15,10,3,0,22,27,15,4,0,45,24,12,12,0,49
119021574,10,0,3,0,15,11,3,0,0,10,24,21,4,0,48,34,19,5,0,57,10,4,3,0,15,39,35,12,11,93,24,4,6,3,35,16,3,0,3,27,32,14,4,3,46,3,0,0,0,10,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,11,4,36,7,10,3,4,28,223,125,57,31,432,0,6,0,0,6,9,0,0,0,13,21,12,0,0,33,28,16,7,0,47,31,19,10,0,61,12,3,7,0,21,35,11,4,3,55,27,9,0,5,52,36,7,3,0,49,15,6,5,3,33,8,0,0,0,13,3,0,0,0,12,3,0,0,0,8,0,0,0,0,3,6,5,0,0,22,5,3,9,4,17,245,116,47,26,438,10,5,0,4,16,4,0,0,0,9,3,8,3,3,15,9,6,0,0,14,25,4,3,0,38,19,13,6,0,33
119031368,21,10,3,0,36,28,4,3,0,33,46,14,4,0,62,49,23,5,0,75,8,4,0,0,15,85,39,9,3,138,37,15,4,0,58,49,17,3,3,70,79,31,13,0,126,25,15,9,0,45,10,12,0,0,24,6,12,0,0,21,0,0,0,0,4,0,0,0,0,3,29,23,15,0,76,4,8,0,5,18,491,218,71,20,799,27,17,0,0,39,15,0,3,0,18,41,26,3,0,67,41,15,0,3,54,54,37,3,0,99,24,15,3,0,42,62,27,8,0,101,61,19,9,0,85,102,35,6,0,154,52,26,4,3,84,27,13,0,0,39,13,5,5,0,24,5,8,4,0,19,0,3,0,0,3,21,11,10,7,48,9,5,3,0,20,560,265,65,21,912,49,19,10,9,80,17,3,3,0,20,19,9,0,0,36,14,6,0,0,26,29,9,3,3,47,56,22,9,3,83
119031369,11,13,0,0,20,5,5,0,0,13,32,14,0,0,45,42,32,4,0,75,10,0,0,0,11,98,44,13,6,160,51,26,6,3,89,70,20,0,0,91,128,42,15,5,185,34,17,7,0,55,12,11,0,3,24,9,13,6,0,24,8,3,0,0,5,0,0,0,0,0,44,25,10,0,87,13,0,0,0,18,565,258,71,15,910,7,0,0,0,10,6,0,0,0,9,15,12,0,0,26,30,10,0,0,48,52,29,8,3,93,33,10,4,0,40,74,20,11,0,105,69,25,4,3,106,130,31,6,3,171,77,46,4,0,128,36,18,4,0,61,36,15,4,0,54,14,4,0,0,18,0,3,0,0,3,37,30,6,3,77,7,3,0,0,9,628,258,60,10,952,24,9,0,0,36,8,3,0,0,10,11,7,0,0,24,16,6,3,0,25,25,10,3,0,32,37,28,0,0,61
119031370,4,0,0,0,10,7,3,4,0,15,25,12,4,0,35,24,17,4,4,46,8,4,0,0,15,48,23,8,6,77,25,8,0,0,35,31,10,3,0,46,61,19,5,4,88,22,13,3,0,36,12,3,3,0,17,0,0,3,0,7,0,3,0,0,9,0,3,0,0,3,17,18,3,3,40,16,0,0,0,17,301,134,39,14,492,11,3,0,0,11,3,3,0,0,4,14,3,4,0,23,23,5,3,0,28,27,25,7,4,66,18,7,0,4,35,41,15,3,4,61,24,17,0,0,41,64,12,6,3,89,33,19,3,0,49,16,4,3,0,24,7,12,0,0,21,3,3,0,0,9,0,3,0,0,5,24,19,11,5,60,10,4,0,0,10,332,157,50,17,550,8,4,0,0,8,3,3,0,0,3,6,8,0,0,11,8,9,3,0,19,21,3,0,0,28,30,17,3,0,50
119031371,0,3,0,0,5,0,0,0,0,0,5,3,0,0,12,14,15,0,0,27,7,0,0,0,11,25,9,8,0,42,21,7,0,0,31,21,7,9,0,32,45,19,3,7,69,28,9,0,0,33,16,9,3,0,25,6,11,4,0,21,5,4,0,0,11,0,3,0,0,5,24,15,7,3,47,0,0,0,0,4,216,114,38,9,377,6,0,0,0,8,0,0,0,0,0,7,5,0,0,14,13,3,0,0,18,7,3,4,0,18,7,3,0,0,16,14,15,7,3,34,23,10,0,0,32,42,14,4,0,61,30,21,6,0,55,14,9,0,0,28,18,16,0,0,35,8,0,0,0,12,0,3,0,0,6,10,17,10,3,41,4,0,0,0,9,215,123,35,12,378,5,3,4,0,9,0,0,0,0,3,12,4,0,0,15,9,0,0,0,11,13,3,0,0,15,10,6,0,0,21
119031372,6,0,0,0,6,3,0,0,0,6,21,7,0,0,33,37,17,9,0,64,11,3,0,0,10,50,20,3,5,76,29,7,3,0,45,29,12,3,4,48,97,33,4,3,140,27,21,4,0,51,5,9,0,0,14,14,8,5,0,23,0,5,3,0,3,0,0,0,0,0,25,28,6,3,62,7,0,0,0,7,359,169,57,24,602,9,3,0,0,10,5,0,0,0,9,5,3,0,0,14,23,16,3,0,33,20,21,6,0,46,20,3,0,0,25,37,15,9,3,64,26,14,6,3,43,71,37,6,3,117,40,20,3,0,60,24,15,3,0,38,15,22,3,0,40,10,9,5,0,20,0,0,0,3,8,26,13,11,7,61,8,3,0,0,12,337,190,60,22,615,8,4,0,0,13,4,3,0,0,6,5,0,0,0,9,11,9,0,0,17,14,3,6,0,25,21,17,5,0,46
119031373,8,0,0,0,7,12,0,3,0,13,34,14,8,5,63,29,23,12,0,73,23,0,4,0,31,50,20,12,3,87,20,3,0,0,32,32,8,3,0,44,68,22,4,3,99,17,5,4,0,26,3,4,0,0,10,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,23,13,7,4,41,12,3,0,3,18,335,131,66,19,556,11,4,4,0,16,5,0,0,0,5,14,12,3,0,29,32,7,0,0,48,25,22,5,3,53,23,9,0,0,35,40,14,7,7,69,29,8,3,4,42,56,25,7,3,90,24,9,3,0,38,11,9,0,0,16,9,8,0,0,13,4,3,0,0,3,0,0,0,0,4,27,23,4,3,52,11,3,0,0,13,305,158,40,22,531,17,0,0,0,16,6,9,0,0,11,17,11,3,3,38,16,7,0,0,30,28,4,0,6,35,32,18,4,0,62
119031374,13,3,0,0,19,23,4,3,0,29,30,13,3,0,48,36,17,8,0,63,10,5,3,0,13,63,31,8,4,106,48,24,3,4,77,47,23,5,0,73,82,37,11,0,138,33,16,7,3,59,20,7,0,0,25,18,12,3,0,32,11,3,4,0,12,0,3,3,0,7,31,28,10,7,76,14,7,0,0,17,467,239,59,19,788,22,4,0,0,24,15,4,0,0,22,17,3,4,0,32,36,6,3,0,47,32,26,9,0,71,24,11,3,0,36,57,24,3,4,91,49,21,3,5,75,98,38,12,3,153,53,17,3,3,80,36,14,0,0,49,23,13,3,0,44,10,9,0,3,18,7,3,5,0,8,46,29,7,9,95,9,7,3,0,14,518,246,61,35,858,27,10,3,0,46,12,0,0,0,13,18,6,0,0,23,12,7,4,0,23,16,10,5,3,28,36,21,7,0,62
