SA2_MAINCODE_2016,C06_1PF_U_N,C06_1PF_U_1_149,C06_1PF_U_150_299,C06_1PF_U_300_399,C06_1PF_U_400_499,C06_1PF_U_500_649,C06_1PF_U_650_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_3999,C06_1PF_U_4000m,C06_1PF_U_Ns,C06_1PF_U_T,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_149,C06_1PF_N_lf_Fi_150_299,C06_1PF_N_lf_Fi_300_399,C06_1PF_N_lf_Fi_400_499,C06_1PF_N_lf_Fi_500_649,C06_1PF_N_lf_Fi_650_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_3999,C06_1PF_N_lf_Fi_4000m,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_lf_T,C06_1PF_LFns_N,C06_1PF_LFns_1_149,C06_1PF_LFns_150_299,C06_1PF_LFns_300_399,C06_1PF_LFns_400_499,C06_1PF_LFns_500_649,C06_1PF_LFns_650_799,C06_1PF_LFns_800_999,C06_1PF_LFns_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_LFns_2500_2999,C06_1PF_LFns_3000_3999,C06_1PF_LFns_4000m,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_149,C06_1PF_TFI_150_299,C06_1PF_TFI_300_399,C06_1PF_TFI_400_499,C06_1PF_TFI_500_649,C06_1PF_TFI_650_799,C06_1PF_TFI_800_999,C06_1PF_TFI_1000_1499,C06_1PF_TFI_1500_1999,C06_1PF_TFI_2000_2499,C06_1PF_TFI_2500_2999,C06_1PF_TFI_3000_3999,C06_1PF_TFI_4000m,C06_1PF_TFI_Ns,C06_1PF_TFI_T,C06_TFI_N,C06_TFI_1_149,C06_TFI_150_299,C06_TFI_300_399,C06_TFI_400_499,C06_TFI_500_649,C06_TFI_650_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_3999,C06_TFI_4000m,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_149,C11_CFNC_BF_150_299,C11_CFNC_BF_300_399,C11_CFNC_BF_400_499,C11_CFNC_BF_500_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000m,C11_CFNC_BF_Ns,C11_CFNC_BF_T,C11_CFNC_BPT_N,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_299,C11_CFNC_BPT_300_399,C11_CFNC_BPT_400_499,C11_CFNC_BPT_500_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000m,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_299,C11_CFNC_1F1P_300_399,C11_CFNC_1F1P_400_499,C11_CFNC_1F1P_500_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_299,C11_CFNC_1E1A_300_399,C11_CFNC_1E1A_400_499,C11_CFNC_1E1A_500_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_299,C11_CFNC_1F1NW_300_399,C11_CFNC_1F1NW_400_499,C11_CFNC_1F1NW_500_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_T,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_299,C11_CFNC_1P1NW_300_399,C11_CFNC_1P1NW_400_499,C11_CFNC_1P1NW_500_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000m,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_T,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_299,C11_CFNC_1A1NW_300_399,C11_CFNC_1A1NW_400_499,C11_CFNC_1A1NW_500_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_149,C11_CFNC_BA_150_299,C11_CFNC_BA_300_399,C11_CFNC_BA_400_499,C11_CFNC_BA_500_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_999
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,3,5,3,22,3,0,4,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,28,15,7,11,3,0,0,0,0,11,107,16,17,15,26,159,129,61,60,208,91,40,46,23,3,136,1017,3,0,0,0,0,0,0,4,18,19,12,7,15,3,0,79,0,0,0,0,0,4,0,11,5,0,0,0,0,0,0,20,0,0,0,0,0,0,3,10,19,15,8,3,3,0,3,59,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,14,0,0,0,0,0,0,8,10,8,5,3,10,0,0,3,37,0,0,4,3,5,4,7,3,0,3,3,0,0,0,4,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
205051101,0,3,3,12,0,12,0,0,3,0,0,0,0,0,4,37,4,3,18,34,13,50,7,18,14,3,0,0,0,0,17,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,26,65,9,127,35,57,67,11,0,3,3,0,64,479,17,43,42,88,288,423,217,297,883,357,166,118,60,26,500,3523,3,0,0,0,0,6,12,17,37,47,63,22,24,11,3,245,0,0,0,0,3,8,10,20,17,13,11,0,3,0,0,73,0,0,0,5,0,3,11,30,70,44,35,14,19,10,3,237,0,0,0,0,0,4,0,5,11,6,11,0,4,0,0,49,0,0,3,0,3,5,24,23,46,23,5,11,4,0,4,158,0,6,4,5,10,17,18,24,17,7,0,0,3,0,3,117,0,0,0,0,4,0,0,0,3,3,3,0,0,0,0,22,0,0,0,0,0,3,0,0
205051102,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,10,7,8,3,5,4,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,10,3,26,8,15,14,4,0,4,0,0,16,111,14,10,3,21,74,122,55,77,256,124,75,42,26,12,143,1049,0,0,0,0,0,3,6,12,13,25,20,10,15,4,0,114,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,17,0,0,0,0,0,0,6,7,26,18,14,3,10,0,6,96,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,21,0,0,0,0,0,5,11,3,4,6,0,4,0,0,4,47,0,0,0,0,0,11,4,3,0,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
205051103,0,0,11,15,3,20,3,0,0,0,0,0,0,0,4,60,0,6,27,59,16,67,11,17,15,8,0,0,0,0,35,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,16,45,116,15,188,60,56,60,20,0,10,3,0,81,668,12,44,62,126,238,450,234,250,736,381,179,165,79,16,515,3487,0,0,0,0,0,0,0,5,38,42,67,26,39,23,3,253,0,0,0,4,0,4,4,13,15,3,4,3,0,0,0,61,3,0,0,0,0,3,6,21,63,46,44,15,24,3,8,238,0,0,0,0,0,0,3,0,8,5,8,6,3,0,0,33,0,0,0,0,0,5,18,14,38,16,13,23,3,0,4,136,0,3,0,6,4,16,15,14,11,4,0,3,3,0,0,81,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0
205051104,0,0,0,9,0,3,3,0,0,0,0,0,0,0,0,17,3,0,14,13,3,28,9,6,3,6,0,0,0,0,9,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,35,3,54,19,10,15,6,0,0,0,0,24,198,13,24,25,62,166,201,95,113,293,136,68,29,28,10,203,1467,3,0,0,0,0,3,9,11,34,14,23,10,13,3,3,130,0,0,3,0,0,3,4,11,8,0,0,0,0,0,0,38,3,0,3,0,0,4,10,7,27,17,17,0,5,3,4,95,0,0,0,0,0,0,0,4,5,3,0,0,5,0,0,18,0,0,0,0,0,3,12,16,21,8,0,10,0,0,0,82,0,0,3,5,0,18,9,15,4,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
206011105,0,0,6,3,4,7,3,0,0,0,0,0,0,0,3,27,5,8,32,27,26,71,15,32,60,12,3,4,0,0,28,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,10,12,42,50,29,112,51,67,124,48,14,10,0,0,84,654,49,56,74,81,316,380,186,251,874,571,463,328,258,96,479,4472,0,0,0,0,0,0,3,12,69,90,209,137,216,114,7,861,0,0,0,0,0,10,22,34,33,23,11,4,3,0,0,153,0,0,0,0,0,0,5,17,78,87,91,27,72,15,5,391,0,0,0,0,0,0,0,3,15,14,14,8,9,9,3,70,0,0,0,3,0,0,15,20,54,45,13,27,16,9,3,213,0,3,3,6,10,13,16,21,28,4,4,9,8,0,0,125,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,17,0,0,0,0,0,0,0,3
206011106,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,13,6,22,13,8,18,12,4,0,0,0,6,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,21,10,37,24,22,49,21,6,7,0,0,26,230,14,31,17,31,129,129,69,80,328,225,161,141,94,39,169,1640,3,0,0,0,0,0,0,3,18,41,72,45,104,63,0,356,0,0,0,0,0,3,4,7,13,4,3,0,3,0,0,43,0,0,0,0,0,0,3,6,24,24,34,8,29,3,0,143,0,0,0,0,0,0,0,0,8,0,12,0,3,0,0,27,0,0,0,0,0,0,9,10,17,11,11,20,7,3,0,93,0,0,3,6,0,5,3,0,7,7,0,3,0,0,0,36,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
206011107,0,0,4,5,0,5,0,0,0,0,0,0,0,0,8,23,7,9,26,25,24,39,11,20,29,14,3,0,0,0,23,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,9,30,43,26,74,29,51,75,32,12,11,3,3,63,447,25,39,51,73,193,244,122,162,515,346,256,186,153,44,349,2746,0,0,0,0,0,0,0,11,33,62,126,53,96,50,4,438,0,0,0,3,3,0,11,15,12,0,3,6,0,0,3,54,0,0,0,0,0,0,5,20,60,36,34,18,25,4,3,206,0,0,0,0,0,0,0,0,3,3,4,3,7,0,6,32,0,0,0,0,6,3,16,20,43,17,6,12,10,3,7,145,0,0,4,9,3,14,12,10,12,4,0,0,0,0,0,72,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0
206011108,3,0,6,10,4,4,3,0,3,0,0,0,0,0,0,38,4,10,36,54,37,82,30,47,78,23,11,6,3,0,70,499,0,0,0,0,3,4,0,3,0,0,0,0,0,0,20,24,16,13,54,87,54,164,81,90,190,57,22,19,5,4,139,984,54,90,92,132,539,528,260,379,1220,737,532,336,243,49,746,5923,3,0,0,0,0,0,3,8,39,90,167,83,149,74,8,623,0,0,0,0,0,6,24,17,23,16,3,3,3,0,3,106,0,0,0,0,0,3,4,16,53,74,58,15,29,6,3,258,0,0,0,0,0,0,0,4,6,6,13,12,15,3,3,61,0,0,0,0,8,4,21,27,55,36,13,20,8,3,8,202,0,0,4,6,6,20,21,15,16,7,3,3,0,0,3,99,0,0,0,0,0,4,3,4,3,3,3,3,0,0,0,23,0,0,0,0,0,0,0,0
206011109,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,15,13,6,20,6,9,23,10,0,0,0,0,14,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,9,20,27,5,46,25,35,69,36,3,7,5,0,41,329,18,39,32,52,160,186,90,125,478,355,221,176,106,26,251,2323,0,0,0,0,0,0,0,3,9,25,37,27,51,21,6,185,0,0,0,0,0,3,3,3,5,6,3,0,3,0,0,24,0,0,0,0,0,0,0,9,16,14,19,7,5,4,0,86,0,0,0,0,0,0,0,0,4,3,4,9,8,3,0,24,0,0,0,0,3,0,4,4,10,13,3,13,8,0,0,61,0,0,0,0,3,0,3,6,8,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0
206021110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,5,6,11,9,10,10,7,0,0,4,0,8,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,12,6,30,21,21,56,22,6,6,4,0,36,241,15,16,22,25,101,121,69,83,308,238,165,181,151,40,194,1723,0,0,0,0,0,0,0,4,14,25,69,26,74,36,3,263,0,0,0,0,0,0,4,10,10,5,5,0,5,0,0,39,0,0,0,0,0,0,4,4,29,21,22,17,16,0,0,116,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,12,0,0,0,0,0,4,11,5,27,16,4,10,5,0,0,79,0,0,0,0,3,0,6,7,7,0,4,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
206021111,0,4,4,4,3,5,0,0,0,0,0,0,0,0,4,25,3,13,26,33,24,59,21,27,63,24,6,6,3,0,41,359,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,9,4,17,36,71,23,113,59,61,154,54,9,26,10,0,91,744,33,71,63,96,331,337,204,244,926,676,546,519,437,107,601,5188,3,0,0,0,0,0,4,12,36,82,175,96,188,121,10,726,0,0,0,0,0,3,10,12,22,10,10,0,7,3,0,82,0,0,0,0,0,0,8,13,67,70,75,31,62,17,0,341,0,0,0,0,0,0,0,5,9,10,15,9,11,6,3,67,0,0,0,0,6,3,23,15,39,30,16,27,13,7,3,178,0,0,3,8,8,12,13,13,14,3,4,5,3,0,0,101,0,0,0,0,0,0,6,0,3,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0
206021112,0,0,6,4,0,3,3,0,0,0,0,0,0,0,3,21,3,5,25,43,20,54,20,28,63,19,4,0,0,0,25,314,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,19,10,13,38,71,27,114,60,69,137,42,14,6,0,0,66,658,39,57,68,113,327,339,197,289,808,509,332,239,160,46,411,3936,0,0,3,0,0,0,4,5,42,77,149,85,105,65,5,541,0,0,0,0,3,10,7,22,12,13,9,4,3,0,0,84,0,0,0,0,0,0,5,34,92,40,50,16,29,3,0,268,0,0,0,0,0,0,0,3,6,13,8,4,9,3,0,48,0,0,0,0,5,7,28,26,18,32,11,20,5,5,5,159,0,0,3,11,9,19,11,6,8,0,0,0,0,0,3,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0
206031113,4,3,10,13,3,6,0,0,0,0,0,0,0,0,0,45,5,17,56,42,17,32,8,16,32,5,5,4,0,0,43,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,13,16,77,72,26,73,26,39,80,31,11,17,0,0,75,548,33,45,104,90,164,192,102,123,444,352,290,297,238,93,340,2901,0,0,0,0,0,4,0,3,24,65,116,66,130,79,5,493,0,0,0,0,0,0,4,5,11,9,5,0,3,0,0,45,0,0,0,0,0,7,4,4,40,43,35,8,26,6,5,183,0,0,0,0,0,0,0,3,3,6,8,0,4,3,3,29,0,0,0,0,0,3,9,16,22,20,8,24,5,0,0,112,0,0,0,5,4,5,10,12,11,6,0,0,0,0,0,59,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
206031114,0,0,3,4,0,3,4,4,0,0,0,3,0,0,3,24,4,3,24,19,20,34,21,30,51,17,4,4,3,0,27,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,8,36,43,26,97,58,76,171,63,29,33,8,3,93,733,35,45,58,66,255,346,190,259,1060,775,583,602,510,189,717,5682,6,0,0,0,0,0,0,5,31,70,169,80,159,62,7,592,0,0,0,0,0,6,11,19,25,3,16,4,5,0,0,92,0,0,0,0,0,3,3,13,57,46,63,37,43,15,8,294,0,0,0,0,0,0,0,3,10,5,12,7,3,3,3,53,0,0,3,3,5,4,16,22,55,35,16,48,5,3,0,218,0,0,6,6,4,11,14,22,32,17,5,12,3,3,3,142,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0
206031115,0,0,15,7,0,3,4,0,0,0,0,0,0,0,5,36,8,17,63,62,22,41,12,14,21,6,0,0,0,0,48,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,9,25,79,77,22,59,28,26,40,17,0,4,0,0,77,479,23,46,94,98,128,150,60,89,224,157,138,125,111,38,243,1739,0,0,0,0,0,0,0,4,23,39,73,43,86,54,0,317,0,0,0,0,0,3,4,4,4,3,5,0,0,0,0,29,0,0,0,0,0,0,0,6,26,27,17,5,11,4,0,107,0,0,0,0,0,0,0,0,0,3,6,3,8,4,0,28,3,0,0,0,7,0,16,13,25,11,0,14,8,0,3,104,0,0,0,0,3,0,4,10,11,4,0,3,0,0,3,39,0,0,0,0,0,0,0,0,3,3,0,5,0,0,3,11,0,0,0,0,0,0,0,0
206031116,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,15,4,5,4,18,11,38,20,15,28,6,3,3,0,0,18,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,12,14,29,15,64,39,35,81,31,18,12,3,0,49,404,19,45,22,36,163,208,93,134,541,373,346,356,292,115,352,3095,0,0,0,0,0,0,0,4,25,44,92,61,113,67,6,411,0,0,0,3,0,3,5,13,7,5,6,3,7,0,0,52,0,0,0,0,0,0,3,4,37,37,43,17,25,7,0,176,0,0,0,0,0,0,0,5,4,3,6,0,9,0,0,27,0,0,0,0,4,3,12,8,21,21,14,27,11,3,9,137,0,0,0,0,3,4,6,8,15,3,4,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,15,0,0,0,0,0,0,0,0
206041117,0,0,8,4,3,3,0,0,0,0,0,0,0,0,0,24,7,5,25,21,21,33,10,11,9,4,0,0,0,0,26,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,10,36,39,24,43,19,23,37,10,3,12,4,0,45,313,54,26,60,49,88,136,57,68,196,125,115,116,118,55,203,1473,0,0,0,0,0,0,0,3,21,33,74,42,71,52,4,301,0,0,4,0,3,3,0,10,10,7,9,0,4,4,0,45,0,0,0,0,0,3,3,11,30,17,21,13,34,12,0,144,0,0,0,0,0,4,0,0,3,4,6,0,3,0,3,35,0,0,0,0,8,0,9,12,33,24,5,12,5,6,0,122,4,7,3,8,9,4,8,8,12,6,5,3,0,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
206041118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,4,5,3,8,6,0,8,41,13,3,0,4,10,21,19,22,121,96,118,124,131,67,82,827,0,0,0,0,0,0,0,3,10,32,73,50,113,92,0,392,0,0,0,0,0,0,3,9,8,3,3,4,6,0,0,34,0,0,0,0,0,0,0,0,19,16,14,17,34,11,3,112,0,0,0,0,0,0,0,3,3,3,3,4,3,0,3,27,0,0,3,0,3,0,6,9,33,15,9,44,8,0,3,143,0,0,0,3,0,3,3,0,7,5,3,0,0,3,0,31,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0
206041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,3,0,3,3,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,13,9,5,4,4,0,6,53,12,3,8,3,11,16,20,19,113,117,104,135,127,103,96,880,0,0,0,0,0,0,0,5,8,20,50,34,83,78,0,287,0,0,0,0,0,0,0,7,10,0,3,3,8,7,0,36,0,0,0,0,0,0,0,0,13,11,27,10,27,15,3,115,0,0,0,0,0,0,0,0,0,0,4,3,5,4,0,21,0,0,0,0,0,0,3,3,13,13,8,34,13,11,3,109,0,0,0,0,0,0,7,3,8,7,0,10,10,11,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,0,8,17,20,9,17,5,6,15,3,0,0,0,0,16,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,8,14,28,15,34,16,16,44,20,3,12,0,0,36,245,19,26,30,35,62,93,41,69,287,275,250,281,197,55,185,1898,3,0,0,0,0,0,0,0,25,42,139,89,150,115,0,563,0,0,0,0,0,0,4,4,9,4,4,0,5,6,0,40,0,0,0,0,0,0,3,9,35,42,29,20,39,5,3,186,0,0,0,0,0,0,0,5,0,10,8,6,8,3,0,33,0,0,0,0,0,4,3,14,22,17,20,18,4,0,0,102,0,0,0,0,3,4,3,4,6,4,3,0,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
206041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,5,0,4,0,7,3,4,8,4,0,0,0,0,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,6,3,3,4,8,15,11,34,8,4,12,0,0,10,147,112,36,32,32,27,82,61,95,349,186,171,156,172,88,166,1758,0,0,3,0,0,0,4,9,64,123,181,90,191,115,3,794,0,0,9,6,3,13,17,16,18,10,9,0,6,5,0,106,0,0,0,0,0,4,6,22,75,60,31,18,41,19,0,285,0,0,0,0,0,0,4,4,7,3,5,0,8,3,6,48,0,0,0,4,8,3,22,38,105,81,11,56,11,16,7,371,10,12,15,6,11,8,23,18,22,12,0,4,5,4,0,138,0,0,0,0,0,0,0,4,3,3,0,0,3,0,3,23,0,0,0,0,0,0,0,0
206041123,3,7,5,3,0,0,0,0,0,0,0,0,0,0,3,24,9,13,43,40,10,33,18,10,16,0,0,0,0,0,18,208,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,23,10,17,57,52,17,66,42,30,53,27,8,8,0,0,54,437,36,43,82,77,115,154,84,98,365,275,221,195,215,66,285,2311,0,0,0,0,0,0,0,6,39,60,163,70,174,108,10,634,0,0,0,0,3,13,9,14,9,7,11,4,0,3,0,66,0,0,0,0,3,0,8,13,37,50,31,22,30,17,3,213,0,0,0,0,0,0,3,0,3,6,10,9,11,10,0,48,3,0,0,0,0,0,16,10,46,31,12,21,10,3,4,157,0,0,4,8,5,6,8,12,7,4,3,0,3,0,0,62,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,13,0,0,0,0,0,0,0,0
206041124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,3,3,13,9,3,3,0,0,9,68,4,6,3,8,13,27,9,28,97,70,54,48,72,37,55,541,0,0,0,0,0,0,0,3,11,13,32,15,25,26,3,128,0,0,0,0,0,3,0,0,10,0,6,0,3,0,0,22,0,0,0,0,0,0,0,4,16,14,8,4,10,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,3,0,3,4,8,13,5,7,4,6,0,62,0,3,0,0,0,3,3,3,5,0,3,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0
