SA2_MAINCODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
116031319,49,26,48,78,45,66,111,0,0,0,3,3,8,3,3,4,29,43,78,46,78,123,76,118,191,681,725,1405,651,689,1333,526,519,1046,3012,3139,6147,3191,3277,6465,3261,3306,6569
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
117011321,30,20,34,51,18,38,56,0,3,0,0,0,0,4,0,4,16,34,45,32,51,79,41,44,85,323,433,749,316,305,624,415,458,870,1159,1241,2401,1377,1338,2717,1726,1730,3453
117011322,70,41,62,108,91,123,211,0,0,0,3,0,3,0,5,3,40,67,107,86,100,190,180,266,448,921,845,1766,838,823,1666,814,747,1558,2852,2670,5518,3034,2953,5988,3959,3909,7869
117011323,26,16,26,48,16,41,59,0,0,0,5,0,5,0,0,0,27,23,53,43,42,80,39,65,104,451,481,933,377,374,757,461,509,969,1561,1598,3158,1628,1626,3253,1845,1914,3750
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,34,0,0,0,0,0,0,18,14,34
117021326,144,53,82,135,70,107,175,0,6,10,4,3,5,3,0,3,83,134,215,116,117,231,141,171,311,1235,1128,2362,1005,866,1870,1043,1002,2044,3568,3652,7220,3550,3583,7132,3834,3985,7819
117021327,151,53,94,150,54,72,127,4,0,3,0,3,3,0,0,0,87,123,207,73,128,199,81,98,179,987,895,1877,829,685,1514,946,888,1837,2620,2831,5447,2731,2916,5645,3020,3231,6252
117021328,49,18,26,44,25,32,59,0,0,0,3,0,3,0,0,0,22,41,59,33,42,74,56,49,106,416,351,772,388,270,655,268,239,501,1032,978,2006,1084,991,2075,1094,1102,2202
117031329,79,48,55,102,73,97,170,0,0,0,5,0,8,0,0,0,56,71,126,93,107,202,124,155,285,2265,1603,3870,895,508,1407,1091,742,1836,2762,2138,4898,1607,1258,2868,1881,1556,3445
117031330,102,39,80,122,34,68,103,0,0,0,0,0,0,0,0,0,58,62,120,54,99,157,60,95,157,762,555,1319,452,352,808,731,636,1366,1676,1659,3338,1574,1755,3325,2019,2171,4192
117031331,142,52,72,127,54,101,157,0,3,3,0,0,3,0,0,0,91,117,205,85,99,179,99,144,243,1410,1280,2690,961,743,1701,998,1058,2059,2746,3189,5930,2625,2851,5475,3102,3763,6858
117031332,146,56,96,159,61,90,151,4,0,3,3,0,3,0,4,3,87,130,213,109,138,246,107,168,268,1811,1599,3406,1074,941,2015,1182,1109,2288,4170,4605,8774,3742,4131,7869,4636,5641,10278
117031333,159,85,87,176,71,112,184,3,0,5,3,0,4,0,3,3,109,132,245,129,158,280,111,162,270,2653,1930,4591,1492,1458,2944,2963,1694,4651,3540,2984,6523,2517,2615,5131,3991,2866,6860
117031334,149,101,130,228,190,215,403,0,0,4,3,7,10,3,6,3,131,177,310,214,272,484,383,498,879,2725,2110,4832,1534,1257,2797,1233,1134,2366,4329,3885,8210,3649,3645,7293,4251,4843,9090
117031335,119,68,74,144,139,128,269,0,3,3,3,3,4,4,3,4,113,112,219,122,131,250,275,287,563,2259,1718,3976,1278,993,2271,1393,1310,2697,3640,3050,6689,2955,2601,5555,4292,4874,9164
117031336,131,75,74,147,100,114,211,0,3,0,0,3,4,0,4,5,132,127,260,142,145,293,229,260,498,2435,1493,3922,1318,883,2196,1395,823,2221,3579,2498,6076,2570,2063,4627,2725,2131,4854
117031337,236,159,168,325,420,555,976,3,3,9,8,3,14,10,23,30,332,463,791,546,696,1246,1124,1621,2749,4470,3928,8394,2488,2067,4556,2217,1998,4215,6659,6533,13193,5363,5469,10826,6034,6805,12844
117031338,131,68,87,153,126,173,303,4,0,7,3,3,10,3,3,9,133,168,302,180,246,423,347,428,776,1425,1179,2611,1630,1392,3017,1778,1698,3479,3155,2826,5978,3893,3646,7542,6012,6231,12247
118011339,115,71,73,142,99,134,229,0,4,4,0,3,4,3,0,0,74,103,175,104,113,226,137,180,318,1519,1293,2814,1215,1191,2401,943,981,1924,2943,2804,5749,2829,2954,5788,2848,2929,5784
118011340,153,58,92,149,117,130,242,0,0,0,0,0,0,0,0,0,69,133,207,81,142,223,144,165,315,2332,1924,4256,1316,1103,2419,1261,1220,2486,3848,3410,7260,3030,2847,5874,3248,3297,6540
118011341,111,33,80,106,90,143,228,0,0,0,0,0,0,0,3,3,82,112,192,57,119,175,125,192,313,1340,1123,2461,1045,950,1992,984,1094,2080,2623,2531,5155,2466,2592,5057,2627,2965,5594
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,153,43,83,123,55,91,146,0,3,3,0,0,3,0,3,3,74,120,192,66,103,168,79,132,214,1388,1503,2891,1573,1551,3126,1142,1375,2522,3509,3755,7262,3859,3926,7791,3648,3997,7649
118011344,61,15,40,56,20,39,55,0,0,0,0,0,0,0,0,0,27,61,85,26,62,80,27,50,74,634,648,1278,317,348,665,360,382,746,1660,1813,3475,1535,1620,3158,1624,1789,3417
118011345,116,38,58,93,35,66,102,0,0,0,0,0,0,0,0,0,55,90,151,46,74,120,48,92,137,920,835,1756,872,814,1686,696,804,1499,1934,2153,4089,1949,2161,4114,1995,2376,4366
118011346,62,15,34,50,19,49,62,0,0,0,0,0,0,0,0,0,31,52,74,30,49,79,25,57,80,929,934,1865,525,529,1051,398,482,881,2226,2473,4697,1964,2165,4129,1967,2351,4316
118011347,53,14,34,49,19,28,48,0,3,5,0,0,0,0,0,0,24,49,74,19,37,53,25,34,62,569,658,1222,285,379,670,361,447,810,1090,1312,2404,944,1089,2032,1041,1209,2253
118021348,151,58,114,174,70,114,182,0,8,8,0,3,4,0,3,3,63,133,197,77,142,220,85,147,232,1405,1171,2569,1091,953,2040,1089,1135,2220,3465,3431,6896,3442,3622,7065,3652,4144,7798
118021350,66,24,58,86,31,51,86,0,0,3,0,0,0,0,3,3,42,60,95,44,76,122,68,90,157,2055,1063,3126,2065,801,2866,2455,985,3440,4043,3166,7213,4382,3071,7451,5129,3596,8725
118021564,63,25,30,50,44,59,108,0,0,0,3,0,3,0,0,0,60,72,132,71,62,135,78,120,197,539,412,949,609,483,1096,566,597,1170,2516,2230,4749,3204,2934,6133,4000,3885,7881
118021565,55,25,42,58,42,38,83,5,0,3,0,0,0,0,0,0,34,47,83,62,83,148,100,91,189,776,642,1417,530,506,1038,441,399,837,2990,2610,5596,3176,2917,6096,4012,3596,7607
118021566,36,13,32,45,18,36,56,0,0,0,0,0,0,0,0,0,15,32,50,21,43,65,33,55,90,438,350,785,344,393,735,239,241,484,1415,1351,2762,1416,1497,2913,1426,1535,2963
118021567,54,26,30,58,32,60,94,4,3,4,0,0,0,0,0,0,45,43,91,38,51,93,45,94,134,556,602,1153,583,565,1153,419,415,834,1584,1569,3148,1757,1687,3443,1628,1706,3340
118021568,46,22,43,64,34,38,71,0,3,3,0,0,0,0,0,0,39,30,73,44,69,108,51,83,140,521,472,994,417,450,868,319,330,646,1679,1518,3192,1732,1694,3424,1888,1812,3699
118021569,114,42,84,118,45,78,121,3,0,3,0,0,0,3,0,3,51,105,157,53,102,157,64,98,164,669,669,1337,596,600,1197,504,569,1081,2192,2419,4614,2222,2467,4693,2370,2603,4975
118021570,65,28,50,79,38,54,85,0,0,4,0,0,0,0,0,0,36,53,92,41,77,119,68,69,130,529,500,1029,490,440,929,751,625,1375,1751,1872,3621,1865,1921,3784,2354,2334,4689
119011354,86,14,36,56,18,81,98,0,0,0,3,0,3,3,5,9,42,83,127,31,66,101,55,144,200,843,847,1690,738,707,1450,708,722,1426,3057,3058,6116,3077,3155,6232,3443,3681,7132
119011355,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,42,42,80,0,0,0,0,0,0,137,163,302
119011356,48,16,27,42,20,36,55,0,0,4,0,3,5,0,0,0,21,41,68,33,40,72,24,80,108,488,459,949,478,441,922,376,363,734,1596,1576,3166,1804,1652,3450,1932,1920,3853
119011357,72,35,53,86,42,90,133,5,3,8,6,3,4,0,7,7,52,79,136,66,93,154,97,169,262,1141,1147,2284,1002,993,1988,928,939,1869,4066,4158,8228,4361,4377,8736,4687,4742,9424
119011358,69,21,39,56,31,55,80,0,0,3,0,0,3,0,0,0,33,67,94,36,53,90,42,87,127,527,567,1094,487,463,944,416,404,825,2169,2177,4349,2233,2246,4478,2341,2313,4655
119011359,83,34,71,103,33,67,102,7,0,3,0,0,0,0,0,0,47,66,109,47,91,135,48,93,145,621,636,1255,612,626,1240,580,645,1218,3390,3354,6742,3519,3566,7083,3768,4014,7778
119011360,46,38,47,82,19,39,64,0,3,3,0,0,0,0,0,0,16,44,57,50,68,120,44,75,116,509,511,1019,476,537,1009,444,455,901,1984,1957,3944,2210,2315,4527,2362,2401,4757
119011361,76,45,72,114,38,78,112,9,6,9,0,0,0,3,0,3,39,71,117,60,107,168,73,138,212,826,804,1628,928,812,1737,729,746,1481,2811,2844,5655,3265,3241,6504,3478,3504,6981
119011571,93,37,66,107,47,103,154,5,0,5,3,0,3,0,5,8,66,77,139,78,116,199,105,184,289,926,916,1843,875,814,1685,641,707,1345,2536,2499,5036,2745,2726,5475,2727,2965,5695
119011572,89,24,45,72,41,83,123,4,9,9,0,0,0,0,3,5,60,88,142,71,89,156,80,152,236,781,829,1613,877,866,1745,766,778,1549,2371,2364,4736,2796,2790,5585,2832,2829,5660
119021362,72,34,79,112,41,62,105,4,3,7,0,0,0,3,5,10,27,81,107,60,113,176,83,118,202,1030,989,2021,807,821,1627,541,607,1146,2925,2809,5729,3028,2928,5958,2914,2913,5825
119021363,170,87,157,240,124,190,310,3,3,9,3,3,9,4,0,6,123,174,295,188,276,462,276,347,618,1425,1197,2628,1192,1115,2310,939,943,1887,4302,4111,8420,4351,4270,8625,4809,4802,9610
119021364,76,40,44,83,33,84,110,3,3,3,0,3,3,0,5,7,51,59,110,63,68,127,55,118,182,915,939,1849,641,654,1296,736,760,1494,3142,3201,6345,3139,3057,6195,3563,3583,7146
119021366,77,56,53,108,40,62,98,3,3,6,0,3,3,3,6,11,44,68,112,89,92,183,109,138,246,910,894,1810,1074,927,2000,800,730,1529,3209,3051,6261,3613,3365,6974,3813,3551,7364
119021367,34,25,29,51,17,28,48,0,4,7,0,0,0,3,0,3,24,36,66,41,43,86,35,58,87,534,571,1110,597,592,1184,469,482,945,1770,1864,3633,2090,2097,4186,2227,2251,4479
119021573,95,49,58,103,55,118,175,0,3,4,11,8,14,3,4,7,60,106,166,145,118,266,170,214,386,965,794,1760,872,736,1602,694,638,1331,2849,2447,5304,3102,2615,5718,3293,2902,6193
119021574,51,32,46,74,32,56,87,3,0,4,0,0,0,0,0,4,40,55,91,93,73,167,93,108,196,611,564,1173,657,522,1177,445,423,865,1732,1597,3327,1965,1660,3626,2057,1763,3821
119031368,124,47,102,150,86,117,203,0,4,4,3,4,3,3,0,3,66,109,168,99,172,266,194,226,415,849,793,1638,553,570,1132,618,595,1205,3294,3241,6538,3262,3296,6561,3997,3881,7883
119031369,113,41,87,123,58,100,156,0,4,3,0,3,3,3,0,4,57,93,155,79,126,201,99,141,242,805,745,1549,578,575,1150,598,638,1232,3203,3212,6415,3144,3162,6309,3401,3589,6986
119031370,58,28,43,67,19,57,70,0,0,3,0,3,3,3,0,4,30,48,79,46,57,101,55,94,151,471,499,972,521,577,1104,387,393,779,1754,1879,3633,1873,2048,3920,1944,2085,4031
119031371,56,13,41,55,21,42,64,0,0,0,0,0,0,0,0,0,26,45,68,20,45,67,28,67,95,267,277,537,255,261,515,246,242,487,1710,1752,3464,1771,1785,3553,1904,1889,3794
119031372,73,19,44,60,26,38,68,0,0,4,0,0,0,0,0,0,34,53,92,27,55,90,44,56,99,517,631,1151,400,423,828,342,428,775,2536,2599,5137,2496,2423,4926,2572,2585,5154
119031373,50,18,34,53,26,58,83,0,0,3,0,4,3,0,5,3,31,43,74,26,44,73,55,104,158,507,543,1048,567,523,1085,414,416,825,1486,1494,2982,1541,1543,3083,1687,1695,3388
119031374,112,44,77,120,69,99,166,3,4,3,0,0,0,0,0,0,56,104,160,88,117,203,129,175,296,657,695,1352,518,583,1105,471,531,1003,3516,3507,7027,3602,3656,7254,3799,3925,7716
119041375,58,45,82,123,145,170,313,3,3,11,3,4,6,0,3,3,47,67,114,86,127,213,264,326,594,702,649,1344,664,591,1254,782,728,1509,2148,2185,4337,2384,2320,4707,3550,3641,7195
119041376,118,47,58,102,64,99,163,3,0,6,3,4,3,5,0,5,76,95,174,111,111,225,143,175,312,1142,1056,2196,888,803,1695,887,954,1833,3997,3757,7759,3940,3674,7618,4222,4200,8421
119041377,41,23,26,53,17,46,65,0,0,0,0,4,5,0,0,3,24,28,58,38,49,82,37,63,101,292,308,595,366,341,713,315,294,608,1606,1543,3145,1800,1765,3566,1858,1830,3681
119041378,46,29,28,61,43,63,109,0,0,4,0,0,0,0,3,3,45,51,95,60,57,112,95,119,208,479,473,953,337,376,716,312,303,619,1507,1494,2997,1499,1552,3051,1787,1740,3534
119041379,64,35,62,94,46,66,113,0,4,5,3,3,7,0,0,0,35,52,83,67,89,154,92,102,191,700,692,1396,451,443,895,413,418,833,2219,2259,4484,2155,2169,4327,2439,2388,4831
119041380,51,32,40,66,39,66,104,3,0,5,0,0,0,0,0,3,29,41,72,53,64,119,55,91,146,838,859,1697,548,592,1137,575,600,1171,1855,1871,3730,1795,1866,3659,1932,2069,3997
119041381,91,60,63,125,109,133,243,4,0,3,0,0,3,10,5,12,102,102,206,152,147,298,218,249,465,1005,878,1882,1007,843,1853,757,748,1508,3104,2762,5864,3149,2776,5931,3351,3139,6491
119041382,50,28,42,71,29,45,68,3,0,3,0,0,0,5,0,3,26,41,63,39,54,88,39,56,94,659,765,1430,489,510,997,520,533,1053,1808,2003,3809,1836,1995,3833,2040,2200,4236
120011383,65,18,51,69,40,68,103,0,0,0,0,0,0,0,0,0,25,66,88,32,82,114,54,89,143,787,685,1472,579,599,1174,480,541,1018,2619,2678,5295,2761,2862,5627,2921,3031,5952
120011384,79,35,84,122,79,112,191,0,0,0,0,0,3,3,0,0,53,73,126,68,137,204,166,213,378,479,516,997,875,769,1644,719,753,1474,1953,2068,4017,3106,3168,6274,3981,4234,8219
120011385,84,23,63,88,36,64,100,0,0,0,0,3,3,0,4,3,35,72,104,31,76,105,42,83,125,697,709,1408,678,640,1322,562,682,1245,2269,2313,4584,2401,2441,4840,2441,2687,5128
120011386,105,40,76,122,42,69,109,0,0,0,0,0,0,0,0,4,45,85,129,48,92,139,65,87,155,820,890,1709,544,520,1064,635,666,1299,2401,2532,4928,2357,2477,4839,2652,2839,5487
120021387,107,29,58,85,36,49,83,0,0,0,0,0,0,0,0,0,49,79,122,36,68,97,39,59,97,669,623,1286,537,484,1023,688,685,1371,1816,1965,3780,1833,1983,3816,2237,2374,4613
120021388,194,67,101,165,56,104,160,0,3,3,0,0,0,0,0,0,76,166,242,85,121,209,78,123,198,990,972,1958,730,707,1435,958,986,1944,2976,3351,6326,3175,3436,6614,3948,4142,8095
120021389,110,24,59,87,29,53,85,0,0,0,0,0,0,0,0,0,43,84,122,30,69,103,36,72,105,638,608,1245,420,421,836,529,539,1063,1607,1735,3345,1543,1764,3308,1862,2075,3932
120031390,159,57,113,172,91,128,221,0,3,8,3,7,13,3,4,10,121,149,267,163,222,382,220,276,496,1249,1170,2420,963,902,1865,872,828,1695,3846,3716,7559,3592,3648,7240,3853,3890,7741
120031391,146,49,102,150,85,144,225,3,3,8,3,5,6,0,3,3,105,140,243,124,181,302,216,296,513,1051,964,2012,786,698,1484,699,724,1421,3590,3766,7349,3449,3743,7191,4138,4716,8858
120031392,32,23,29,50,27,41,70,0,0,0,3,0,3,0,0,0,13,43,52,49,42,89,51,59,110,369,320,690,293,259,553,317,319,631,1398,1308,2710,1425,1344,2768,1578,1624,3202
120031393,76,38,54,87,34,54,91,3,0,3,0,0,0,4,0,7,39,69,109,55,84,139,67,79,145,638,637,1272,527,545,1076,369,455,828,2402,2511,4913,2485,2634,5121,2491,2651,5145
120031394,104,42,66,106,49,64,108,4,0,5,0,0,0,0,0,0,50,94,145,65,84,147,75,85,163,744,744,1488,703,685,1387,601,651,1257,2208,2324,4531,2414,2431,4843,2477,2637,5113
120031395,84,26,44,70,29,47,79,0,0,0,0,0,0,0,0,0,47,55,101,46,54,106,47,73,118,551,510,1066,434,425,861,390,387,774,1918,1931,3847,1992,1998,3994,2074,2052,4125
120031396,67,35,55,92,59,88,145,0,4,3,0,0,0,0,4,3,46,74,121,89,97,188,134,158,294,572,522,1088,702,571,1272,893,657,1552,2013,1914,3922,2329,2071,4396,3003,2570,5574
120031575,136,67,94,163,96,119,219,5,4,6,3,3,12,0,3,5,147,155,299,197,182,385,245,268,512,1221,1115,2335,988,889,1877,808,770,1576,4671,4229,8902,4281,3958,8239,4304,4305,8603
120031576,20,3,13,16,3,15,20,0,0,0,0,0,0,0,0,0,8,16,25,11,17,30,10,24,34,109,108,216,108,102,213,86,99,189,519,505,1029,543,506,1050,536,585,1125
121011398,207,84,127,208,91,138,230,0,3,5,3,5,3,0,3,6,134,198,334,129,197,324,170,252,424,1104,1180,2282,790,773,1568,825,937,1765,3855,4245,8103,3676,4066,7746,4540,5004,9545
121011399,109,50,98,147,60,89,146,0,0,0,3,3,4,0,0,0,57,102,162,85,121,200,99,133,235,652,642,1296,435,467,902,469,513,987,2498,2561,5060,2611,2739,5353,2965,3121,6088
121011400,167,46,93,141,51,96,148,3,0,5,0,0,0,3,6,5,87,134,222,65,101,168,74,129,199,827,781,1602,489,536,1027,607,586,1189,4144,3746,7887,3777,3737,7519,4423,4044,8465
121011401,89,18,30,53,22,45,64,0,3,4,0,3,3,0,0,0,38,72,114,29,48,79,37,77,115,496,392,889,299,262,563,324,371,701,1244,1223,2461,1151,1153,2303,1296,1489,2784
121011402,130,43,75,115,34,82,115,0,0,4,3,4,7,0,0,0,55,102,155,52,95,141,52,105,156,535,584,1123,531,573,1104,530,558,1094,3517,3539,7059,3894,3914,7810,4228,4283,8515
121021403,99,28,70,104,36,42,73,0,0,0,3,3,7,0,0,0,45,70,110,42,80,123,45,54,96,347,324,673,265,238,505,251,317,571,2713,2796,5507,2674,2754,5436,2758,2937,5698
121021404,73,28,44,65,9,29,43,0,3,3,0,0,0,0,0,0,28,66,91,34,44,82,18,36,49,294,254,549,218,199,417,200,182,382,1822,1780,3606,1831,1782,3608,1805,1864,3667
121021406,79,38,44,79,28,48,81,0,0,0,0,0,0,0,0,0,43,60,99,55,50,112,43,58,106,368,481,848,315,351,663,347,332,674,2741,2982,5723,2839,2973,5818,2976,3112,6094
121021577,87,31,69,100,25,60,85,0,0,0,3,0,4,0,0,0,50,75,120,45,104,149,46,93,143,334,317,649,379,383,762,219,218,440,1433,1457,2889,1587,1774,3363,1585,1718,3310
121021578,74,19,32,60,20,32,49,0,0,0,0,0,0,0,0,0,26,66,93,27,49,80,28,47,75,271,292,561,222,207,435,270,307,574,1460,1491,2947,1499,1545,3044,1648,1690,3332
121021579,52,18,36,53,26,42,66,0,0,0,3,0,3,0,0,0,15,51,71,25,54,77,35,58,89,295,345,637,219,194,409,219,228,442,1162,1285,2452,1287,1249,2534,1393,1445,2832
121031407,112,34,79,111,29,66,93,3,0,8,3,0,4,0,0,0,56,83,139,41,95,133,50,88,133,431,413,844,400,478,875,444,512,957,3013,3040,6058,3213,3447,6664,3717,3767,7486
121031408,121,30,73,102,57,93,148,0,0,3,0,0,0,0,0,0,57,93,145,48,81,126,66,111,179,445,514,962,478,530,1008,414,480,897,3572,3584,7161,3824,3779,7604,4087,3972,8059
121031409,63,18,54,73,34,58,86,0,0,0,0,0,0,0,0,0,21,56,77,31,65,95,40,73,107,247,312,559,261,279,545,257,289,544,2331,2789,5117,2602,3065,5667,2713,3129,5842
121031410,57,27,44,73,38,70,113,3,3,6,0,0,0,0,0,0,27,49,74,39,66,106,51,80,129,319,325,645,357,399,761,324,372,696,2778,2851,5631,3032,3089,6121,3242,3348,6589
121031411,75,32,65,94,35,57,92,4,0,4,0,0,3,0,0,0,51,46,97,45,70,121,46,78,125,413,533,950,367,367,741,406,586,995,2711,2805,5513,2847,2889,5740,3107,3242,6347
121031412,74,26,58,82,27,69,96,0,0,0,0,0,0,0,0,0,37,52,91,40,63,97,37,73,113,395,375,766,419,410,820,419,406,827,2874,2816,5692,3051,3055,6105,3152,3119,6263
121041413,161,48,102,150,41,79,117,0,3,3,0,4,3,0,0,0,61,126,185,63,123,184,58,108,164,935,963,1899,756,731,1482,624,668,1287,2376,2523,4899,2392,2505,4900,2389,2685,5069
121041414,173,56,83,133,29,81,113,0,3,3,3,0,4,0,0,0,89,134,220,82,95,177,47,111,154,724,675,1399,634,608,1236,559,640,1199,1993,2147,4147,1964,2162,4133,1987,2371,4351
121041415,193,61,107,170,52,113,163,0,4,4,0,4,3,0,0,0,72,176,247,81,141,221,81,138,215,1008,1259,2265,1074,1092,2164,980,1091,2071,3751,4343,8088,4207,4417,8618,4192,4678,8872
121041416,178,62,89,147,43,66,112,0,0,0,0,3,3,0,0,0,82,157,242,74,124,197,65,94,158,943,958,1900,770,813,1587,762,805,1567,1987,2318,4308,2007,2235,4246,2089,2366,4457
121041417,64,27,46,74,20,60,81,0,0,0,0,0,0,0,0,0,41,54,98,34,69,104,30,81,107,713,677,1395,544,523,1073,516,509,1025,1445,1411,2853,1313,1409,2718,1386,1481,2867
122011418,104,30,72,106,35,80,118,0,3,3,0,0,4,0,3,3,47,90,132,44,86,131,50,93,137,529,557,1084,429,484,905,480,505,986,2915,2862,5775,3111,3299,6401,3308,3514,6828
122011419,166,51,91,145,81,135,216,0,3,3,6,3,3,0,3,3,101,156,258,93,128,223,105,170,272,1319,1322,2645,964,825,1787,875,939,1815,2999,3102,6099,2744,2695,5440,2821,3074,5899
122021420,54,15,45,61,16,48,62,0,0,0,0,3,3,0,0,0,14,52,69,17,54,75,19,54,68,588,559,1150,304,300,610,310,316,631,2054,1995,4043,1853,1856,3712,1762,1847,3608
122021421,58,10,39,49,20,39,57,0,0,0,0,0,0,0,0,0,23,52,73,15,42,53,23,46,72,372,377,746,259,241,495,353,356,708,1499,1551,3051,1497,1498,2996,1594,1634,3234
122021422,74,15,34,50,26,48,78,0,0,0,0,3,3,0,0,0,25,70,92,18,53,74,31,59,86,492,455,947,409,401,817,237,265,497,1933,1943,3871,1962,1970,3930,1935,1950,3882
122021423,103,56,79,131,26,79,98,0,0,0,0,3,3,0,0,0,31,100,131,72,96,168,40,91,135,707,647,1356,556,605,1159,608,753,1360,2899,2899,5796,3033,3206,6236,3534,3742,7274
122031424,56,17,43,60,26,33,59,0,0,0,0,0,0,0,0,0,21,46,65,24,51,73,46,40,91,304,274,581,327,327,656,342,378,722,1729,1699,3428,1948,1958,3910,2097,2138,4241
122031425,24,14,17,34,13,19,28,0,0,0,0,0,0,0,0,0,14,19,32,15,22,34,12,20,37,174,191,360,146,151,301,156,184,340,1003,1011,2011,1054,1036,2093,1159,1136,2295
122031426,172,69,146,221,85,127,214,5,3,8,0,3,0,4,0,6,114,138,255,114,200,311,141,185,323,1031,866,1896,720,717,1433,816,882,1698,2926,2848,5773,3002,3172,6170,3543,3740,7288
122031427,49,23,28,51,17,38,52,0,0,0,0,0,0,0,0,0,24,40,62,28,34,62,27,46,75,246,269,516,253,249,503,185,217,402,1726,1805,3525,1947,1986,3931,2159,2196,4357
122031428,94,35,64,95,43,67,109,0,0,3,0,0,0,0,0,0,55,94,143,46,69,118,58,92,144,475,558,1028,412,416,828,412,481,894,3613,3489,7098,3796,3593,7380,4123,3920,8038
122031429,114,51,85,129,54,88,138,0,0,3,0,0,0,0,0,3,53,105,161,66,101,170,67,113,182,779,676,1453,571,506,1071,631,691,1319,2649,2580,5234,2747,2641,5389,3044,3127,6174
122031430,75,18,60,81,39,59,93,0,0,0,0,3,3,0,0,0,33,76,108,28,82,107,54,71,130,411,407,823,339,402,740,375,453,828,2204,2242,4452,2283,2496,4773,2665,2832,5497
122031431,152,35,87,125,47,74,119,3,3,7,3,4,3,0,0,0,69,121,190,61,110,169,63,91,153,1067,1050,2116,764,740,1504,761,897,1659,3329,3233,6560,3199,3157,6359,3488,3614,7104
122031432,19,10,15,23,5,16,20,0,0,0,0,0,0,0,0,0,3,13,21,10,20,31,8,17,25,180,223,406,97,109,212,107,110,217,629,702,1335,598,603,1205,605,582,1183
123011433,42,21,34,56,12,22,36,0,0,3,0,0,4,0,0,0,20,38,57,27,45,71,24,35,56,296,378,675,278,284,565,293,406,700,1512,1608,3121,1666,1792,3450,1746,2013,3762
123011434,43,18,46,64,17,61,76,0,0,0,0,3,3,0,0,0,13,48,58,31,65,98,26,77,99,402,415,816,351,329,677,421,452,876,2070,2240,4308,2469,2717,5185,3245,3531,6777
123011435,99,27,81,107,35,94,132,3,0,3,0,0,0,0,0,0,51,81,128,36,103,133,45,132,178,494,512,1006,520,497,1021,509,532,1038,3514,3611,7129,3949,4051,7995,4459,4686,9147
123021436,61,18,69,85,19,64,80,0,0,3,0,0,0,0,0,0,23,58,88,37,90,130,39,116,151,827,910,1742,730,753,1478,615,699,1315,3101,3438,6538,3029,3317,6350,2940,3142,6088
123021437,76,26,57,82,32,62,88,7,3,3,3,0,3,0,3,5,48,55,100,35,70,108,66,98,166,630,607,1237,595,539,1131,678,639,1311,2303,2234,4536,2364,2504,4868,2799,2764,5556
123021438,71,22,66,88,27,66,86,7,0,5,3,0,4,0,4,3,30,67,90,30,77,112,53,105,161,803,817,1619,835,858,1691,627,718,1345,3898,3756,7653,3574,3638,7207,3215,3354,6567
