SA2_MAINCODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
105011096,8,6,3,0,3,10,4,3,55,33,24,5,6,5,3,173,0,0,0,0,3,12,0,3,11,0,0,0,0,0,0,29,0,0,0,0,0,10,4,6,24,13,0,0,8,0,5,74,0,0,0,0,0,0,3,4,0,3,4,0,0,0,3,22,0,0,3,0,5,10,12,3,6,3,0,4,0,0,0,49,0,0,0,0,3,16,8,0,7,0,0,0,0,0,0,42,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,18,3,0,94,29,6,6,9,0,0,0,0,0,11,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,67,13,30,9,7,114,82,35,34,114,57,30,15,14,6,88,651,4,3,0,0,0,9,0,3,41,21,10,5,7,0,33,134,0,0,0,0,3,8,0,3
105021097,0,0,0,0,0,6,0,4,72,66,55,22,16,0,5,260,0,3,0,0,3,11,4,8,10,4,3,0,0,0,0,41,3,0,0,3,0,19,13,21,75,40,21,6,7,0,10,217,0,0,0,0,0,3,5,3,18,7,3,0,0,0,0,38,0,0,0,0,3,13,35,29,57,16,3,10,0,0,11,175,0,3,4,6,32,57,11,17,13,3,0,0,0,0,4,150,0,0,0,0,3,9,3,0,5,0,0,0,0,0,3,24,0,0,0,0,0,3,0,0,6,3,0,3,0,0,3,20,12,29,9,9,512,236,21,26,101,7,3,0,0,4,46,1022,0,0,0,0,10,6,0,0,4,0,0,0,0,0,152,183,16,43,16,24,574,361,98,111,348,144,84,41,29,7,230,2134,0,0,0,0,3,3,3,9,77,81,64,52,16,6,22,340,0,0,0,0,0,3,7,9
105021098,3,9,3,0,12,11,3,0,32,9,13,5,0,0,3,92,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,3,7,4,5,5,0,0,0,0,0,25,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,12,0,0,0,5,0,12,0,0,4,3,0,0,0,0,0,30,0,0,0,0,3,5,0,5,0,0,0,0,0,0,3,15,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,27,8,0,0,0,0,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,11,5,3,10,42,43,16,10,51,10,12,6,5,3,41,262,3,3,0,0,5,6,0,8,12,4,8,0,0,0,24,78,0,0,0,0,0,0,0,0
105031099,11,10,0,0,13,25,7,6,62,24,14,11,7,5,3,194,0,0,0,0,4,4,0,3,12,0,0,0,0,0,0,27,3,3,3,4,0,11,7,18,55,17,0,0,3,0,3,129,0,3,3,0,0,4,0,0,4,0,3,0,0,0,0,27,0,0,0,0,4,13,16,8,19,6,0,3,0,0,3,86,0,0,3,4,3,19,4,3,6,3,0,0,0,0,0,54,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,14,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,13,4,19,4,4,187,73,9,6,32,3,3,0,3,0,13,360,0,5,0,0,3,4,0,0,0,0,0,0,0,0,71,86,18,31,12,14,221,157,50,52,203,59,31,16,11,7,104,993,3,3,0,5,0,5,6,10,51,25,14,7,8,6,25,170,0,0,0,0,0,3,4,3
105031100,0,0,0,0,0,8,3,9,99,66,36,17,11,3,5,246,0,0,0,0,4,0,0,6,8,3,0,3,0,0,0,29,0,0,0,0,0,6,5,9,65,20,7,4,10,4,4,132,0,0,0,0,0,3,0,0,11,7,10,4,0,0,0,31,0,0,0,0,0,12,17,23,19,9,0,3,0,0,3,90,0,0,5,3,3,12,4,3,7,0,0,0,0,0,0,45,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,11,7,7,3,0,101,54,7,4,21,5,3,0,0,0,7,221,0,0,0,0,0,3,3,0,0,0,0,0,0,0,67,83,7,11,6,4,118,91,46,54,254,111,57,31,21,7,93,905,0,0,0,0,0,3,0,3,76,76,66,39,28,3,43,345,0,0,0,0,0,0,0,3
105031101,0,0,0,0,3,11,4,8,120,103,50,36,16,3,10,360,0,0,0,0,3,12,0,3,19,3,0,0,0,0,0,48,0,0,0,0,0,5,6,19,82,37,16,4,4,3,3,179,0,0,0,0,0,4,0,3,13,3,10,3,0,0,3,39,0,0,0,4,0,12,22,20,36,10,4,3,4,0,6,129,0,0,0,0,6,16,17,4,13,7,0,0,0,0,3,78,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,4,3,0,3,0,3,20,8,19,15,7,181,130,18,21,44,5,3,3,0,4,30,504,0,0,0,0,13,8,0,3,4,0,0,0,0,0,93,116,9,24,22,13,209,199,80,89,344,169,84,59,25,12,150,1483,3,0,0,0,0,9,0,0,80,86,78,43,26,7,44,374,0,0,0,0,0,8,7,6
105031102,0,0,0,0,3,3,0,4,49,38,18,13,6,3,3,136,0,0,0,0,0,6,0,4,6,0,3,0,0,0,0,22,0,0,0,0,0,6,5,9,41,8,4,0,4,0,7,85,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,18,0,0,0,0,0,10,17,11,9,3,0,0,3,0,4,65,0,3,3,0,5,12,5,0,6,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,10,0,4,98,31,9,13,35,0,0,0,0,0,16,216,0,0,0,0,3,3,5,0,0,0,0,0,0,0,54,67,3,14,3,7,106,69,47,46,158,70,28,16,20,5,76,676,0,0,0,0,0,4,0,3,45,37,34,24,14,3,22,186,0,0,0,0,0,0,3,3
105031103,4,0,0,0,0,8,0,7,53,23,20,9,9,3,3,147,0,3,0,0,4,3,0,10,10,0,0,3,0,0,0,37,3,0,0,0,5,9,7,3,30,13,6,6,0,0,0,90,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,16,8,5,20,5,0,0,0,0,4,69,0,0,0,0,0,8,6,3,3,0,0,0,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,4,59,27,3,5,10,0,0,0,0,0,5,129,0,0,0,0,3,0,0,0,0,0,0,0,0,0,35,40,16,14,4,10,73,70,24,33,148,51,30,21,11,4,54,561,0,0,0,0,3,6,0,6,31,49,28,13,9,7,31,184,0,0,0,0,0,0,5,3
105031104,3,4,0,0,8,13,3,6,43,21,5,6,5,0,8,129,0,0,0,0,3,3,0,3,10,0,0,0,0,0,0,22,0,0,0,0,0,6,12,9,33,7,7,0,0,0,3,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,6,7,6,4,3,3,0,0,0,3,44,0,0,3,0,3,11,3,4,5,0,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,4,11,0,0,79,34,4,7,12,0,0,0,0,0,6,165,0,0,0,0,3,0,0,0,0,0,0,0,0,0,43,41,16,20,10,4,95,88,29,34,112,41,19,15,9,4,63,539,3,0,3,0,3,4,0,3,30,22,14,10,5,0,10,113,0,0,0,0,0,0,0,3
105031105,0,0,0,0,7,14,3,5,53,35,17,8,11,0,5,161,0,0,0,0,0,10,3,0,7,0,0,0,0,0,0,25,0,0,4,0,3,8,8,12,38,17,10,0,0,0,4,110,0,0,0,0,0,0,3,0,4,3,0,0,0,0,3,21,0,0,0,0,0,18,18,8,17,0,0,3,0,0,3,68,0,0,7,0,4,11,4,3,14,0,0,0,0,0,7,40,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,10,4,19,4,0,86,41,4,9,30,3,3,0,0,3,7,210,0,3,0,0,0,3,0,0,0,0,0,0,0,0,49,59,11,28,8,4,107,100,41,35,166,61,29,19,11,7,81,704,3,0,0,0,3,8,4,8,44,24,21,14,5,0,42,176,0,0,0,0,0,3,3,6
105031106,0,3,0,0,3,16,0,5,63,32,21,8,11,3,4,176,0,3,0,0,9,5,0,0,15,3,0,0,0,0,0,43,0,3,0,3,3,16,3,14,42,14,7,6,4,0,0,112,0,0,0,0,0,3,0,0,4,9,0,0,3,0,0,21,3,0,0,10,3,18,8,14,15,7,3,0,3,0,9,89,0,0,0,0,8,13,4,4,12,0,0,0,0,0,8,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,4,0,170,66,7,9,32,3,0,0,0,3,15,337,0,0,0,0,6,0,0,0,3,0,0,0,0,0,52,62,13,28,11,15,206,136,37,54,191,60,31,16,19,7,91,909,3,0,0,0,0,3,3,9,50,42,23,16,15,0,19,190,0,0,0,0,0,3,0,3
106011107,5,0,0,0,0,4,3,5,62,41,35,15,18,0,6,191,3,0,0,0,0,8,3,3,3,4,3,0,3,0,0,40,0,0,0,0,0,6,3,6,29,25,13,7,11,0,3,109,0,0,0,0,0,3,0,0,6,7,3,0,0,0,3,17,3,0,0,0,0,10,20,15,36,20,0,13,3,0,3,121,0,0,4,3,3,6,10,10,6,4,0,0,0,0,0,51,0,0,0,0,0,3,0,0,5,0,3,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,0,4,105,56,15,12,24,4,0,4,3,0,15,264,0,0,0,0,3,0,0,0,0,0,0,0,0,0,47,62,18,14,5,9,115,96,53,51,181,99,60,45,32,10,79,872,0,0,0,0,3,3,0,5,36,23,32,28,17,5,24,175,0,0,0,0,0,0,4,0
106011108,3,0,0,0,3,3,3,11,92,56,48,21,21,4,4,261,0,0,0,0,7,9,0,8,16,3,0,0,0,0,4,39,0,0,0,0,3,7,10,16,76,38,23,11,3,0,0,190,0,0,0,0,0,5,3,3,15,4,3,0,0,0,3,37,0,0,0,0,0,19,16,18,53,16,0,13,3,0,9,157,0,0,3,4,11,20,12,9,11,4,0,0,0,0,3,75,0,0,0,0,0,9,4,0,6,3,0,5,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,11,24,16,10,405,165,24,23,88,5,4,0,0,0,31,809,0,0,0,0,12,4,5,0,5,0,0,0,0,0,81,110,19,27,15,17,438,239,77,83,364,135,85,41,22,4,139,1711,3,0,0,0,3,3,3,3,59,51,54,38,27,8,37,289,0,0,0,0,0,3,3,11
106011109,4,3,0,0,0,6,3,3,29,17,15,6,7,4,4,112,0,0,0,0,3,7,3,4,12,4,0,0,7,0,0,34,0,0,0,0,0,3,5,8,37,10,11,5,3,0,0,90,0,0,0,0,0,0,0,3,8,9,0,0,0,0,3,25,0,0,0,0,0,20,17,13,19,8,0,8,0,0,7,93,0,0,3,0,12,8,5,3,5,7,0,0,0,0,3,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,8,7,0,114,48,10,9,27,9,3,3,0,0,9,243,0,0,0,0,4,5,0,0,3,0,0,0,0,0,38,47,8,12,12,13,131,88,39,39,147,67,32,33,19,4,65,712,0,0,0,0,0,0,0,7,28,20,22,15,8,3,15,112,0,0,0,0,0,4,3,3
106011110,4,3,0,0,4,6,4,7,58,41,31,9,4,3,5,180,0,0,0,0,0,3,0,0,18,4,3,0,0,0,0,41,0,0,0,0,0,5,4,11,49,22,9,0,7,0,6,115,0,4,0,0,0,0,0,0,9,5,8,0,0,0,4,28,0,0,0,3,0,10,11,17,31,6,5,5,0,0,0,102,0,0,0,3,4,10,9,4,9,3,0,0,0,0,4,59,0,0,0,0,0,8,0,0,9,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,4,3,148,62,17,12,47,11,6,0,0,0,11,342,0,3,0,0,4,3,0,0,0,0,0,0,0,0,51,62,11,23,4,14,175,115,53,57,237,90,56,18,20,3,78,953,0,0,0,0,0,3,0,6,40,42,25,10,17,9,26,184,0,0,0,0,0,3,0,9
106011111,0,0,0,0,0,3,0,3,95,68,31,10,10,0,10,230,0,0,0,0,0,5,5,5,11,4,3,0,0,0,0,29,0,0,0,0,5,6,3,16,76,29,11,9,0,0,3,162,0,0,0,0,0,0,3,0,13,8,3,0,0,0,0,27,0,0,0,0,0,11,23,29,53,21,0,4,0,0,10,158,0,3,3,4,13,30,12,9,8,0,0,0,0,0,3,83,0,0,0,3,4,0,5,3,6,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,10,6,18,14,11,341,151,19,26,54,0,0,0,0,0,23,654,0,0,0,0,9,4,0,0,0,0,0,0,0,0,85,105,7,21,18,14,364,216,72,91,324,122,65,22,14,0,135,1477,0,0,0,0,3,3,3,4,63,72,49,30,26,5,32,294,0,0,0,0,0,8,6,10
106011112,0,0,0,0,3,6,0,5,61,60,65,39,45,11,4,302,0,5,0,0,0,4,0,0,14,4,3,0,3,0,0,34,0,0,0,3,0,0,3,13,71,34,25,20,13,0,6,188,0,0,0,0,0,0,0,0,10,8,8,3,4,3,3,35,0,0,0,0,0,8,19,11,61,41,4,24,3,0,3,175,0,0,0,4,0,9,3,5,10,5,0,3,0,0,4,52,0,0,0,0,3,4,0,3,7,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,13,10,21,6,3,149,93,19,16,48,9,7,0,3,0,16,388,0,0,0,0,3,3,0,3,0,0,0,3,0,0,70,82,10,29,10,9,157,132,45,53,285,157,119,95,73,16,106,1299,0,0,0,0,0,0,0,3,49,60,68,40,71,25,33,348,0,0,0,0,0,3,0,0
106011113,3,0,0,0,4,8,0,3,27,14,19,6,15,4,0,113,0,0,0,0,0,0,0,0,9,3,3,0,0,0,3,25,0,0,0,0,0,3,3,6,33,13,14,8,11,0,4,98,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,17,0,0,0,0,0,7,3,7,19,11,3,7,3,0,3,72,0,0,0,0,3,3,3,3,3,0,3,0,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,3,4,37,21,6,3,13,4,3,0,7,0,5,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,37,15,17,10,9,46,48,20,23,116,58,37,28,34,4,48,508,0,0,0,0,0,3,0,6,22,21,19,12,15,5,13,118,0,0,0,0,0,0,0,3
106021114,0,0,0,0,0,0,0,0,16,25,12,8,3,3,0,78,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,10,0,0,0,0,0,4,0,4,17,5,5,0,7,0,0,49,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3,4,7,7,0,4,6,0,0,0,40,0,0,0,3,3,8,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,4,0,4,70,36,3,3,13,0,0,0,0,0,3,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,3,8,0,5,78,57,20,24,72,43,19,17,13,3,27,384,0,0,0,0,0,0,0,0,19,8,12,14,13,0,4,75,0,0,0,0,0,0,0,0
106021115,4,0,0,0,3,4,3,11,142,133,113,30,21,9,8,478,0,0,0,0,0,12,4,9,26,4,3,4,0,0,3,61,0,0,0,0,0,6,6,22,126,74,39,13,15,7,8,319,0,0,0,0,3,0,0,3,14,25,6,3,4,0,3,60,3,0,0,0,3,15,35,35,74,27,7,12,0,0,7,231,0,0,3,0,11,26,12,11,19,9,0,0,0,0,0,106,0,0,0,0,4,4,0,4,11,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,9,6,3,0,0,0,3,20,8,20,4,9,411,214,39,62,93,8,7,0,8,0,27,928,3,0,0,3,11,11,0,0,6,0,0,0,0,0,133,169,20,21,17,22,448,292,111,152,527,288,180,69,42,16,194,2393,0,4,0,0,0,0,5,7,93,109,107,90,63,20,47,548,0,0,0,0,0,7,0,7
106021116,0,0,0,0,0,0,0,0,22,20,29,14,14,3,3,108,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,3,10,28,16,11,7,6,3,3,85,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,19,0,0,0,0,0,3,5,9,20,11,6,7,4,0,4,68,0,0,0,0,3,7,0,0,6,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,7,4,9,3,3,75,52,11,13,32,3,0,0,5,0,3,212,0,0,0,0,0,0,0,0,3,0,0,0,0,0,27,41,4,13,3,3,80,78,20,33,124,53,47,28,32,11,45,584,0,0,0,0,0,0,0,0,14,27,31,38,32,4,20,166,0,0,0,0,0,0,0,0
106021117,0,0,0,0,0,3,0,12,106,89,68,20,28,6,0,331,0,0,0,3,3,9,3,3,11,9,0,0,0,0,0,37,0,0,0,0,0,4,10,9,87,39,13,14,10,0,3,195,0,0,0,0,0,0,0,0,13,5,4,3,0,0,0,36,0,0,0,0,0,15,27,28,63,19,8,15,4,0,12,190,0,0,0,9,5,22,14,11,25,0,3,0,0,0,0,83,0,0,0,0,4,3,0,0,0,0,0,4,0,0,3,18,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,9,18,8,3,288,140,16,22,57,7,3,0,0,0,18,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,94,8,21,7,15,304,195,68,82,366,176,105,53,46,3,123,1574,0,0,0,0,0,3,0,3,64,84,55,46,28,13,40,347,0,0,0,0,0,4,0,6
106021118,0,0,0,0,0,4,0,3,43,54,38,21,11,0,3,173,0,0,0,0,3,3,0,3,7,3,0,0,0,0,0,21,0,0,0,0,0,4,6,5,41,23,14,9,0,0,0,101,0,0,0,0,0,0,0,3,4,3,3,0,3,0,0,14,0,0,0,0,0,0,16,13,32,12,0,11,0,0,5,94,0,0,0,3,3,13,3,0,3,3,0,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,3,3,0,75,49,11,15,21,0,0,0,0,0,4,187,0,0,0,0,3,0,0,0,0,0,0,0,0,0,41,45,4,3,3,5,87,77,33,42,160,94,59,38,12,3,55,679,0,0,0,0,0,0,0,3,40,52,55,34,15,8,24,242,0,0,0,0,0,3,0,3
106031119,0,0,0,0,0,3,0,0,24,22,16,9,0,0,0,73,0,3,0,0,4,8,0,7,8,0,3,0,0,0,0,31,0,0,0,0,0,0,0,6,35,10,10,3,0,0,0,66,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,14,0,0,0,0,0,5,5,6,15,0,0,3,0,0,0,44,0,0,0,3,4,18,4,3,3,0,0,0,0,0,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,6,128,55,18,14,44,7,0,3,0,0,8,292,0,0,0,0,9,0,0,0,0,0,0,0,0,0,53,55,4,14,3,10,136,92,27,39,132,41,28,21,7,0,70,624,0,0,0,0,0,8,0,4,17,32,14,17,12,0,18,126,0,0,0,0,0,3,0,7
106031120,3,0,0,0,0,3,3,0,27,26,16,3,7,0,0,90,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,3,3,7,28,15,3,0,0,0,0,63,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,13,0,0,0,0,0,8,10,9,17,8,3,3,0,0,3,69,0,0,0,0,4,12,3,8,16,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,6,170,109,30,21,59,5,0,0,0,0,13,441,0,3,0,0,4,3,5,0,3,0,0,0,0,0,35,57,14,17,9,6,184,142,56,47,157,67,21,7,10,0,66,797,0,0,0,0,0,0,3,0,16,21,20,16,4,0,18,92,0,0,0,0,0,3,0,5
106031121,3,0,0,0,0,4,0,7,72,51,52,20,16,7,3,254,0,0,0,0,5,19,3,7,41,6,8,4,5,0,3,110,3,0,0,0,0,13,4,25,94,26,17,3,9,4,3,200,0,0,0,0,0,0,0,6,7,3,0,0,0,0,0,26,0,0,0,3,0,4,23,17,52,15,5,15,3,3,7,143,0,6,4,4,26,37,17,9,44,14,6,4,3,3,5,184,0,0,0,0,0,0,3,0,6,4,0,3,0,3,0,21,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,21,18,37,14,18,405,344,60,92,258,35,17,20,19,17,52,1395,0,3,0,0,6,16,4,0,6,0,0,0,0,0,165,203,31,48,18,33,447,440,117,172,578,163,107,73,59,32,238,2557,3,0,0,0,4,0,3,10,50,53,48,33,25,11,23,260,0,0,3,0,0,7,3,6
