SA2_MAINCODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
111011212,0,0,0,1118,1490,618,583,233,90,4141,646,1345,614,573,244,104,3533,126,112,22,8,3,0,268,43,44,14,9,3,3,103,171,152,33,17,8,3,375,304,133,12,3,4,0,456,44,5,0,0,0,0,50,9,5,0,0,0,0,17,0,0,0,0,0,0,0,350,151,19,3,4,0,524,17,3,0,0,0,0,19,0,0,0,0,0,0,0,3,3,0,0,0,0,7,21,5,0,0,0,0,27,3,9,0,0,0,0,12,1190,1661,667,598,254,104,4473
111011213,0,0,0,694,1557,654,886,327,97,4221,533,1375,646,831,314,111,3804,150,124,12,4,3,0,298,43,50,5,0,0,0,104,195,174,23,4,3,0,399,11,5,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,0,0,3,3,0,0,14,0,0,0,0,0,0,6,740,1555,668,842,321,108,4239
111011214,0,0,3,1285,1835,703,775,297,112,5010,829,1454,661,711,296,106,4060,343,231,35,15,0,0,626,81,113,40,19,3,0,256,424,341,74,34,5,0,880,69,46,8,8,0,0,127,4,14,3,0,0,0,23,10,18,6,4,0,0,38,3,3,0,0,0,0,6,96,73,17,12,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12,1358,1866,755,757,301,109,5143
111021215,0,0,3,818,1092,507,460,187,101,3164,557,946,478,457,180,96,2708,65,41,9,0,0,0,117,51,21,6,0,0,0,76,110,57,22,4,0,0,194,90,34,4,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,92,39,4,0,0,0,134,42,12,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,13,0,0,0,0,52,3,0,0,0,0,0,5,802,1056,498,465,181,97,3096
111021216,0,0,3,658,1223,433,420,203,75,3016,626,1258,491,442,214,110,3139,17,9,3,5,0,0,31,7,3,0,0,0,0,11,23,17,8,5,0,0,48,10,10,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,10,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,663,1288,504,451,214,110,3226
111021217,0,0,0,710,1311,695,771,335,112,3938,607,1404,830,993,410,155,4399,160,72,13,4,3,0,244,16,3,0,0,0,0,27,176,77,13,7,4,0,273,14,4,0,0,0,0,18,11,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,813,1488,838,995,412,161,4712
111021218,0,0,3,1336,1807,668,655,352,175,4990,987,1587,686,686,335,187,4471,324,258,15,3,12,0,612,12,21,12,9,3,0,57,336,281,27,10,8,3,666,28,27,10,7,3,0,75,7,0,0,0,0,0,5,3,7,0,3,0,0,12,0,0,0,0,0,0,0,33,32,13,6,3,0,94,90,40,5,3,0,0,137,0,3,0,0,0,0,8,0,0,0,0,0,0,3,90,42,8,3,0,4,150,12,8,4,3,0,3,30,1464,1949,736,712,355,188,5406
111021219,0,0,8,1315,1904,751,659,292,149,5068,954,1624,703,658,262,135,4324,175,89,31,7,0,3,306,89,98,17,10,0,0,216,265,185,48,19,3,3,520,89,35,8,0,0,0,132,7,25,5,3,0,0,38,7,6,3,0,0,0,10,0,3,0,0,0,0,9,104,60,11,5,0,0,190,19,9,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,3,0,0,32,14,0,0,0,0,0,10,1350,1883,759,685,264,138,5078
111021220,0,0,0,732,1412,510,473,193,54,3369,606,1318,500,470,194,58,3149,47,27,3,3,0,0,76,13,11,0,0,5,0,33,59,40,3,3,4,0,107,6,7,0,0,0,0,17,12,16,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0,0,48,45,8,0,0,0,0,53,0,3,0,0,0,0,0,6,3,0,0,0,0,11,54,11,0,0,0,0,68,3,4,4,0,0,0,8,738,1398,508,477,203,61,3383
111021221,0,0,0,347,657,398,384,190,91,2066,363,769,415,408,160,81,2195,4,8,0,0,0,0,17,3,3,0,0,0,0,12,9,12,0,0,0,0,27,7,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,382,788,415,407,166,83,2241
111031222,0,0,0,1496,2114,913,936,353,96,5912,918,1608,852,995,396,105,4872,130,86,15,9,3,0,249,121,119,50,16,4,0,320,254,208,70,26,6,0,565,164,82,38,8,0,0,292,58,30,12,0,0,0,96,15,4,0,0,0,0,22,3,4,0,0,0,0,10,232,129,46,9,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,8,7,0,3,0,0,0,8,13,4,0,0,0,0,20,1423,1941,970,1038,403,108,5888
111031223,0,0,0,746,1164,527,408,177,120,3138,684,1078,491,383,185,106,2918,91,41,12,10,5,0,157,13,4,0,0,0,0,21,103,45,16,13,5,0,174,11,0,0,0,0,0,8,29,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,821,1133,508,391,183,108,3151
111031224,0,0,4,1784,1612,729,561,220,72,4981,699,1072,547,513,186,58,3083,150,86,27,20,7,0,287,192,205,103,63,14,9,593,344,291,135,79,22,10,875,191,62,9,0,3,0,277,255,112,34,6,6,0,408,113,47,5,0,0,0,165,5,0,0,0,0,0,7,561,224,47,12,11,0,854,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,16,12,0,0,0,39,18,14,12,0,0,0,39,21,7,0,0,0,0,30,1644,1611,740,607,219,65,4889
111031225,0,0,31,1898,2116,985,1013,370,105,6486,1099,1674,881,1041,343,106,5145,315,153,42,23,6,3,549,137,100,29,19,3,0,298,452,262,70,46,7,3,842,271,76,25,10,0,0,382,26,23,0,0,0,0,54,5,0,0,0,0,0,5,27,6,4,0,0,0,33,321,102,31,15,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,3,4,0,0,0,0,14,4,10,0,0,0,0,17,1892,2041,982,1110,360,116,6500
111031226,0,0,0,494,1041,709,891,375,134,3649,496,1152,815,1021,429,174,4090,78,66,28,17,6,5,197,12,16,6,6,0,0,37,89,75,32,23,6,5,241,11,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,6,603,1238,849,1053,434,175,4348
111031227,0,0,15,1889,2064,902,627,239,124,5847,1123,1634,843,617,209,92,4531,338,182,46,25,10,3,609,171,112,42,24,10,4,361,506,294,90,50,20,6,972,238,89,20,3,0,0,348,25,5,0,0,0,0,32,0,0,0,0,0,0,0,16,12,0,0,0,0,26,280,105,22,3,0,0,409,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,11,3,0,0,0,31,17,12,3,0,0,0,38,14,14,0,3,0,3,31,1939,2065,963,678,235,108,5985
111031228,0,0,0,1595,1847,794,758,327,78,5404,562,1032,568,743,314,80,3294,127,85,24,10,3,0,256,260,272,104,65,19,8,732,389,364,126,77,26,5,986,294,165,19,5,0,0,488,275,172,30,9,0,0,486,11,29,6,0,0,0,47,3,3,0,0,0,0,4,586,360,50,14,4,0,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,5,0,0,0,0,17,1541,1766,748,834,347,88,5321
111031229,0,0,3,1801,1764,567,342,118,35,4620,135,226,112,116,41,12,647,63,94,28,16,6,0,214,335,426,191,114,49,7,1123,400,517,217,132,55,7,1332,326,202,55,20,3,0,600,362,229,55,21,5,0,670,673,663,139,43,6,0,1535,0,0,0,0,0,0,0,1357,1099,250,88,14,0,2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,4,4,0,0,0,0,13,14,11,3,0,0,0,26,1912,1860,582,337,111,24,4827
111031230,0,0,0,0,4,0,0,0,0,9,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10
111031231,0,0,3,1075,1156,591,445,194,118,3581,643,798,488,371,180,139,2609,149,128,51,21,9,11,368,78,100,91,39,22,17,343,226,224,147,62,24,30,711,119,44,28,11,11,0,214,65,31,20,10,0,4,126,8,6,0,0,0,0,9,11,0,4,0,0,0,12,202,82,51,17,11,7,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,3,13,10,4,3,3,0,26,1080,1109,689,452,219,174,3725
111031232,0,0,3,712,885,343,237,114,39,2322,666,1057,354,295,134,40,2546,36,62,6,4,3,0,110,21,33,3,6,3,0,65,63,92,13,5,4,0,175,98,29,14,5,0,0,146,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,39,14,5,0,0,153,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,4,4,0,0,0,0,14,835,1195,378,312,137,39,2900
111031233,0,0,10,1910,2557,1169,1015,434,171,7247,1340,2207,1088,971,384,161,6151,413,264,65,34,11,0,791,118,113,33,14,3,4,292,530,377,102,52,17,4,1077,140,67,23,16,0,3,252,24,13,0,0,0,0,42,0,0,0,0,0,0,0,4,7,0,0,0,0,5,165,90,27,16,0,3,299,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,3,6,4,0,0,25,14,3,7,4,0,0,30,4,7,3,0,0,0,17,2055,2686,1223,1043,406,171,7574
111031234,0,0,7,1469,1626,734,529,209,103,4669,834,1322,665,540,201,100,3668,107,72,21,12,3,0,217,102,97,40,19,11,7,271,213,167,65,24,7,8,488,240,85,19,5,5,0,356,55,22,3,3,0,0,89,8,0,3,0,0,0,16,27,17,0,3,0,0,47,325,136,30,9,3,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,15,10,5,0,0,0,0,11,11,13,3,0,0,0,20,1396,1641,759,578,214,109,4696
111031235,0,0,3,1038,1285,526,297,93,39,3275,594,781,384,260,78,24,2123,73,71,24,8,3,3,183,221,315,127,48,9,3,727,295,385,152,58,9,5,910,108,43,5,3,0,0,164,43,44,9,3,0,0,102,22,11,3,3,0,0,38,0,0,0,0,0,0,0,171,103,21,6,0,0,300,6,6,0,0,0,0,19,0,0,0,0,0,0,0,12,3,0,0,0,0,15,12,16,5,0,0,0,32,32,5,0,0,0,0,40,1111,1287,555,330,94,27,3407
112011236,0,0,3,2450,2734,841,639,229,111,7008,901,1695,539,512,200,60,3902,691,434,111,80,22,9,1342,537,387,115,53,15,4,1106,1221,825,222,131,42,7,2450,182,120,23,11,4,0,334,67,64,19,3,0,0,149,25,27,4,0,0,0,55,0,0,0,0,0,0,3,279,203,48,14,4,0,549,253,103,16,5,0,0,377,0,0,0,0,0,0,0,4,4,3,0,0,0,16,259,114,15,5,0,0,391,17,15,0,6,0,0,32,2669,2841,832,668,245,64,7318
112011237,0,0,0,1295,2333,878,824,385,175,5890,960,2090,825,831,363,202,5274,263,133,55,15,7,4,478,31,23,7,0,0,0,62,292,158,60,16,7,4,541,75,49,16,8,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,86,54,16,8,0,0,161,33,21,0,0,0,0,55,3,0,0,0,0,0,3,0,0,0,3,0,0,3,35,23,0,3,0,0,65,26,9,5,3,10,0,54,1396,2339,911,860,386,201,6084
112011238,0,0,0,435,694,302,310,125,58,1928,365,671,317,292,130,43,1821,6,8,3,4,0,0,24,0,3,0,0,0,0,3,6,9,3,4,0,0,24,15,3,0,0,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,7,0,3,0,0,20,25,9,3,0,3,0,38,4,0,0,0,0,0,4,3,0,0,0,0,0,3,32,6,3,0,3,0,45,4,14,3,0,3,0,19,427,705,326,299,133,43,1933
112011239,0,0,0,909,1151,465,416,144,64,3148,637,979,450,388,144,37,2626,43,30,11,0,0,0,93,43,47,24,3,0,0,123,88,83,42,3,0,0,219,136,48,11,3,0,0,204,29,14,3,3,0,0,53,0,0,0,0,0,0,0,4,3,0,0,0,0,8,171,65,15,6,0,0,265,53,30,7,3,0,0,87,0,0,0,0,0,0,0,14,10,6,0,0,0,25,63,36,8,3,0,0,117,13,13,10,3,0,0,39,966,1173,523,404,151,42,3259
112011240,0,0,17,999,1174,560,393,130,47,3298,441,769,398,354,140,43,2144,102,111,48,36,3,0,296,53,82,51,41,3,0,233,154,187,106,70,5,0,532,158,98,34,18,6,0,312,5,8,4,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,5,164,112,44,17,6,0,344,77,28,0,3,0,3,113,12,0,0,0,0,0,8,8,10,0,0,0,0,17,94,39,4,3,0,0,147,39,19,6,3,0,0,66,902,1129,552,448,153,47,3229
112011241,0,0,0,689,789,267,218,103,37,2099,357,571,208,182,94,36,1445,142,86,17,13,7,3,262,51,51,18,14,4,0,142,187,143,31,22,12,3,399,71,43,6,6,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,43,6,6,0,0,132,62,36,3,0,0,0,101,0,0,0,0,0,0,0,3,0,4,0,0,0,11,63,38,5,0,3,0,109,5,3,0,0,0,0,8,681,794,254,214,101,46,2094
112011242,0,0,0,513,1011,436,471,176,67,2672,323,745,356,374,164,56,2019,82,110,58,34,17,0,304,71,118,71,44,12,0,310,158,230,123,77,31,4,618,25,39,16,8,3,5,88,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,39,16,8,3,5,90,17,10,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,4,15,12,0,0,0,0,27,7,8,3,0,0,0,26,538,1029,497,460,195,62,2784
112011243,0,0,0,729,974,438,376,156,74,2750,666,937,413,376,145,71,2605,22,12,10,0,0,0,38,3,0,0,0,0,0,11,22,13,11,0,0,0,43,60,21,10,3,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,65,24,8,3,0,0,95,44,10,8,3,4,0,70,3,3,0,0,0,0,4,3,3,0,0,0,0,10,57,17,8,7,4,0,89,20,14,3,4,5,0,43,830,1001,436,391,149,74,2881
112021244,0,0,4,1341,1615,623,561,264,165,4563,1014,1441,578,514,261,176,3980,45,17,4,3,0,0,63,10,5,0,0,0,0,8,49,21,4,3,0,0,77,333,103,33,15,8,5,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,103,33,15,8,5,495,46,9,4,0,0,0,61,0,0,0,0,0,0,0,7,7,3,0,0,0,20,54,18,7,0,0,0,86,7,3,0,0,0,0,10,1456,1584,625,534,268,174,4645
112021245,0,0,0,541,949,359,305,187,117,2460,545,961,323,267,177,100,2381,11,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,8,10,0,3,0,0,19,0,0,0,0,0,0,6,7,3,0,0,0,0,6,13,16,0,3,3,0,34,3,9,4,0,0,0,19,577,990,328,277,182,101,2445
112021246,0,0,0,1253,1855,706,642,290,142,4885,842,1469,609,590,266,134,3910,395,198,59,19,9,0,676,75,57,22,12,6,0,170,465,254,75,25,11,4,841,89,58,24,4,3,0,175,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,60,24,4,3,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,3,3,0,0,0,18,1410,1788,705,620,283,141,4955
112021247,0,0,0,868,1084,394,310,186,93,2934,833,1069,341,254,159,68,2730,9,4,0,0,0,0,19,4,0,0,0,0,0,4,16,4,0,0,0,0,22,40,17,6,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,17,6,0,0,0,63,20,4,0,0,0,0,26,5,0,0,0,0,0,9,10,3,0,0,0,0,12,37,9,0,0,0,0,46,12,8,4,0,0,0,16,937,1107,350,261,159,69,2882
112021248,0,0,0,2071,2021,898,739,294,160,6188,1184,1528,760,602,281,126,4479,253,103,22,9,3,0,395,176,77,22,3,3,0,288,435,181,47,13,10,0,687,285,119,40,14,5,3,460,58,22,4,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,142,43,12,4,3,545,126,29,6,0,0,0,167,3,0,0,0,0,0,3,4,3,0,0,0,0,10,133,27,5,5,0,0,178,17,12,4,0,0,0,34,2115,1895,861,630,290,133,5916
112021249,0,0,9,1185,2032,804,809,385,163,5377,1125,2027,768,708,338,153,5114,9,4,0,0,0,0,16,0,0,0,0,0,0,3,9,3,0,3,0,0,18,19,6,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,5,0,0,0,31,33,14,3,7,0,0,56,20,5,4,0,4,0,37,19,58,15,18,21,4,136,74,74,24,26,22,4,222,9,6,5,4,0,0,41,1235,2123,811,738,365,159,5423
112031250,0,0,0,1304,1644,557,504,253,92,4360,529,1024,400,548,273,109,2883,100,134,39,24,7,0,308,121,149,71,50,10,3,400,220,284,108,79,17,7,713,127,117,34,21,0,3,303,143,190,44,27,3,3,409,38,46,14,0,0,0,99,0,3,0,0,0,0,3,318,350,88,44,9,3,811,301,161,12,3,0,0,477,0,0,0,0,0,0,0,3,4,0,0,0,0,10,299,167,17,0,0,0,487,23,14,3,3,0,0,46,1396,1837,617,675,297,123,4939
112031251,0,0,4,950,1065,458,387,176,108,3142,573,978,432,376,215,95,2671,112,35,15,3,3,3,178,31,19,12,3,0,0,58,144,53,24,4,8,3,237,253,108,9,8,0,0,375,18,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,110,9,8,0,0,397,17,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,6,0,0,0,0,31,6,3,3,0,0,0,15,1023,1147,473,395,227,100,3357
112031252,0,0,3,779,1427,521,451,204,127,3513,708,1311,471,427,235,122,3282,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,39,11,3,3,0,3,54,3,0,0,0,0,0,9,0,0,0,0,0,0,0,46,13,3,3,0,3,63,10,10,6,3,3,3,32,770,1334,488,434,242,125,3392
112031253,0,0,5,1005,1689,682,679,294,130,4471,560,1233,531,686,282,129,3420,140,166,48,39,14,4,418,97,104,57,40,3,0,308,240,269,113,82,18,3,731,69,54,12,8,0,0,147,50,30,13,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,87,24,7,0,3,239,103,102,11,0,0,0,216,3,0,0,0,0,0,8,0,3,3,0,0,0,11,112,107,12,0,0,3,230,50,54,5,4,0,0,120,1078,1749,687,783,305,140,4738
112031254,0,0,22,2630,3014,931,709,311,133,7735,887,1584,689,572,271,134,4138,448,367,78,52,5,3,952,263,247,69,44,10,3,634,707,617,149,95,17,3,1583,458,273,71,29,9,10,840,284,248,65,24,3,0,626,237,288,37,16,5,0,577,0,3,0,0,0,0,3,976,810,173,69,21,12,2055,87,36,3,0,0,0,126,12,7,3,0,0,0,27,6,4,0,3,3,0,17,103,56,7,8,3,0,173,17,18,0,3,0,0,39,2691,3074,1018,739,309,154,7985
112031550,0,0,0,1504,2421,853,748,330,121,5963,614,1497,624,666,265,139,3806,731,650,138,89,26,6,1650,173,170,66,40,4,3,460,902,824,206,130,37,10,2110,94,44,12,9,0,0,158,17,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,44,12,9,0,0,181,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,7,1632,2361,844,807,300,148,6098
112031551,0,0,0,105,333,175,211,115,43,983,125,345,176,201,108,59,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,125,348,175,199,108,59,1022
112031552,0,0,10,1290,1391,391,226,140,63,3495,493,646,221,195,96,60,1712,357,268,57,34,9,11,729,108,151,62,42,10,5,383,466,419,118,74,19,14,1115,141,50,12,16,0,0,218,103,74,17,10,0,0,202,40,29,3,0,0,0,73,0,0,0,0,0,0,0,288,151,27,19,4,0,493,140,71,3,3,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,3,144,74,3,3,0,0,223,4,7,0,0,0,0,13,1397,1296,375,287,119,76,3554
113011256,0,0,0,1631,2053,907,895,519,253,6270,1027,1717,779,917,460,228,5129,206,106,34,26,8,3,385,0,3,3,0,0,0,13,213,113,33,31,5,3,397,338,219,107,72,32,8,783,9,3,3,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,7,354,226,110,73,32,11,805,25,6,3,3,0,0,45,9,0,3,0,0,0,6,4,10,0,0,0,0,23,39,20,4,8,3,0,76,5,10,3,8,3,5,36,1633,2083,933,1028,502,243,6436
113011257,0,0,3,1025,1530,603,683,429,193,4468,892,1459,568,594,389,189,4088,9,3,0,0,3,0,16,0,0,0,0,0,0,0,9,3,0,3,3,0,15,71,23,6,3,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,23,6,3,0,0,99,20,10,0,0,0,3,42,3,3,3,0,0,0,8,7,3,0,0,0,0,15,28,14,3,0,3,5,64,12,16,5,4,3,4,49,1013,1519,585,603,398,196,4309
