SA2_MAINCODE_2016,C06_PI_S_R225_274,C06_PI_S_R275_349,C06_PI_S_R350_449,C06_PI_S_R450_549,C06_PI_S_R550_649,C06_PI_S_R650m,C06_PI_S_R_NS,C06_PI_S_R_Tot,C06_AI_NS_R0_74,C06_AI_NS_R75_99,C06_AI_NS_R100_149,C06_AI_NS_R150_199,C06_AI_NS_R200_224,C06_AI_NS_R225_274,C06_AI_NS_R275_349,C06_AI_NS_R350_449,C06_AI_NS_R450_549,C06_AI_NS_R550_649,C06_AI_NS_R650m,C06_AI_NS_R_NS,C06_AI_NS_R_Tot,C06_Tot_R0_74,C06_Tot_R75_99,C06_Tot_R100_149,C06_Tot_R150_199,C06_Tot_R200_224,C06_Tot_R225_274,C06_Tot_R275_349,C06_Tot_R350_449,C06_Tot_R450_549,C06_Tot_R550_649,C06_Tot_R650m,C06_Tot_R_NS,C06_Tot_R_Tot,C11_N_inc_R0_74,C11_N_inc_R75_99,C11_Ne_Ni_inc_R100_149,C11_Ne_Ni_inc_R150_199,C11_Ne_Ni_inc_R200_224,C11_Ne_Ni_inc_R225_274,C11_Ne_Ni_inc_R275_349,C11_Ne_Ni_inc_R350_449,C11_Ne_Ni_inc_R450_549,C11_Ne_Ni_inc_R550_649,C11_Ne_Ni_inc_R650m,C11_Ne_Ni_inc_R_NS,C11_N_inc_R_Tot,C11_1_149_R0_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650m,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R0_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650m,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R0_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650m,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R0_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650m,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R0_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650m,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R0_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650m,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R0_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650m,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R0_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650m,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R0_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650m,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R0_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650m,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R0_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650m,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R0_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649
115021298,0,0,4,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,61,3,15,22,18,28,40,34,11,7,6,13,263,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,3,9,3,0,0,0,0,3,0,0,3,0,0,0,15,0,0,0,0,3,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,3,3,0,3,0,3,31,5,0,0,8,0,0,3,6,4,0,0,0,29,4,0,0,4,0,6,3,3,3,3,0,0,34,0,0,0,0,0,0,4,3,3,3,0,0,27,4,0,0,0,3,3,9,9,3,3,4,0,31,3,0,0,0,0,3,3,4,3,0,6,0,25,4,0,0,0,0,0,0,0,6,0
115031299,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,34,5,21,26,10,8,5,0,0,0,0,5,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,9,9,0,0,0,3,0,0,0,0,0,0,0,13,3,0,3,0,3,3,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,4,3,0,3,3,0,0,0,3,26,0,0,0,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,3,0,0,0,0,14,0,0,0,5,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
115031300,21,8,5,0,0,0,0,51,0,0,3,3,0,6,0,0,3,0,0,3,24,98,14,81,105,104,166,98,57,22,7,4,34,791,0,0,0,0,0,0,5,0,0,3,0,3,14,0,0,0,0,3,0,0,0,0,0,0,0,10,4,0,3,10,6,0,0,0,0,0,0,3,31,11,3,7,9,4,5,3,0,0,0,0,0,50,8,0,6,4,0,9,12,6,0,0,0,4,51,4,0,3,3,0,4,11,3,0,0,0,0,27,12,0,4,13,4,14,11,9,0,0,0,4,81,9,3,3,11,9,15,17,8,7,4,0,4,95,8,0,0,8,3,13,28,20,5,0,0,0,93,8,0,0,3,3,10,13,8,4,0,0,3,62,5,0,4,0,0,8,15,26,7,3,7,0,80,11,0,0,0,0,9,10,20,4,8,3,4,68,0,0,0,0,0,3,3,14,3,3
115041301,10,5,7,0,0,0,3,33,0,0,0,0,0,0,0,0,3,0,0,0,9,35,3,28,56,58,104,59,41,29,0,9,14,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,11,3,0,3,0,3,0,4,0,0,0,0,0,21,3,0,0,10,6,5,3,0,3,0,0,3,36,0,0,3,0,3,3,3,0,0,0,0,0,14,3,0,4,3,4,5,10,5,3,0,0,3,45,4,0,0,0,3,4,6,7,0,6,4,0,37,4,0,0,0,4,4,11,10,3,0,0,4,51,7,0,0,0,3,6,3,10,3,4,0,3,35,8,0,0,3,9,5,14,20,3,3,3,4,70,3,0,0,3,0,7,3,15,6,9,0,3,49,0,0,0,0,4,0,0,13,3,3
115041302,0,3,16,13,0,0,0,52,0,0,0,0,0,0,0,3,0,0,0,3,11,42,0,18,42,20,22,111,275,79,12,7,20,659,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,5,3,3,3,0,19,0,0,0,0,0,0,0,3,0,3,0,0,13,0,0,3,0,3,0,3,7,3,3,4,0,26,5,0,0,0,0,6,9,3,10,3,3,0,49,3,0,0,4,4,3,9,8,16,10,5,4,61,3,0,4,3,3,0,6,8,21,10,7,0,66,9,0,0,0,0,4,5,8,28,33,7,0,100,7,0,0,0,5,6,4,7,18,27,12,0,83,0,0,0,0,0,0,3,5,36,37
116011303,35,6,0,0,0,0,5,123,8,0,3,10,6,6,3,0,0,0,3,8,48,108,22,73,364,483,630,108,13,9,0,15,52,1870,0,0,3,0,0,0,16,5,0,0,3,3,34,4,0,0,0,0,0,5,9,0,0,0,0,26,21,22,6,8,8,4,21,8,0,0,0,7,110,8,33,16,13,3,15,21,12,0,0,0,3,117,4,3,11,5,4,25,44,33,0,0,0,3,132,4,3,16,17,0,11,34,18,3,0,0,3,116,3,4,7,15,15,29,94,58,0,0,3,3,224,3,0,8,9,6,39,110,63,11,0,0,5,258,3,3,3,3,9,35,123,96,5,0,0,4,289,3,0,0,3,3,17,75,79,4,0,0,3,185,8,0,4,3,6,22,119,123,13,0,3,0,303,3,0,0,0,3,10,61,81,3,0,0,6,170,0,0,0,0,0,3,28,31,3,4
116011304,39,8,0,0,0,0,3,110,18,3,3,5,5,9,0,0,0,0,0,18,64,207,83,190,201,287,442,96,8,0,3,14,85,1629,0,0,0,0,0,0,8,8,0,0,0,4,24,9,9,5,3,0,0,0,0,0,0,0,7,33,23,36,19,7,0,3,9,3,0,0,0,8,108,19,71,23,10,4,10,8,6,0,0,0,7,156,6,12,18,13,9,12,21,25,0,0,0,0,121,10,4,40,15,8,7,8,10,3,0,0,0,104,7,8,24,26,12,19,43,28,5,0,0,5,170,5,10,10,9,10,20,44,38,3,0,0,4,160,3,0,9,8,8,4,49,53,3,0,3,3,150,6,4,0,9,6,12,53,47,3,0,0,3,140,3,0,4,5,4,11,56,86,9,0,0,3,192,0,0,0,0,3,3,34,55,9,0,0,5,104,0,0,0,0,3,0,14,17,3,4
116011306,30,11,0,0,0,0,10,155,27,7,18,6,8,6,7,0,0,0,0,20,90,288,151,301,228,351,383,115,5,7,0,15,90,1938,0,3,0,3,0,3,0,10,0,0,0,4,32,3,12,7,0,0,6,3,0,0,0,0,0,27,36,57,22,13,4,3,7,9,0,0,0,12,167,24,111,35,11,6,9,14,5,3,0,0,4,232,8,24,30,19,11,19,24,14,0,0,0,3,147,13,9,61,25,8,17,15,4,3,0,0,5,156,6,17,18,34,6,26,27,22,0,0,3,9,160,0,11,15,22,17,29,36,31,6,0,0,0,167,5,8,5,10,3,39,49,34,3,0,0,0,161,8,4,6,7,3,21,34,43,3,0,0,4,129,4,3,5,7,3,24,45,58,13,0,3,4,180,0,0,0,0,6,15,31,46,8,0,0,0,109,4,0,0,0,0,4,12,23,8,0
116011307,34,25,9,0,0,0,5,122,24,5,6,5,0,3,4,0,0,0,10,19,74,445,129,235,249,234,377,224,83,10,4,25,78,2089,3,0,0,0,0,3,4,6,0,0,3,4,33,9,13,4,0,0,0,3,4,0,0,3,5,45,45,52,19,14,8,9,10,3,0,0,3,15,178,34,125,21,17,6,4,21,9,3,0,0,7,249,17,19,23,11,8,13,23,16,0,0,0,4,132,8,3,41,22,7,7,11,11,3,0,0,5,119,7,8,22,31,3,19,37,25,8,4,0,9,170,4,5,17,20,14,22,44,39,11,0,0,3,186,0,0,10,12,8,11,42,45,6,0,0,0,131,3,0,3,8,5,22,46,43,8,0,0,0,137,7,0,3,7,5,23,50,70,28,0,5,3,202,0,0,0,3,3,15,36,54,17,5,0,0,134,0,0,3,0,4,0,21,25,19,5
116011308,47,13,3,0,0,3,10,128,11,4,7,10,0,3,5,0,0,0,0,9,51,238,96,168,212,269,633,181,21,3,0,22,69,1922,6,5,3,3,3,3,8,8,0,0,0,7,37,9,7,4,3,0,0,4,3,0,0,0,4,29,26,37,18,12,3,4,12,7,0,0,0,6,128,22,62,14,10,4,3,9,8,0,0,0,10,147,3,7,19,14,4,13,23,20,0,0,0,6,118,4,0,29,11,3,6,15,14,0,0,0,4,90,3,3,10,24,14,20,42,34,0,0,3,6,173,5,4,7,24,7,28,43,45,3,0,3,7,180,11,0,4,16,13,21,56,66,3,3,0,4,189,3,0,3,7,11,9,51,76,9,0,0,0,170,3,0,3,6,6,15,55,108,13,0,0,6,222,0,0,0,0,9,3,36,73,13,3,0,0,144,4,0,3,3,8,3,14,44,9,0
116011560,18,3,0,0,0,3,11,74,3,0,3,3,7,7,0,0,0,0,3,6,36,75,39,82,146,233,307,50,16,0,3,14,46,1010,0,0,0,0,3,3,6,0,0,0,0,0,11,3,0,3,0,0,0,0,3,0,0,0,3,16,6,27,7,6,0,0,8,0,0,0,0,3,57,5,21,3,8,4,4,19,3,0,0,0,0,72,0,4,14,11,3,8,17,10,3,0,0,5,71,3,0,10,5,3,3,12,14,0,0,0,3,55,3,3,10,13,11,11,31,30,0,0,0,3,112,6,3,4,11,0,7,27,29,3,0,0,4,98,5,0,3,8,0,5,29,30,3,0,0,4,90,4,0,0,9,6,7,20,35,3,0,0,3,94,0,0,0,3,3,15,41,47,10,0,0,0,122,3,0,3,5,5,4,18,35,4,0,0,3,75,0,0,0,0,3,0,6,17,3,0
116011561,38,14,0,0,0,3,0,93,3,0,0,3,12,3,4,0,0,0,0,12,43,71,13,45,146,314,533,85,14,0,0,16,45,1278,4,0,0,0,0,3,3,9,0,0,0,0,19,4,0,0,0,3,0,6,3,0,0,0,0,13,10,8,0,8,0,5,3,11,0,0,0,6,55,14,16,3,5,3,4,13,11,0,0,0,3,70,11,4,7,3,9,8,27,30,3,0,0,0,104,6,0,3,4,3,6,25,14,0,0,0,0,66,0,0,3,6,4,17,42,37,3,0,0,3,129,3,0,5,4,3,17,52,34,3,0,0,8,133,4,0,4,3,5,20,69,56,7,0,0,0,170,3,0,0,0,9,3,61,45,7,0,0,0,128,3,0,0,4,3,19,62,77,10,3,4,0,181,0,0,0,3,0,5,34,36,3,3,0,0,94,0,0,0,0,3,0,17,21,7,0
116021309,3,26,44,3,0,3,0,89,0,0,0,0,0,0,4,13,0,0,0,3,21,13,0,17,23,10,54,278,335,30,6,6,18,797,0,0,0,0,0,0,0,3,0,6,0,3,9,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,7,4,3,0,0,17,0,0,0,0,0,0,0,9,9,0,0,3,23,3,0,0,0,0,3,3,7,13,0,4,0,33,0,0,0,0,0,0,3,13,8,4,0,0,27,0,0,0,0,0,0,7,23,29,11,0,0,65,0,0,0,3,3,0,0,11,14,8,4,3,46,0,0,0,3,3,3,3,23,51,18,3,0,116,3,0,0,0,4,3,0,20,45,26,0,3,112,0,0,0,0,0,3,4,16,37,30
116021310,0,15,16,3,0,0,0,46,0,0,0,0,0,3,3,0,0,0,0,3,12,7,0,31,46,3,34,181,212,38,7,6,19,580,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,4,3,5,0,4,19,0,0,0,0,0,0,0,3,0,0,0,3,16,0,0,0,10,3,0,0,12,13,3,0,4,41,0,0,0,3,0,0,0,0,3,0,0,3,16,3,0,0,3,0,4,4,16,20,13,3,0,56,0,0,3,3,0,0,3,19,20,5,4,0,63,0,0,3,4,5,3,5,16,30,8,3,0,77,0,0,0,0,0,0,8,26,30,14,7,5,88,0,0,0,0,3,5,3,46,53,47,5,0,168,0,0,0,0,0,0,7,39,35,43,10,3,142,0,0,0,0,3,7,3,27,42,79
116021312,20,8,6,3,0,0,0,72,3,4,4,9,5,3,0,0,0,0,0,9,37,80,37,126,180,171,267,79,39,14,5,6,40,1042,8,0,0,0,4,0,4,0,0,0,0,0,15,0,0,0,0,0,0,5,3,0,0,0,0,14,7,9,3,7,10,5,4,0,0,0,0,0,39,6,6,7,17,6,11,8,0,0,0,0,3,58,8,0,11,17,18,23,25,9,0,0,0,0,111,3,0,4,12,4,12,7,9,0,0,0,0,44,7,3,6,32,18,25,32,23,4,0,3,4,160,9,0,4,13,9,21,27,27,3,0,0,5,127,4,0,6,9,6,10,43,24,3,0,3,7,126,3,0,3,4,5,11,29,13,10,7,0,3,90,8,0,3,7,7,7,33,36,7,0,0,6,108,8,0,0,4,3,13,18,22,4,0,3,0,73,0,0,3,0,3,5,7,11,8,3
116021562,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,3,3,11,30,43,29,0,0,3,7,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,4,6,4,0,0,0,12,0,0,0,0,0,0,3,6,9,0,0,0,13,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,3,7,7,0,0,0,22,0,0,0,0,0,3,0,7,9,0,0,0,19,0,0,0,0,0,0,0,3,13,4
116021563,55,41,8,0,0,0,0,134,3,0,3,0,8,10,3,0,0,0,0,12,34,69,27,84,81,217,793,392,93,3,3,15,38,1828,4,0,0,0,0,0,0,9,0,0,0,3,16,0,0,0,0,0,0,4,4,0,0,0,0,9,10,12,11,3,0,4,4,17,0,0,0,0,54,3,21,9,4,4,3,12,7,0,0,0,0,68,0,0,3,3,0,5,13,36,3,0,0,0,69,3,0,13,4,0,0,9,6,3,0,0,3,38,0,3,5,7,3,8,37,47,10,4,0,3,128,0,0,6,8,3,9,37,64,9,0,3,0,134,0,0,0,3,3,8,40,95,9,0,0,3,170,0,0,0,0,4,5,32,93,18,0,0,0,151,8,0,4,4,4,10,61,157,28,4,0,4,281,0,0,0,0,5,8,27,111,36,0,0,3,191,3,0,0,3,3,3,15,68,30,3
116031313,14,3,0,0,0,3,17,244,19,15,20,24,20,0,0,0,0,3,5,45,157,364,289,532,769,346,101,8,7,0,5,32,144,2607,3,3,0,3,4,3,3,0,0,0,0,3,34,12,11,15,0,0,0,5,0,0,0,0,5,43,43,63,64,25,3,7,15,0,0,0,0,12,234,26,103,72,40,9,10,18,3,0,0,4,10,301,12,22,75,34,13,20,62,0,0,0,0,11,248,9,13,84,63,16,14,29,3,0,0,0,13,248,13,15,40,64,31,32,50,9,0,0,3,6,264,7,6,33,64,35,44,55,6,0,0,0,6,261,3,8,23,56,34,38,68,16,0,0,0,11,247,0,0,10,24,31,22,41,11,0,0,3,3,154,0,3,0,21,46,29,55,8,0,0,0,3,170,0,3,9,17,16,5,29,10,0,0,0,0,92,0,0,0,5,9,3,8,5,0,0
116031314,24,3,0,0,0,0,3,54,0,0,0,3,4,3,0,0,0,0,0,0,16,21,10,34,37,154,227,21,3,0,3,3,19,531,0,0,0,0,0,0,3,7,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,4,0,0,3,4,0,0,0,0,16,0,3,3,0,0,3,6,3,0,0,0,0,23,0,0,4,3,7,3,17,10,0,0,0,0,47,0,0,5,3,0,0,6,0,0,0,0,0,22,0,0,4,7,3,3,9,25,0,0,0,0,53,0,0,0,3,0,3,17,16,0,0,0,0,47,0,0,0,4,4,3,15,46,0,0,0,0,81,3,0,0,0,0,0,14,28,0,0,0,0,54,0,0,3,0,0,3,22,41,0,0,0,0,79,0,0,0,0,3,3,16,30,4,0,0,0,54,0,0,0,0,0,3,7,8,3,0
116031315,37,5,3,0,0,3,3,82,0,0,0,3,4,9,0,0,0,0,0,8,26,33,12,33,92,255,531,99,35,0,0,5,33,1129,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,6,3,0,0,0,0,5,0,0,3,3,0,0,5,11,0,0,0,0,21,0,3,0,4,5,4,6,10,0,0,0,0,36,0,0,3,3,4,3,29,28,0,0,0,0,74,0,0,3,0,0,5,3,15,0,0,0,5,35,0,0,3,0,4,9,34,35,3,0,0,3,105,5,0,0,9,4,5,45,41,0,0,0,3,107,3,0,0,3,3,4,47,53,7,0,0,3,117,3,0,0,0,3,7,35,67,7,0,0,0,120,0,0,0,3,5,10,51,88,0,0,3,5,176,5,0,0,0,0,3,19,56,3,0,0,5,97,0,0,0,0,0,0,12,33,6,0
116031316,7,9,0,0,0,0,11,211,28,25,18,25,6,3,0,0,0,0,3,30,141,381,318,494,781,261,55,18,4,0,7,31,128,2478,3,0,0,4,4,7,0,0,0,0,0,5,29,15,5,8,7,3,0,5,0,0,0,0,0,50,56,77,48,16,6,11,9,3,0,0,0,19,251,18,101,52,28,8,19,15,3,0,0,0,17,272,10,18,49,38,17,35,60,9,0,0,0,10,234,9,15,90,49,20,9,20,3,0,0,0,4,214,9,14,33,72,46,35,68,8,0,0,0,4,293,3,3,28,32,35,38,61,6,0,0,0,3,216,4,3,14,33,33,36,68,7,0,0,0,8,208,0,0,5,14,31,30,42,5,0,3,0,3,134,0,3,4,15,23,35,35,12,5,0,0,5,147,3,0,0,5,15,10,21,10,6,3,0,0,77,0,0,0,3,4,3,8,3,3,0
116031317,35,4,0,0,0,3,6,195,14,6,12,38,10,7,0,0,0,0,6,19,103,233,127,270,959,558,316,36,11,5,3,24,95,2635,7,7,0,0,4,5,19,4,0,0,3,9,57,12,8,0,5,0,3,6,3,0,0,0,3,48,26,37,25,20,7,30,24,8,0,0,3,14,191,32,67,33,18,14,39,31,7,0,0,0,11,256,7,11,28,29,19,49,68,10,0,0,0,6,224,4,4,39,22,11,41,57,22,3,0,0,8,205,14,5,13,38,40,82,137,25,0,0,0,6,362,5,3,18,29,22,70,119,32,0,3,8,10,323,5,3,5,20,32,57,135,49,4,0,3,9,325,6,0,8,6,21,37,108,28,0,0,3,5,233,0,3,3,21,14,49,126,51,0,3,0,6,277,3,0,0,5,4,27,67,31,3,0,3,3,138,4,0,0,5,4,8,32,13,0,0
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,28,15,3,0,0,0,3,98,8,6,5,3,3,9,6,0,0,0,0,5,40,94,40,92,127,235,462,108,15,0,0,7,37,1214,4,0,0,0,0,3,3,7,0,0,0,0,12,3,3,0,0,0,0,3,0,0,0,0,0,7,7,13,10,4,0,0,5,11,0,0,0,5,56,4,21,11,7,3,3,15,6,3,0,0,4,79,3,0,3,3,5,7,22,14,0,0,0,3,65,3,3,12,10,6,7,8,7,3,0,0,0,63,16,0,9,0,3,17,40,33,3,0,0,3,124,9,0,4,0,4,5,54,27,3,0,0,4,118,0,0,3,4,0,14,63,35,3,0,0,7,143,0,0,0,4,4,8,37,47,4,0,0,4,108,0,0,0,3,4,14,83,68,7,0,0,6,187,0,0,0,0,3,9,34,63,8,0,3,3,127,3,0,0,0,0,0,11,29,4,0
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011321,8,13,13,5,0,0,7,69,3,0,0,0,5,0,3,0,0,0,0,4,18,100,17,43,110,93,74,119,153,44,17,7,30,804,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,15,8,32,7,4,0,4,0,4,0,4,0,8,63,6,34,3,6,0,0,3,0,0,0,0,0,61,0,3,4,6,3,4,9,3,4,0,0,7,43,0,0,3,3,0,0,0,0,0,0,0,0,19,3,3,3,6,3,4,8,15,6,7,6,5,73,3,0,4,4,0,7,11,13,6,9,4,3,64,3,0,0,9,0,14,16,18,9,4,3,0,69,3,0,0,3,3,3,3,24,7,3,3,0,53,0,0,0,0,3,7,13,21,22,12,11,3,94,3,0,0,3,0,4,5,13,13,10,8,0,68,3,0,0,0,0,0,0,13,17,12
117011322,48,16,35,12,5,0,16,197,11,0,5,0,4,13,8,8,3,0,7,16,78,349,66,188,181,362,568,295,362,80,19,36,93,2594,6,0,3,3,0,7,6,17,3,7,0,8,55,17,7,6,4,0,3,6,3,3,3,0,9,57,34,67,17,5,0,4,3,10,4,3,0,16,165,33,122,26,13,0,9,15,16,3,3,0,11,254,7,10,24,16,3,12,40,33,7,5,4,0,157,3,3,30,9,3,8,23,21,5,4,4,11,121,16,8,15,23,6,21,47,56,21,18,0,7,248,6,0,18,9,5,11,46,71,17,25,6,0,214,8,4,3,3,5,23,49,67,33,25,13,0,246,4,3,0,15,0,13,42,73,32,27,9,9,222,5,0,0,7,3,9,51,94,52,45,14,11,297,3,0,0,0,0,7,30,52,43,58,9,3,214,4,0,0,0,3,0,18,32,37,36
117011323,23,23,13,3,0,4,9,118,21,4,7,3,13,9,5,0,0,0,4,14,83,324,61,142,140,328,360,157,153,64,4,32,65,1833,5,3,3,0,0,0,10,18,0,0,0,3,46,4,8,0,0,4,0,4,3,0,0,0,7,31,25,65,22,12,3,0,7,12,0,0,0,4,154,27,88,17,7,0,3,13,8,0,0,3,9,177,3,14,17,9,8,14,19,24,3,3,3,7,113,7,0,35,20,0,5,18,17,6,0,0,5,108,7,7,10,9,4,4,60,35,6,7,3,0,152,0,0,6,8,9,17,36,38,4,7,0,0,125,0,0,6,3,3,9,59,56,6,7,0,4,160,0,0,0,0,0,6,33,38,9,11,6,0,101,0,0,0,0,0,10,49,54,9,15,7,0,156,0,0,0,0,0,5,19,25,4,14,6,0,82,7,0,0,0,0,4,7,15,3,14
