SA4_NAME16	Year	Sex	IndigenousStatus	persons
Capital Region	2006	F	Aboriginal	2338
Capital Region	2006	F	Both Aboriginal & Torres Strait Islander	42
Capital Region	2006	F	Non-indigenous	96772
Capital Region	2006	F	Torres Strait Islander	91
Capital Region	2006	M	Aboriginal	2439
Capital Region	2006	M	Both Aboriginal & Torres Strait Islander	40
Capital Region	2006	M	Non-indigenous	96130
Capital Region	2006	M	Torres Strait Islander	87
Capital Region	2011	F	Aboriginal	2999
Capital Region	2011	F	Both Aboriginal & Torres Strait Islander	45
Capital Region	2011	F	Non-indigenous	101077
Capital Region	2011	F	Torres Strait Islander	85
Capital Region	2011	M	Aboriginal	3008
Capital Region	2011	M	Both Aboriginal & Torres Strait Islander	50
Capital Region	2011	M	Non-indigenous	100488
Capital Region	2011	M	Torres Strait Islander	70
Capital Region	2016	F	Aboriginal	3785
Capital Region	2016	F	Both Aboriginal & Torres Strait Islander	60
Capital Region	2016	F	Non-indigenous	105804
Capital Region	2016	F	Torres Strait Islander	67
Capital Region	2016	M	Aboriginal	3794
Capital Region	2016	M	Both Aboriginal & Torres Strait Islander	80
Capital Region	2016	M	Non-indigenous	105156
Capital Region	2016	M	Torres Strait Islander	93
Central Coast	2006	F	Aboriginal	3049
Central Coast	2006	F	Both Aboriginal & Torres Strait Islander	54
Central Coast	2006	F	Non-indigenous	150767
Central Coast	2006	F	Torres Strait Islander	143
Central Coast	2006	M	Aboriginal	3010
Central Coast	2006	M	Both Aboriginal & Torres Strait Islander	64
Central Coast	2006	M	Non-indigenous	140737
Central Coast	2006	M	Torres Strait Islander	132
Central Coast	2011	F	Aboriginal	4375
Central Coast	2011	F	Both Aboriginal & Torres Strait Islander	92
Central Coast	2011	F	Non-indigenous	156891
Central Coast	2011	F	Torres Strait Islander	126
Central Coast	2011	M	Aboriginal	4220
Central Coast	2011	M	Both Aboriginal & Torres Strait Islander	78
Central Coast	2011	M	Non-indigenous	146270
Central Coast	2011	M	Torres Strait Islander	136
Central Coast	2016	F	Aboriginal	6030
Central Coast	2016	F	Both Aboriginal & Torres Strait Islander	109
Central Coast	2016	F	Non-indigenous	162681
Central Coast	2016	F	Torres Strait Islander	152
Central Coast	2016	M	Aboriginal	5957
Central Coast	2016	M	Both Aboriginal & Torres Strait Islander	88
Central Coast	2016	M	Non-indigenous	152576
Central Coast	2016	M	Torres Strait Islander	147
Central West	2006	F	Aboriginal	3834
Central West	2006	F	Both Aboriginal & Torres Strait Islander	80
Central West	2006	F	Non-indigenous	91071
Central West	2006	F	Torres Strait Islander	90
Central West	2006	M	Aboriginal	3989
Central West	2006	M	Both Aboriginal & Torres Strait Islander	69
Central West	2006	M	Non-indigenous	90413
Central West	2006	M	Torres Strait Islander	119
Central West	2011	F	Aboriginal	5010
Central West	2011	F	Both Aboriginal & Torres Strait Islander	73
Central West	2011	F	Non-indigenous	93223
Central West	2011	F	Torres Strait Islander	113
Central West	2011	M	Aboriginal	5117
Central West	2011	M	Both Aboriginal & Torres Strait Islander	70
Central West	2011	M	Non-indigenous	93004
Central West	2011	M	Torres Strait Islander	135
Central West	2016	F	Aboriginal	6359
Central West	2016	F	Both Aboriginal & Torres Strait Islander	97
Central West	2016	F	Non-indigenous	96901
Central West	2016	F	Torres Strait Islander	107
Central West	2016	M	Aboriginal	6491
Central West	2016	M	Both Aboriginal & Torres Strait Islander	120
Central West	2016	M	Non-indigenous	95974
Central West	2016	M	Torres Strait Islander	115
Coffs Harbour - Grafton	2006	F	Aboriginal	2367
Coffs Harbour - Grafton	2006	F	Both Aboriginal & Torres Strait Islander	47
Coffs Harbour - Grafton	2006	F	Non-indigenous	61499
Coffs Harbour - Grafton	2006	F	Torres Strait Islander	59
Coffs Harbour - Grafton	2006	M	Aboriginal	2347
Coffs Harbour - Grafton	2006	M	Both Aboriginal & Torres Strait Islander	53
Coffs Harbour - Grafton	2006	M	Non-indigenous	59029
Coffs Harbour - Grafton	2006	M	Torres Strait Islander	70
Coffs Harbour - Grafton	2011	F	Aboriginal	2975
Coffs Harbour - Grafton	2011	F	Both Aboriginal & Torres Strait Islander	58
Coffs Harbour - Grafton	2011	F	Non-indigenous	63696
Coffs Harbour - Grafton	2011	F	Torres Strait Islander	82
Coffs Harbour - Grafton	2011	M	Aboriginal	2785
Coffs Harbour - Grafton	2011	M	Both Aboriginal & Torres Strait Islander	59
Coffs Harbour - Grafton	2011	M	Non-indigenous	60863
Coffs Harbour - Grafton	2011	M	Torres Strait Islander	88
Coffs Harbour - Grafton	2016	F	Aboriginal	3576
Coffs Harbour - Grafton	2016	F	Both Aboriginal & Torres Strait Islander	80
Coffs Harbour - Grafton	2016	F	Non-indigenous	65969
Coffs Harbour - Grafton	2016	F	Torres Strait Islander	79
Coffs Harbour - Grafton	2016	M	Aboriginal	3435
Coffs Harbour - Grafton	2016	M	Both Aboriginal & Torres Strait Islander	63
Coffs Harbour - Grafton	2016	M	Non-indigenous	63017
Coffs Harbour - Grafton	2016	M	Torres Strait Islander	68
Far West and Orana	2006	F	Aboriginal	7732
Far West and Orana	2006	F	Both Aboriginal & Torres Strait Islander	107
Far West and Orana	2006	F	Non-indigenous	49477
Far West and Orana	2006	F	Torres Strait Islander	106
Far West and Orana	2006	M	Aboriginal	7461
Far West and Orana	2006	M	Both Aboriginal & Torres Strait Islander	140
Far West and Orana	2006	M	Non-indigenous	49364
Far West and Orana	2006	M	Torres Strait Islander	99
Far West and Orana	2011	F	Aboriginal	8931
Far West and Orana	2011	F	Both Aboriginal & Torres Strait Islander	107
Far West and Orana	2011	F	Non-indigenous	47947
Far West and Orana	2011	F	Torres Strait Islander	101
Far West and Orana	2011	M	Aboriginal	8519
Far West and Orana	2011	M	Both Aboriginal & Torres Strait Islander	99
Far West and Orana	2011	M	Non-indigenous	47814
Far West and Orana	2011	M	Torres Strait Islander	78
Far West and Orana	2016	F	Aboriginal	9399
Far West and Orana	2016	F	Both Aboriginal & Torres Strait Islander	137
Far West and Orana	2016	F	Non-indigenous	47669
Far West and Orana	2016	F	Torres Strait Islander	95
Far West and Orana	2016	M	Aboriginal	9215
Far West and Orana	2016	M	Both Aboriginal & Torres Strait Islander	110
Far West and Orana	2016	M	Non-indigenous	47068
Far West and Orana	2016	M	Torres Strait Islander	81
Hunter Valley exc Newcastle	2006	F	Aboriginal	3185
Hunter Valley exc Newcastle	2006	F	Both Aboriginal & Torres Strait Islander	82
Hunter Valley exc Newcastle	2006	F	Non-indigenous	110309
Hunter Valley exc Newcastle	2006	F	Torres Strait Islander	121
Hunter Valley exc Newcastle	2006	M	Aboriginal	3082
Hunter Valley exc Newcastle	2006	M	Both Aboriginal & Torres Strait Islander	79
Hunter Valley exc Newcastle	2006	M	Non-indigenous	108766
Hunter Valley exc Newcastle	2006	M	Torres Strait Islander	131
Hunter Valley exc Newcastle	2011	F	Aboriginal	4566
Hunter Valley exc Newcastle	2011	F	Both Aboriginal & Torres Strait Islander	113
Hunter Valley exc Newcastle	2011	F	Non-indigenous	117544
Hunter Valley exc Newcastle	2011	F	Torres Strait Islander	126
Hunter Valley exc Newcastle	2011	M	Aboriginal	4462
Hunter Valley exc Newcastle	2011	M	Both Aboriginal & Torres Strait Islander	93
Hunter Valley exc Newcastle	2011	M	Non-indigenous	116204
Hunter Valley exc Newcastle	2011	M	Torres Strait Islander	138
Hunter Valley exc Newcastle	2016	F	Aboriginal	7087
Hunter Valley exc Newcastle	2016	F	Both Aboriginal & Torres Strait Islander	161
Hunter Valley exc Newcastle	2016	F	Non-indigenous	125356
Hunter Valley exc Newcastle	2016	F	Torres Strait Islander	178
Hunter Valley exc Newcastle	2016	M	Aboriginal	7283
Hunter Valley exc Newcastle	2016	M	Both Aboriginal & Torres Strait Islander	166
Hunter Valley exc Newcastle	2016	M	Non-indigenous	122983
Hunter Valley exc Newcastle	2016	M	Torres Strait Islander	203
Illawarra	2006	F	Aboriginal	2288
Illawarra	2006	F	Both Aboriginal & Torres Strait Islander	43
Illawarra	2006	F	Non-indigenous	131103
Illawarra	2006	F	Torres Strait Islander	78
Illawarra	2006	M	Aboriginal	2197
Illawarra	2006	M	Both Aboriginal & Torres Strait Islander	42
Illawarra	2006	M	Non-indigenous	127685
Illawarra	2006	M	Torres Strait Islander	100
Illawarra	2011	F	Aboriginal	3110
Illawarra	2011	F	Both Aboriginal & Torres Strait Islander	53
Illawarra	2011	F	Non-indigenous	136534
Illawarra	2011	F	Torres Strait Islander	106
Illawarra	2011	M	Aboriginal	3033
Illawarra	2011	M	Both Aboriginal & Torres Strait Islander	42
Illawarra	2011	M	Non-indigenous	133005
Illawarra	2011	M	Torres Strait Islander	99
Illawarra	2016	F	Aboriginal	4123
Illawarra	2016	F	Both Aboriginal & Torres Strait Islander	81
Illawarra	2016	F	Non-indigenous	144724
Illawarra	2016	F	Torres Strait Islander	77
Illawarra	2016	M	Aboriginal	3907
Illawarra	2016	M	Both Aboriginal & Torres Strait Islander	73
Illawarra	2016	M	Non-indigenous	140400
Illawarra	2016	M	Torres Strait Islander	108
Mid North Coast	2006	F	Aboriginal	4043
Mid North Coast	2006	F	Both Aboriginal & Torres Strait Islander	86
Mid North Coast	2006	F	Non-indigenous	94375
Mid North Coast	2006	F	Torres Strait Islander	96
Mid North Coast	2006	M	Aboriginal	3871
Mid North Coast	2006	M	Both Aboriginal & Torres Strait Islander	114
Mid North Coast	2006	M	Non-indigenous	90016
Mid North Coast	2006	M	Torres Strait Islander	127
Mid North Coast	2011	F	Aboriginal	5253
Mid North Coast	2011	F	Both Aboriginal & Torres Strait Islander	97
Mid North Coast	2011	F	Non-indigenous	97700
Mid North Coast	2011	F	Torres Strait Islander	90
Mid North Coast	2011	M	Aboriginal	5143
Mid North Coast	2011	M	Both Aboriginal & Torres Strait Islander	110
Mid North Coast	2011	M	Non-indigenous	92616
Mid North Coast	2011	M	Torres Strait Islander	101
Mid North Coast	2016	F	Aboriginal	6558
Mid North Coast	2016	F	Both Aboriginal & Torres Strait Islander	126
Mid North Coast	2016	F	Non-indigenous	102131
Mid North Coast	2016	F	Torres Strait Islander	86
Mid North Coast	2016	M	Aboriginal	6337
Mid North Coast	2016	M	Both Aboriginal & Torres Strait Islander	132
Mid North Coast	2016	M	Non-indigenous	96725
Mid North Coast	2016	M	Torres Strait Islander	102
Murray	2006	F	Aboriginal	1367
Murray	2006	F	Both Aboriginal & Torres Strait Islander	24
Murray	2006	F	Non-indigenous	53745
Murray	2006	F	Torres Strait Islander	33
Murray	2006	M	Aboriginal	1340
Murray	2006	M	Both Aboriginal & Torres Strait Islander	27
Murray	2006	M	Non-indigenous	53032
Murray	2006	M	Torres Strait Islander	52
Murray	2011	F	Aboriginal	1605
Murray	2011	F	Both Aboriginal & Torres Strait Islander	39
Murray	2011	F	Non-indigenous	54077
Murray	2011	F	Torres Strait Islander	44
Murray	2011	M	Aboriginal	1512
Murray	2011	M	Both Aboriginal & Torres Strait Islander	29
Murray	2011	M	Non-indigenous	52952
Murray	2011	M	Torres Strait Islander	59
Murray	2016	F	Aboriginal	1966
Murray	2016	F	Both Aboriginal & Torres Strait Islander	35
Murray	2016	F	Non-indigenous	56705
Murray	2016	F	Torres Strait Islander	37
Murray	2016	M	Aboriginal	1835
Murray	2016	M	Both Aboriginal & Torres Strait Islander	34
Murray	2016	M	Non-indigenous	55149
Murray	2016	M	Torres Strait Islander	42
New England and North West	2006	F	Aboriginal	6689
New England and North West	2006	F	Both Aboriginal & Torres Strait Islander	92
New England and North West	2006	F	Non-indigenous	80347
New England and North West	2006	F	Torres Strait Islander	149
New England and North West	2006	M	Aboriginal	6437
